market_key,taker_pnl_gross,taker_pnl_net,taker_fees,maker_pnl_net,maker_fees,notional_settled,contracts_settled,n_days
KXWCBTTS-26JUN14CIVECU,-506645.3,-536251.61,29606.31,506645.3,0.0,944370.3,1987909,8
KXMLBGAME-26MAY042010LADHOU,181103.48,161288.75,19814.73,-186101.29,4997.81,1052081.52,1975014,4
KXMLBSPREAD-26JUN041915TORATL,-559838.65,-589765.48,29926.83,559838.65,0.0,1035477.65,1973620,2
KXWC2H-26JUL02ESPAUT,224519.28,203318.3,21200.98,-224519.28,0.0,1040463.72,1973180,5
KXLOLGAME-26JUN140200GENT1,225413.02,199284.14,26128.88,-225413.02,0.0,866827.98,1966836,2
KXWC1HSPREAD-26JUN27JORARG,252680.22,231013.26,21666.96,-252680.22,0.0,827311.78,1963439,8
KXNHLTOTAL-26MAY18MTLBUF,-259483.93,-287218.05,27734.12,259483.93,0.0,975396.93,1956192,2
KXWCBTTS-26JUN22JORDZA,416327.46,385652.42,30675.04,-416327.46,0.0,912988.54,1953857,8
KXWCBTTS-26JUL07SUICOL,-879350.0,-913114.37,33764.37,879350.0,0.0,991164.0,1928491,4
KXMLBGAME-26JUN031940SFMIL,-314130.96,-346398.54,32267.58,306023.37,8107.59,991962.96,1926702,4
KXMVESPORTSMULTIGAMEEXTENDED-S2026D662F994195,-326366.55,-345380.91,19014.36,326366.55,0.0,381647.55,1926660,5
KXMVESPORTSMULTIGAMEEXTENDED-S20262C99B5856BB,412510.03,383959.99,28550.04,-412510.03,0.0,919746.97,1923190,4
KXWCBTTS-26JUN23COLCOD,-364516.74,-390353.41,25836.67,364516.74,0.0,872556.74,1923053,9
KXWCGOAL-26JUL06USABEL-USACPULIS11,-259325.63,-278741.49,19415.86,259325.63,0.0,515599.63,1922679,5
KXMVESPORTSMULTIGAMEEXTENDED-S2026379939C1713,256328.9,229774.62,26554.28,-256328.9,0.0,875344.1,1922444,5
KXMLBGAME-26JUN021940CWSMIN,-405364.4,-435338.77,29974.37,397839.81,7524.59,951573.4,1918643,4
KXMLBTOTAL-26JUL061845HOUWSH,366992.69,341761.65,25231.04,-366992.69,0.0,871600.31,1914877,2
KXMVESPORTSMULTIGAMEEXTENDED-S2026F0A4B0BABBF,-285122.74,-301189.57,16066.83,285122.74,0.0,366064.74,1904204,4
KXMVESPORTSMULTIGAMEEXTENDED-S2026BB9D1C203FA,174211.76,166277.57,7934.19,-174211.76,0.0,242431.24,1899542,6
KXMVESPORTSMULTIGAMEEXTENDED-S202693543911F91,675277.38,667026.69,8250.69,-675277.38,0.0,570590.62,1888397,2
KXMLBSPREAD-26JUL081545TORSF,273318.8,247242.92,26075.88,-273318.8,0.0,839143.2,1888058,1
KXWC1H-26JUN15ESPCPV,-255134.44,-276621.66,21487.22,255134.44,0.0,996459.44,1886363,9
KXMLBSPREAD-26JUL282210SEALAD,-320330.07,-348373.82,28043.75,320330.07,0.0,944009.07,1885380,3
KXMLBGAME-26MAY291915CHCSTL,-250810.28,-277747.96,26937.68,244027.56,6782.72,926565.28,1883791,4
KXMVESPORTSMULTIGAMEEXTENDED-S2026AA491B190F2,-341883.07,-366702.33,24819.26,341883.07,0.0,896454.07,1877818,4
KXWTACHALLENGERMATCH-26MAY16KEYSTA,205975.87,181366.75,24609.12,-205975.87,0.0,932788.13,1865949,2
KXWC2HBTTS-26JUL19ESPARG,-351270.2,-375515.21,24245.01,351270.2,0.0,765632.2,1865161,5
KXMVESPORTSMULTIGAMEEXTENDED-S2026ABB27D87C17,232763.98,218241.17,14522.81,-232763.98,0.0,425913.02,1863959,3
KXWC1HTOTAL-26JUN19BRAHTI,208876.19,187600.42,21275.77,-208876.19,0.0,854044.81,1861751,8
KXWCBTTS-26JUN23PANCRO,-345371.16,-374354.18,28983.02,345371.16,0.0,966656.16,1861698,5
KXMLBGAME-26APR281940LAACWS,-309845.07,-330428.96,20583.89,304667.03,5178.04,937326.07,1856187,4
KXWCTEAMTOTAL-26JUN21BELIRI,-384472.3,-407836.55,23364.25,384472.3,0.0,1082059.3,1852986,10
KXMLBGAME-26JUL051920SDLAD,-363632.16,-391729.31,28097.15,356569.31,7062.85,1027447.16,1847604,4
KXATPMATCH-26MAY17CERDE,224466.75,205351.74,19115.01,-229278.04,4811.29,877573.25,1839506,3
KXMVESPORTSMULTIGAMEEXTENDED-S2026FCEBC7CDB52,-265118.0,-280921.6,15803.6,265118.0,0.0,298516.0,1828302,5
KXWCBTTS-26JUL05MEXENG,803002.5,771046.35,31956.15,-803002.5,0.0,924116.5,1823151,5
KXMVECROSSCATEGORY-S2026150474F7DF7,303420.68,282773.68,20647.0,-303420.68,0.0,532827.32,1822038,6
KXBUNDESLIGAGAME-26MAY03BMGBVB,-325361.87,-350603.28,25241.41,319013.47,6348.4,901058.87,1821577,9
KXMVESPORTSMULTIGAMEEXTENDED-S2026D7E17E3B751,491109.68,472936.27,18173.41,-491109.68,0.0,444030.32,1815811,9
KXMVESPORTSMULTIGAMEEXTENDED-S2026EEDA7F4AC2C,-257174.46,-272591.54,15417.07,257174.46,0.0,276257.46,1814593,4
KXATPMATCH-26APR15DEMED,-345641.71,-370778.64,25136.93,339331.48,6310.23,992744.71,1803276,1
KXWCGOAL-26JUN16IRQNOR-NOREHAALA9,373775.96,353211.13,20564.83,-373775.96,0.0,650896.04,1801022,3
KXBRASILEIROGAME-26JUL29VITPAL,209315.8,193912.16,15403.64,-209315.8,0.0,777997.2,1801021,4
KXWTACHALLENGERMATCH-26MAY13PARBAN,-268632.54,-292899.28,24266.74,268632.54,0.0,901822.54,1786227,2
KXMVECROSSCATEGORY-S2026F2968EA6DD2,575859.24,553229.46,22629.78,-575859.24,0.0,558024.76,1784117,5
KXEPLGAME-26MAY24CRYARS,183585.85,165203.84,18382.01,-188217.26,4631.41,865695.15,1783845,17
KXSERIEAGAME-26APR26TORINT,-250839.82,-266908.52,16068.7,246787.49,4052.33,793062.82,1782332,8
KXWC2H-26JUN27JORARG,-440029.29,-464143.27,24113.98,440029.29,0.0,1033066.29,1782206,8
KXUCLADVANCE-26MAY06BMUPSG,-285076.05,-311464.07,26388.02,285076.05,0.0,912059.05,1778803,3
KXWC1HSPREAD-26JUN19BRAHTI,376508.38,355201.51,21306.87,-376508.38,0.0,782578.62,1763932,8
KXMLBTOTAL-26MAY282005HOUTEX,287968.8,262084.59,25884.21,-287968.8,0.0,904923.2,1758684,2
KXWCSPREAD-26JUN25ECUGER,-434232.85,-458675.14,24442.29,434232.85,0.0,606883.85,1757065,18
KXMLBGAME-26JUN131610AZCIN,-251179.43,-278835.44,27656.01,244232.05,6947.38,914675.43,1742383,3
KXWCTEAMTOTAL-26JUN21TUNJPN,341814.77,317863.47,23951.3,-341814.77,0.0,838818.23,1740307,10
KXMVECROSSCATEGORY-S202682D3C8E7883,-306962.85,-323346.23,16383.38,306962.85,0.0,449300.85,1736579,5
KXMLBTOTAL-26MAY292040SFCOL,-347333.83,-371589.65,24255.82,347333.83,0.0,825119.83,1735460,2
KXWCSPREAD-26JUN22ARGAUT,704548.5,678406.19,26142.31,-704548.5,0.0,636202.5,1733536,14
KXWCGOAL-26JUL06PORESP-ESPMOYARZ10,-455623.35,-478573.6,22950.25,455623.35,0.0,649225.35,1732592,4
KXMLBTOTAL-26JUL301415CHCSTL,355668.64,326961.89,28706.75,-355668.64,0.0,927769.36,1729739,2
KXWCBTTS-26JUN21NZLEGY,380824.91,355478.11,25346.8,-380824.91,0.0,769260.09,1716460,8
KXMVESPORTSMULTIGAMEEXTENDED-S2026AF795FCC8E4,247915.36,226558.22,21357.14,-247915.36,0.0,723467.64,1712139,5
KXMVECROSSCATEGORY-S2026A79B16079F5,366997.39,345838.96,21158.43,-366997.39,0.0,512186.61,1704789,6
KXWCGAME-26JUL05BRANOR,-247039.46,-272234.5,25195.04,247039.46,0.0,669059.46,1703532,6
KXWNBAGAME-26JUL11PDXATL,466150.14,448669.28,17480.86,-466150.14,0.0,716729.86,1702806,3
KXMLBSPREAD-26MAY142210SFLAD,192408.68,167600.26,24808.42,-192408.68,0.0,819557.32,1702498,3
KXINTLFRIENDLYGAME-26JUN02CROBEL,185338.31,159359.0,25979.31,-185338.31,0.0,666932.69,1702108,5
KXWC1H-26JUN29GERPAR,-301120.99,-325038.83,23917.84,301120.99,0.0,818389.99,1699535,3
KXMLBSPREAD-26JUN012138COLLAA,-268119.66,-292460.71,24341.05,268119.66,0.0,819109.66,1696938,3
KXMLBGAME-26JUN301940TBKC,292078.6,272049.47,20029.13,-297119.63,5041.03,866948.4,1695864,4
KXWTAMATCH-26APR15MUCMER,209738.33,194630.89,15107.44,-213534.82,3796.49,770871.67,1695018,2
KXWCGOAL-26JUL04PARFRA-FRAODEMBE10,-440138.09,-462476.52,22338.43,440138.09,0.0,615097.09,1693843,5
KXMLBGAME-26JUL271840AZPIT,-281225.66,-310752.24,29526.58,273804.65,7421.01,837464.66,1693080,4
KXWCBTTS-26JUN22NORSEN,277721.39,251565.35,26156.04,-277721.39,0.0,869964.61,1686931,13
KXWCAST-26JUL19ESPARG-ARGLMESSI10,-314907.44,-334340.92,19433.48,314907.44,0.0,521619.44,1683475,4
KXMLBGAME-26MAY221940SEAKC,219040.09,195771.93,23268.16,-224886.85,5846.76,881160.91,1681948,4
KXWC2H-26JUL02SUIDZA,267581.03,249950.04,17630.99,-267581.03,0.0,950947.97,1679696,6
KXMLBSPREAD-26JUL231840KCDET,-446038.67,-474458.98,28420.31,446038.67,0.0,838752.67,1676903,2
KXMVECROSSCATEGORY-S2026713A1B5F6DF,361660.16,349755.45,11904.71,-361660.16,0.0,275718.84,1676140,6
KXMLSGAME-26MAY13CINMIA,284256.82,262342.95,21913.87,-284256.82,0.0,769432.18,1674775,7
KXMVESPORTSMULTIGAMEEXTENDED-S20262177C4FD6F3,541195.97,529346.22,11849.75,-541195.97,0.0,267393.03,1672453,4
KXWCTEAMTOTAL-26JUN19SCOMAR,-294391.51,-317129.53,22738.02,294391.51,0.0,871057.51,1667674,8
KXMVESPORTSMULTIGAMEEXTENDED-S2026CD6333CF286,519666.23,495894.02,23772.21,-519666.23,0.0,839433.77,1667561,9
KXMVESPORTSMULTIGAMEEXTENDED-S202633E13FCD07B,204967.74,193252.09,11715.65,-204967.74,0.0,347063.26,1664078,4
KXMVESPORTSMULTIGAMEEXTENDED-S2026BC404A4BA4B,-417236.84,-431952.41,14715.57,417236.84,0.0,697513.84,1659482,6
KXATPMATCH-26APR18RUBMED,185349.2,162127.14,23222.06,-191186.22,5837.02,892919.8,1655064,2
KXMVESPORTSMULTIGAMEEXTENDED-S20267318DD7FDF9,629998.15,625525.39,4472.76,-629998.15,0.0,108351.85,1652339,3
KXWTAMATCH-26MAY06TAGSAK,211605.89,193138.15,18467.74,-216247.03,4641.14,751760.11,1645892,2
KXWCBTTS-26JUN19TURPAR,-284781.39,-309386.51,24605.12,284781.39,0.0,826871.39,1641874,8
KXWC1HSPREAD-26JUN23PORUZB,251789.63,232903.6,18886.03,-251789.63,0.0,689899.37,1641220,9
KXWCGAME-26JUN26CPVKSA,-352534.98,-379158.16,26623.18,352534.98,0.0,643378.98,1633722,33
KXMVECROSSCATEGORY-S202653F9874EE9B,328488.42,307810.38,20678.04,-328488.42,0.0,866313.58,1632650,5
KXWTAMATCH-26JUN23ZHETAU,235031.3,212421.22,22610.08,-240707.69,5676.39,752096.7,1629622,3
KXMVESPORTSMULTIGAMEEXTENDED-S202602343E8CD42,-386234.02,-408370.04,22136.03,386234.02,0.0,946020.02,1628086,5
KXWCBTTS-26JUL01USABIH,-699838.18,-728316.15,28477.97,699838.18,0.0,827033.18,1626159,6
KXLIGUE1GAME-26MAY17PARPSG,-405576.47,-425563.65,19987.18,400538.52,5037.95,909647.47,1618092,9
KXLALIGAGAME-26APR23OVIVIL,-239421.79,-259201.76,19779.97,234426.91,4994.88,781275.79,1614418,9
KXMVESPORTSMULTIGAMEEXTENDED-S2026FB36C7AF5BE,-266904.28,-283347.75,16443.47,266904.28,0.0,529812.28,1609178,7
KXWCSOA-26JUL05MEXENG,471216.75,451899.85,19316.9,-471216.75,0.0,576573.25,1608019,5
KXBTC15M-26JUL081245,179601.24,164321.04,15280.2,-179601.24,0.0,663653.76,1581459,1
KXMVESPORTSMULTIGAMEEXTENDED-S20264DE1E7CD5AD,-319194.77,-339574.87,20380.1,319194.77,0.0,697847.77,1577805,4
KXMVECROSSCATEGORY-S20267C3A2C06E04,-291059.63,-313106.88,22047.25,291059.63,0.0,622650.63,1575581,3
KXMVECROSSCATEGORY-S20267ADE4392384,876915.07,856722.14,20192.93,-876915.07,0.0,421761.93,1568600,8
KXWCBTTS-26JUN15BELEGY,346872.63,323805.13,23067.5,-346872.63,0.0,707411.37,1566085,7
KXWCBTTS-26JUN20GERCIV,190036.04,169980.23,20055.81,-190036.04,0.0,757738.96,1561768,7
KXMVECROSSCATEGORY-S20265C632EE45DA,394221.21,374201.03,20020.17,-394221.21,0.0,529234.79,1556077,7
KXMVESPORTSMULTIGAMEEXTENDED-S2026A9FB20A7D7E,636071.1,616316.34,19754.76,-636071.1,0.0,435513.9,1552858,4
KXWCTEAMTOTAL-26JUN18MEXKOR,-240437.12,-261155.15,20718.03,240437.12,0.0,746650.12,1545807,8
KXMVECROSSCATEGORY-S2026EC3DF17E3C1,-290696.37,-312190.55,21494.18,290696.37,0.0,547084.37,1545669,5
KXLALIGAGAME-26MAY02VCFATM,379282.1,362713.52,16568.58,-383461.46,4179.36,574703.9,1531705,9
KXWC2H-26JUN24SCOBRA,313350.83,293922.84,19427.99,-313350.83,0.0,823330.17,1531626,5
KXMLBGAME-26JUN171305KCWSH,-267098.04,-292722.92,25624.88,260663.2,6434.84,796506.04,1531148,4
KXMVESPORTSMULTIGAMEEXTENDED-S202698DC199954E,-268350.7,-284239.73,15889.03,268350.7,0.0,349691.7,1529755,4
KXMVESPORTSMULTIGAMEEXTENDED-S202686BC1E20403,388575.32,371379.34,17195.98,-388575.32,0.0,406102.68,1529160,5
KXMLBSPREAD-26JUL112110AZLAD,-313035.0,-335342.41,22307.41,313035.0,0.0,774792.0,1517581,2
KXWCGOAL-26JUL14FRAESP-FRAKMBAPP10,-488842.0,-509945.94,21103.94,488842.0,0.0,545626.0,1513399,4
KXBUNDESLIGAGAME-26APR26VFBSVW,-240340.09,-260391.9,20051.81,235296.32,5043.77,717049.09,1511936,8
KXWCGOAL-26JUL06USABEL-BELRLUKAK9,520165.39,506682.48,13482.91,-520165.39,0.0,473978.61,1510995,5
KXMLBSPREAD-26JUN192210BALLAD,-370065.43,-392636.46,22571.03,370065.43,0.0,733503.43,1509247,3
KXMVESPORTSMULTIGAMEEXTENDED-S202610DEC649083,468444.34,451068.98,17375.36,-468444.34,0.0,395765.66,1508540,9
KXMVESPORTSMULTIGAMEEXTENDED-S20264FF257E7639,320076.66,318349.88,1726.78,-320076.66,0.0,172950.34,1504622,5
KXMVESPORTSMULTIGAMEEXTENDED-S2026163F05046A1,313706.6,304086.84,9619.76,-313706.6,0.0,318960.4,1499935,3
KXBUNDESLIGAGAME-26MAY09WOBBMU,172413.09,156249.93,16163.16,-176481.11,4068.02,765729.91,1493056,9
KXWC1HSPREAD-26JUN21ESPKSA,316506.49,299641.03,16865.46,-316506.49,0.0,557591.51,1481238,9
KXUFCFIGHT-26JUL25JACSAI,201093.46,183718.25,17375.21,-201093.46,0.0,597929.54,1480318,5
KXWCGOAL-26JUL07SUICOL-COLLDIAZ14,-327134.85,-343970.36,16835.51,327134.85,0.0,339079.85,1479464,4
KXMVECROSSCATEGORY-S2026666407A9464,536121.71,520540.29,15581.42,-536121.71,0.0,339981.29,1476289,8
KXMVESPORTSMULTIGAMEEXTENDED-S2026B6D09E2A311,187686.05,175302.82,12383.23,-187686.05,0.0,334930.95,1474784,4
KXWCGAME-26JUN26EGYIRI,-408639.41,-431953.89,23314.48,408639.41,0.0,558891.41,1469385,51
KXBUNDESLIGAGAME-26APR19BMUVFB,222126.66,205813.06,16313.6,-226233.44,4106.78,841020.34,1468850,5
KXMLBSPREAD-26MAY191610ATLMIA,227807.2,206639.05,21168.15,-227807.2,0.0,690724.8,1466145,2
KXMLBGAME-26JUL091840ATHDET,240886.46,215436.44,25450.02,-247276.89,6390.43,765254.54,1465051,3
KXITFWMATCH-26JUN26TIAHES,216792.85,200575.64,16217.21,-216792.85,0.0,841513.15,1462133,1
KXMLBSPREAD-26JUN052210LAALAD,-332737.56,-352529.05,19791.49,332737.56,0.0,682194.56,1457605,3
KXMLBSPREAD-26MAY162138LADLAA,226344.85,205944.85,20400.0,-226344.85,0.0,709830.15,1456321,3
KXMLBTOTAL-26JUN232145ATHSF,231326.01,210014.9,21311.11,-231326.01,0.0,755230.99,1454460,3
KXMLBSPREAD-26MAY281610ATLBOS,253177.98,233240.24,19937.74,-253177.98,0.0,677954.02,1453209,2
KXMVESPORTSMULTIGAMEEXTENDED-S2026A314964D2C1,609277.68,593341.05,15936.63,-609277.68,0.0,376063.32,1450945,3
KXATPCHALLENGERMATCH-26MAY23IVABAR,196100.38,174362.09,21738.29,-196100.38,0.0,658730.62,1442380,2
KXMVESPORTSMULTIGAMEEXTENDED-S2026573E542111E,243712.06,229771.86,13940.2,-243712.06,0.0,400812.94,1439944,5
KXMLBTOTAL-26JUL271945CHCSTL,188415.4,167562.55,20852.85,-188415.4,0.0,731608.6,1439351,3
KXMVESPORTSMULTIGAMEEXTENDED-S2026A991A5FBE8E,262616.45,246502.82,16113.63,-262616.45,0.0,497739.55,1438534,4
KXATPCHALLENGERMATCH-26JUL19KIRAGU,191585.12,174365.08,17220.04,-191585.12,0.0,619430.88,1438047,1
KXMLBGAME-26JUL241845AZWSH,317681.34,292732.26,24949.08,-323948.66,6267.32,742468.66,1437932,3
KXWC1HSPREAD-26JUN21TUNJPN,261521.24,246803.45,14717.79,-261521.24,0.0,559413.76,1437793,7
KXMLBSPREAD-26APR272210MIALAD,-264220.45,-284291.79,20071.34,264220.45,0.0,760358.45,1435988,3
KXWCSOA-26JUL18FRAENG,206854.46,190931.08,15923.38,-206854.46,0.0,727612.54,1428977,3
KXMLBGAME-26JUL011940TBKC,227718.72,204470.23,23248.49,-233561.1,5842.38,789684.28,1428821,4
KXMVECROSSCATEGORY-S20262CBC27CE024,280885.65,272759.79,8125.86,-280885.65,0.0,221740.35,1413387,10
KXMLBGAME-26MAY261940NYYKC,176524.97,162821.75,13703.22,-179973.37,3448.4,757182.03,1409106,4
KXWCBTTS-26JUN19SCOMAR,-237078.21,-259118.28,22040.07,237078.21,0.0,697486.21,1408777,6
KXMLBSPREAD-26JUL271940NYYCWS,184445.24,167704.26,16740.98,-184445.24,0.0,655443.76,1401775,2
KXWCGOAL-26JUL02SUIDZA-SUIBEMBOL7,237627.04,224195.1,13431.94,-237627.04,0.0,370740.96,1398811,4
KXBRENTMON-26JUN3017,196136.26,177590.72,18545.54,-196136.26,0.0,678760.74,1394876,30
KXWCTOTAL-26JUL05BRANOR,231450.56,214216.61,17233.95,-231450.56,0.0,913061.44,1392522,6
KXMLBSPREAD-26JUN201335CINNYY,-313604.27,-334414.78,20810.51,313604.27,0.0,714754.27,1390540,2
KXMVECROSSCATEGORY-S2026E9C1E062164,332277.63,313502.67,18774.97,-332277.63,0.0,639366.37,1384744,7
KXMVESPORTSMULTIGAMEEXTENDED-S2026A9715395A0E,380696.92,361706.63,18990.29,-380696.92,0.0,531409.08,1383651,5
KXATPMATCH-26JUN23YUNTAB,-268222.22,-282129.42,13907.2,264727.43,3494.79,677406.22,1379437,3
KXMLBGAME-26JUL241840CHCPIT,261115.45,236985.5,24129.95,-267178.2,6062.75,691446.55,1378518,4
KXMLBGAME-26MAY151910MIATB,225035.22,208738.45,16296.77,-229133.08,4097.86,670877.78,1370619,4
KXWCTEAMTOTAL-26JUN17PORCOD,-327495.45,-346042.16,18546.71,327495.45,0.0,674533.45,1369223,7
KXMVESPORTSMULTIGAMEEXTENDED-S2026CD3BC5680F1,-270382.81,-284343.3,13960.5,270382.81,0.0,307563.81,1361430,3
KXMVESPORTSMULTIGAMEEXTENDED-S2026B7F55C83EE7,-401267.44,-417012.29,15744.85,401267.44,0.0,464161.44,1361312,3
KXMVESPORTSMULTIGAMEEXTENDED-S2026AD23E0BFDB9,589495.05,568326.56,21168.49,-589495.05,0.0,546991.95,1351017,2
KXMVESPORTSMULTIGAMEEXTENDED-S202634B9975480E,-250746.35,-267591.18,16844.83,250746.35,0.0,486385.35,1350508,8
KXMLBGAME-26APR242010NYYHOU,222662.04,206567.41,16094.63,-226711.33,4049.29,729399.96,1343025,3
KXMVESPORTSMULTIGAMEEXTENDED-S2026EEFF07FDA02,248189.14,239840.8,8348.34,-248189.14,0.0,254027.86,1334666,5
KXMLBSPREAD-26JUL191920LADNYY,-271784.81,-293556.85,21772.04,271784.81,0.0,606116.81,1333537,2
KXMVESPORTSMULTIGAMEEXTENDED-S202603A4EDB0160,-240402.33,-256494.35,16092.02,240402.33,0.0,338941.33,1331787,3
KXATPCHALLENGERMATCH-26MAY02ARNCAD,175662.24,159460.77,16201.47,-175662.24,0.0,704842.76,1330764,2
KXWCBTTS-26JUN17AUTJOR,322478.32,300611.67,21866.65,-322478.32,0.0,640051.68,1330343,7
KXMVESPORTSMULTIGAMEEXTENDED-S2026FF4484E1E8D,222839.73,208817.97,14021.75,-222839.73,0.0,404259.27,1325891,3
KXMLBSPREAD-26JUL182207DETLAA,244822.45,226311.8,18510.65,-244822.45,0.0,642867.55,1320753,3
KXUCLADVANCE-26JUL29LPOAGF,268775.4,255754.79,13020.61,-268775.4,0.0,553550.6,1318843,3
KXMVESPORTSMULTIGAMEEXTENDED-S2026C9C930047CF,412575.72,395218.78,17356.94,-412575.72,0.0,459486.28,1318290,9
KXMLBSPREAD-26JUL292138HOULAA,252614.88,233409.9,19204.98,-252614.88,0.0,642883.12,1317958,3
KXATPCHALLENGERMATCH-26MAY14BAUBER,196086.12,177801.99,18284.13,-196086.12,0.0,636815.88,1317859,2
KXNBASUMMERGAME-26JUL13DALMEM,226567.36,207113.0,19454.36,-226567.36,0.0,595476.64,1312100,4
KXMVESPORTSMULTIGAMEEXTENDED-S20266E872CF0074,-274739.13,-291325.96,16586.82,274739.13,0.0,394908.13,1311950,5
KXMVESPORTSMULTIGAMEEXTENDED-S2026FD2E9B6527F,419276.25,408678.96,10597.29,-419276.25,0.0,249235.75,1310087,5
KXMLBSPREAD-26MAY291840ATLCIN,311726.26,291707.62,20018.64,-311726.26,0.0,650233.74,1308790,2
KXMVESPORTSMULTIGAMEEXTENDED-S2026152F23D61F1,-327069.53,-346112.33,19042.8,327069.53,0.0,513978.53,1308208,4
KXMLBSPREAD-26MAY211840ATLMIA,195794.75,176048.51,19746.24,-195794.75,0.0,629919.25,1305518,2
KXWCGOAL-26JUL05MEXENG-MEXRJIMEN7,433065.42,418334.68,14730.74,-433065.42,0.0,388456.58,1290168,5
KXWCGOAL-26JUN30FRASWE-FRAODEMBE10,-288860.02,-304349.91,15489.89,288860.02,0.0,415362.02,1287469,3
KXLIGUE1GAME-26APR26OMNIC,-248788.16,-264419.13,15630.97,244856.45,3931.71,592706.16,1286093,7
KXMLBSPREAD-26APR282210MIALAD,-344936.05,-364597.81,19661.76,344936.05,0.0,656971.05,1284573,3
KXWC1HSPREAD-26JUN24SCOBRA,193079.26,179364.09,13715.17,-193079.26,0.0,595787.74,1281432,6
KXATPMATCH-26MAY09PELFIL,284333.56,269847.64,14485.92,-287967.33,3633.77,609888.44,1276743,2
KXWCTOTAL-26JUN26NORFRA,181384.73,165939.67,15445.06,-181384.73,0.0,683270.27,1269670,19
KXMVECROSSCATEGORY-S202646F0276BAC7,-308912.7,-325719.49,16806.79,308912.7,0.0,364449.7,1266647,5
KXWCBTTS-26JUL03ARGCPV,338001.46,324019.59,13981.87,-338001.46,0.0,482521.54,1265024,7
KXMVESPORTSMULTIGAMEEXTENDED-S20267A7B3A473F6,338323.21,319042.86,19280.34,-338323.21,0.0,511956.79,1264544,4
KXMLBSPREAD-26MAY301610LAATB,-320678.93,-339711.21,19032.28,320678.93,0.0,609123.93,1264262,2
KXMLBSPREAD-26MAY131305NYYBAL,-258113.31,-277910.75,19797.44,258113.31,0.0,661580.31,1262641,1
KXMVECROSSCATEGORY-S2026D58D6DBB6F1,-374561.89,-390483.06,15921.17,374561.89,0.0,473087.89,1261581,2
KXWCBTTS-26JUN24CZEMEX,-261280.99,-280844.2,19563.21,261280.99,0.0,672788.99,1261376,10
KXMVESPORTSMULTIGAMEEXTENDED-S2026B633CFBC135,366791.24,347926.08,18865.17,-366791.24,0.0,564662.76,1260730,5
KXLALIGAGAME-26APR25GETBAR,190256.73,175736.03,14520.7,-193918.66,3661.93,622623.27,1260647,8
KXMVESPORTSMULTIGAMEEXTENDED-S20261C68D6EC9F5,181525.56,164536.74,16988.82,-181525.56,0.0,483865.44,1249029,5
KXMLBSPREAD-26JUL032210SDLAD,-367520.05,-387612.0,20091.95,367520.05,0.0,613974.05,1245284,2
KXMLBSPREAD-26JUL042008NYMATL,296817.18,279843.45,16973.73,-296817.18,0.0,560847.82,1245280,2
KXWCBTTS-26JUN28RSACAN,-264811.82,-281972.24,17160.42,264811.82,0.0,606965.82,1243803,4
KXMVESPORTSMULTIGAMEEXTENDED-S202633BE40D220D,270685.86,260833.73,9852.11,-270685.86,0.0,249342.14,1243744,5
KXMLBSPREAD-26MAY021335BALNYY,286288.31,267312.2,18976.11,-286288.31,0.0,605747.69,1241963,2
KXMLBSPREAD-26JUL271840PHIMIA,-288119.95,-308392.35,20272.4,288119.95,0.0,641774.95,1239811,2
KXT20MATCH-26JUL032130TEXLOS,203033.4,182577.59,20455.81,-203033.4,0.0,569989.6,1236466,7
KXMVESPORTSMULTIGAMEEXTENDED-S2026947CC00BC10,-320769.5,-335074.17,14304.68,320769.5,0.0,614239.5,1229771,5
KXWC2HBTTS-26JUL07ARGEGY,416740.41,403224.12,13516.29,-416740.41,0.0,423887.59,1223890,4
KXMLBSPREAD-26MAY292140NYYATH,194434.08,177149.28,17284.8,-194434.08,0.0,607540.92,1222909,3
KXMLBSPREAD-26MAY311610PHILAD,269982.28,252614.06,17368.22,-269982.28,0.0,575057.72,1222742,2
KXMVESPORTSMULTIGAMEEXTENDED-S20267F7C1C53E21,338750.93,330042.62,8708.31,-338750.93,0.0,234140.07,1220734,5
KXMVESPORTSMULTIGAMEEXTENDED-S202629315A5969F,254183.69,240108.66,14075.03,-254183.69,0.0,375682.31,1214333,5
KXMVESPORTSMULTIGAMEEXTENDED-S2026E1C23EB08CB,358697.63,342948.03,15749.6,-358697.63,0.0,437391.37,1212500,4
KXMVESPORTSMULTIGAMEEXTENDED-S20265181473B08A,-269662.45,-283184.07,13521.62,269662.45,0.0,283200.45,1210847,7
KXWC1HBTTS-26JUL06USABEL,335619.46,321746.2,13873.26,-335619.46,0.0,438138.54,1210296,5
KXMLBSPREAD-26JUN062210LAALAD,201455.85,184933.83,16522.02,-201455.85,0.0,604885.15,1208683,3
KXMLBTOTAL-26JUL281845TORWSH,199232.01,181481.34,17750.67,-199232.01,0.0,610615.99,1206306,2
KXMLBTOTAL-26JUL271845TORWSH,-366654.17,-386503.4,19849.23,366654.17,0.0,655132.17,1203498,2
KXMVECROSSCATEGORY-S2026F263E3B9761,194798.99,178104.35,16694.64,-194798.99,0.0,363610.01,1203080,4
KXMVESPORTSMULTIGAMEEXTENDED-S202621DC5058B7F,560841.04,552661.25,8179.79,-560841.04,0.0,147702.96,1199209,3
KXMLBGAME-26JUL251810CLETB,319835.01,298970.11,20864.9,-325072.59,5237.58,620919.99,1195361,4
