report_ticker,pnl_gross,pnl_net,fees_taker,fees_maker,contracts_settled,n_days
KXWNBAAST,-18814.47,-34478.67,15664.2,0.0,1079071,85
KXWNBA3QSPREAD,-21643.67,-30964.81,9321.14,0.0,1064176,38
KXWNBA3QWINNER,-33334.06,-43351.94,10017.88,0.0,1061894,40
KXTECHRANKLISTAICODE,85738.89,83422.84,2316.05,0.0,1058921,111
KXLOWTNOLA,19119.43,14061.57,5057.86,0.0,1050989,113
KXXRPMAXMON,-37175.98,-43617.52,6441.54,0.0,1050966,108
KXTRUMPSAYNICKNAME,-14810.99,-18119.74,3308.75,0.0,1049590,103
KXPGAHOLEINONE,-11762.51,-21422.06,9659.55,0.0,1043655,109
KXNY12D,22271.58,11657.46,10614.12,0.0,1042163,70
KXNBA1QTOTAL,-37977.34,-50060.91,12083.57,0.0,1040219,8
KXNCAABBSPREAD,-29477.98,-43162.48,13684.5,0.0,1032769,15
KXCBDECISIONJAPAN,-13920.24,-15634.95,1714.71,0.0,1032611,103
KXLOWTSATX,19823.45,13969.51,5853.94,0.0,1026596,113
KXECULPBTTS,11343.23,-2356.46,13699.69,0.0,1021098,16
KXLOWTLV,10958.75,6647.06,4311.69,0.0,1015535,113
KXETHMAXMON,-26872.4,-34456.79,7584.39,0.0,1014558,106
KXMMAFIGHT,-5622.94,-10381.03,4758.09,0.0,1013536,3
KXEUROVISIONRANK,38288.07,27402.81,10885.26,0.0,1007499,9
KXARTISTSTREAMSY,17516.78,15674.09,1842.69,0.0,1005245,72
KXSENATECOD,-21147.22,-25337.84,4190.61,0.0,1003930,65
KXRECNCH,24647.35,17050.68,7596.67,0.0,1000420,70
KXNEXTUKPM,15366.27,11301.73,4064.54,0.0,997410,96
KXDRAKEMENTION,8440.77,1216.29,7224.48,0.0,997105,24
KXHYPE,-71795.24,-79511.74,7716.5,0.0,995963,113
KXBESSENTMTPMENTION,-13991.87,-19051.62,5059.75,0.0,995807,19
KXPUREALBUMS,3681.96,-4754.53,8436.49,0.0,992485,103
KXINXDUD,-3257.41,-12572.39,9314.98,0.0,988041,60
KXNATHANSHDRECORD,-65117.47,-70911.89,5794.42,0.0,985196,6
KXALBUMSALES,44499.96,35899.22,8600.74,0.0,984672,65
KXLIUKELIMINATION,34743.76,32277.35,2466.41,0.0,981104,39
KXLIGAMXTEAMTOTAL,-37258.45,-48906.55,11648.1,0.0,978590,18
KXTACAPORTGAME,-28497.85,-38425.2,9927.35,0.0,976901,9
KXDOGE,-3911.44,-10768.48,6857.04,0.0,974024,113
KXSERIEA1H,-31592.69,-43017.65,11424.96,0.0,971743,34
KXWCSCOREET,-1150.31,-7629.38,6479.07,0.0,970868,1
KXMELANIAMENTION,2672.2,-749.54,3421.74,0.0,968823,7
KXWTAEXACTMATCH,-17066.88,-27841.42,10774.54,0.0,963732,5
KXUCLMOV,-40074.18,-50016.08,9941.9,0.0,962070,2
KXMUSKOAI,-12146.9,-26703.59,14556.69,0.0,961678,34
KXWCTEAMTOTALGOALS,-75877.53,-85146.06,9268.53,0.0,960966,42
KXWCSQUAD,18195.53,10679.47,7516.06,0.0,960406,64
KXLOWTSFO,6204.34,605.64,5598.7,0.0,959645,113
KXCOD,-6577.55,-16133.83,9556.28,0.0,957872,19
KXNETFLIXTOPVIEWSMOVIE,6890.3,3374.11,3516.19,0.0,953170,111
KXDOGED,-3449.54,-9941.75,6492.21,0.0,947863,113
KXMLBSB,-18751.24,-24530.44,5779.2,0.0,944375,42
KXMTPMENTION,-56013.19,-62139.69,6126.5,0.0,942928,22
KXECONSTATCPIYOY,16482.5,7855.85,8626.65,0.0,940131,91
KXUSLCUPGAME,12567.79,3754.68,8813.11,0.0,938290,18
KXELITESERIENSPREAD,-2506.9,-10971.13,8464.23,0.0,926977,18
KXBBCHARTPOSITIONSONG,2163.49,647.88,1515.61,0.0,925501,94
KXCOLOMBIAPRESR1,22094.98,13586.58,8508.4,0.0,921638,48
KXWCDELAY,-11746.75,-14075.67,2328.92,0.0,921063,22
KXLOWTBOS,13992.49,10071.94,3920.55,0.0,919555,112
KXEFLCHAMPIONSHIPTOTAL,-18066.1,-28648.98,10582.88,0.0,915790,20
KXFEDHIKE,-18337.45,-19666.32,1328.87,0.0,914238,75
KXPGAR1TOP10,-52429.83,-61156.42,8726.59,0.0,911996,63
KXLEAGUESCUPSPREAD,-11971.98,-21217.74,9245.76,0.0,907295,6
KXCFLTOTAL,-61504.58,-72642.04,11137.46,0.0,904364,30
KXNASCARTOP5,-56881.08,-67866.94,10985.86,0.0,903047,99
KXWNBAASGMVP,-6741.52,-13477.96,6736.44,0.0,901406,4
KXT20TEAMTOTAL,-36190.89,-43114.57,6923.68,0.0,896206,18
KXBRASILEIROBSPREAD,-25297.61,-31748.82,6451.21,0.0,889535,13
KXTARIFFCHECKS,-9852.15,-10905.16,1052.99,0.0,887354,108
KXGOVCONOMD,22151.85,11336.52,10815.33,0.0,886436,77
KXNY7D,-21814.54,-29447.78,7633.25,0.0,883818,63
KXLIGAMX,-27389.86,-38277.45,10887.59,0.0,882900,41
KXCYCLING,-6149.23,-8933.37,2784.14,0.0,872825,50
KXGOVMENOMD,-25701.47,-33839.86,8138.39,0.0,870838,64
KXTRUMPIRAN,-6207.29,-6999.56,792.27,0.0,870585,105
KXWCGROUPBOTTOM,19447.1,11270.77,8176.33,0.0,869951,32
KXELECTIONBILL,-10841.22,-11900.28,1059.06,0.0,869668,105
KXWNBA2QWINNER,-11202.19,-19517.02,8314.83,0.0,859809,38
KXCYCLINGSTAGE,-8856.49,-15261.26,6404.77,0.0,851615,24
KXGPT,-1030.24,-7917.66,6887.42,0.0,851530,88
KXNCAABBREG,1325.41,-7871.95,9197.36,0.0,849731,14
KXWCFIFATOP10,65952.86,55898.78,10054.08,0.0,849493,40
KXLOL,-46733.57,-54336.57,7603.0,0.0,846968,28
KXTEAMSINUCL,-31720.75,-42273.45,10552.7,0.0,844585,22
KXLIGAEXPTOTAL,-7477.68,-16030.85,8553.17,0.0,841249,7
KXEREDIVISIETOTAL,-12984.67,-22038.84,9054.17,0.0,839955,21
KXSENATESCR,-9067.84,-10638.2,1570.36,0.0,839710,56
KXNEXTTEAMMLB,3779.25,-1054.81,4834.06,0.0,839338,69
KXARGLNBGAME,20911.56,13744.37,7167.19,0.0,838396,51
KXMLBHRDERBYFIN,52337.47,41191.89,11145.58,0.0,837785,2
KXRAINSEAM,-6879.61,-10663.65,3784.04,0.0,837380,108
KXTRUMPACT,30540.28,26330.06,4210.22,0.0,836328,108
KXF1RACESPRINT,990.18,-5545.89,6536.07,0.0,833859,19
KXBRASILEIROB1HTOTAL,-2464.85,-11364.47,8899.62,0.0,825331,9
KXSPOTIFYALBUMRELEASEDATEDRAKE,-7608.03,-12778.34,5170.31,0.0,822689,31
KXNBATOPPICK,-20996.21,-24176.56,3180.35,0.0,821733,26
KXNEXTNBACOACH,13808.44,10213.92,3594.52,0.0,820850,70
KXSHIBA,-9655.99,-10854.76,1198.77,0.0,817343,109
KXMLBNEXTTEAM,-5729.16,-11276.08,5546.92,0.0,815860,7
KXTRUMPTIME,2350.08,-1064.6,3414.68,0.0,815372,109
KXPLLGAME,-27523.89,-38350.14,10826.25,0.0,811571,51
KXMIPRIMARY,87409.77,79893.94,7515.83,0.0,809812,78
KXTRAVISKELCEWEDDING,-21135.46,-26969.15,5833.69,0.0,809568,80
KXSERIEABTTS,-24189.23,-35836.67,11647.44,0.0,808580,32
KXSTARMERMENTIONB,-9565.37,-13495.02,3929.65,0.0,804647,36
KXMLBASGAME,-33730.27,-46037.6,12307.33,0.0,804016,28
KXNBAMIMP,-14314.75,-15683.58,1368.83,0.0,802111,10
KXBRASILEIROBTTS,26044.7,14933.61,11111.09,0.0,795494,15
KXAPFDDHSPREAD,39043.14,34084.37,4958.77,0.0,793022,12
KXMUSKWEALTH,8776.62,3875.04,4901.58,0.0,789017,68
KXDEBATEMENTION,8595.71,4751.34,3844.37,0.0,787157,10
KXWC1STTIMEWIN,-34631.02,-41462.3,6831.28,0.0,786795,62
KXUSTURNOUT,333108.66,330199.32,2909.34,0.0,785108,30
KXNEWSNATIONMENTION,223090.88,221846.61,1244.27,0.0,783592,4
KXSPOTIFYNUM1USA,13801.88,11582.87,2219.01,0.0,777379,57
KXTAYLORSWIFTWEDDINGATTEND,-20297.18,-25596.05,5298.87,0.0,774820,83
KXEARNINGSMENTIONTSLA,-9502.26,-15329.97,5827.71,0.0,772900,23
KXDIMAYORSPREAD,-1309.51,-7730.73,6421.22,0.0,768918,16
KXSPOTIFYW,42936.78,40085.57,2851.21,0.0,768077,66
KXNFLDRAFTCAT,7381.23,252.87,7128.36,0.0,764790,5
KXMLBHRDERBYTOT,96558.34,88776.45,7781.89,0.0,764430,1
KXNHLHART,-90146.07,-97717.37,7571.3,0.0,763673,58
KXTAYLORSWIFTWEDDING,-8468.83,-13735.28,5266.45,0.0,760611,82
KXVBAGAME,-4825.7,-11309.38,6483.68,0.0,759075,59
KXWCGSUNDEFEATED,-54796.29,-64336.24,9539.95,0.0,758077,20
KXNBASUMMER1HWINNER,-60040.11,-67742.29,7702.18,0.0,758019,7
KXCONMEBOLSUD1HTOTAL,-1927.8,-9709.29,7781.49,0.0,754486,6
KXMLSTEAMTOTAL,-36474.75,-45115.33,8640.58,0.0,754432,18
KXCOPADOBRASILSPREAD,2132.37,-4361.52,6493.89,0.0,751811,15
KXPLATNERREPLACE,3914.12,2671.89,1242.23,0.0,747716,19
KXUCLWTOTAL,-10936.88,-19278.62,8341.74,0.0,743529,3
KXPERLIGA1SPREAD,-11976.89,-18782.73,6805.84,0.0,742920,16
KXMOVNJ11SPECIAL,-3525.78,-5984.31,2458.53,0.0,742087,29
KXUSOPENCUPGAME,-21262.82,-29112.22,7849.4,0.0,739576,5
KXUECL1H,-10057.44,-18167.61,8110.17,0.0,739535,17
KXAOCMENTION,22702.32,19783.01,2919.31,0.0,738222,7
KXNBASERIESROADWIN,21333.73,14969.82,6363.91,0.0,736685,37
KXWCGOALIEGOAL,-16470.06,-18443.73,1973.67,0.0,734979,41
KXLIUKELIMINATIONW,30254.03,26237.83,4016.2,0.0,730827,51
KXCARNEYMENTION,6154.82,3371.15,2783.67,0.0,729337,20
KXNBAPLAYOFF,-30135.32,-39760.48,9625.16,0.0,728160,4
KXPERFORMROLEJEANGREY,-20981.56,-24462.82,3481.26,0.0,727570,108
KXHURCAT,-3314.59,-4341.76,1027.17,0.0,726886,13
KXWNBA2QSPREAD,-25472.21,-31478.07,6005.86,0.0,722152,37
KXSAUDIPLSPREAD,-12037.55,-18599.13,6561.58,0.0,720231,29
KXNETFLIXRANKMOVIEGLOBAL,-10353.6,-12554.46,2200.86,0.0,719325,107
KXAMERICANIDOL,-4773.51,-9723.01,4949.5,0.0,718677,27
KXWT20TEAMTOTAL,-39427.67,-44587.55,5159.88,0.0,718311,19
KXCONMEBOLSUDSPREAD,-7816.19,-15290.52,7474.33,0.0,716769,9
KXNCAASOFTBALL,-10129.52,-18858.65,8729.13,0.0,707976,9
KXNY10D,-8738.19,-10074.11,1335.93,0.0,705212,67
KXMOSTSTREAMEDICE,14162.03,11713.01,2449.02,0.0,703866,8
KXNHLDRAFTPICK,-2794.59,-9242.53,6447.94,0.0,702655,53
KXBRASILEIROCTOTAL,25973.1,18969.49,7003.61,0.0,699979,5
KXNBAEFINMVP,10248.33,6018.85,4229.48,0.0,695090,41
KXRTX5090WS,-12440.53,-14321.22,1880.69,0.0,688721,43
KXWNBA4QWINNER,-14427.66,-21529.86,7102.2,0.0,687058,40
KXRAINHOUM,1320.52,-3472.62,4793.14,0.0,686682,108
KXASEANTOTAL,-9159.06,-17616.63,8457.57,0.0,684955,3
KXNBA3QTOTAL,-52340.52,-60386.26,8045.74,0.0,684088,8
KXMLSASTADVANCE,-8101.73,-12600.99,4499.26,0.0,683105,2
KXUCLGOAL,8198.59,1726.36,6472.23,0.0,678591,7
KXGDP,-14088.68,-21470.41,7381.73,1906.78,677866,107
KXDFBPOKALTOTAL,4450.82,-4342.43,8793.25,0.0,674504,6
KXVENEZUELALEADER2,-8528.75,-11063.99,2535.24,0.0,669918,48
KXFACUPTOTAL,-39672.95,-48637.75,8964.8,0.0,668950,7
KXTALARICOMENTION,-13622.38,-16724.61,3102.23,0.0,666183,11
KXMAXSHIPSHORMUZ,4480.99,-1216.83,5697.82,0.0,666125,50
KXNBASUMMER1HSPREAD,-52364.57,-59055.03,6690.46,0.0,664336,7
KXBRASILEIRO1H,4397.28,-2351.24,6748.52,0.0,659464,13
KXMOVIELENGTH,-7454.62,-9068.87,1614.25,0.0,657520,72
KXBILGAME,-20408.15,-28344.84,7936.69,0.0,656145,19
KXCHNSLSPREAD,-40564.19,-45174.94,4610.75,0.0,646598,16
KXUBERTRIPS,1507.96,-1233.94,2741.9,0.0,645838,101
KXALBUMDEBUT,-10620.13,-11979.65,1359.52,0.0,644014,89
KXEXPELSWALWELLVOTES,-8313.62,-9198.77,885.15,0.0,642837,44
KXH200Q,3282.93,1168.01,2114.92,0.0,641610,31
KXFIBACHAMPLEAGUEGAME,-20390.87,-26035.82,5644.95,0.0,640951,4
KXOBAMAMENTION,-20120.66,-23004.76,2884.1,0.0,640391,6
KXNATHANSWINNERWO,7100.57,2336.4,4764.17,0.0,632050,7
KXRLGAME,-9783.14,-12890.49,3107.35,0.0,631592,8
KXLAUNCHCOUNTM,-154988.02,-159885.18,4897.16,0.0,630704,32
KXVOTEHUBTRUMPUPDOWN,5555.57,-517.91,6073.48,0.0,629995,51
KXLEAVEPOWELL,-3843.85,-4227.41,383.56,0.0,628210,16
KXWCTEAMGOALS,16751.93,13687.72,3064.21,0.0,626487,34
KXWCNOEURSA,-30548.63,-33789.61,3240.98,0.0,622113,40
KXU3,3388.14,-1057.99,4446.13,1144.71,620873,79
KXWCFINALSONGS,-41117.33,-45844.66,4727.33,0.0,616889,8
KXCOPPERW,-1459.77,-7710.55,6250.78,0.0,616054,102
KXLEAVEWALZ,-5365.46,-6352.33,986.88,0.0,609903,77
KXSNPMAJORITY,-5134.4,-5705.01,570.61,0.0,609775,30
KXLEAGUESCUP1HTOTAL,9573.9,2634.23,6939.67,0.0,599632,3
KXBUNDESLIGA1H,-11547.36,-18591.58,7044.22,0.0,597468,27
KXF1FASTLAP,-2654.1,-8058.82,5404.72,0.0,595059,82
KXRAINMIAM,1594.95,-2937.17,4532.12,0.0,593977,108
KXNATGASW,-12439.96,-16399.73,3959.77,0.0,588117,108
KXPGAWINNINGSCORE,-16148.15,-22290.49,6142.34,0.0,587867,20
KXAISPIKE,-8463.37,-9921.68,1458.31,0.0,587412,78
KXETHMINMON,-11862.48,-16239.82,4377.34,0.0,585816,108
KXBRASILEIROSCORE,-5042.21,-8785.21,3743.0,0.0,585417,15
KXBTCMINY,15227.33,7119.86,8107.47,0.0,577142,52
KXIPLPLAYOFF,-26876.24,-31571.36,4695.12,0.0,576014,28
KXTXSENCOMBO,-23339.0,-28273.7,4934.7,0.0,574818,42
KXNBARETURN,11072.84,7228.37,3844.47,0.0,568884,44
KXEARNINGSMENTIONMCD,-48116.57,-53709.74,5593.17,0.0,568536,24
KXTEAMSINNBAWF,-3614.37,-7219.56,3605.19,0.0,565338,33
KXWNBA2HTOTAL,-12006.15,-17033.33,5027.18,0.0,562070,39
KXHOLIDAYTMAX,5700.41,3328.45,2371.96,0.0,561418,11
KXIPOANTHROPIC,-17164.24,-18595.83,1431.59,0.0,554881,63
KXLAUNCHES,-114917.99,-118396.8,3478.81,0.0,551508,26
KXPA3D,44727.16,38135.97,6591.19,0.0,550537,35
KXNBADRAFTOU,-5630.5,-11921.13,6290.63,0.0,546620,6
KXCONMEBOLSUD1H,11455.71,5847.72,5607.99,0.0,546438,8
KXEARNINGSMENTIONAAPL,-8205.71,-11925.92,3720.21,0.0,545984,30
KXXRPMINMON,-24638.64,-28347.16,3708.52,0.0,545968,108
KXNFLDRAFT1ST,-7704.61,-8452.91,748.3,0.0,544930,9
KXF1TOP5,10562.7,6653.47,3909.23,0.0,539318,81
KXRAINCHIM,2874.6,-666.83,3541.43,0.0,533848,107
KXTRUMPENDORSEMENTS,15396.7,12155.73,3240.97,0.0,532790,104
KXRAINDALM,15029.46,12455.57,2573.89,0.0,528367,108
KXINXMAXY,-482.79,-1757.65,1274.86,0.0,527355,49
KXUCLCORNERS,-14712.84,-21707.71,6994.87,0.0,524549,13
KXFOMCDISSENTCOUNT,12047.8,6732.24,5315.56,0.0,523484,103
KXRAINDENM,-6155.26,-10373.62,4218.36,0.0,522748,108
KXNETFLIXRANKSHOWGLOBAL,-1349.9,-4312.76,2962.86,0.0,520839,105
KXTOP10BBSPOTS,-9686.0,-11746.21,2060.21,0.0,520158,48
KXNBATOP5ROTY,4686.56,4313.84,372.72,0.0,519875,16
KXLEAGUESCUPSCORE,-1412.64,-4401.6,2988.96,0.0,519724,5
KXLAMAYORPRIMARYEXACT,-38759.8,-41820.29,3060.49,0.0,519402,24
KXTRUMPADMINLEAVE,5164.89,2498.08,2666.81,0.0,517092,66
KXCCAPRICE,-220724.33,-228834.71,8110.38,0.0,514938,26
KXLIGUE11H,6249.14,312.9,5936.24,0.0,514568,28
KXF1TOP10,-24599.65,-28957.52,4357.87,0.0,511724,81
KXFACUP,12707.57,6231.63,6475.94,0.0,507945,32
KXPGAR1TOP5,-8860.46,-12128.91,3268.45,0.0,505913,63
KXNBASUMMERMVP,79261.43,75427.44,3833.99,0.0,505234,14
KXNHLOVERTIME,-10542.06,-16222.25,5680.19,0.0,504480,48
KXPGAPLAYOFF,-25445.28,-31464.33,6019.05,0.0,503601,105
KXARTISTSTREAMSU,-10760.04,-13195.92,2435.88,0.0,502991,81
KXHEGSETHOUT,-11511.0,-13885.72,2374.72,0.0,501721,108
KXLEAVITTSMFMENTION,-4392.64,-6662.39,2269.75,0.0,501678,1
KXTRUMPMEET,12491.96,7985.47,4506.49,0.0,500694,113
KXEARNINGSMENTIONGOOGL,-2397.03,-7013.76,4616.73,0.0,499954,20
KXGAPRIMARY,191.2,-4122.5,4313.7,0.0,496206,63
KXNBA2QTOTAL,7651.37,2078.89,5572.48,0.0,495781,8
KXSCOCUPTOTAL,6186.14,1629.63,4556.51,0.0,494687,5
KXNBAUNBEATEN,267.76,-1395.31,1663.07,0.0,492841,13
KXPGAMAJORWIN,-14488.56,-17992.21,3503.65,0.0,492129,96
KXBRASILEIROB1H,-4967.88,-9170.78,4202.9,0.0,491812,12
KXUFCDELAY,-12184.14,-15646.83,3462.69,0.0,490310,7
KXNBA4QSPREAD,-3547.23,-8834.59,5287.36,0.0,489079,8
KXNHLAST,-12474.84,-17728.29,5253.45,0.0,479286,49
KXALLSVENSKANBTTS,-55070.79,-61797.4,6726.61,0.0,478980,14
KXVAPRIMARY,24103.64,21931.59,2172.05,0.0,477695,71
KXLEAGUESCUP1H,14854.76,9580.18,5274.58,0.0,476124,4
KXCHESSNORWAY,-45466.18,-50277.54,4811.36,0.0,473210,53
KXMLBTRADE,8409.99,4816.5,3593.49,0.0,470735,98
KXSWISSLEAGUETOTAL,-1539.54,-7301.01,5761.47,0.0,469564,6
KXLYFT,-4708.93,-6479.09,1770.16,0.0,469562,23
KXMLBHRDERBYVELO,-23224.23,-25080.49,1856.26,0.0,469278,1
KXCABOUT,14326.93,11322.41,3004.52,0.0,469016,38
KXGTATRAILER,-14894.06,-20556.73,5662.67,0.0,466093,108
KXRAINLAXM,-4568.56,-5352.78,784.22,0.0,463433,108
KXVISITIRAN,-4589.66,-5522.51,932.86,0.0,462887,78
KXBBCHARTPOSITIONALBUM,10342.16,9415.25,926.91,0.0,462813,57
KXTOPCHEF,-7209.33,-8542.03,1332.7,0.0,462139,56
KXPBAGAME,110.68,-5075.39,5186.07,0.0,461402,15
KXSOLMAXMON,-25058.06,-28662.74,3604.68,0.0,458995,108
KXSPOTIFYD,7609.25,4319.31,3289.94,0.0,458801,78
KXNBANEXTTEAMOUTLET,-13574.75,-17869.58,4294.83,0.0,457299,4
KXWTIMIN,1704.83,-1412.04,3116.87,0.0,456904,76
KXNBA30COMEBACK,-6916.29,-7679.77,763.48,0.0,456892,36
KXRAINSFOM,-7341.28,-8811.89,1470.61,0.0,455972,106
KXMIDTERMMOV,9135.63,6010.53,3125.1,0.0,454624,50
KXUECLSCORE,1987.04,-430.3,2417.34,0.0,454242,13
KXBNB,19281.18,16928.72,2352.46,0.0,453915,113
KXNBA1STTEAM,1593.5,-1939.63,3533.13,0.0,453348,40
KXBUNDESLIGABTTS,11917.04,5908.42,6008.62,0.0,449432,27
KXWCMESSIRONALDO,-12994.15,-15618.87,2624.72,0.0,448450,72
KXSPBGAME,13436.15,8900.92,4535.23,0.0,448087,20
KXRAINNYCM,-6355.9,-9906.62,3550.72,0.0,447434,108
KXLIGAMX1HSPREAD,-18901.93,-22582.69,3680.76,0.0,445024,18
KXFNSMENTION,7190.09,4886.11,2303.98,0.0,444989,13
KXNE2D,-34737.2,-38080.26,3343.06,0.0,444710,29
KXUST10AD,7634.95,5559.33,2075.62,0.0,444192,30
KXHFHOUSING,18724.21,16170.05,2554.18,0.0,444141,88
KXEARNINGSMENTIONPLTR,465.46,-3991.47,4456.93,0.0,443883,22
KXEARNINGSMENTIONINTC,4122.95,738.81,3384.14,0.0,443773,25
KXWCKOPENALTIES,-14903.08,-17113.8,2210.72,0.0,441840,37
KXEARNINGSMENTIONSPCX,7729.96,4320.72,3409.24,0.0,441534,15
KXWCVIEWERSHIP,-11750.73,-14684.07,2933.34,0.0,440367,39
KXCONMEBOLSUDBTTS,-29170.83,-35183.99,6013.16,0.0,439482,8
KXKBORFI,-10793.76,-15959.26,5165.5,0.0,437927,72
KXWCGBOOTGOALS,10292.43,8803.73,1488.7,0.0,432646,25
KXDIAZOUT,-25337.94,-28661.14,3323.2,0.0,432372,105
KXNWSLSPREAD,-17680.24,-21538.46,3858.22,0.0,431581,19
KXLOVEISLANDUKRANK,10865.79,8006.25,2859.54,0.0,429311,55
KXFACUPSPREAD,-57672.45,-62715.61,5043.16,0.0,427407,9
KXWARSHMENTION,43159.76,40706.98,2452.78,0.0,426573,11
KXHNLTOTAL,-4918.93,-9347.53,4428.6,0.0,424207,6
KXPM,1247.73,-1040.76,2288.49,0.0,423488,8
KXUST2AD,8363.08,6722.2,1640.88,0.0,423171,29
KXWNBA2HSPREAD,-17328.02,-21100.81,3772.79,0.0,421120,39
KXDPWORLDTOURR1LEAD,-8012.47,-8772.33,759.86,0.0,420767,28
KXCANPLTOTAL,10563.42,6680.62,3882.8,0.0,420197,13
KXLIUKWINNERS,8331.68,5123.9,3207.78,0.0,420069,62
KXWSOPENTRANTS,-17433.47,-20378.24,2944.77,0.0,412394,86
KXMLBASGHIT,-37819.22,-42792.11,4972.89,0.0,411948,2
KXCODEAI,19784.52,16145.27,3639.25,0.0,411363,61
KXMAMDANIEO,14853.62,12577.17,2276.45,0.0,407111,93
KXCPICORE,-51405.11,-55446.39,4041.28,0.0,406267,84
KXUCL1HBTTS,-58707.84,-63573.3,4865.46,0.0,405135,39
KXWCPLAYERGOALS,-3629.61,-4935.42,1305.81,0.0,405099,47
KXUSGASCPI,12778.28,10172.53,2605.75,0.0,403876,76
KXSPACEXSECTOR,12338.85,9774.17,2564.68,0.0,398525,20
KXALITOANNOUNCERETIRE,-6660.99,-8191.3,1530.31,0.0,398159,23
KXEARNINGSMENTIONAMZN,5202.34,2172.31,3030.03,0.0,396518,24
KXSAVEAMERICACLOTURE,1329.13,719.91,609.22,0.0,392399,17
KXWNBADELAY,-5067.79,-5746.8,679.01,0.0,392327,25
KXUCLWADVANCE,-20874.69,-24060.03,3185.34,0.0,390634,5
KXUEL1H,-9989.78,-14839.86,4850.08,0.0,389849,23
KXSOLMINMON,-17654.3,-20877.86,3223.56,0.0,389475,108
KXCZEFLSPREAD,16623.69,12923.74,3699.95,0.0,388284,6
KXFEDCOMBO,28526.94,24940.52,3586.42,0.0,387265,88
KXMLBDRAFTPICK,3101.82,-664.41,3766.23,0.0,386969,60
KXUCLFINALIST,-13847.3,-19374.36,5527.06,0.0,386424,22
KXIPOOPENAI,-7537.69,-8338.46,800.77,0.0,385854,77
KXNETFLIXRANKMOVIEGLOBAL2,-2500.18,-4802.51,2302.33,0.0,385425,99
KXGOVORNOMR,-3566.45,-5457.37,1890.92,0.0,385137,36
KXUEFAMENTION,-11911.99,-13632.8,1720.81,0.0,384747,12
KXLEAVEPOWELLGOV,6598.73,2294.09,4304.63,0.0,383212,103
KXIMPEACH,44.05,-226.04,270.09,0.0,380801,45
KXBLANCHEJUDICIARY,22248.61,18058.92,4189.69,0.0,380069,39
KXNASDAQ100MAXY,-268.1,-1483.85,1215.75,0.0,378685,55
KXNFLDRAFTWR,516.24,-4081.07,4597.31,0.0,377691,9
KXWCGOALEVERYGAME,-27787.99,-32141.74,4353.75,0.0,377236,36
KXSEOULMAYOR,13703.18,10262.79,3440.39,0.0,376963,48
KXBBSERIEBGAME,13507.86,9284.79,4223.07,0.0,373403,13
KXSCOTTISHPREMSPREAD,-6135.23,-9503.25,3368.02,0.0,371569,7
KXBRASILEIROBBTTS,390.81,-4479.36,4870.17,0.0,369056,10
KXTX33D,-1361.63,-3291.41,1929.78,0.0,367542,42
KXWCRECORD,-8403.61,-9793.23,1389.62,0.0,366781,25
KXJOBLESSCLAIMS,-7634.93,-12430.04,4795.11,0.0,364959,105
KXRAMANPRATTDIFF,4371.74,2747.52,1624.22,0.0,364897,17
KXEARNINGSMENTIONSPOT,7767.54,5701.09,2066.45,0.0,364560,24
KXPCECORE,-12348.87,-15310.11,2961.24,0.0,364543,103
KXUEL1HTOTAL,-25950.02,-30416.54,4466.52,0.0,361989,9
KXWWDCMENTION,-18162.11,-20932.03,2769.92,0.0,361232,12
KXTEAMSINNBAEF,-24065.39,-28380.46,4315.07,0.0,361008,33
KXEARNINGSMENTIONNFLX,1274.26,-2121.04,3395.3,0.0,360946,18
KXUECLTEAMTOTAL,-4969.7,-8572.6,3602.9,0.0,358488,12
KXEVENTTIMES,1496.98,-345.81,1842.79,0.0,357974,40
KXBRASILEIROTEAMTOTAL,-12593.55,-16422.82,3829.27,0.0,357359,15
KXUST30AD,17167.33,15898.79,1268.54,0.0,356847,30
KXNBALOTTERY,-17852.8,-20050.4,2197.6,0.0,356067,10
KXHANTACOUNTRY,4881.94,828.07,4053.87,0.0,355368,25
KXSPACEXBANKPUBLIC,-4808.16,-5729.0,920.84,0.0,354134,36
KXWNBA2HWINNER,3941.24,1026.18,2915.06,0.0,352719,39
KXNFLDRAFTQB,-3092.86,-5859.44,2766.58,0.0,352656,10
KXB200Q,2322.79,494.14,1828.65,0.0,351747,35
KXUECL,33466.9,28662.31,4804.59,0.0,350139,43
KXWCAWARDCOMBO,-23446.4,-25668.98,2222.58,0.0,346958,27
KXGTA6,-2511.83,-2857.99,346.16,0.0,346347,93
KXUFCOCCUR,-7438.37,-8935.66,1497.29,0.0,345079,56
KXMETAHEADCOUNT,-1103.39,-4019.05,2915.66,0.0,344327,15
KXHILTONMENTION,370.33,-1114.36,1484.69,0.0,344104,10
KXDFBPOKALSPREAD,66664.61,62007.0,4657.61,0.0,342754,7
KXNEXTHUNGARYPM,-503.88,-619.77,115.89,0.0,342560,25
KXATTENDTRUMPCHINA,50340.73,47951.46,2389.27,0.0,341756,8
KXURYPDSPREAD,545.09,-2129.83,2674.92,0.0,339556,18
KXBNBD,6435.89,3963.11,2472.78,0.0,339133,112
KXBALOGUNPLAY,-2477.98,-2946.62,468.64,0.0,337737,1
KXVISITNYC,-3694.46,-4938.24,1243.78,0.0,336848,48
KXNFLTEAM1POS,-13537.98,-16151.53,2613.55,0.0,336451,10
