date,report_ticker,side,contracts_settled,notional_settled
2026-07-11,KXBIDENTAPES,yes,18,9.54
2026-07-11,KXBIG3GAME,yes,10,9.5
2026-07-11,KXBIGBROTHERELIMINATION,no,10481,9624.59
2026-07-11,KXBIGBROTHERELIMINATION,yes,7479,1428.41
2026-07-11,KXBILLBOARDRUNNERUPALBUM,no,14,0.14
2026-07-11,KXBILLBOARDRUNNERUPSONG,no,735,12.6
2026-07-11,KXBILLBOARDRUNNERUPSONG,yes,655,6.65
2026-07-11,KXBILLS,yes,3951,3946.28
2026-07-11,KXBNB,no,875,461.65
2026-07-11,KXBNB,yes,4433,2407.43
2026-07-11,KXBNB15M,no,414872,226412.7
2026-07-11,KXBNB15M,yes,441629,266775.43
2026-07-11,KXBNBD,no,1445,491.19
2026-07-11,KXBNBD,yes,2016,733.63
2026-07-11,KXBTC15M,yes,37321522,19165222.92
2026-07-11,KXBOXING,no,1360,921.87
2026-07-11,KXBRASILEIROBGAME,no,53,33.09
2026-07-11,KXBRASILEIROBGAME,yes,428,135.52
2026-07-11,KXBRASILEIROCGAME,yes,10,3.79
2026-07-11,KXBRASILEIROGAME,no,289,181.08
2026-07-11,KXBRASILEIROGAME,yes,414,120.79
2026-07-11,KXBRASILEIROSPREAD,no,11,8.59
2026-07-11,KXBRENTD,no,15130,5247.63
2026-07-11,KXBRENTD,yes,16182,6305.68
2026-07-11,KXBRENTW,no,462,407.66
2026-07-11,KXBRENTW,yes,29705,2837.8
2026-07-11,KXBSNGAME,no,13638,7648.12
2026-07-11,KXBSNGAME,yes,36472,20700.48
2026-07-11,KXBTC,no,292981,189737.97
2026-07-11,KXBTC,yes,489288,160111.29
2026-07-11,KXBOXING,yes,15260,4956.77
2026-07-11,KXGA13S,no,10,9.7
2026-07-11,KXCOPPERW,no,472,274.35
2026-07-11,KXGEDATOLISIB,no,46,40.28
2026-07-11,KXLOWTMIN,yes,3933,1907.69
2026-07-11,KXLOWTNOLA,no,2795,2049.37
2026-07-11,KXLOWTNOLA,yes,18820,2089.69
2026-07-11,KXLOWTNYC,no,12547,9284.92
2026-07-11,KXLOWTNYC,yes,38178,8495.85
2026-07-11,KXLOWTOKC,no,6575,4808.02
2026-07-11,KXLOWTOKC,yes,9330,3410.0
2026-07-11,KXLOWTPHIL,no,3574,1538.81
2026-07-11,KXLOWTPHIL,yes,9960,2362.69
2026-07-11,KXLOWTPHX,no,2973,2135.87
2026-07-11,KXLOWTPHX,yes,8713,4104.03
2026-07-11,KXLOWTSATX,no,5071,4205.66
2026-07-11,KXLOWTSATX,yes,13541,2467.05
2026-07-11,KXLOWTSEA,no,1453,989.13
2026-07-11,KXLOWTMIN,no,2961,1934.68
2026-07-11,KXLOWTSEA,yes,2364,893.67
2026-07-11,KXLOWTSFO,yes,3831,1763.01
2026-07-11,KXLPGAR3LEAD,no,16,15.68
2026-07-11,KXLPGAR3LEAD,yes,22,14.87
2026-07-11,KXLPGATOUR,no,32,31.94
2026-07-11,KXLPGATOUR,yes,1447,15.59
2026-07-11,KXLUV,no,127,40.9
2026-07-11,KXLUV,yes,162,141.58
2026-07-11,KXMAMDANIEO,no,731,723.69
2026-07-11,KXMAMDANIEO,yes,166,1.66
2026-07-11,KXMANAGEROUTDATE,no,53,49.82
2026-07-11,KXMANAGERSOUT,no,10,0.2
2026-07-11,KXMCDONALDCONF,yes,52,1.04
2026-07-11,KXMEDIAGUESTFALLON,no,34,5.45
2026-07-11,KXMEDIAGUESTFALLON,yes,1,0.87
2026-07-11,KXLOWTSFO,no,1896,1416.25
2026-07-11,KXMEDIARELEASEADDTRAILER,no,732,103.2
2026-07-11,KXLOWTMIA,yes,8909,2477.89
2026-07-11,KXLOWTLV,yes,4116,3250.61
2026-07-11,KXLOLGAME,yes,2563693,1057854.51
2026-07-11,KXLOLMAP,no,235978,140054.0
2026-07-11,KXLOLMAP,yes,1063369,495834.09
2026-07-11,KXLOLTOTALMAPS,no,149449,61516.36
2026-07-11,KXLOLTOTALMAPS,yes,154644,75676.67
2026-07-11,KXLOVEISLANDUKRANK,no,6507,5058.86
2026-07-11,KXLOVEISLANDUKRANK,yes,2896,905.44
2026-07-11,KXLOVEISLANDUSARANK,no,203445,113344.18
2026-07-11,KXLOVEISLANDUSARANK,yes,359717,86366.6
2026-07-11,KXLOVEISLMENTION,no,15496,6246.62
2026-07-11,KXLOVEISLMENTION,yes,132064,9287.99
2026-07-11,KXLOWTATL,no,3025,1948.11
2026-07-11,KXLOWTATL,yes,6083,3274.79
2026-07-11,KXLOWTAUS,no,2858,2209.46
2026-07-11,KXLOWTMIA,no,12329,3340.84
2026-07-11,KXLOWTAUS,yes,5564,1635.52
2026-07-11,KXLOWTBOS,yes,1722,1047.74
2026-07-11,KXLOWTCHI,no,2996,2031.77
2026-07-11,KXLOWTCHI,yes,6974,4798.57
2026-07-11,KXLOWTDAL,no,3290,2008.84
2026-07-11,KXLOWTDAL,yes,6749,2210.1
2026-07-11,KXLOWTDC,no,3949,3068.37
2026-07-11,KXLOWTDC,yes,6002,1412.74
2026-07-11,KXLOWTDEN,no,36211,22302.22
2026-07-11,KXLOWTDEN,yes,58369,14741.99
2026-07-11,KXLOWTHOU,no,3382,2819.16
2026-07-11,KXLOWTHOU,yes,8328,1485.65
2026-07-11,KXLOWTLAX,no,1548,1008.14
2026-07-11,KXLOWTLAX,yes,12384,1106.59
2026-07-11,KXLOWTLV,no,4488,3574.86
2026-07-11,KXLOWTBOS,no,1100,682.31
2026-07-11,KXMEDIARELEASEADDTRAILER,yes,1495,1105.85
2026-07-11,KXMENWORLDCUP,no,3615482,2812438.76
2026-07-11,KXMENWORLDCUP,yes,5755057,1323966.2
2026-07-11,KXMLBHRDERBYLONGEST,no,585,451.2
2026-07-11,KXMLBHRDERBYLONGEST,yes,2076,199.3
2026-07-11,KXMLBHRDERBYMATCHUP,no,198,187.41
2026-07-11,KXMLBHRDERBYMATCHUP,yes,3630,222.94
2026-07-11,KXMLBHRDERBYQUAL,no,588,582.12
2026-07-11,KXMLBHRDERBYQUAL,yes,4649,141.52
2026-07-11,KXMLBHRDERBYSEMI,no,2428,1127.16
2026-07-11,KXMLBHRDERBYSEMI,yes,3024,1360.25
2026-07-11,KXMLBHRR,no,13848,4140.21
2026-07-11,KXMLBHRR,yes,83008,40241.76
2026-07-11,KXMLBKS,no,156190,82473.01
2026-07-11,KXMLBKS,yes,517979,212458.64
2026-07-11,KXMLBMENTION,no,9375,2821.89
2026-07-11,KXMLBMENTION,yes,9522,6927.34
2026-07-11,KXMLBHRDERBYDISTANCE,yes,864,292.12
2026-07-11,KXMLBOUTS,no,13609,7750.8
2026-07-11,KXMLBRBI,no,4676,2287.51
2026-07-11,KXMLBRBI,yes,13471,6442.37
2026-07-11,KXMLBRFI,no,898517,485034.01
2026-07-11,KXMLBRFI,yes,493878,202773.0
2026-07-11,KXMLBSB,no,2972,2499.19
2026-07-11,KXMLBSB,yes,8751,3272.79
2026-07-11,KXMLBSPREAD,no,3129587,1807302.92
2026-07-11,KXMLBSPREAD,yes,4821018,2093080.02
2026-07-11,KXMLBSTATCOUNT,yes,13,8.97
2026-07-11,KXMLBTB,no,19933,2616.68
2026-07-11,KXMLBTB,yes,75374,32301.22
2026-07-11,KXMLBTEAMTOTAL,no,262017,120105.47
2026-07-11,KXMLBTEAMTOTAL,yes,329685,173509.92
2026-07-11,KXGA13S,yes,507,19.48
2026-07-11,KXMLBOUTS,yes,32679,17462.0
2026-07-11,KXMLBHRDERBYDISTANCE,no,3045,2506.77
2026-07-11,KXMLBHRDERBY500,yes,2336,356.12
2026-07-11,KXMLBHRDERBY500,no,1611,1378.16
2026-07-11,KXMILLSPLATNER,yes,295,2.95
2026-07-11,KXMLBALLSTAR,no,13306,12086.81
2026-07-11,KXMLBALLSTAR,yes,2473,1565.32
2026-07-11,KXMLBASGAME,no,1,0.62
2026-07-11,KXMLBASGAME,yes,152,84.72
2026-07-11,KXMLBDEBUT,no,590,583.9
2026-07-11,KXMLBDEBUT,yes,5,1.05
2026-07-11,KXMLBDRAFTPICK,no,1140,224.47
2026-07-11,KXMLBDRAFTPICK,yes,7207,5386.61
2026-07-11,KXMLBDRAFTTOP,no,26843,26501.92
2026-07-11,KXMLBDRAFTTOP,yes,1810,133.05
2026-07-11,KXMLBEXTRAS,no,10338,9211.54
2026-07-11,KXMLBEXTRAS,yes,16244,2546.12
2026-07-11,KXMLBF3,no,7561,4676.6
2026-07-11,KXMLBF3,yes,31946,20340.52
2026-07-11,KXMLBF5,no,252947,141727.13
2026-07-11,KXMLBF5,yes,919180,454460.04
2026-07-11,KXMLBHRDERBY,yes,66595,9066.71
2026-07-11,KXMLBHRDERBY,no,3739,3366.56
2026-07-11,KXMLBHR,yes,1304836,215075.81
2026-07-11,KXMLBHR,no,118179,64316.41
2026-07-11,KXMLBHIT,yes,177590,94632.64
2026-07-11,KXMLBHIT,no,62665,16739.9
2026-07-11,KXLOLGAME,no,752385,390642.55
2026-07-11,KXMLBGAME,yes,2220350,897207.76
2026-07-11,KXMLBF7,yes,29146,16821.2
2026-07-11,KXMLBF7,no,5975,3160.79
2026-07-11,KXMLBF5TOTAL,yes,370484,169682.07
2026-07-11,KXMLBF5TOTAL,no,555058,293254.49
2026-07-11,KXMLBF5SPREAD,yes,147680,66712.34
2026-07-11,KXMLBF5SPREAD,no,134304,87632.76
2026-07-11,KXMLBGAME,no,597423,433798.07
2026-07-11,KXLOL,yes,71453,22617.53
2026-07-11,KXMLBTOTAL,no,9354039,5024501.44
2026-07-11,KXGEMINI,no,162,127.64
2026-07-11,KXHIGHLAX,yes,832933,62803.95
2026-07-11,KXHIGHMIA,no,37075,25542.03
2026-07-11,KXHIGHMIA,yes,88046,10663.33
2026-07-11,KXHIGHNY,no,48956,27890.55
2026-07-11,KXHIGHNY,yes,81498,26488.49
2026-07-11,KXHIGHPHIL,no,16071,10545.36
2026-07-11,KXHIGHPHIL,yes,64447,6576.66
2026-07-11,KXHIGHTATL,no,17784,14007.55
2026-07-11,KXHIGHTATL,yes,25829,6583.03
2026-07-11,KXHIGHTBOS,no,13921,10728.97
2026-07-11,KXHIGHTBOS,yes,15674,5549.56
2026-07-11,KXHIGHTDAL,no,10153,7005.78
2026-07-11,KXHIGHTDAL,yes,15185,5219.14
2026-07-11,KXHIGHTDC,no,15020,11434.64
2026-07-11,KXLOL,no,34207,21443.17
2026-07-11,KXHIGHTDC,yes,17874,5040.32
2026-07-11,KXHIGHTHOU,yes,30803,7376.6
2026-07-11,KXHIGHTLV,no,11248,7321.64
2026-07-11,KXHIGHTLV,yes,31278,4844.33
2026-07-11,KXHIGHTMIN,no,7301,5840.24
2026-07-11,KXHIGHTMIN,yes,8963,3081.53
2026-07-11,KXHIGHTNOLA,no,7109,4053.36
2026-07-11,KXHIGHTNOLA,yes,9951,3326.48
2026-07-11,KXHIGHTOKC,no,11137,8645.12
2026-07-11,KXHIGHTOKC,yes,13652,5612.73
2026-07-11,KXHIGHTPHX,no,15818,10993.39
2026-07-11,KXHIGHTPHX,yes,28200,6710.54
2026-07-11,KXHIGHTSATX,no,15531,11810.09
2026-07-11,KXHIGHTSATX,yes,17042,4354.97
2026-07-11,KXHIGHTSEA,no,31036,20756.52
2026-07-11,KXHIGHTHOU,no,14914,7996.82
2026-07-11,KXHIGHTSEA,yes,55590,13825.02
2026-07-11,KXHIGHDEN,yes,39021,10246.02
2026-07-11,KXHIGHCHI,yes,29216,6794.65
2026-07-11,KXGEMINI,yes,473,50.45
2026-07-11,KXGOLDD,no,2285,709.19
2026-07-11,KXGOLDD,yes,4479,2331.09
2026-07-11,KXGOLDW,no,267,125.82
2026-07-11,KXGOLDW,yes,1446,1291.99
2026-07-11,KXGOLFMAJOR,yes,689,69.58
2026-07-11,KXGOLFMAJORS,yes,7,0.98
2026-07-11,KXGOLFTOURN,no,8002,6971.75
2026-07-11,KXGOLFTOURN,yes,17767,3989.62
2026-07-11,KXGOOG,yes,30,16.6
2026-07-11,KXGOVAZNOMR,no,282,2.82
2026-07-11,KXGOVAZNOMR,yes,6861,90.48
2026-07-11,KXGOVSDNOMR,no,2167,1225.05
2026-07-11,KXGOVSDNOMR,yes,3584,2076.81
2026-07-11,KXHIGHDEN,no,16678,13580.43
2026-07-11,KXH100W,no,125,64.74
2026-07-11,KXH100WS,yes,5,2.54
2026-07-11,KXH200MAX,yes,311,81.51
2026-07-11,KXH200W,no,107,30.31
2026-07-11,KXH200W,yes,200,108.0
2026-07-11,KXH200WS,no,112,54.35
2026-07-11,KXH200WS,yes,2860,2224.22
2026-07-11,KXHBUDGETRES,yes,17,4.72
2026-07-11,KXHEARINGMENTION,no,35,27.93
2026-07-11,KXHEARINGMENTION,yes,204,45.91
2026-07-11,KXHFHOUSING,no,10527,101.22
2026-07-11,KXHFHOUSING,yes,8800,8778.89
2026-07-11,KXHIGHAUS,no,27633,20304.44
2026-07-11,KXHIGHAUS,yes,23704,9135.21
2026-07-11,KXHIGHCHI,no,23043,11489.35
2026-07-11,KXH100W,yes,102,39.04
2026-07-11,KXHIGHTSFO,no,14426,9403.0
2026-07-11,KXHIGHLAX,no,182765,118839.72
2026-07-11,KXHMONTHRANGE,no,4177,1120.75
2026-07-11,KXITFWMATCH,no,3141924,1596999.9
2026-07-11,KXITFWMATCH,yes,8914676,4787970.73
2026-07-11,KXJOBLESSCLAIMS,no,104,64.99
2026-07-11,KXJOBLESSCLAIMS,yes,82,54.25
2026-07-11,KXJOINCLUB,yes,145,1.45
2026-07-11,KXKFTOUR,no,21718,19341.28
2026-07-11,KXKFTOUR,yes,74037,11022.55
2026-07-11,KXKLEAGUEGAME,no,41061,25466.98
2026-07-11,KXKLEAGUEGAME,yes,121933,59954.96
2026-07-11,KXKNESSET,no,126,15.02
2026-07-11,KXKNESSET,yes,214,66.29
2026-07-11,KXLATENIGHTMENTION,no,4030,208.54
2026-07-11,KXLATENIGHTMENTION,yes,40403,2727.65
2026-07-11,KXLIGAMXGAME,yes,3195,1200.87
2026-07-11,KXITFWDOUBLES,yes,281420,154402.57
2026-07-11,KXLIGAMXSPREAD,no,3,2.96
2026-07-11,KXLIGAMXTOTAL,yes,50,34.89
2026-07-11,KXLIUKCOUPLE,no,1365,977.82
2026-07-11,KXLIUKCOUPLE,yes,3677,1438.74
2026-07-11,KXLIUKWINNERS,no,7369,5571.18
2026-07-11,KXLIUKWINNERS,yes,3258,923.9
2026-07-11,KXLIUSACOUPLE,no,153323,106989.31
2026-07-11,KXLIUSACOUPLE,yes,709224,160986.64
2026-07-11,KXLIUSAWINNERS,no,28492,18557.37
2026-07-11,KXLIUSAWINNERS,yes,30243,6903.32
2026-07-11,KXLLM1,no,28450,9526.67
2026-07-11,KXLLM1,yes,48156,3941.69
2026-07-11,KXLMBGAME,no,12673,10953.86
2026-07-11,KXLMBGAME,yes,29047,21573.7
2026-07-11,KXHIGHTSFO,yes,18950,5331.83
2026-07-11,KXLIGAMXSPREAD,yes,330,100.3
2026-07-11,KXITFWDOUBLES,no,73144,42638.07
2026-07-11,KXLIGAMXGAME,no,200,122.14
2026-07-11,KXITFMATCH,no,4696652,2455662.55
2026-07-11,KXITFMATCH,yes,13333660,6755532.03
2026-07-11,KXHORMUZMAX,no,98,82.98
2026-07-11,KXHORMUZMAX,yes,134,19.87
2026-07-11,KXHORMUZNORM,yes,16823,168.23
2026-07-11,KXHORMUZWEEKLY,no,40326,19544.5
2026-07-11,KXHORMUZWEEKLY,yes,18721,8145.69
2026-07-11,KXHOUSINGSTART,no,2,0.6
2026-07-11,KXHYPE,no,897,287.41
2026-07-11,KXHYPE,yes,2863,1466.81
2026-07-11,KXHYPE15M,no,826701,466581.9
2026-07-11,KXHYPE15M,yes,831948,466230.0
2026-07-11,KXHYPED,no,2308,783.14
2026-07-11,KXHYPED,yes,5868,2552.82
2026-07-11,KXHYPEMINMON,yes,10,5.1
2026-07-11,KXIBOV,no,52,4.12
2026-07-11,KXHMONTHRANGE,yes,16999,1542.81
2026-07-11,KXIMFTWEETS,no,133,110.05
2026-07-11,KXIBOV,yes,369,365.31
2026-07-11,KXITFDOUBLES,no,252996,140103.95
2026-07-11,KXIRANCRUDE,yes,182,99.59
2026-07-11,KXIRANCRUDE,no,43,33.13
2026-07-11,KXINXU,yes,1454,871.08
2026-07-11,KXINXU,no,2589,515.41
2026-07-11,KXINXDUD,yes,319,181.5
2026-07-11,KXITFDOUBLES,yes,600723,323258.92
2026-07-11,KXINX,yes,265,36.17
2026-07-11,KXINX,no,17,16.83
2026-07-11,KXINTC,yes,133,47.88
2026-07-11,KXINTC,no,182,23.61
2026-07-11,KXIMFTWEETS,yes,8,0.63
2026-07-11,KXINXDUD,no,160,57.0
2026-07-12,KXSOLE,yes,2121,1204.51
2026-07-12,KXSOLE,no,1474,644.53
2026-07-12,KXSOLD,yes,144198,21505.49
2026-07-12,KXSOLD,no,57584,22755.46
2026-07-12,KXSHIBA,yes,8882,186.82
2026-07-12,KXSOL15M,yes,310363,143988.79
2026-07-12,KXSILVERW,no,268,214.88
2026-07-12,KXSILVERW,yes,651,351.58
2026-07-12,KXSILVERD,yes,8797,4950.98
2026-07-12,KXSILVERD,no,8599,3283.68
2026-07-12,KXSHIBAD,no,375,3.75
2026-07-12,KXSONGRELEASE,no,15,0.15
2026-07-12,KXSOL15M,no,355737,220362.42
2026-07-12,KXSONGRELEASEDATE,no,462,97.3
2026-07-12,KXSUMMERHOUSECAST,no,129,9.4
2026-07-12,KXSPACEXSTARSHIP,no,4139,1390.6
2026-07-12,KXSPACEXSTARSHIP,yes,5112,3088.06
2026-07-12,KXSPRLVL,no,1206,1133.08
2026-07-12,KXSPRLVL,yes,364,309.73
2026-07-12,KXSULYOKOUT,no,155,129.7
2026-07-12,KXSULYOKOUT,yes,806,151.54
2026-07-12,KXSUMMERHOUSECAST,yes,277,256.69
2026-07-12,KXT20MATCH,no,2406653,1189418.31
2026-07-12,KXT20MATCH,yes,5486447,2652953.39
2026-07-12,KXT20TEAMTOTAL,no,22998,13756.65
2026-07-12,KXT20TEAMTOTAL,yes,53487,23011.36
2026-07-12,KXTALLSHIPRACE,no,332,133.45
2026-07-12,KXTALLSHIPRACE,yes,384,362.92
2026-07-12,KXSHELTERCPI,yes,22,14.0
2026-07-12,KXSONGRELEASEDATE,yes,469,461.68
2026-07-12,KXSHELTERCPI,no,22,14.08
2026-07-12,KXPRIMARYMOV,yes,220,2.2
2026-07-12,KXSCHW,no,214,71.06
2026-07-12,KXPRIMARYTURNOUT,no,101,9.04
2026-07-12,KXPRIMARYTURNOUT,yes,96,8.64
2026-07-12,KXPUREALBUMS,no,2447,424.46
2026-07-12,KXPUREALBUMS,yes,2484,918.12
2026-07-12,KXR6GAME,no,33426,18408.91
2026-07-12,KXR6GAME,yes,117465,53669.5
2026-07-12,KXRAINNYC,no,956,935.41
2026-07-12,KXRAINNYC,yes,369,13.65
2026-07-12,KXRANKLIST1SONG,no,18382,18022.78
2026-07-12,KXRANKLIST1SONG,yes,38955,655.29
2026-07-12,KXRANKLISTSONGSPOTUSA,no,1448,1186.34
2026-07-12,KXRANKLISTSONGSPOTUSA,yes,821,170.74
2026-07-12,KXRANKLISTSONGTOP10,no,184,126.94
2026-07-12,KXRANKLISTSONGTOP10,yes,1915,47.85
2026-07-12,KXSCHW,yes,105,23.26
2026-07-12,KXROADOUTCOME,no,21,0.21
2026-07-12,KXROBOTAXIAREA,yes,795,723.18
2026-07-12,KXROLEINPRODUCTIONDOOMSDAY,no,38,1.9
2026-07-12,KXROLEINPRODUCTIONDOOMSDAY,yes,3,2.88
2026-07-12,KXRT,no,73213,40414.02
2026-07-12,KXRT,yes,215791,38514.57
2026-07-12,KXRTX5090WS,no,2769,2589.46
2026-07-12,KXRTX5090WS,yes,2174,320.87
2026-07-12,KXRUGBYNRLMATCH,no,347,342.62
2026-07-12,KXRUGBYNRLMATCH,yes,644,192.87
2026-07-12,KXSAMOMINF,no,121,88.08
2026-07-12,KXSAOTOMEPRES,no,108,97.87
2026-07-12,KXSAOTOMEPRES,yes,183,175.62
2026-07-12,KXSARETAIL,no,4,1.56
2026-07-12,KXSARETAIL,yes,18,9.87
2026-07-12,KXROADOUTCOME,yes,5201,52.01
2026-07-12,KXTECHRANKLISTAICODE,no,1694,839.45
2026-07-12,KXUCLGAME,yes,8351,3143.2
2026-07-12,KXTEMPAUSH,no,108756,59535.8
2026-07-12,KXTRUMPMENTIONB,no,6845,3522.53
2026-07-12,KXTRUMPMENTIONB,yes,8667,3788.51
2026-07-12,KXTRUMPNUMSTATES,no,1082,1061.84
2026-07-12,KXTRUMPNUMSTATES,yes,36,9.36
2026-07-12,KXTRUMPPHOTO,no,3473,3089.4
2026-07-12,KXTRUMPPHOTO,yes,13950,2817.21
2026-07-12,KXTRUMPSAY,no,538207,92210.86
2026-07-12,KXTRUMPSAY,yes,459768,31203.54
2026-07-12,KXTRUMPSAYCOMPANY,no,2671,117.96
2026-07-12,KXTRUMPSAYCOMPANY,yes,828,330.7
2026-07-12,KXTRUMPSAYMONTH,no,5183,200.87
2026-07-12,KXTRUMPSAYMONTH,yes,964,416.82
2026-07-12,KXTRUMPSAYNICKNAME,no,2192,57.9
2026-07-12,KXTRUMPSAYNICKNAME,yes,584,559.34
2026-07-12,KXTRUMPMENTION,yes,8064,3344.48
2026-07-12,KXTRUMPTIME,no,23356,272.45
2026-07-12,KXTRUMPUFC,yes,221807,2218.07
2026-07-12,KXTRUMPVH,no,42,25.44
2026-07-12,KXTRUMPVH,yes,87,36.69
2026-07-12,KXTRUMPWORLDCUP,no,15311,10159.89
2026-07-12,KXTRUMPWORLDCUP,yes,26644,2997.58
2026-07-12,KXTRUTHSOCIAL,no,5143,3944.11
2026-07-12,KXTRUTHSOCIAL,yes,7723,777.38
2026-07-12,KXTSAW,no,1406,1252.01
2026-07-12,KXTSAW,yes,4155,70.25
2026-07-12,KXUAL,no,167,66.26
2026-07-12,KXUAL,yes,436,273.34
2026-07-12,KXUCLBTTS,yes,55,30.9
2026-07-12,KXUCLGAME,no,101,91.15
2026-07-12,KXPOWERKWH,yes,50,43.05
2026-07-12,KXTRUMPTIME,yes,1762,1432.0
2026-07-12,KXTRUMPMENTION,no,3490,1740.73
2026-07-12,KXTRUMPMEETING,yes,4,0.88
2026-07-12,KXTRUMPMEET,no,881,25.08
2026-07-12,KXTEMPAUSH,yes,146792,74380.9
2026-07-12,KXTEMPCHIH,no,83776,49793.48
2026-07-12,KXTEMPCHIH,yes,84347,44921.12
2026-07-12,KXTEMPDCH,no,124906,53708.74
2026-07-12,KXTEMPDCH,yes,120921,45710.81
2026-07-12,KXTEMPLAXH,no,97336,57831.57
2026-07-12,KXTEMPLAXH,yes,115603,47922.62
2026-07-12,KXTEMPNYCH,no,56019,21648.01
2026-07-12,KXTEMPNYCH,yes,97999,33723.81
2026-07-12,KXTESTMATCH,yes,333,30.8
2026-07-12,KXTITLEDTUESDAY,no,10,8.3
2026-07-12,KXTITLEDTUESDAY,yes,336,60.56
2026-07-12,KXTITLEDTUESTOP,no,30,19.2
2026-07-12,KXTITLEDTUESTOP,yes,172,24.96
2026-07-12,KXTOP10BBSPOTS,no,2293,426.75
2026-07-12,KXTOP10BBSPOTS,yes,1325,1035.58
2026-07-12,KXTOPALBUM,no,561,5.61
2026-07-12,KXTRUMPENDORSEMENTS,yes,1161,33.68
2026-07-12,KXTRUMPENDORSEMENTS,no,1113,1036.11
2026-07-12,KXTRUMPENDORSE,yes,356,115.05
2026-07-12,KXTRUMPENDORSE,no,1,0.75
2026-07-12,KXTRUMPDOLLAR,no,4,2.84
2026-07-12,KXTRUMPATTEND,yes,57093,51874.65
2026-07-12,KXTECHRANKLISTAICODE,yes,8229,1753.52
2026-07-12,KXTRUMPATTEND,no,172955,16433.96
2026-07-12,KXTRUMPACT,no,1835,1527.37
2026-07-12,KXTOPSONG,yes,3067,576.18
2026-07-12,KXTOPSONG,no,73,2.72
2026-07-12,KXTOPMODEL,yes,11589,329.46
2026-07-12,KXTOPMODEL,no,5796,346.56
2026-07-12,KXTOPALBUM,yes,117,5.25
2026-07-12,KXTRUMPACT,yes,3952,776.31
2026-07-12,KXPOWERKWH,no,13,3.11
2026-07-12,KXNETFLIXRANKMOVIERUNNERUP,no,3248,3069.65
2026-07-12,KXPLAYTOGETHERJBJT,no,2212,2189.88
2026-07-12,KXNASCARTOPTEAM,no,664,544.39
2026-07-12,KXNASCARTOPTEAM,yes,24227,4449.77
2026-07-12,KXNASDAQ100,no,14,12.88
2026-07-12,KXNASDAQ100,yes,3363,301.94
2026-07-12,KXNASDAQ100U,no,20789,487.06
2026-07-12,KXNASDAQ100U,yes,1486,866.64
2026-07-12,KXNASDAQDUD,no,2,1.36
2026-07-12,KXNASDAQDUD,yes,17,9.69
2026-07-12,KXNATGASD,no,1371,1104.2
2026-07-12,KXNATGASD,yes,852,485.81
2026-07-12,KXNATGASW,no,3810,3767.97
2026-07-12,KXNATGASW,yes,1137,934.79
2026-07-12,KXNBA2KCOVER,no,5244,4113.97
2026-07-12,KXNBA2KCOVER,yes,16200,4163.17
2026-07-12,KXNASCARTOP5,yes,62401,16791.78
2026-07-12,KXNBASUMMER,no,1180,1088.71
2026-07-12,KXNBASUMMERGAME,no,1480832,833029.26
2026-07-12,KXNBASUMMERGAME,yes,4240211,1941414.5
2026-07-12,KXNBASUMMERMVP,yes,574,220.35
2026-07-12,KXNBASUMMERSPREAD,no,327686,157271.75
2026-07-12,KXNBASUMMERSPREAD,yes,486365,263916.44
2026-07-12,KXNBASUMMERTOTAL,no,489154,244024.43
2026-07-12,KXNBASUMMERTOTAL,yes,625823,343141.08
2026-07-12,KXNBATEAMANNOUNCE,no,3432,2577.7
2026-07-12,KXNBATEAMANNOUNCE,yes,5669,3062.9
2026-07-12,KXNEAR15M,no,39017,32321.71
2026-07-12,KXNEAR15M,yes,18874,7712.58
2026-07-12,KXNETFLIXRANKMOVIE,no,17402,13113.78
2026-07-12,KXNETFLIXRANKMOVIE,yes,62071,6831.69
2026-07-12,KXNETFLIXRANKMOVIEGLOBAL,no,2273,246.03
2026-07-12,KXNBASUMMER,yes,16667,2124.76
2026-07-12,KXNETFLIXRANKMOVIEGLOBAL,yes,1540,581.05
2026-07-12,KXNASCARTOP5,no,2541,1781.96
2026-07-12,KXNASCARTOP3,no,3165,2091.56
2026-07-12,KXMLSGAME,no,149,60.77
2026-07-12,KXMLSGAME,yes,4055,1751.52
2026-07-12,KXMLSSPREAD,yes,5,0.5
2026-07-12,KXMLSTOTAL,no,354,168.29
2026-07-12,KXMLSTOTAL,yes,146,87.6
2026-07-12,KXMOTOGPRACE,no,977,965.37
2026-07-12,KXMOTOGPRACE,yes,313,21.9
2026-07-12,KXMOVIEDELAYODYSSEY,yes,44398,443.98
2026-07-12,KXMOVIELENGTH,no,3686,3281.15
2026-07-12,KXMOVIELENGTH,yes,5078,151.7
2026-07-12,KXMRBEASTMENTION,no,1728,932.46
2026-07-12,KXMRBEASTMENTION,yes,2267,1180.44
2026-07-12,KXMTPMENTION,no,10256,5362.86
2026-07-12,KXMTPMENTION,yes,22778,12357.92
2026-07-12,KXNASCARTOP3,yes,57964,11709.63
2026-07-12,KXMVECROSSCATEGORY,no,1717952,1127233.6
2026-07-12,KXMVESPORTSMULTIGAMEEXTENDED,no,13957879,10333261.88
2026-07-12,KXMVESPORTSMULTIGAMEEXTENDED,yes,235796962,13440466.44
2026-07-12,KXNASCARCHALLENGE,no,1393,1188.82
2026-07-12,KXNASCARCHALLENGE,yes,2921,440.44
2026-07-12,KXNASCARFASTLAP,no,221,189.09
2026-07-12,KXNASCARFASTLAP,yes,3593,427.38
2026-07-12,KXNASCARH2H,no,7373,3991.34
