date,kalshi_category,pnl_gross,pnl_net,fees_taker,fees_maker,contracts_settled
2026-01-30,Other non-sports,8743.73,8236.69,507.04,0.0,39946
2026-01-30,Parlays,-152673.13,-288670.53,135997.4,0.0,21945755
2026-01-30,Politics,-599683.71,-839396.04,239712.33,0.0,45209212
2026-01-30,Science and Technology,797.39,166.88,630.51,134.98,550923
2026-01-31,Climate and Weather,-32487.08,-44271.45,11784.37,0.0,2628380
2026-01-31,Companies,-21729.95,-24756.19,3026.24,0.77,353778
2026-01-31,Crypto,-189984.13,-359042.97,169058.84,16.57,16593252
2026-01-31,Economics,-813.89,-5031.93,4218.04,865.02,710917
2026-01-31,Elections,-7250.44,-7986.54,736.1,0.0,195391
2026-01-31,Entertainment,-60897.07,-79400.7,18503.63,0.0,2674699
2026-01-31,Financials,525.11,257.48,267.63,0.0,32865
2026-01-31,Mentions,-76104.81,-87809.82,11705.01,0.0,1763270
2026-01-31,Non-parlay sports,-4851859.75,-8454097.35,3602237.6,626705.41,308766494
2026-01-31,Other non-sports,429.82,372.82,57.0,0.0,4392
2026-01-31,Parlays,-941532.55,-1156342.11,214809.56,0.0,29786399
2026-01-31,Politics,-318654.95,-385663.76,67008.81,0.0,19936191
2026-01-31,Science and Technology,-8474.06,-8835.38,361.32,80.4,285390
2026-02-01,Climate and Weather,-26489.19,-37912.84,11423.65,0.0,2063610
2026-02-01,Companies,-10592.48,-13624.9,3032.42,0.51,308459
2026-02-01,Crypto,-332890.19,-486754.21,153864.02,21.31,15059460
2026-02-01,Economics,-13783.85,-17317.77,3533.92,479.67,523978
2026-02-01,Elections,-6984.49,-8064.71,1080.22,0.0,251743
2026-02-01,Entertainment,-54409.22,-149961.72,95552.5,0.0,17396037
2026-02-01,Financials,-2974.46,-3343.63,369.17,0.0,46492
2026-02-01,Mentions,-44905.19,-55760.08,10854.89,0.0,3128714
2026-02-01,Non-parlay sports,-4277750.08,-6888758.31,2611008.23,464546.54,226959373
2026-02-01,Other non-sports,85.88,-256.26,342.14,0.0,36939
2026-02-01,Parlays,-92422.99,-267676.03,175253.04,0.0,25797819
2026-02-01,Politics,-422688.36,-464512.77,41824.41,0.0,7843379
2026-02-01,Science and Technology,21283.55,21054.54,229.01,27.86,133151
2026-02-02,Climate and Weather,-29303.35,-44945.22,15641.87,0.0,2694918
2026-02-02,Companies,-12410.6,-18167.01,5756.41,0.0,601327
2026-02-02,Crypto,-148500.63,-348887.19,200386.56,76.0,19375134
2026-02-02,Economics,7210.47,2696.4,4514.07,825.28,520015
2026-02-02,Elections,-356.31,-994.94,638.63,0.0,169281
2026-02-02,Entertainment,-6086.53,-20808.02,14721.49,0.0,2421246
2026-02-02,Financials,-37148.6,-41633.04,4484.44,0.0,741165
2026-02-02,Mentions,-110397.97,-127482.03,17084.06,0.0,4133082
2026-02-02,Non-parlay sports,-283862.11,-2143431.9,1859569.79,367073.91,161186340
2026-02-02,Other non-sports,10169.74,9634.61,535.13,0.0,37162
2026-02-02,Parlays,-624015.5,-755499.22,131483.72,0.0,18112148
2026-02-02,Politics,-653955.93,-726058.73,72102.8,0.0,19542768
2026-02-02,Science and Technology,87766.26,87339.77,426.49,78.79,219788
2026-02-03,Climate and Weather,-19880.62,-37464.64,17584.02,0.0,2613551
2026-02-03,Companies,-37646.39,-46331.88,8685.49,0.0,800414
2026-02-03,Crypto,-234678.93,-452900.26,218221.33,8.59,20872977
2026-02-03,Economics,-18768.85,-23170.06,4401.21,915.0,968218
2026-02-03,Elections,-7114.78,-7714.7,599.92,0.0,75137
2026-02-03,Entertainment,-25402.57,-41215.02,15812.45,0.0,2273784
2026-02-03,Financials,29694.27,23069.7,6624.57,0.0,1186072
2026-02-03,Mentions,-110802.02,-128398.53,17596.51,0.0,5299732
2026-02-03,Non-parlay sports,2069578.74,84766.64,1984812.1,366144.88,178149930
2026-02-03,Other non-sports,6113.51,5618.56,494.95,0.0,45003
2026-02-03,Parlays,556645.97,395004.31,161641.66,0.0,23349478
2026-02-03,Politics,-606810.34,-683530.86,76720.52,0.0,28633871
2026-02-03,Science and Technology,46385.69,45856.37,529.32,105.31,190680
2026-02-04,Climate and Weather,-31722.82,-48397.66,16674.84,0.0,2843744
2026-02-04,Companies,-187745.36,-231448.73,43703.37,0.0,4572205
2026-02-04,Crypto,-180447.27,-414142.38,233695.11,11.45,22163594
2026-02-04,Economics,-12723.65,-17363.07,4639.42,877.07,816442
2026-02-04,Elections,-19578.69,-20383.9,805.21,0.0,109656
2026-02-04,Entertainment,-83722.82,-107127.45,23404.63,0.0,3765597
2026-02-04,Financials,48042.2,40714.99,7327.21,0.0,1194738
2026-02-04,Mentions,-80758.82,-107591.97,26833.15,0.0,5400633
2026-02-04,Non-parlay sports,262279.78,-2214406.32,2476686.1,512026.0,221035754
2026-02-04,Other non-sports,781.28,726.42,54.86,0.0,8134
2026-02-04,Parlays,-422126.31,-609165.08,187038.77,0.0,27465660
2026-02-04,Politics,-92488.91,-105856.36,13367.45,0.0,5823208
2026-02-04,Science and Technology,36613.66,36248.78,364.88,72.29,160409
2026-02-05,Climate and Weather,-15253.52,-29987.19,14733.67,0.0,2749259
2026-02-05,Companies,-236260.37,-289445.24,53184.87,0.05,5722041
2026-02-05,Crypto,-334481.23,-577235.36,242754.13,6.89,22487629
2026-02-05,Economics,-69056.22,-79965.05,10908.83,2366.09,1579680
2026-02-05,Elections,21780.62,17332.86,4447.76,0.0,714847
2026-02-05,Entertainment,144837.59,98737.62,46099.97,0.0,6061771
2026-02-05,Financials,-17909.11,-26493.74,8584.63,0.0,1318938
2026-02-05,Mentions,-76058.91,-99599.9,23540.99,0.0,4207977
2026-02-05,Non-parlay sports,-1965478.49,-4274740.81,2309262.32,469215.09,211089158
2026-02-05,Other non-sports,-447.57,-530.13,82.56,0.0,10761
2026-02-05,Parlays,-1423396.24,-1632621.41,209225.17,0.0,29246761
2026-02-05,Politics,-104210.82,-119950.4,15739.58,0.0,5232558
2026-02-05,Science and Technology,39958.15,39603.05,355.1,60.63,272338
2026-02-06,Climate and Weather,-29306.49,-45366.8,16060.31,0.0,2681049
2026-02-06,Companies,-349547.3,-420461.31,70914.01,0.05,7450202
2026-02-06,Crypto,-136918.4,-447507.54,310589.14,3.89,29469007
2026-02-06,Economics,-23432.85,-27631.05,4198.2,872.83,555149
2026-02-06,Elections,-7009.3,-8983.44,1974.14,0.0,389933
2026-02-06,Entertainment,-120168.34,-200142.15,79973.81,0.0,12054059
2026-02-06,Financials,-49835.29,-57139.53,7304.24,0.0,1034852
2026-02-06,Mentions,-46542.06,-56517.81,9975.75,0.0,2344567
2026-02-06,Non-parlay sports,-3552707.69,-5844157.75,2291450.06,438638.11,195312690
2026-02-06,Other non-sports,-649.25,-709.4,60.15,0.0,9059
2026-02-06,Parlays,-1206523.03,-1424551.72,218028.69,0.0,32918651
2026-02-06,Politics,-102536.62,-118603.61,16066.99,0.0,4696328
2026-02-06,Science and Technology,90763.48,84055.2,6708.28,632.98,2651849
2026-02-07,Climate and Weather,-79123.6,-99739.68,20616.08,0.0,6224583
2026-02-07,Companies,-449965.08,-545281.45,95316.37,0.0,10047585
2026-02-07,Crypto,-186649.87,-393319.99,206670.12,11.43,19969993
2026-02-07,Economics,-25465.63,-28373.08,2907.45,581.26,399386
2026-02-07,Elections,10803.34,9971.97,831.37,0.0,251986
2026-02-07,Entertainment,-604306.23,-768620.84,164314.61,0.0,24426804
2026-02-07,Financials,9316.03,9018.61,297.42,0.0,31828
2026-02-07,Mentions,-19277.36,-23579.35,4301.99,0.0,934556
2026-02-07,Non-parlay sports,-1548920.74,-5355820.11,3806899.37,776739.42,326021195
2026-02-07,Other non-sports,-1177.97,-1251.67,73.7,0.0,7764
2026-02-07,Parlays,1273962.91,925007.09,348955.82,0.0,53856898
2026-02-07,Politics,-69474.99,-81743.7,12268.71,0.0,3509121
2026-02-07,Science and Technology,-113416.6,-123516.62,10100.02,257.14,3743795
2026-02-08,Climate and Weather,-31067.71,-45435.67,14367.96,0.0,3609338
2026-02-08,Companies,-2006602.04,-2350175.5,343573.46,0.0,41694347
2026-02-08,Crypto,-241338.32,-430119.01,188780.69,31.33,19228509
2026-02-08,Economics,-103310.43,-111633.18,8322.75,1085.86,1519939
2026-02-08,Elections,-4009.61,-5739.46,1729.85,0.0,477903
2026-02-08,Entertainment,-4514492.81,-5468460.84,953968.03,0.0,135313306
2026-02-08,Financials,6921.24,6363.87,557.37,0.0,70974
2026-02-08,Mentions,-95248.57,-109621.6,14373.03,0.0,2090236
2026-02-08,Non-parlay sports,-15525435.93,-20580083.19,5054647.26,775583.06,462610455
2026-02-08,Other non-sports,-32.6,-69.96,37.36,0.0,9403
2026-02-08,Parlays,-3977477.47,-4798786.32,821308.85,0.0,146180390
2026-02-08,Politics,-74881.18,-94248.98,19367.8,0.0,5132409
2026-02-08,Science and Technology,-19287.14,-21095.95,1808.81,167.64,298521
2026-02-09,Climate and Weather,-47094.93,-66610.49,19515.56,0.0,3869346
2026-02-09,Companies,-853.41,-1473.94,620.53,0.0,76588
2026-02-09,Crypto,-205571.99,-456754.81,251182.82,6.49,25292205
2026-02-09,Economics,-66304.47,-75195.98,8891.51,2013.93,974554
2026-02-09,Elections,-11412.37,-12619.67,1207.3,0.0,495081
2026-02-09,Entertainment,-47322.02,-97366.24,50044.22,0.0,9128422
2026-02-09,Financials,42613.98,36804.02,5809.96,0.0,1030884
2026-02-09,Mentions,-79546.64,-91714.85,12168.21,0.0,2711867
2026-02-09,Non-parlay sports,-3628721.61,-6120599.7,2491878.09,507187.89,211149793
2026-02-09,Other non-sports,-342.13,-398.18,56.05,0.0,10057
2026-02-09,Parlays,-1135290.12,-1332623.17,197333.05,0.0,29590539
2026-02-09,Politics,-224016.04,-256426.55,32410.51,0.0,9234599
2026-02-09,Science and Technology,-29899.62,-34647.06,4747.44,176.01,1277320
2026-02-10,Climate and Weather,-38948.11,-54770.26,15822.15,0.0,3184355
2026-02-10,Companies,-5437.89,-6119.82,681.93,0.0,86287
2026-02-10,Crypto,-396722.54,-666903.0,270180.46,1.73,26649584
2026-02-10,Economics,-86602.87,-97967.88,11365.01,2712.36,1245872
2026-02-10,Elections,-3781.46,-4579.15,797.69,0.0,416826
2026-02-10,Entertainment,-66173.25,-81625.66,15452.41,0.0,2753162
2026-02-10,Financials,51414.57,43971.57,7443.0,0.0,1275316
2026-02-10,Mentions,-173929.36,-213644.93,39715.57,0.0,8670569
2026-02-10,Non-parlay sports,-5036978.11,-7691222.19,2654244.08,486517.79,249311841
2026-02-10,Other non-sports,-56.78,-125.73,68.95,0.0,19520
2026-02-10,Parlays,-2236370.08,-2456199.26,219829.18,0.0,28470742
2026-02-10,Politics,-104908.46,-127620.98,22712.52,0.0,4968608
2026-02-10,Science and Technology,-7042.88,-8043.23,1000.35,80.14,298115
2026-02-11,Climate and Weather,-35321.98,-53228.9,17906.92,0.0,4287191
2026-02-11,Companies,-4026.55,-4606.2,579.65,0.01,77880
2026-02-11,Crypto,-190372.52,-470464.25,280091.73,1.34,27294294
2026-02-11,Economics,6926.84,-6541.93,13468.77,3134.42,2243281
2026-02-11,Elections,-1500.35,-1798.19,297.84,0.0,68065
2026-02-11,Entertainment,-56447.42,-72922.26,16474.84,0.0,2627204
2026-02-11,Financials,-95438.82,-104365.67,8926.85,0.0,1381143
2026-02-11,Mentions,-13240.12,-43758.76,30518.64,0.0,5080599
2026-02-11,Non-parlay sports,2332805.27,-612206.2,2945011.47,580726.05,262367278
2026-02-11,Other non-sports,-2067.11,-2276.12,209.01,0.0,48201
2026-02-11,Parlays,-71298.69,-298556.2,227257.51,0.0,32346626
2026-02-11,Politics,-78520.06,-100920.01,22399.95,0.0,3693766
2026-02-11,Science and Technology,-7021.17,-10258.82,3237.65,323.94,428266
2026-02-12,Climate and Weather,-27091.76,-43962.87,16871.11,0.0,2954059
2026-02-12,Companies,-7129.34,-8456.95,1327.61,0.0,241174
2026-02-12,Crypto,-201771.89,-470398.7,268626.81,0.46,26639997
2026-02-12,Economics,-22113.3,-29843.05,7729.75,1710.92,1162943
2026-02-12,Elections,-4016.38,-4572.52,556.14,0.0,179549
2026-02-12,Entertainment,-59889.85,-71383.83,11493.98,0.0,2454124
2026-02-12,Financials,-21466.53,-28705.27,7238.74,0.0,1187795
2026-02-12,Mentions,-217160.59,-268608.72,51448.13,0.0,8039083
2026-02-12,Non-parlay sports,-2565969.04,-5077121.51,2511152.47,457592.15,236305616
2026-02-12,Other non-sports,-2683.78,-2918.5,234.72,0.0,28667
2026-02-12,Parlays,-688739.36,-873883.59,185144.23,0.0,21956678
2026-02-12,Politics,-172014.82,-199977.72,27962.9,0.0,7725039
2026-02-12,Science and Technology,-8842.58,-10509.71,1667.13,260.55,282344
2026-02-13,Climate and Weather,-12535.29,-28633.52,16098.23,0.0,2898950
2026-02-13,Companies,-7044.04,-7871.75,827.71,0.24,74874
2026-02-13,Crypto,-237936.79,-571869.22,333932.43,0.5,31825706
2026-02-13,Economics,-52442.81,-61374.88,8932.07,1681.82,1478998
2026-02-13,Elections,-2181.02,-2894.4,713.38,0.0,279746
2026-02-13,Entertainment,-20024.54,-30824.2,10799.66,0.0,1955705
2026-02-13,Financials,51885.11,44361.39,7523.72,0.0,1212681
2026-02-13,Mentions,-138151.77,-164116.03,25964.26,0.0,3689336
2026-02-13,Non-parlay sports,-1434352.65,-3622338.6,2187985.95,365277.31,207925903
2026-02-13,Other non-sports,-2768.34,-3056.55,288.21,0.0,43676
2026-02-13,Parlays,-138450.84,-240551.56,102100.72,0.0,13277110
2026-02-13,Politics,-283871.14,-346654.46,62783.32,0.0,20657124
2026-02-13,Science and Technology,-8254.31,-9383.0,1128.69,200.67,415941
2026-02-14,Climate and Weather,-33022.25,-48436.53,15414.28,0.0,3589409
2026-02-14,Companies,2233.76,1937.15,296.61,0.1,33864
2026-02-14,Crypto,-213245.74,-478673.4,265427.66,3.17,26119129
2026-02-14,Economics,-48270.2,-51094.13,2823.93,334.16,640237
2026-02-14,Elections,-1845.42,-2261.91,416.49,0.0,217409
2026-02-14,Entertainment,-14075.52,-23319.66,9244.14,0.0,1588985
2026-02-14,Financials,6413.99,5928.74,485.25,0.0,44944
2026-02-14,Mentions,-17075.78,-20996.64,3920.86,0.0,790880
2026-02-14,Non-parlay sports,-1761088.45,-5447985.48,3686897.03,716302.79,338770897
2026-02-14,Other non-sports,-2007.5,-2212.3,204.8,0.0,24177
2026-02-14,Parlays,86213.69,-118920.9,205134.59,0.0,26451091
2026-02-14,Politics,-59244.49,-76074.13,16829.64,0.0,10476026
2026-02-14,Science and Technology,-16438.1,-18211.62,1773.52,382.76,371936
2026-02-15,Climate and Weather,-18747.38,-33162.41,14415.03,0.0,2341463
2026-02-15,Companies,1857.53,1599.24,258.29,0.0,33155
2026-02-15,Crypto,-129898.53,-398993.28,269094.75,3.87,26550283
2026-02-15,Economics,-79700.4,-86923.6,7223.2,397.9,2178135
2026-02-15,Elections,1382.74,1019.0,363.74,0.0,151270
2026-02-15,Entertainment,857.55,-8506.36,9363.91,0.0,1734968
2026-02-15,Financials,84227.81,67370.31,16857.5,0.0,1669867
2026-02-15,Mentions,-88498.63,-106127.46,17628.83,0.0,4792041
2026-02-15,Non-parlay sports,-2696144.93,-5628551.32,2932406.39,485237.51,280917093
2026-02-15,Other non-sports,-1662.01,-1875.24,213.23,0.0,28145
2026-02-15,Parlays,-329716.69,-453138.52,123421.83,0.0,16079356
2026-02-15,Politics,-24569.2,-34783.57,10214.37,0.0,2137043
2026-02-15,Science and Technology,-4381.27,-5595.51,1214.24,231.86,175705
2026-02-16,Climate and Weather,-22425.46,-42100.93,19675.47,0.0,3392428
2026-02-16,Companies,420.32,-11.13,431.45,0.55,52418
2026-02-16,Crypto,-120197.72,-441581.99,321384.27,1.32,31521652
2026-02-16,Economics,-5697.92,-7729.55,2031.63,424.65,325609
2026-02-16,Elections,138.79,-317.46,456.25,0.0,162613
2026-02-16,Entertainment,6527.46,-4414.9,10942.36,0.0,1658493
2026-02-16,Financials,-4004.3,-4760.9,756.6,0.0,567399
2026-02-16,Mentions,-30314.68,-45491.29,15176.61,0.0,4469852
2026-02-16,Non-parlay sports,-2876837.45,-5147440.1,2270602.65,400129.76,202330866
2026-02-16,Other non-sports,-3934.3,-4348.62,414.32,0.0,49788
2026-02-16,Parlays,-34786.9,-144203.82,109416.92,0.0,14585826
2026-02-16,Politics,-32763.01,-45510.77,12747.76,0.0,2841414
2026-02-16,Science and Technology,-14226.05,-17237.83,3011.78,650.37,303735
2026-02-17,Climate and Weather,-13613.69,-33086.77,19473.08,0.0,2898479
2026-02-17,Companies,-691.27,-1156.75,465.48,1.2,67238
2026-02-17,Crypto,-100258.74,-414951.41,314692.67,0.8,30705865
2026-02-17,Economics,-52851.46,-56563.0,3711.54,698.82,734146
2026-02-17,Elections,-1275.84,-1579.47,303.63,0.0,34432
2026-02-17,Entertainment,-3000.19,-14135.01,11134.82,0.0,1588174
2026-02-17,Financials,2635.47,-2231.93,4867.4,0.0,751407
2026-02-17,Mentions,22195.34,-1858.67,24054.01,0.0,5718610
2026-02-17,Non-parlay sports,-1055911.56,-3650449.74,2594538.18,475123.48,230772937
2026-02-17,Other non-sports,-394.34,-628.57,234.23,0.0,36129
2026-02-17,Parlays,-454430.37,-638223.27,183792.9,0.0,26532007
2026-02-17,Politics,-125988.68,-150870.76,24882.08,0.0,5340375
2026-02-17,Science and Technology,-15899.14,-18131.36,2232.22,465.62,306719
2026-02-18,Climate and Weather,4342.74,-12352.79,16695.53,0.0,2645497
2026-02-18,Companies,-463.7,-841.71,378.01,8.45,56425
2026-02-18,Crypto,-338846.84,-671257.39,332410.55,7.05,32029846
2026-02-18,Economics,-32528.65,-38297.57,5768.92,1198.72,1118775
2026-02-18,Elections,1630.1,1181.39,448.71,0.0,51602
2026-02-18,Entertainment,-32293.49,-44487.54,12194.05,0.0,2466677
2026-02-18,Financials,-12111.53,-16251.04,4139.51,0.0,632498
2026-02-18,Mentions,-93212.54,-127748.46,34535.92,0.0,7088212
2026-02-18,Non-parlay sports,-2166152.61,-5084353.3,2918200.69,560860.77,270600222
2026-02-18,Other non-sports,-2066.42,-2323.01,256.59,0.0,39369
2026-02-18,Parlays,-931376.11,-1116304.94,184928.83,0.0,25201408
2026-02-18,Politics,-118396.21,-143912.08,25515.87,0.0,6157883
2026-02-18,Science and Technology,-460.88,-4919.87,4458.99,845.49,404616
2026-02-19,Climate and Weather,-29807.2,-48258.96,18451.76,0.0,3022629
2026-02-19,Companies,1701.71,1419.77,281.94,2.97,41416
2026-02-19,Crypto,-42911.32,-338583.69,295672.37,1.02,27846428
2026-02-19,Economics,-154900.05,-168165.14,13265.09,1932.53,1772688
2026-02-19,Elections,-6792.91,-7178.05,385.14,0.0,36780
2026-02-19,Entertainment,-21082.48,-34345.99,13263.51,0.0,2226645
2026-02-19,Financials,-10485.14,-15771.67,5286.53,0.0,790089
2026-02-19,Mentions,-139530.53,-169235.67,29705.14,0.0,4694239
2026-02-19,Non-parlay sports,257049.92,-2508453.77,2765503.69,535421.7,261659926
2026-02-19,Other non-sports,-3007.16,-3372.09,364.93,0.0,52497
2026-02-19,Parlays,-293494.86,-512920.0,219425.14,0.0,30349668
2026-02-19,Politics,-80793.22,-97902.95,17109.73,0.0,3701624
2026-02-19,Science and Technology,-5135.13,-11092.13,5957.0,1148.09,626094
2026-02-20,Climate and Weather,5546.87,-13474.4,19021.27,0.0,3375383
2026-02-20,Companies,-166.15,-595.74,429.59,0.01,66045
2026-02-20,Crypto,197050.88,-150128.54,347179.42,0.8,33730720
2026-02-20,Economics,-39762.36,-45366.92,5604.56,1256.24,1315194
2026-02-20,Elections,1174.58,778.61,395.97,0.0,40843
2026-02-20,Entertainment,-18371.78,-30284.87,11913.09,0.0,1972387
2026-02-20,Financials,39940.95,32818.68,7122.27,0.0,1091757
2026-02-20,Mentions,-75939.81,-114849.13,38909.32,0.0,5676137
2026-02-20,Non-parlay sports,251494.66,-2584827.98,2836322.64,544954.71,250648824
2026-02-20,Other non-sports,-1103.04,-1229.37,126.33,0.0,21495
2026-02-20,Parlays,1188512.11,983586.94,204925.17,0.0,28418249
2026-02-20,Politics,-209543.81,-235389.42,25845.61,0.0,6374076
2026-02-20,Science and Technology,-3617.88,-4905.09,1287.21,230.47,272998
2026-02-21,Climate and Weather,41922.88,18339.86,23583.02,0.0,3424292
2026-02-21,Companies,-8815.32,-9253.81,438.49,0.02,72853
2026-02-21,Crypto,-239498.27,-487407.3,247909.03,0.06,25360403
2026-02-21,Economics,-9972.91,-11597.11,1624.2,317.71,434742
2026-02-21,Elections,6184.15,5804.17,379.98,0.0,37812
2026-02-21,Entertainment,30384.6,20707.51,9677.09,0.0,1588145
2026-02-21,Financials,-487.41,-684.61,197.2,0.0,22285
2026-02-21,Mentions,-49957.55,-72713.81,22756.26,0.0,3288149
2026-02-21,Non-parlay sports,-1814158.17,-6268577.33,4454419.16,870814.1,384307068
2026-02-21,Other non-sports,-952.31,-1053.27,100.96,0.0,20784
2026-02-21,Parlays,-1382127.18,-1718721.97,336594.79,0.0,48366568
2026-02-21,Politics,16567.75,8600.31,7967.44,0.0,1275613
2026-02-21,Science and Technology,-1489.87,-2280.15,790.28,105.96,217719
2026-02-22,Climate and Weather,9039.71,-22415.48,31455.19,0.0,4503700
2026-02-22,Companies,973.91,697.41,276.5,0.0,62508
2026-02-22,Crypto,-227707.4,-497936.17,270228.77,1.4,27743127
2026-02-22,Economics,31591.24,27219.08,4372.16,590.89,1081050
2026-02-22,Elections,-3538.69,-3789.94,251.25,0.0,42293
2026-02-22,Entertainment,61609.25,42974.11,18635.14,0.0,3360663
2026-02-22,Financials,-14954.23,-15813.51,859.28,0.0,376209
2026-02-22,Mentions,-81436.7,-101142.76,19706.06,0.0,3470720
2026-02-22,Non-parlay sports,-1016509.8,-4701483.25,3684973.45,692528.98,319715029
2026-02-22,Other non-sports,-955.29,-1065.65,110.36,0.0,22005
2026-02-22,Parlays,-1072383.06,-1390726.63,318343.57,0.0,42883869
2026-02-22,Politics,15327.21,1829.03,13498.18,0.0,2321702
2026-02-22,Science and Technology,-1685.43,-2120.82,435.39,59.82,120716
2026-02-24,Climate and Weather,-35701.68,-54797.55,19095.87,0.0,4210946
2026-02-24,Companies,-2591.26,-2888.26,297.0,1.52,88923
2026-02-24,Crypto,-107967.13,-467999.75,360032.62,1.93,35425915
2026-02-24,Economics,-7375.6,-10112.14,2736.54,592.02,627010
2026-02-24,Elections,3411.44,2525.31,886.13,0.0,119208
2026-02-24,Entertainment,-28851.52,-39827.38,10975.86,0.0,2297999
2026-02-24,Financials,20076.33,14011.71,6064.62,0.0,918065
2026-02-24,Mentions,-1787168.24,-2096800.59,309632.35,0.0,35944546
2026-02-24,Non-parlay sports,-758105.33,-3440439.83,2682334.5,523051.9,239261366
2026-02-24,Other non-sports,-246.46,-352.0,105.54,0.0,20658
2026-02-24,Parlays,-944767.52,-1220145.14,275377.62,0.0,39349176
2026-02-24,Politics,-445164.73,-529852.34,84687.61,0.0,16806354
2026-02-24,Science and Technology,-403.92,-981.74,577.82,54.9,305155
2026-02-26,Climate and Weather,-15261.0,-31351.02,16090.02,0.0,3134795
2026-02-26,Companies,-1922.78,-2280.8,358.02,1.89,140178
2026-02-26,Crypto,-441321.95,-791524.98,350203.03,0.29,35557986
2026-02-26,Economics,-3208.97,-6179.31,2970.34,556.38,649014
2026-02-26,Elections,-2305.5,-3267.87,962.37,0.0,118500
2026-02-26,Entertainment,-63751.62,-74962.43,11210.81,0.0,3263255
2026-02-26,Financials,46514.88,38427.02,8087.86,0.0,1086463
2026-02-26,Mentions,-80566.56,-102413.58,21847.02,0.0,2690534
