date,kalshi_category,pnl_gross,pnl_net,fees_taker,fees_maker,contracts_settled
2026-05-04,Financials,-3656.14,-4114.84,458.7,0.0,89860.0
2026-05-04,Mentions,-22403.85,-34556.05,12152.2,0.0,2157873.0
2026-05-04,Non-parlay sports,2088431.36,-1143787.01,3232218.37,533641.95,280162856.0
2026-05-04,Other non-sports,-14641.2,-17794.62,3153.42,0.0,279094.0
2026-05-04,Parlays,-2228971.6,-2820477.56,591505.96,0.0,151673656.0
2026-05-04,Politics,-851.25,-4195.63,3344.38,0.0,571307.0
2026-05-04,Science and Technology,-118.5,-139.14,20.64,5.0,15490.0
2026-05-05,Climate and Weather,6053.2,3503.03,2550.17,0.0,709272.0
2026-05-05,Companies,-1077.33,-1269.55,192.22,0.0,18715.0
2026-05-05,Crypto,-182211.91,-466916.42,284704.51,0.0,29334911.0
2026-05-05,Economics,5065.84,3894.49,1171.35,100.87,117915.0
2026-05-05,Elections,-36317.51,-39703.24,3385.73,0.0,448130.0
2026-05-05,Entertainment,12910.72,7305.29,5605.43,0.0,936247.0
2026-05-05,Financials,-2710.86,-3145.24,434.38,0.0,93913.0
2026-05-05,Mentions,-12309.59,-31108.69,18799.1,0.0,2893059.0
2026-05-05,Non-parlay sports,-5511831.74,-8782187.06,3270355.32,523372.18,303381116.0
2026-05-05,Other non-sports,-15318.88,-18175.29,2856.41,0.0,235999.0
2026-05-05,Parlays,-1110035.16,-1645142.5,535107.34,0.0,148781876.0
2026-05-05,Politics,-6910.03,-10796.37,3886.34,0.0,679740.0
2026-05-05,Science and Technology,-796.81,-866.46,69.65,10.97,79883.0
2026-05-06,Climate and Weather,-4720.79,-7667.64,2946.85,0.0,695438.0
2026-05-06,Companies,-4783.95,-5484.56,700.61,0.34,61486.0
2026-05-06,Crypto,-257893.0,-535375.56,277482.56,0.0,29100857.0
2026-05-06,Economics,730.19,-321.9,1052.09,80.68,108465.0
2026-05-06,Elections,-65632.48,-68182.32,2549.84,0.0,325739.0
2026-05-06,Entertainment,-23586.17,-34909.07,11322.9,0.0,2253087.0
2026-05-06,Financials,1603.0,1182.55,420.45,0.0,114113.0
2026-05-06,Mentions,71376.06,59875.59,11500.47,0.0,1988875.0
2026-05-06,Non-parlay sports,-6567783.37,-10104539.57,3536756.2,574920.99,317110742.0
2026-05-06,Other non-sports,-2984.16,-4175.17,1191.01,0.0,119042.0
2026-05-06,Parlays,-258642.95,-870860.12,612217.17,0.0,149208276.0
2026-05-06,Politics,22479.14,17942.86,4536.28,0.0,954053.0
2026-05-06,Science and Technology,-252.89,-288.08,35.19,8.01,22476.0
2026-05-07,Climate and Weather,-2425.54,-5618.46,3192.92,0.0,871249.0
2026-05-07,Companies,-2874.92,-3398.0,523.08,0.04,77248.0
2026-05-07,Crypto,-96405.77,-370139.71,273733.94,0.0,29077139.0
2026-05-07,Economics,3283.03,2191.31,1091.72,120.47,167150.0
2026-05-07,Elections,-6594.93,-8566.32,1971.39,0.0,195299.0
2026-05-07,Entertainment,-9332.71,-15469.71,6137.0,0.0,1090369.0
2026-05-07,Financials,-57.5,-458.08,400.58,0.0,88555.0
2026-05-07,Mentions,86503.97,71145.75,15358.22,0.0,2219354.0
2026-05-07,Non-parlay sports,-2403668.75,-5854545.19,3450876.44,548209.15,329161736.0
2026-05-07,Other non-sports,12971.79,10888.3,2083.49,0.0,187064.0
2026-05-07,Parlays,950937.24,372228.03,578709.21,0.0,153451386.0
2026-05-07,Politics,3516.26,-1019.76,4536.02,0.0,693279.0
2026-05-07,Science and Technology,2991.0,2921.13,69.87,6.52,30748.0
2026-05-08,Climate and Weather,1000.26,-2624.24,3624.5,0.0,893721.0
2026-05-08,Companies,-3678.92,-4073.25,394.33,0.0,40452.0
2026-05-08,Crypto,-207521.2,-490691.32,283170.12,0.0,30058478.0
2026-05-08,Economics,24956.14,21458.03,3498.11,506.31,353908.0
2026-05-08,Elections,8366.03,4888.41,3477.62,0.0,1146458.0
2026-05-08,Entertainment,-26416.94,-32626.29,6209.35,0.0,1050579.0
2026-05-08,Financials,-2177.79,-2635.39,457.6,0.0,140958.0
2026-05-08,Mentions,-23744.76,-30523.32,6778.56,0.0,1284907.0
2026-05-08,Non-parlay sports,-2439147.48,-5954723.14,3515575.66,614540.92,307079942.0
2026-05-08,Other non-sports,6981.9,5972.8,1009.1,0.0,70884.0
2026-05-08,Parlays,-1343571.08,-1974717.13,631146.05,0.0,176166758.0
2026-05-08,Politics,4951.37,1939.67,3011.7,0.0,499577.0
2026-05-08,Science and Technology,624.37,395.67,228.7,7.53,163265.0
2026-05-09,Climate and Weather,-6448.4,-10904.22,4455.82,0.0,842591.0
2026-05-09,Companies,-684.27,-1068.76,384.49,0.0,45030.0
2026-05-09,Crypto,-37327.88,-369229.01,331901.13,0.0,31633373.0
2026-05-09,Economics,-506.43,-1000.68,494.25,59.19,57468.0
2026-05-09,Elections,-3552.89,-5102.54,1549.65,0.0,307798.0
2026-05-09,Entertainment,4748.98,-258.28,5007.26,0.0,784518.0
2026-05-09,Financials,157.66,117.54,40.12,0.0,31650.0
2026-05-09,Mentions,-861.9,-5099.51,4237.61,0.0,734809.0
2026-05-09,Non-parlay sports,4002985.81,-848650.22,4851636.03,697657.86,426098946.0
2026-05-09,Other non-sports,8338.25,7243.81,1094.44,0.0,83686.0
2026-05-09,Parlays,-68371.98,-920307.31,851935.33,0.0,225506899.0
2026-05-09,Politics,-10151.81,-12886.32,2734.51,0.0,730125.0
2026-05-09,Science and Technology,-1294.73,-1415.91,121.18,14.64,83399.0
2026-05-10,Climate and Weather,-21845.81,-34824.84,12979.03,0.0,2256018.0
2026-05-10,Companies,-687.94,-1180.98,493.04,0.0,79541.0
2026-05-10,Crypto,-118329.12,-523901.58,405572.46,0.0,39308494.0
2026-05-10,Economics,1043.11,405.67,637.44,62.96,83118.0
2026-05-10,Elections,-12022.9,-13272.22,1249.32,0.0,177723.0
2026-05-10,Entertainment,2948.27,-3375.61,6323.88,0.0,1087745.0
2026-05-10,Financials,-2859.86,-3015.49,155.63,0.0,49299.0
2026-05-10,Mentions,-86676.39,-99992.51,13316.12,0.0,6098825.0
2026-05-10,Non-parlay sports,-1299961.75,-5968546.4,4668584.65,697316.06,410316175.0
2026-05-10,Other non-sports,5820.18,936.06,4884.12,0.0,376631.0
2026-05-10,Parlays,-2971799.75,-3682301.49,710501.74,0.0,190724589.0
2026-05-10,Politics,-7501.53,-10105.09,2603.56,0.0,1016804.0
2026-05-10,Science and Technology,1083.66,899.17,184.49,19.52,39348.0
2026-05-11,Climate and Weather,-20951.03,-35936.48,14985.45,0.0,2491450.0
2026-05-11,Companies,-3785.43,-4942.65,1157.22,0.02,258414.0
2026-05-11,Crypto,-162577.22,-810006.03,647428.81,0.0,63168500.0
2026-05-11,Economics,47448.78,40961.79,6486.99,442.75,707732.0
2026-05-11,Elections,25234.74,21910.71,3324.03,0.0,446428.0
2026-05-11,Entertainment,-45447.6,-59391.79,13944.19,0.0,2337201.0
2026-05-11,Financials,8405.54,3762.1,4643.44,0.0,875836.0
2026-05-11,Mentions,-26944.45,-43390.92,16446.47,0.0,3476746.0
2026-05-11,Non-parlay sports,-7222082.05,-10208718.7,2986636.65,440425.13,283939312.0
2026-05-11,Other non-sports,13311.17,-2865.91,16177.08,0.0,1549595.0
2026-05-11,Parlays,-2411434.18,-2922068.76,510634.58,0.0,141918867.0
2026-05-11,Politics,-8093.49,-13281.94,5188.45,0.0,1712538.0
2026-05-11,Science and Technology,2003.94,1695.32,308.62,17.52,82491.0
2026-05-11,Unknown,2354.43,2230.25,124.18,0.0,28678.0
2026-05-12,Climate and Weather,-17708.67,-31881.52,14172.85,0.0,2645091.0
2026-05-12,Companies,-1453.63,-1888.76,435.13,0.04,69155.0
2026-05-12,Crypto,-377529.53,-1012590.41,635060.88,0.0,60171420.0
2026-05-12,Economics,-3233.05,-6985.04,3751.99,248.58,400378.0
2026-05-12,Elections,-2644.81,-7073.56,4428.75,0.0,489793.0
2026-05-12,Entertainment,51474.14,43151.03,8323.11,0.0,1298936.0
2026-05-12,Financials,-25325.2,-30807.32,5482.12,0.0,1008599.0
2026-05-12,Mentions,-44476.17,-52522.38,8046.21,0.0,1542838.0
2026-05-12,Non-parlay sports,-1067442.01,-4378830.9,3311388.89,480557.6,314536818.0
2026-05-12,Other non-sports,34669.57,19211.0,15458.57,0.0,1408760.0
2026-05-12,Parlays,542251.21,15723.89,526527.32,0.0,129538206.0
2026-05-12,Politics,-5203.61,-10627.8,5424.19,0.0,2734520.0
2026-05-12,Science and Technology,559.71,318.36,241.35,10.46,61339.0
2026-05-12,Unknown,8698.83,7991.92,706.91,0.0,254191.0
2026-05-13,Climate and Weather,-4994.06,-17333.11,12339.05,0.0,2319466.0
2026-05-13,Companies,523.92,-0.64,524.56,0.08,73913.0
2026-05-13,Crypto,-357998.15,-947673.12,589674.97,0.0,56890850.0
2026-05-13,Economics,16061.78,13585.44,2476.34,0.0,299120.0
2026-05-13,Elections,-53833.4,-66514.23,12680.83,0.0,1555510.0
2026-05-13,Entertainment,-20831.95,-29415.76,8583.81,0.0,1817872.0
2026-05-13,Financials,-1489.34,-8659.17,7169.83,0.0,1260605.0
2026-05-13,Mentions,-268660.63,-294255.73,25595.1,0.0,5659032.0
2026-05-13,Non-parlay sports,-3219992.24,-6508048.3,3288056.06,458168.22,306738543.0
2026-05-13,Other non-sports,-2220.83,-16730.97,14510.14,0.0,1426397.0
2026-05-13,Parlays,-2574393.31,-3065205.8,490812.49,0.0,124234375.0
2026-05-13,Politics,-5748.78,-9169.92,3421.14,0.0,2039561.0
2026-05-13,Science and Technology,1557.62,1374.31,183.31,11.1,69925.0
2026-05-13,Unknown,-14469.5,-15608.27,1138.77,0.0,95821.0
2026-05-14,Climate and Weather,-25869.58,-39155.12,13285.54,0.0,2620158.0
2026-05-14,Companies,4018.4,3451.44,566.96,0.04,81388.0
2026-05-14,Crypto,-120205.42,-827108.22,706902.8,0.0,66643286.0
2026-05-14,Economics,7580.81,5341.19,2239.62,0.0,236035.0
2026-05-14,Elections,-66599.56,-72392.4,5792.84,0.0,416480.0
2026-05-14,Entertainment,-169365.2,-220354.04,50988.84,0.0,6482731.0
2026-05-14,Financials,-34381.4,-40797.79,6416.39,0.0,1144481.0
2026-05-14,Mentions,-37709.65,-51290.96,13581.31,0.0,3640319.0
2026-05-14,Non-parlay sports,-1403350.75,-4229173.01,2825822.26,272572.77,305516716.0
2026-05-14,Other non-sports,-13450.66,-24483.05,11032.39,0.0,1104141.0
2026-05-14,Parlays,-65290.9,-420765.88,355474.98,0.0,89921703.0
2026-05-14,Politics,-1877.13,-3759.58,1882.45,0.0,641193.0
2026-05-14,Science and Technology,355.5,172.72,182.78,17.74,149535.0
2026-05-14,Unknown,-4361.1,-5346.29,985.19,0.0,110391.0
2026-05-15,Climate and Weather,-11707.91,-26509.64,14801.73,0.0,2341326.0
2026-05-15,Companies,-8536.97,-9962.49,1425.52,0.0,183051.0
2026-05-15,Crypto,-753611.64,-1566172.35,812560.71,0.0,72654714.0
2026-05-15,Economics,-1179.88,-2908.61,1728.73,0.0,279455.0
2026-05-15,Elections,-45806.51,-52350.28,6543.77,0.0,583664.0
2026-05-15,Entertainment,61669.65,46833.44,14836.21,0.0,4749009.0
2026-05-15,Financials,3985.15,-140.86,4126.01,0.0,868994.0
2026-05-15,Mentions,-38329.01,-47988.06,9659.05,0.0,2900863.0
2026-05-15,Non-parlay sports,-613089.56,-3785739.19,3172649.63,432450.4,326725876.0
2026-05-15,Other non-sports,19500.33,8366.81,11133.52,0.0,1403994.0
2026-05-15,Parlays,652970.67,125178.71,527791.96,0.0,155849848.0
2026-05-15,Politics,-6896.94,-9229.97,2333.03,0.0,971634.0
2026-05-15,Science and Technology,-831.85,-934.67,102.82,21.57,134550.0
2026-05-15,Unknown,-19340.41,-22595.25,3254.84,0.0,321748.0
2026-05-16,Climate and Weather,-11895.94,-24027.59,12131.65,0.0,2215433.0
2026-05-16,Companies,2684.15,2040.24,643.91,0.0,77207.0
2026-05-16,Crypto,-208707.88,-875476.85,666768.97,0.0,63155282.0
2026-05-16,Economics,-5262.91,-6975.56,1712.65,0.0,269170.0
2026-05-16,Elections,-37490.72,-44555.14,7064.42,0.0,603419.0
2026-05-16,Entertainment,-3656.47,-27895.2,24238.73,0.0,3660333.0
2026-05-16,Financials,-384.37,-487.27,102.9,0.0,45454.0
2026-05-16,Mentions,-12794.48,-20101.18,7306.7,0.0,1800043.0
2026-05-16,Non-parlay sports,-7115705.99,-10538755.42,3423049.43,303937.05,339813093.0
2026-05-16,Other non-sports,10704.35,8877.91,1826.44,0.0,164183.0
2026-05-16,Parlays,-1732300.63,-2235870.35,503569.72,0.0,162184967.0
2026-05-16,Politics,-5631.27,-7615.96,1984.69,0.0,663938.0
2026-05-16,Science and Technology,1513.45,1301.72,211.73,20.08,76965.0
2026-05-16,Unknown,-10215.81,-12880.01,2664.2,0.0,313193.0
2026-05-17,Climate and Weather,-21859.66,-34780.14,12920.48,0.0,2220036.0
2026-05-17,Companies,946.83,281.96,664.87,0.0,123415.0
2026-05-17,Crypto,-408082.35,-1092354.52,684272.17,0.0,64154376.0
2026-05-17,Economics,-7090.78,-8790.15,1699.37,0.0,369993.0
2026-05-17,Elections,-86357.26,-97411.85,11054.59,0.0,722131.0
2026-05-17,Entertainment,-22736.22,-25300.42,2564.2,0.0,743468.0
2026-05-17,Financials,-750.96,-1022.51,271.55,0.0,67787.0
2026-05-17,Mentions,-65108.38,-74468.46,9360.08,0.0,3070032.0
2026-05-17,Non-parlay sports,1825463.64,-1789957.86,3615421.5,518884.42,365371537.0
2026-05-17,Other non-sports,1436.36,-3474.04,4910.4,0.0,498882.0
2026-05-17,Parlays,-876621.56,-1460990.47,584368.91,0.0,155713651.0
2026-05-17,Politics,-1190.89,-2775.54,1584.65,0.0,354496.0
2026-05-17,Science and Technology,69.94,-7.98,77.92,13.57,25244.0
2026-05-17,Unknown,11771.57,10083.09,1688.48,0.0,186050.0
2026-05-18,Climate and Weather,-12868.06,-26699.77,13831.71,0.0,2220416.0
2026-05-18,Companies,-10115.16,-10968.3,853.14,0.0,233681.0
2026-05-18,Crypto,-177220.05,-901381.84,724161.79,0.0,67834364.0
2026-05-18,Economics,3287.43,1279.15,2008.28,0.0,274177.0
2026-05-18,Elections,-152619.15,-177376.0,24756.85,0.0,1520973.0
2026-05-18,Entertainment,-5377.8,-9723.27,4345.47,0.0,1048162.0
2026-05-18,Financials,8281.7,2583.94,5697.76,0.0,1032329.0
2026-05-18,Mentions,-46852.18,-62075.61,15223.43,0.0,3227485.0
2026-05-18,Non-parlay sports,1032608.9,-2329217.5,3361826.4,622333.74,273514739.0
2026-05-18,Other non-sports,39105.69,23758.23,15347.46,0.0,1380011.0
2026-05-18,Parlays,340571.19,-112959.16,453530.35,0.0,130667925.0
2026-05-18,Politics,-994.1,-4809.36,3815.26,0.0,806209.0
2026-05-18,Science and Technology,880.48,671.55,208.93,37.63,64709.0
2026-05-19,Climate and Weather,-3878.78,-19777.42,15898.64,0.0,2690989.0
2026-05-19,Companies,-3693.76,-4421.76,728.0,0.0,214783.0
2026-05-19,Crypto,182163.72,-494580.75,676744.47,0.0,64461150.0
2026-05-19,Economics,-6598.21,-7896.7,1298.49,0.0,157246.0
2026-05-19,Elections,-452966.85,-545262.97,92296.12,0.0,16877549.0
2026-05-19,Entertainment,-25624.25,-32301.92,6677.67,0.0,1685432.0
2026-05-19,Financials,44990.11,38832.64,6157.47,0.0,1102362.0
2026-05-19,Mentions,6427.16,-3550.53,9977.69,0.0,2729975.0
2026-05-19,Non-parlay sports,8547090.51,4982719.01,3564371.5,619790.33,309206235.0
2026-05-19,Other non-sports,-44052.82,-54091.76,10038.94,0.0,991083.0
2026-05-19,Parlays,3385559.9,2816214.37,569345.53,0.0,142727898.0
2026-05-19,Politics,-18097.4,-21716.04,3618.64,0.0,1650448.0
2026-05-19,Science and Technology,17.18,-124.54,141.72,35.52,93892.0
2026-05-20,Climate and Weather,-18419.26,-32106.36,13687.1,0.0,2573193.0
2026-05-20,Companies,-3129.17,-4215.37,1086.2,0.0,302499.0
2026-05-20,Crypto,109397.77,-615659.49,725057.26,0.0,68014993.0
2026-05-20,Economics,122.96,-1648.62,1771.58,0.0,254845.0
2026-05-20,Elections,62.99,35.52,27.47,0.0,46718.0
2026-05-20,Entertainment,-48095.63,-55468.28,7372.65,0.0,4546591.0
2026-05-20,Financials,-2837.31,-7722.83,4885.52,0.0,852023.0
2026-05-20,Mentions,-20914.38,-31961.81,11047.43,0.0,2017913.0
2026-05-20,Non-parlay sports,-3301616.42,-7049835.08,3748218.66,631788.02,326299648.0
2026-05-20,Other non-sports,-58266.83,-75390.61,17123.78,0.0,1597315.0
2026-05-20,Parlays,780143.84,61931.36,718212.48,0.0,167618036.0
2026-05-20,Politics,4946.66,2011.29,2935.37,0.0,460276.0
2026-05-20,Science and Technology,-412.37,-455.61,43.24,10.34,32308.0
2026-05-21,Climate and Weather,18.69,-11657.88,11676.57,0.0,2419944.0
2026-05-21,Companies,-21854.17,-24129.49,2275.32,0.0,316776.0
2026-05-21,Crypto,-243377.59,-979481.22,736103.63,0.0,67810027.0
2026-05-21,Economics,-10353.39,-12317.82,1964.43,0.0,289813.0
2026-05-21,Elections,-134.13,-154.0,19.87,0.0,3440.0
2026-05-21,Entertainment,-4926.45,-8354.6,3428.15,0.0,843345.0
2026-05-21,Financials,24834.05,19406.68,5427.37,0.0,987962.0
2026-05-21,Mentions,-41853.87,-51903.1,10049.23,0.0,2207588.0
2026-05-21,Non-parlay sports,-2110697.46,-5228603.9,3117906.44,492167.2,283350147.0
2026-05-21,Other non-sports,-38314.43,-51972.08,13657.65,0.0,1259658.0
2026-05-21,Parlays,-1394072.79,-2014040.94,619968.15,0.0,133951379.0
2026-05-21,Politics,23401.57,21015.66,2385.91,0.0,501538.0
2026-05-21,Science and Technology,-663.7,-731.8,68.1,10.74,37405.0
2026-05-22,Climate and Weather,695.16,-11997.89,12693.05,0.0,2286618.0
2026-05-22,Companies,-1065.67,-2277.23,1211.56,0.0,146071.0
2026-05-22,Crypto,-432982.06,-1300254.76,867272.7,0.0,81031289.0
2026-05-22,Economics,-8430.19,-11129.08,2698.89,0.0,703702.0
2026-05-22,Elections,213.72,175.13,38.59,0.0,4030.0
2026-05-22,Entertainment,-21310.95,-25686.98,4376.03,0.0,813940.0
2026-05-22,Financials,8578.34,3191.59,5386.75,0.0,961384.0
2026-05-22,Mentions,-44740.13,-55793.33,11053.2,0.0,1848304.0
2026-05-22,Non-parlay sports,-4696394.76,-8334610.5,3638215.74,577363.92,308328641.0
2026-05-22,Other non-sports,-29984.54,-39203.38,9218.84,0.0,1040744.0
2026-05-22,Parlays,-3353936.16,-4041505.32,687569.16,0.0,163501817.0
2026-05-22,Politics,7443.05,6608.75,834.3,0.0,190152.0
2026-05-22,Science and Technology,-286.35,-338.77,52.42,10.38,48428.0
2026-05-23,Climate and Weather,-11108.36,-23673.21,12564.85,0.0,2050849.0
2026-05-23,Crypto,688272.19,-102739.56,791011.75,0.0,74818244.0
2026-05-23,Economics,-14870.91,-16656.4,1785.49,0.0,385096.0
2026-05-23,Elections,-171.6,-237.99,66.39,0.0,40697.0
2026-05-23,Entertainment,-8163.3,-11505.67,3342.37,0.0,780809.0
2026-05-23,Mentions,-9947.22,-11704.69,1757.47,0.0,600140.0
2026-05-23,Non-parlay sports,1624856.79,-2165967.41,3790824.2,509862.29,318191828.0
2026-05-23,Other non-sports,-550.14,-3255.73,2705.59,0.0,234564.0
2026-05-23,Parlays,-348742.47,-1040412.46,691669.99,0.0,177368099.0
2026-05-23,Politics,1630.36,1282.35,348.01,0.0,89864.0
2026-05-23,Science and Technology,-116.66,-146.05,29.39,4.07,32007.0
2026-05-24,Climate and Weather,-7851.48,-18843.74,10992.26,0.0,1915715.0
2026-05-24,Crypto,-644893.19,-1398625.21,753732.02,0.0,67993610.0
2026-05-24,Economics,-14779.33,-16524.53,1745.2,0.0,367362.0
2026-05-24,Elections,-132.7,-142.21,9.51,0.0,13270.0
2026-05-24,Entertainment,-4403.63,-5729.54,1325.91,0.0,368288.0
2026-05-24,Mentions,-45795.7,-51361.54,5565.84,0.0,1683996.0
2026-05-24,Non-parlay sports,-6836851.22,-11298680.36,4461829.14,684838.69,392794680.0
2026-05-24,Other non-sports,-988.83,-4233.44,3244.61,0.0,247231.0
2026-05-24,Parlays,-4482391.93,-5265500.24,783108.31,0.0,187922076.0
2026-05-24,Politics,-583.33,-636.97,53.64,0.0,24383.0
2026-05-25,Climate and Weather,3226.38,-8993.44,12219.82,0.0,1974351.0
2026-05-25,Crypto,-178397.35,-911378.56,732981.21,0.0,67804674.0
2026-05-25,Economics,-5441.4,-7358.38,1916.98,0.0,255297.0
2026-05-25,Entertainment,-615.66,-934.94,319.28,0.0,122539.0
2026-05-25,Financials,-1710.38,-1781.42,71.04,0.0,11695.0
2026-05-25,Mentions,-8385.5,-11726.6,3341.1,0.0,739929.0
2026-05-25,Non-parlay sports,979726.25,-2535659.31,3515385.56,630401.67,303339150.0
2026-05-25,Other non-sports,15771.11,12349.06,3422.05,0.0,260281.0
2026-05-25,Parlays,-1609246.26,-2282771.72,673525.46,0.0,152787554.0
2026-05-25,Politics,-45.17,-47.65,2.48,0.0,371.0
2026-05-26,Climate and Weather,-1555.75,-9931.47,8375.72,0.0,1615673.0
2026-05-26,Crypto,-495940.24,-1074853.89,578913.65,0.0,54739734.0
2026-05-26,Economics,-11798.93,-13172.22,1373.29,0.0,140911.0
2026-05-26,Entertainment,-439.05,-621.4,182.35,0.0,16772.0
2026-05-26,Financials,-58539.69,-62163.06,3623.37,0.0,633064.0
2026-05-26,Mentions,-7233.66,-10165.15,2931.49,0.0,536634.0
2026-05-26,Non-parlay sports,-3455949.43,-6456563.84,3000614.41,522067.2,257444540.0
2026-05-26,Other non-sports,52870.0,44109.72,8760.28,0.0,886272.0
2026-05-26,Parlays,648993.32,97468.09,551525.23,0.0,133565345.0
2026-05-26,Politics,146.29,134.84,11.45,0.0,4689.0
2026-05-27,Climate and Weather,1033.38,-1505.41,2538.79,0.0,380247.0
2026-05-27,Crypto,-406387.27,-1281311.06,874923.79,0.0,80170640.0
2026-05-27,Economics,-14707.54,-16769.39,2061.85,0.0,223841.0
2026-05-27,Entertainment,-48.12,-52.01,3.89,0.0,981.0
2026-05-27,Financials,-10206.56,-15161.31,4954.75,0.0,855026.0
2026-05-27,Mentions,-30975.68,-40900.4,9924.72,0.0,1928371.0
2026-05-27,Non-parlay sports,-1636786.23,-4729992.46,3093206.23,393622.69,273618731.0
2026-05-27,Other non-sports,16946.83,11714.75,5232.08,0.0,579587.0
2026-05-27,Parlays,2252949.41,1686569.06,566380.35,0.0,143815063.0
2026-05-27,Unknown,34.2,30.74,3.46,0.0,202.0
2026-05-28,Climate and Weather,7352.86,-4664.33,12017.19,0.0,1868003.0
2026-05-28,Crypto,-18052.1,-755654.69,737602.59,0.0,68981201.0
2026-05-28,Economics,6877.98,4744.42,2133.56,165.14,335769.0
2026-05-28,Entertainment,-2385.8,-2439.38,53.58,0.0,13780.0
2026-05-28,Financials,-38059.76,-41708.65,3648.89,0.0,679893.0
2026-05-28,Mentions,-8707.87,-12600.79,3892.92,0.0,969472.0
2026-05-28,Non-parlay sports,-896318.99,-2106734.55,1210415.56,96321.45,95014415.0
2026-05-28,Other non-sports,-24636.15,-31805.13,7168.98,0.0,659839.0
2026-05-28,Parlays,-1513572.48,-2137186.29,623613.81,0.0,138145233.0
2026-05-29,Climate and Weather,-7737.84,-19660.89,11923.05,0.0,1885461.0
2026-05-29,Crypto,-75189.67,-888886.46,813696.79,0.0,78041190.0
2026-05-29,Economics,-3506.61,-6440.26,2933.65,430.39,356054.0
2026-05-29,Entertainment,-1896.34,-2162.25,265.91,0.0,75168.0
2026-05-29,Financials,26965.2,21579.61,5385.59,0.0,982554.0
2026-05-29,Mentions,-25843.73,-29624.24,3780.51,0.0,858475.0
2026-05-29,Non-parlay sports,-1425813.98,-4141701.48,2715887.5,360081.27,226398780.0
2026-05-29,Other non-sports,3214.09,-1189.6,4403.69,0.0,468715.0
2026-05-29,Parlays,2759295.28,2185569.28,573726.0,0.0,159583446.0
2026-05-30,Non-parlay sports,-2197767.81,-5661179.2,3463411.39,594638.51,274525075.0
2026-05-30,Parlays,-1041930.33,-1975501.06,933570.73,0.0,252314231.0
2026-05-30,Unknown,-509550.9,-1307346.75,797795.85,617.6,80658092.0
2026-05-31,Climate and Weather,9079.3,6656.96,2422.34,0.0,375545.0
2026-05-31,Crypto,140852.03,-679421.9,820273.93,0.0,78693965.0
2026-05-31,Economics,-5921.78,-6944.49,1022.71,0.0,146555.0
2026-05-31,Entertainment,16.71,15.55,1.16,0.0,1191.0
2026-05-31,Mentions,-10182.89,-11542.07,1359.18,0.0,716687.0
2026-05-31,Non-parlay sports,-783323.0,-3618310.71,2834987.71,377477.97,245050772.0
2026-05-31,Parlays,1870752.18,1342014.95,528737.23,0.0,161663420.0
2026-05-31,Unknown,-15.81,-15.94,0.13,0.0,82.0
2026-06-01,Climate and Weather,-3671.11,-16301.35,12630.24,0.0,2434346.0
2026-06-01,Crypto,-616538.12,-1587613.71,971075.59,0.0,90239736.0
2026-06-01,Economics,-17932.58,-19608.23,1675.65,0.0,181517.0
2026-06-01,Elections,-13.97,-14.95,0.98,0.0,589.0
2026-06-01,Entertainment,1927.84,1702.82,225.02,0.0,26086.0
2026-06-01,Financials,-3958.03,-4103.93,145.9,0.0,24041.0
2026-06-01,Mentions,-8050.22,-10040.33,1990.11,0.0,509356.0
2026-06-01,Non-parlay sports,-273582.77,-1296325.65,1022742.88,12042.69,85239596.0
2026-06-01,Other non-sports,-887.11,-1831.04,943.93,0.0,78867.0
2026-06-01,Parlays,-2013373.57,-2389985.99,376612.42,0.0,121056931.0
2026-06-01,Unknown,868.3,802.5,65.8,0.0,5103.0
2026-06-02,Climate and Weather,-24959.54,-37092.25,12132.71,0.0,2202643.0
2026-06-02,Crypto,-41525.21,-1146371.62,1104846.41,0.0,104574796.0
2026-06-02,Economics,-1527.72,-2936.96,1409.24,0.0,181071.0
2026-06-02,Elections,493.07,427.86,65.21,0.0,19180.0
2026-06-02,Entertainment,5078.01,4532.39,545.62,0.0,80270.0
2026-06-02,Financials,46495.48,41812.74,4682.74,0.0,856452.0
2026-06-02,Mentions,-22425.41,-27943.44,5518.03,0.0,1215679.0
2026-06-02,Non-parlay sports,-161619.89,-2280477.19,2118857.3,189061.37,182296677.0
2026-06-02,Other non-sports,19197.41,14149.53,5047.88,0.0,468305.0
2026-06-02,Parlays,-2072897.53,-2568507.6,495610.07,0.0,161610893.0
2026-06-02,Unknown,-237.92,-241.02,3.1,0.0,545.0
2026-06-03,Climate and Weather,-20727.15,-29979.18,9252.03,0.0,1823537.0
2026-06-03,Crypto,-164701.81,-1248093.18,1083391.37,0.0,100815614.0
2026-06-03,Economics,4990.85,3693.72,1297.13,0.0,195932.0
2026-06-03,Elections,226.99,187.07,39.92,0.0,46485.0
2026-06-03,Entertainment,-8401.58,-10824.49,2422.91,0.0,751533.0
2026-06-03,Financials,-15157.9,-20156.77,4998.87,0.0,955168.0
2026-06-03,Mentions,-24560.51,-29251.07,4690.56,0.0,1100067.0
2026-06-03,Non-parlay sports,-3156268.61,-7238548.39,4082279.78,632423.53,331696152.0
2026-06-03,Other non-sports,1915.57,-7398.09,9313.66,0.0,842194.0
2026-06-03,Parlays,-3526123.65,-4310952.97,784829.32,0.0,216354869.0
2026-06-03,Unknown,-66.51,-67.53,1.02,0.0,627.0
2026-06-04,Climate and Weather,1598.25,-1293.7,2891.95,0.0,475375.0
