date,report_ticker,contracts_settled,notional_settled
2026-06-10,KXCS2GAME,1001810,534967.12
2026-06-10,KXCS2MAP,181870,114703.51
2026-06-10,KXCOPPERW,1865,778.15
2026-06-10,KXCHOPPEDCASTAWAYS,14110,5118.04
2026-06-10,KXELECTIONBILL,468,9.36
2026-06-10,KXELECTIRAN,563,496.56
2026-06-10,KXFDAAPPROVE,26,20.0
2026-06-10,KXFDX,1976,609.62
2026-06-10,KXFEATURE,2572,2210.88
2026-06-10,KXFED,75674,5795.14
2026-06-10,KXFEDCOMBO,17,7.58
2026-06-10,KXFEDDECISION,955621,259699.99
2026-06-10,KXFEDDISSENT,1611,1410.36
2026-06-10,KXFEDHIKE,6725,488.81
2026-06-10,KXFEDLEADJUNE,130,0.65
2026-06-10,KXFEDMENTION,4505,2455.79
2026-06-10,KXFESTIVALEVENTPACHNYC,68,2.72
2026-06-10,KXFDAANNOUNCE,14,10.1
2026-06-10,KXFIFATRAVEL,496,473.53
2026-06-10,KXFIGHTMENTION,1802,861.97
2026-06-10,KXFINALSATTEND,741822,274731.69
2026-06-10,KXFISAEXTEND,124933,51670.98
2026-06-10,KXFOLLOWERCOUNTISHOWSPEED,773,725.12
2026-06-10,KXFOMCDISSENTCOUNT,9180,4569.94
2026-06-10,KXFOXNEWSMENTION,122121,21201.45
2026-06-10,KXFRONTIER,146,52.17
2026-06-10,KXGABBARDOUT,84905,31627.43
2026-06-10,KXGAPRIMARY,8364,4800.6
2026-06-10,KXGASOSR,1341,611.57
2026-06-10,KXGBLGAME,31420,16615.34
2026-06-10,KXFIFAUSPULLGAME,3092,3025.36
2026-06-10,KXELECTIONEMERGENCY,18,0.91
2026-06-10,KXFARMBILL,300,278.0
2026-06-10,KXF1TOPCONSTRUCTOR,321,34.44
2026-06-10,KXEMMYDSERIES,10,0.78
2026-06-10,KXEMMYLIMITEDACTO,2,1.56
2026-06-10,KXEMMYLSERIES,25,23.25
2026-06-10,KXEMMYNOMS,4087,2273.95
2026-06-10,KXENDORSEAOC,2106,630.36
2026-06-10,KXEOWEEK,2798,1184.34
2026-06-10,KXEPSTEIN,104,9.36
2026-06-10,KXESGDPYOYF,31,0.93
2026-06-10,KXETH,34765,15711.25
2026-06-10,KXETH15M,1976440,1031647.04
2026-06-10,KXETHD,569178,180679.48
2026-06-10,KXFALLOUTRELEASE,53,0.53
2026-06-10,KXETHMAXMON,6543,4346.77
2026-06-10,KXEURUSD,6010,3388.34
2026-06-10,KXEURUSDQ,57,2.28
2026-06-10,KXEVENTOCCURCLTR,13281,6687.35
2026-06-10,KXEVENTTIMES,4736,2962.96
2026-06-10,KXF,284,206.94
2026-06-10,KXF1FASTLAP,2019,715.99
2026-06-10,KXF1POLE,9142,2197.14
2026-06-10,KXF1RACE,33538,6694.05
2026-06-10,KXF1RACEPODIUM,3095,807.41
2026-06-10,KXF1TOP10,363,86.72
2026-06-10,KXF1TOP5,395,130.8
2026-06-10,KXETHMINMON,6796,3966.3
2026-06-10,KXGEDATOLISIB,1391,1152.29
2026-06-10,KXCHLLDPGAME,229,35.91
2026-06-10,KXCHESSFIDERATINGTOP,180,119.4
2026-06-10,KXALBUMSTREAMSU,64,63.26
2026-06-10,KXALIENS,42042,22520.34
2026-06-10,KXALPRIMARY,423,140.28
2026-06-10,KXAMSAVO,12,9.96
2026-06-10,KXAPRPOTUS,18437,9032.29
2026-06-10,KXARBROATHBY,30,0.6
2026-06-10,KXARGLNBGAME,2,0.96
2026-06-10,KXARMENIAPARLI,562,161.51
2026-06-10,KXARMOMINF,1490,787.05
2026-06-10,KXART,1495,955.16
2026-06-10,KXARTISTSTREAMS,1349,1076.06
2026-06-10,KXALBUMSALES,1161,626.3
2026-06-10,KXARTISTSTREAMSU,571,76.13
2026-06-10,KXATHLETEMENTION,99380,43071.35
2026-06-10,KXATP,3923,1626.46
2026-06-10,KXATPCHALLENGERMATCH,8461457,4311613.07
2026-06-10,KXATPEXACTMATCH,18242,12425.67
2026-06-10,KXATPGRANDSLAM,98,65.57
2026-06-10,KXATPGSPREAD,54490,30386.1
2026-06-10,KXATPGTOTAL,48875,28958.32
2026-06-10,KXATPMATCH,5127070,2584911.02
2026-06-10,KXATPSETWINNER,132408,72276.33
2026-06-10,KXATTENDUFC250,58215,24254.28
2026-06-10,KXB200Q,838,299.58
2026-06-10,KXARTISTSTREAMSY,1686,327.23
2026-06-10,KXBA,734,399.26
2026-06-10,KXALBUMRELEASEDATE,50,9.5
2026-06-10,KXALBUMEQUIV,8141,4179.62
2026-06-10,KXNBA1HWINNER,1833701,585255.75
2026-06-10,KX10SONG,5,0.05
2026-06-10,KX14AMENDCASE,13844,1114.77
2026-06-10,KX1ALBUM,95,2.85
2026-06-10,KX1SONG,1,0.99
2026-06-10,KX3MTBILL,31,0.93
2026-06-10,KXA100Q,5,3.45
2026-06-10,KXAAAGASD,97614,31861.44
2026-06-10,KXAAAGASM,3920,2298.58
2026-06-10,KXAAAGASW,42478,15508.85
2026-06-10,KXAAPLCEOCHANGE,2,1.98
2026-06-10,KXALBUMRELEASE,1098,933.7
2026-06-10,KXABAGAME,58688,32400.61
2026-06-10,KXACBGAME,16829,8354.9
2026-06-10,KXACQANNOUNCEANNUAL,5,1.25
2026-06-10,KXACQANNOUNCESPACEX,37,10.88
2026-06-10,KXADP,200,162.0
2026-06-10,KXAFLGAME,4401,2451.78
2026-06-10,KXAGCONF,261,2.77
2026-06-10,KXAGENCIES,6,0.84
2026-06-10,KXAGNOMROK,225,171.0
2026-06-10,KXAIRFARECPI,286,155.24
2026-06-10,KXAISPIKE,9312,7726.39
2026-06-10,KXALBUMDEBUT,220,14.29
2026-06-10,KXABERDEENSOUTHBY,1606,858.25
2026-06-10,KXCHGDPYOY,213,190.27
2026-06-10,KXBBCHARTPOSITIONALBUM,19,0.95
2026-06-10,KXBBSERIEAGAME,18,5.4
2026-06-10,KXBUILDPERMS,4,1.86
2026-06-10,KXCA01S,2345,1795.36
2026-06-10,KXCA04PRIMARY,44973,41335.44
2026-06-10,KXCACPIYOY,1,0.19
2026-06-10,KXCAGOV2ND,919,9.19
2026-06-10,KXCAGOV3RD,229,2.29
2026-06-10,KXCAGOVCOUNTY,3,0.04
2026-06-10,KXCAGOVOUTPERFORM,435,430.55
2026-06-10,KXCAGOVPRIMARY1ST,90420,8051.35
2026-06-10,KXCAGOVPRIMARYEXACT,62,28.37
2026-06-10,KXCAGOVPRIMARYTOP3,3737,305.96
2026-06-10,KXBTCMINMON,53463,26898.85
2026-06-10,KXCANPLGAME,53404,30788.2
2026-06-10,KXCARDPRESENCEUFCWH,2781,33.36
2026-06-10,KXCBDECISIONAUSTRALIA,286,248.19
2026-06-10,KXCBDECISIONBRAZIL,149,37.19
2026-06-10,KXCBDECISIONCANADA,2712,702.75
2026-06-10,KXCBDECISIONENGLAND,53,3.18
2026-06-10,KXCBDECISIONEU,8316,96.78
2026-06-10,KXCBDECISIONJAPAN,4974,1583.77
2026-06-10,KXCBDECISIONRUSSIA,39,30.03
2026-06-10,KXCCL,353,40.4
2026-06-10,KXCHAICUTS,1,0.92
2026-06-10,KXCHAMPTOUR,2786,266.77
2026-06-10,KXCAPRIMARY,24604,13154.58
2026-06-10,KXBBCHARTPOSITIONSONG,530,227.4
2026-06-10,KXBTCMAXMON,37910,27569.77
2026-06-10,KXBTCMAX100,87279,24525.6
2026-06-10,KXBBSERIEBGAME,152,81.5
2026-06-10,KXBEEFTARIFF,21,19.11
2026-06-10,KXBET,466,71.48
2026-06-10,KXBEZELRSUB41D,10,4.88
2026-06-10,KXBEZELRSUB41LV,403,201.32
2026-06-10,KXBIDENTAPES,22,3.08
2026-06-10,KXBILLBOARDRUNNERUPALBUM,208,15.44
2026-06-10,KXBILLBOARDRUNNERUPSONG,24,1.89
2026-06-10,KXBILLS,206,157.38
2026-06-10,KXBILLSCOUNT,300,251.0
2026-06-10,KXBNB,10032,190.84
2026-06-10,KXBTCMAX150,332,3.32
2026-06-10,KXBNB15M,348650,224076.53
2026-06-10,KXBOXING,7088,4778.41
2026-06-10,KXBOYCOTTWC,9745,2745.0
2026-06-10,KXBRAZILINF,1,0.44
2026-06-10,KXBRENTD,360572,209987.77
2026-06-10,KXBRENTMON,36460,18641.12
2026-06-10,KXBRENTW,88524,37853.83
2026-06-10,KXBSLGAME,139602,71865.33
2026-06-10,KXBSNGAME,19205,11921.19
2026-06-10,KXBTC,304232,138089.88
2026-06-10,KXBTC15M,58791707,27338317.78
2026-06-10,KXBTCD,33898764,15863846.21
2026-06-10,KXBNBD,251,191.4
2026-06-10,KXGENERICBALLOTVOTEHUB,246,221.56
2026-06-10,KXAAAGASMIN,25,4.55
2026-06-10,KXGOLDMON,153,58.41
2026-06-10,KXLOWTSEA,12760,9776.13
2026-06-10,KXLOWTSFO,17298,11644.61
2026-06-10,KXLPGAR1LEAD,3,2.94
2026-06-10,KXLPGATOUR,3362,696.15
2026-06-10,KXLTGOVGANOMD,481,47.67
2026-06-10,KXLTGOVGANOMR,754,413.41
2026-06-10,KXLTGOVOKNOMR,1021,90.84
2026-06-10,KXLUTNICKOUT,1,0.98
2026-06-10,KXMAJORPROTEST,206,43.87
2026-06-10,KXMAKERFIELDBY,53480,24503.35
2026-06-10,KXMAKERFIELDMOV,381,40.75
2026-06-10,KXLOWTSATX,11274,7978.21
2026-06-10,KXMAMDANIMENTION,41719,16703.73
2026-06-10,KXMARRIAGESWIFTKELCE,38651,12075.67
2026-06-10,KXMATHAI,9395,8687.6
2026-06-10,KXMCGREGORFIGHTNEXT,50,44.46
2026-06-10,KXMD06D,270,125.77
2026-06-10,KXMDPRIMARY,474,205.23
2026-06-10,KXME02D,5941,2865.88
2026-06-10,KXMEAD,79,50.01
2026-06-10,KXMEDIAGUESTFALLON,17,10.54
2026-06-10,KXMEDIARELEASEADDTRAILER,330,169.6
2026-06-10,KXMELANIAMENTION,9000,4167.31
2026-06-10,KXMENWORLDCUP,15828932,2251696.08
2026-06-10,KXMANAGERSOUT,892,198.74
2026-06-10,KXMEPRIMARY,7643,6787.25
2026-06-10,KXLOWTPHX,6415,4741.12
2026-06-10,KXLOWTOKC,7328,6398.99
2026-06-10,KXLIUSACOUPLE,76013,18377.97
2026-06-10,KXLIUSAELIMINATIONW,259635,70342.89
2026-06-10,KXLIUSAWINNERS,25614,8932.28
2026-06-10,KXLIVOCCUR,27,0.27
2026-06-10,KXLLM1,65837,13436.18
2026-06-10,KXLOLGAME,652557,305887.23
2026-06-10,KXLOLMAP,253648,143163.58
2026-06-10,KXLOLTOTALMAPS,18970,13145.07
2026-06-10,KXLOVEISLANDUSARANK,10036,4125.54
2026-06-10,KXLOVEISLMENTION,16056,8555.08
2026-06-10,KXLOWTATL,10162,7937.03
2026-06-10,KXLOWTPHIL,13887,9170.18
2026-06-10,KXLOWTAUS,6675,5235.37
2026-06-10,KXLOWTCHI,141624,71002.91
2026-06-10,KXLOWTDAL,22466,11928.82
2026-06-10,KXLOWTDC,24435,9800.74
2026-06-10,KXLOWTDEN,26300,10651.94
2026-06-10,KXLOWTHOU,5498,4814.19
2026-06-10,KXLOWTLAX,6567,5316.04
2026-06-10,KXLOWTLV,5061,4385.96
2026-06-10,KXLOWTMIA,14190,7940.28
2026-06-10,KXLOWTMIN,10653,8520.6
2026-06-10,KXLOWTNOLA,5098,4003.77
2026-06-10,KXLOWTNYC,26677,12788.2
2026-06-10,KXLOWTBOS,6365,5066.71
2026-06-10,KXLIUSACASAAMOR,5005,1352.28
2026-06-10,KXMESENOUTCOME,1000,1000.0
2026-06-10,KXMILANFW,77,8.47
2026-06-10,KXMRBEASTMENTION,2913,1581.86
2026-06-10,KXMUSKNASA,1,0.04
2026-06-10,KXMUSKNW,829,351.19
2026-06-10,KXMUSKTRILLION,23323,13208.54
2026-06-10,KXMUSKWEALTH,36878,23529.85
2026-06-10,KXMVECROSSCATEGORY,46898402,7627194.19
2026-06-10,KXMVENBASINGLEGAME,326889,92893.19
2026-06-10,KXMVESPORTSMULTIGAMEEXTENDED,213122858,19212710.11
2026-06-10,KXNASCARPOLE,259,75.66
2026-06-10,KXNASCARRACE,75437,6305.34
2026-06-10,KXNASCARTOP10,1437,343.53
2026-06-10,KXMOVIELENGTH,13398,8654.13
2026-06-10,KXNASCARTOP20,18,14.97
2026-06-10,KXNASCARTOP5,155,74.37
2026-06-10,KXNASCARTOPTEAM,4,1.96
2026-06-10,KXNASDAQ100,56560,21882.48
2026-06-10,KXNASDAQ100U,484828,240205.08
2026-06-10,KXNASDAQDUD,3864,2147.3
2026-06-10,KXNATGASMON,4,1.78
2026-06-10,KXNATGASW,3598,1358.44
2026-06-10,KXNATIONALIZESPACEX,67,20.74
2026-06-10,KXNBA,9329731,4968571.63
2026-06-10,KXNBA1HSPREAD,836497,409879.11
2026-06-10,KXGOLDD,242192,121399.84
2026-06-10,KXNASCARTOP3,893,466.03
2026-06-10,KXMIDTERMMOV,917,188.39
2026-06-10,KXMOVIEDELAYODYSSEY,31213,21366.67
2026-06-10,KXMLBTOTAL,14084010,7123930.41
2026-06-10,KXMILLSPLATNER,20,18.6
2026-06-10,KXMJSCHEDULE,786,9.43
2026-06-10,KXMLBALLSTAR,253,125.84
2026-06-10,KXMLBDEBUT,19,7.16
2026-06-10,KXMLBDRAFTPICK,3719,1345.85
2026-06-10,KXMLBDRAFTTOP,3155,921.89
2026-06-10,KXMLBEXTRAS,16023,5334.07
2026-06-10,KXMLBF5,473812,228915.44
2026-06-10,KXMLBF5SPREAD,147826,81463.69
2026-06-10,KXMLBF5TOTAL,495785,267956.29
2026-06-10,KXMLBGAME,71030865,33436668.98
2026-06-10,KXMONSANTODURNELL,91,72.8
2026-06-10,KXMLBHIT,334166,151391.07
2026-06-10,KXMLBHRDERBYQUAL,3766,1706.01
2026-06-10,KXMLBHRR,263744,144050.98
2026-06-10,KXMLBKS,560070,282361.01
2026-06-10,KXMLBMENTION,5548,2821.95
2026-06-10,KXMLBPITCHEROTM,200,14.0
2026-06-10,KXMLBPLAYEROTM,8,0.96
2026-06-10,KXMLBRETURN,935,759.35
2026-06-10,KXMLBRFI,625579,327224.91
2026-06-10,KXMLBSPREAD,7262150,3541738.8
2026-06-10,KXMLBTB,204744,86876.78
2026-06-10,KXMLBTEAMTOTAL,409228,215922.98
2026-06-10,KXMLBHR,1779165,318119.29
2026-06-10,KXLIUKELIMINATIONW,187,182.63
2026-06-10,KXNATGASD,105292,58357.04
2026-06-10,KXLIPATURNERLOCATION,194,3.88
2026-06-10,KXHIGHINFLATION,3163,3086.46
2026-06-10,KXHIGHLAX,601208,142671.6
2026-06-10,KXHIGHMIA,110621,34501.54
2026-06-10,KXHIGHNY,199854,85606.26
2026-06-10,KXHIGHPHIL,61740,26559.0
2026-06-10,KXHIGHTATL,56826,26319.83
2026-06-10,KXHIGHTBOS,47411,18048.69
2026-06-10,KXHIGHTDAL,62284,22122.89
2026-06-10,KXHIGHTDC,51555,15930.59
2026-06-10,KXHIGHTHOU,19050,10536.42
2026-06-10,KXHIGHTLV,70901,24279.16
2026-06-10,KXHIGHDEN,77423,28262.2
2026-06-10,KXHIGHTMIN,57499,25332.27
2026-06-10,KXHIGHTOKC,52645,27533.47
2026-06-10,KXHIGHTPHX,64503,31070.92
2026-06-10,KXHIGHTSATX,34261,18835.02
2026-06-10,KXHIGHTSEA,50460,26362.9
2026-06-10,KXHIGHTSFO,66176,25711.57
2026-06-10,KXHILTONMENTION,37571,20520.98
2026-06-10,KXHMONTH,2437,1459.3
2026-06-10,KXHMONTHRANGE,23304,1554.85
2026-06-10,KXHOCHULMENTION,3072,1081.77
2026-06-10,KXHORMUZNORM,133490,66663.7
2026-06-10,KXHORMUZWEEKLY,28767,6779.24
2026-06-10,KXHIGHTNOLA,19701,9559.56
2026-06-10,KXHOUSECA40,36,4.98
2026-06-10,KXHIGHCHI,121930,64961.54
2026-06-10,KXHFHOUSING,24,19.39
2026-06-10,KXLIUKELIMINATION,39597,29328.09
2026-06-10,KXGOLFMAJOR,8,2.64
2026-06-10,KXGOLFMAJORS,93,42.27
2026-06-10,KXGOLFNEXTWIN,231,22.71
2026-06-10,KXGOLDW,3813,2189.71
2026-06-10,KXGOVCONOMD,8487,2806.23
2026-06-10,KXGOVCONOMR,318,195.54
2026-06-10,KXGOVCTNOMR,140,139.72
2026-06-10,KXGOVGANOMR,30796,16496.56
2026-06-10,KXGOVMDNOMR,81,55.02
2026-06-10,KXGOVMENOMD,157674,70989.41
2026-06-10,KXHIGHAUS,51481,27636.48
2026-06-10,KXGOVMENOMR,6090,2715.76
2026-06-10,KXGOVOKNOMR,1805,159.66
2026-06-10,KXGOVSCNOMR,68095,40481.69
2026-06-10,KXGPT,554,38.09
2026-06-10,KXGREENLAND,684,4.79
2026-06-10,KXGROK,10,9.9
2026-06-10,KXGTAPRICE,3791,1747.05
2026-06-10,KXGTATRAILER,1691,628.14
2026-06-10,KXH100Q,26,24.1
2026-06-10,KXH200Q,517,293.61
2026-06-10,KXHEARINGMENTION,47332,22879.75
2026-06-10,KXHEGSETHOUT,4275,2818.09
2026-06-10,KXGOVNYNOMD,4901,4215.72
2026-06-10,KXHOUSERACE,3,2.0
2026-06-10,KXGOPSENATEPRIMARYCOMBO,55,9.4
2026-06-10,KXHYPE,8258,4987.69
2026-06-10,KXKASHOUT,6515,682.98
2026-06-10,KXKBOGAME,23250,13468.29
2026-06-10,KXKBORFI,3628,2762.85
2026-06-10,KXKBOSPREAD,8000,6595.62
2026-06-10,KXKBOTOTAL,10932,7730.25
2026-06-10,KXKFTOUR,212626,5341.65
2026-06-10,KXKNESSET,765,574.16
2026-06-10,KXKOSOVOPARLI,57,1.14
2026-06-10,KXKXMOVIEDELAYBATMANPT2,3,1.38
2026-06-10,KXKXSPOTIFYNUM1GLB,11811,2755.87
2026-06-10,KXLACASADELOSFAMOSOS,1439,548.83
2026-06-10,KXLAGODAYS,8354,554.88
2026-06-10,KXLALIGA2GAME,65391,31946.4
2026-06-10,KXLAMAYOR1R,3885,38.85
2026-06-10,KXLAMAYOROUTPERFORM,10,0.2
2026-06-10,KXLAMAYORPRIMARYEXACT,1430,1.43
2026-06-10,KXLASTWORDMENTION,36550,10087.08
2026-06-10,KXLCPIMAXYOY,15760,10947.56
2026-06-10,KXLEADERSOUT,620,205.49
2026-06-10,KXLEAVECONGRESS,3,0.39
2026-06-10,KXLEAVESTARMER,13552,3006.47
2026-06-10,KXLEAVEWALZ,3580,1211.41
2026-06-10,KXHOUSINGSTART,3630,1927.27
2026-06-10,KXKASHANNOUNCEOUT,114,9.97
2026-06-10,KXJOINTRUMPADMIN,306,282.98
2026-06-10,KXLEAVEHOUSE,7,6.93
2026-06-10,KXJOBLESSCLAIMS,7098,3863.04
2026-06-10,KXHYPE15M,900835,566393.07
2026-06-10,KXJOINCLUB,1825,722.67
2026-06-10,KXHYPED,570,396.47
2026-06-10,KXHYPEMAXMON,26,14.2
2026-06-10,KXHYPEMINMON,6369,3725.35
2026-06-10,KXICEERO,22321,450.12
2026-06-10,KXINSOSNOMR,718,521.93
2026-06-10,KXINTLFRIENDLYGAME,1931507,748676.27
2026-06-10,KXINTLFRIENDLYSPREAD,249322,129552.08
2026-06-10,KXINTLFRIENDLYTOTAL,517983,308846.55
2026-06-10,KXINX,58819,24342.55
2026-06-10,KXINXDUD,23758,7816.35
2026-06-10,KXINXMAXMM,149232,15195.96
2026-06-10,KXLEMANS24H,4966,709.26
2026-06-10,KXIPO,366,3.66
2026-06-10,KXJETFUEL,1532,742.93
2026-06-10,KXJAMESBEARD,3303,1136.8
2026-06-10,KXITFWMATCH,14456576,7236578.06
2026-06-10,KXITFMATCH,12809916,6274083.3
2026-06-10,KXISMPMI,303,92.43
2026-06-10,KXINXU,780522,409644.99
2026-06-10,KXIPOSPACEX,10811,108.11
2026-06-10,KXIPOSKIMS,1000,10.0
2026-06-10,KXIPOOPENAI,6010,3944.3
2026-06-10,KXIPOANTHROPIC,121,28.65
2026-06-10,KXISLGAME,14146,7617.02
2026-06-11,KXPRIMARYTURNOUT,6120,1241.66
2026-06-11,KXRAINCHIM,6606,3215.09
2026-06-11,KXPRIMARYPLACE,8646,1613.82
2026-06-11,KXPSAKIMENTION,212757,42104.7
2026-06-11,KXPULTEDNI,31624,17195.73
2026-06-11,KXPUREALBUMS,1206,577.01
2026-06-11,KXQUADRUPLEDOUBLE,40998,17344.45
2026-06-11,KXR6GAME,104485,51599.51
2026-06-11,KXRAINAUSM,4002,2696.27
2026-06-11,KXRAINDALM,1029,10.29
2026-06-11,KXRAINNYCM,1133,249.42
2026-06-11,KXRAINHOUM,3838,2927.85
2026-06-11,KXRAINLAXM,7707,2950.66
2026-06-11,KXRAINMIAM,1258,631.78
2026-06-11,KXRAINNYC,25163,12362.74
2026-06-11,KXRAINSEAM,3881,1029.12
2026-06-11,KXRAINSFOM,2076,699.06
2026-06-11,KXRAMANPRATTDIFF,1896,28.57
2026-06-11,KXRANKLIST1ALBUM,1,0.97
2026-06-11,KXRANKLIST1SONG,9996,4092.39
2026-06-11,KXRANKLISTSONGSPOTGLOBAL,1631,807.9
2026-06-11,KXRANKLISTSONGSPOTUSA,13587,5943.72
2026-06-11,KXRAINDENM,3311,1362.22
2026-06-11,KXPRIMARYMOV,67609,31392.19
2026-06-11,KXPOTUSTWEETS,12,5.12
2026-06-11,KXPREMCHAMP,10,4.6
2026-06-11,KXPGAHOLEINONE,4386,1887.14
2026-06-11,KXPGAMAJORTOP10,668,442.08
2026-06-11,KXRANKLISTSONGTOP10,4024,2644.14
2026-06-11,KXPGAMAJORWIN,3739,1926.11
2026-06-11,KXPGAMAKECUT,50039,26969.72
2026-06-11,KXPGAPLAYOFF,908,263.05
2026-06-11,KXPGAR1LEAD,5340809,449604.43
2026-06-11,KXPGAR1TOP10,46785,33947.83
2026-06-11,KXPGAR1TOP5,22656,15570.37
2026-06-11,KXPGAR2LEAD,63801,3410.44
2026-06-11,KXPGAR2TOP10,1018,575.47
2026-06-11,KXPGAR3LEAD,2455,334.57
2026-06-11,KXPGAROUNDSCORE,165540,121862.23
2026-06-11,KXPGA3BALL,94829,51426.06
2026-06-11,KXPGATOP20,256059,95521.0
2026-06-11,KXPGATOP5,54658,10007.95
2026-06-11,KXPGATOUR,20585913,1770863.22
2026-06-11,KXPGAUSO,931,660.04
2026-06-11,KXPLATNERDROPOUT,12840,4626.58
2026-06-11,KXPOKEMON,1081,559.91
2026-06-11,KXPOLITICSMENTION,24713,5829.63
2026-06-11,KXPOWERKWH,10,5.0
2026-06-11,KXPRATTCONCEDE,424,172.0
2026-06-11,KXPRIMARYCOUNTY,24472,20212.69
2026-06-11,KXPGATOP10,126981,26558.52
2026-06-11,KXSILVERMON,590,200.91
2026-06-11,KXRIVN,24,12.61
2026-06-11,KXSOL15M,785843,439204.02
2026-06-11,KXSOLD,76490,20052.55
2026-06-11,KXSOLE,3513,263.53
2026-06-11,KXSOLMAXMON,527,178.81
2026-06-11,KXSOLMINMON,1830,969.47
2026-06-11,KXSONGRELEASEDATE,1,0.2
2026-06-11,KXSONGRELEASEDATEPC,16,4.19
2026-06-11,KXSP500ADDQ,313,218.69
2026-06-11,KXSPACEXCOUNT,37221,10257.57
2026-06-11,KXSPACEXSECTOR,11742,5208.25
2026-06-11,KXSPACEXSTARSHIP,910,228.54
2026-06-11,KXSPBGAME,405,219.46
2026-06-11,KXSPOTIFY2D,173,125.96
2026-06-11,KXSPOTIFYARTISTD,363,24.08
2026-06-11,KXSPOTIFYARTISTW,190,4.84
2026-06-11,KXSPOTIFYD,10410,264.24
2026-06-11,KXSPOTIFYGLOBALD,94,88.97
2026-06-11,KXSPOTIFYNUM1USA,2274,815.91
2026-06-11,KXSPOTIFYW,19825,7324.38
2026-06-11,KXSQ832,45,18.29
2026-06-11,KXSTARMERMENTIONB,1667,837.27
2026-06-11,KXSTEAMPRICE,354,144.04
2026-06-11,KXSULYOKOUT,7,0.98
2026-06-11,KXSOCCERPLAYMESSI,945,9.45
2026-06-11,KXRANKLISTSPOTIFYGTOP3,2,0.02
2026-06-11,KXSOCCERPLAYCRON,70,1.4
2026-06-11,KXSILVERW,12116,5149.02
2026-06-11,KXRT,245063,89911.45
2026-06-11,KXRTX5090MAX,1,0.82
2026-06-11,KXRTX5090Q,1777,772.38
2026-06-11,KXRUGBYESLMATCH,580,531.02
2026-06-11,KXRUGBYNRLMATCH,1647,1092.88
2026-06-11,KXSAMOMINF,101,79.81
2026-06-11,KXSC01D,474,192.48
2026-06-11,KXSC01R,2072,1121.29
2026-06-11,KXSCOTUSMARIJUANAGUN,567,226.02
2026-06-11,KXSCPRIMARY,6,5.02
2026-06-11,KXSENATEALD,1463,1195.46
2026-06-11,KXSENATEALR,24915,11337.95
2026-06-11,KXSENATECOD,3090,280.52
2026-06-11,KXSENATECOR,198,192.56
2026-06-11,KXSENATEGAR,10355,4385.34
2026-06-11,KXSENATELAD,355,94.92
2026-06-11,KXSENATELAR,7175,5845.79
2026-06-11,KXSENATEOKD,300,20.4
2026-06-11,KXSENATEOKR,886,295.56
2026-06-11,KXSHELTERCPI,437,230.71
2026-06-11,KXSHIBA,2518,25.18
2026-06-11,KXSHIBAD,1664,17.44
2026-06-11,KXSILVERD,127576,69907.58
2026-06-11,KXSKEXPYOY,2291,1494.54
2026-06-11,KXPERUPRESMOV,1458,1216.31
2026-06-11,KXNETFLIXTOPVIEWSMOVIE,6759,2319.81
2026-06-11,KXPERSONPUBLIC,102,83.44
2026-06-11,KXNBASERIESGCOMEBACK,571,24.71
2026-06-11,KXNBASERIESOT,26554,1400.72
2026-06-11,KXNBASERIESPTS,752,414.35
2026-06-11,KXNBASERIESPTSLEADER,9893,2459.28
2026-06-11,KXNBASERIESPTSSPREAD,149,87.27
2026-06-11,KXNBASERIESREBLEADER,5152,3108.57
2026-06-11,KXNBASERIESROADWINS,6784,3489.91
2026-06-11,KXNBASERIESSCORE,872679,357556.38
2026-06-11,KXNBASERIESSPREAD,40300,14756.31
2026-06-11,KXNBASERIESTOTALPTS,109,47.23
2026-06-11,KXNBASPREAD,376182,191306.93
2026-06-11,KXNBASTL,2261,617.71
2026-06-11,KXNBATEAMTOTAL,6598,3704.77
2026-06-11,KXNBATOTAL,152691,82762.06
2026-06-11,KXNCAABASEBALL,208732,47451.81
2026-06-11,KXNCAABBFINAL,2518,1329.6
2026-06-11,KXNCAABBGAME,39836,19857.74
2026-06-11,KXNCAABBGS,69,61.81
2026-06-11,KXNETFLIXRANKMOVIE,9721,3448.46
2026-06-11,KXNETFLIXRANKMOVIEGLOBAL,813,30.18
2026-06-11,KXNETFLIXRANKMOVIEGLOBAL2,1424,241.52
2026-06-11,KXNETFLIXRANKMOVIERUNNERUP,1533,574.68
2026-06-11,KXNETFLIXRANKSHOW,6815,3536.75
2026-06-11,KXNBASERIESGAMES,39936,21586.48
2026-06-11,KXNETFLIXRANKSHOWGLOBAL,1611,609.4
2026-06-11,KXNBASERIESCOMEBACK,5459,2518.77
2026-06-11,KXNBASERIES3PMLEADER,7048,3387.37
2026-06-11,KXNBADRAFT1,14905,8068.06
2026-06-11,KXNBADRAFTCAT,74,50.41
2026-06-11,KXSUMMERHOUSECAST,49,21.89
2026-06-11,KXNBADRAFTMATCHUP,1366,783.37
2026-06-11,KXNBADRAFTPICK,24702,12096.4
2026-06-11,KXNBADRAFTTEAM,2201,747.68
2026-06-11,KXNBADRAFTTOP,8229,4155.79
2026-06-11,KXNBAFINALSPRICE,42477,20455.7
2026-06-11,KXNBAFINBLOWOUT,8299,3036.35
2026-06-11,KXNBAFINMVP,2966072,991427.73
2026-06-11,KXNBAFTM,10,9.7
2026-06-11,KXNBAGAME,9501870,3714901.14
2026-06-11,KXNBAGAME7,4111,1991.42
