platform,date,segment_type,segment,size_bucket,bucket_order,trade_count,contracts,max_trade_size,avg_trade_size
DKeX,2026-06-27,All,All,100k+,7,0,0.0,,
DKeX,2026-06-28,All,All,1-9,1,0,0.0,,
DKeX,2026-06-28,All,All,10-99,2,0,0.0,,
DKeX,2026-06-28,All,All,100-999,3,0,0.0,,
DKeX,2026-06-28,All,All,1k-9k,4,0,0.0,,
DKeX,2026-06-28,All,All,10k-49k,5,0,0.0,,
DKeX,2026-06-28,All,All,50k-99k,6,0,0.0,,
DKeX,2026-06-28,All,All,100k+,7,0,0.0,,
DKeX,2026-06-29,All,All,1-9,1,21,30.0,4.0,1.428571
DKeX,2026-06-29,All,All,10-99,2,15,417.0,53.0,27.8
DKeX,2026-06-29,All,All,100-999,3,6,976.0,208.0,162.666667
DKeX,2026-06-29,All,All,1k-9k,4,1,1851.0,1851.0,1851.0
DKeX,2026-06-29,All,All,10k-49k,5,0,0.0,,
DKeX,2026-06-29,All,All,50k-99k,6,0,0.0,,
DKeX,2026-06-29,All,All,100k+,7,0,0.0,,
DKeX,2026-06-30,All,All,1-9,1,40,161.0,9.0,4.025
DKeX,2026-06-30,All,All,10-99,2,59,1938.0,96.0,32.847458
DKeX,2026-06-30,All,All,100-999,3,8,1546.0,338.0,193.25
DKeX,2026-06-30,All,All,1k-9k,4,1,2150.0,2150.0,2150.0
DKeX,2026-06-30,All,All,10k-49k,5,0,0.0,,
DKeX,2026-06-30,All,All,50k-99k,6,0,0.0,,
DKeX,2026-06-30,All,All,100k+,7,0,0.0,,
DKeX,2026-07-01,All,All,1-9,1,99,532.0,9.0,5.373737
DKeX,2026-07-01,All,All,10-99,2,230,8482.0,98.0,36.878261
DKeX,2026-07-01,All,All,100-999,3,110,27804.0,954.0,252.763636
DKeX,2026-07-01,All,All,1k-9k,4,7,9220.0,2115.0,1317.142857
DKeX,2026-07-01,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-01,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-01,All,All,100k+,7,0,0.0,,
DKeX,2026-07-02,All,All,1-9,1,120,585.0,9.0,4.875
DKeX,2026-07-02,All,All,10-99,2,543,22410.0,99.0,41.270718
DKeX,2026-07-02,All,All,100-999,3,278,54219.0,990.0,195.032374
DKeX,2026-07-02,All,All,1k-9k,4,7,29538.0,9615.0,4219.714286
DKeX,2026-07-02,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-02,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-02,All,All,100k+,7,0,0.0,,
DKeX,2026-07-03,All,All,1-9,1,173,813.0,9.0,4.699422
DKeX,2026-07-03,All,All,10-99,2,707,28366.0,98.0,40.121641
DKeX,2026-07-03,All,All,100-999,3,342,82218.0,959.0,240.403509
DKeX,2026-07-03,All,All,1k-9k,4,11,15215.0,3333.0,1383.181818
DKeX,2026-07-03,All,All,10k-49k,5,1,10219.0,10219.0,10219.0
DKeX,2026-07-03,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-03,All,All,100k+,7,0,0.0,,
DKeX,2026-07-04,All,All,1-9,1,343,1633.0,9.0,4.760933
DKeX,2026-07-04,All,All,10-99,2,1299,51173.0,99.0,39.394149
DKeX,2026-07-04,All,All,100-999,3,696,162581.0,981.0,233.593391
DKeX,2026-07-04,All,All,1k-9k,4,21,27947.0,3636.0,1330.809524
DKeX,2026-07-04,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-04,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-04,All,All,100k+,7,0,0.0,,
DKeX,2026-07-05,All,All,1-9,1,421,2023.0,9.0,4.805226
DKeX,2026-07-05,All,All,10-99,2,1273,51991.0,98.0,40.84132
DKeX,2026-07-05,All,All,100-999,3,664,157189.0,985.0,236.730422
DKeX,2026-07-05,All,All,1k-9k,4,42,51923.0,3225.0,1236.261905
DKeX,2026-07-05,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-05,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-05,All,All,100k+,7,0,0.0,,
DKeX,2026-07-06,All,All,1-9,1,113,635.0,9.0,5.619469
DKeX,2026-07-06,All,All,10-99,2,475,19570.0,99.0,41.2
DKeX,2026-07-06,All,All,100-999,3,294,62784.0,959.0,213.55102
DKeX,2026-07-06,All,All,1k-9k,4,8,15537.0,3448.0,1942.125
DKeX,2026-07-06,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-06,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-06,All,All,100k+,7,0,0.0,,
DKeX,2026-07-07,All,All,1-9,1,204,1184.0,9.0,5.803922
DKeX,2026-07-07,All,All,10-99,2,743,30196.0,99.0,40.640646
DKeX,2026-07-07,All,All,100-999,3,357,77247.0,980.0,216.378151
DKeX,2026-07-07,All,All,1k-9k,4,18,46262.0,8510.0,2570.111111
DKeX,2026-07-07,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-07,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-07,All,All,100k+,7,0,0.0,,
DKeX,2026-07-08,All,All,1-9,1,306,1559.0,9.0,5.094771
DKeX,2026-07-08,All,All,10-99,2,1024,40470.0,99.0,39.521484
DKeX,2026-07-08,All,All,100-999,3,446,100835.0,992.0,226.087444
DKeX,2026-07-08,All,All,1k-9k,4,39,83871.0,9805.0,2150.538462
DKeX,2026-07-08,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-08,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-08,All,All,100k+,7,0,0.0,,
DKeX,2026-07-09,All,All,1-9,1,234,1286.0,9.0,5.495726
DKeX,2026-07-09,All,All,10-99,2,886,36536.0,98.0,41.23702
DKeX,2026-07-09,All,All,100-999,3,430,113147.0,980.0,263.132558
DKeX,2026-07-09,All,All,1k-9k,4,15,29637.0,4629.0,1975.8
DKeX,2026-07-09,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-09,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-09,All,All,100k+,7,0,0.0,,
DKeX,2026-07-10,All,All,1-9,1,217,1056.0,9.0,4.866359
DKeX,2026-07-10,All,All,10-99,2,824,31492.0,99.0,38.218447
DKeX,2026-07-10,All,All,100-999,3,375,104240.0,980.0,277.973333
DKeX,2026-07-10,All,All,1k-9k,4,29,46814.0,4285.0,1614.275862
DKeX,2026-07-10,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-10,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-10,All,All,100k+,7,0,0.0,,
DKeX,2026-07-11,All,All,1-9,1,272,1481.0,9.0,5.444853
DKeX,2026-07-11,All,All,10-99,2,959,38541.0,99.0,40.188738
DKeX,2026-07-11,All,All,100-999,3,519,145303.0,980.0,279.967245
DKeX,2026-07-11,All,All,1k-9k,4,22,27703.0,2502.0,1259.227273
DKeX,2026-07-11,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-11,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-11,All,All,100k+,7,0,0.0,,
DKeX,2026-07-12,All,All,1-9,1,545,2949.0,9.0,5.411009
DKeX,2026-07-12,All,All,10-99,2,1537,55182.0,98.0,35.902407
DKeX,2026-07-12,All,All,100-999,3,767,230339.0,996.0,300.311604
DKeX,2026-07-12,All,All,1k-9k,4,35,53909.0,3103.0,1540.257143
DKeX,2026-07-12,All,All,10k-49k,5,1,17857.0,17857.0,17857.0
DKeX,2026-07-12,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-12,All,All,100k+,7,0,0.0,,
DKeX,2026-07-13,All,All,1-9,1,37,167.0,9.0,4.513514
DKeX,2026-07-13,All,All,10-99,2,57,1755.0,96.0,30.789474
DKeX,2026-07-13,All,All,100-999,3,23,4935.0,500.0,214.565217
DKeX,2026-07-13,All,All,1k-9k,4,3,3041.0,1041.0,1013.666667
DKeX,2026-07-13,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-13,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-13,All,All,100k+,7,0,0.0,,
DKeX,2026-07-14,All,All,1-9,1,247,1206.0,9.0,4.882591
DKeX,2026-07-14,All,All,10-99,2,565,21717.0,99.0,38.437168
DKeX,2026-07-14,All,All,100-999,3,255,71473.0,980.0,280.286275
DKeX,2026-07-14,All,All,1k-9k,4,31,60201.0,9310.0,1941.967742
DKeX,2026-07-14,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-14,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-14,All,All,100k+,7,0,0.0,,
DKeX,2026-07-15,All,All,1-9,1,371,1608.0,9.0,4.334232
DKeX,2026-07-15,All,All,10-99,2,820,30226.0,98.0,36.860976
DKeX,2026-07-15,All,All,100-999,3,461,134045.0,951.0,290.770065
DKeX,2026-07-15,All,All,1k-9k,4,21,34353.0,2910.0,1635.857143
DKeX,2026-07-15,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-15,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-15,All,All,100k+,7,0,0.0,,
DKeX,2026-07-16,All,All,1-9,1,541,2542.0,9.0,4.698706
DKeX,2026-07-16,All,All,10-99,2,1491,53985.0,99.0,36.207243
DKeX,2026-07-16,All,All,100-999,3,658,198259.0,996.0,301.305471
DKeX,2026-07-16,All,All,1k-9k,4,36,65056.0,8879.0,1807.111111
DKeX,2026-07-16,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-16,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-16,All,All,100k+,7,0,0.0,,
DKeX,2026-07-17,All,All,1-9,1,438,2185.0,9.0,4.988584
DKeX,2026-07-17,All,All,10-99,2,1523,54811.0,99.0,35.988838
DKeX,2026-07-17,All,All,100-999,3,1050,277985.0,980.0,264.747619
DKeX,2026-07-17,All,All,1k-9k,4,80,121060.0,5000.0,1513.25
DKeX,2026-07-17,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-17,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-17,All,All,100k+,7,0,0.0,,
DKeX,2026-07-18,All,All,1-9,1,881,4166.0,9.0,4.728717
DKeX,2026-07-18,All,All,10-99,2,2871,107094.0,98.0,37.301985
DKeX,2026-07-18,All,All,100-999,3,1407,423636.0,997.0,301.091684
DKeX,2026-07-18,All,All,1k-9k,4,105,180439.0,9433.0,1718.466667
DKeX,2026-07-18,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-18,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-18,All,All,100k+,7,0,0.0,,
DKeX,2026-07-19,All,All,1-9,1,600,3031.0,9.0,5.051667
DKeX,2026-07-19,All,All,10-99,2,2331,87469.0,99.0,37.524239
DKeX,2026-07-19,All,All,100-999,3,1073,317660.0,998.0,296.048462
DKeX,2026-07-19,All,All,1k-9k,4,98,167160.0,5645.0,1705.714286
DKeX,2026-07-19,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-19,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-19,All,All,100k+,7,0,0.0,,
DKeX,2026-07-20,All,All,1-9,1,528,2737.0,9.0,5.183712
DKeX,2026-07-20,All,All,10-99,2,1782,65036.0,99.0,36.496072
DKeX,2026-07-20,All,All,100-999,3,1072,323005.0,998.0,301.310634
DKeX,2026-07-20,All,All,1k-9k,4,96,180153.0,8335.0,1876.59375
DKeX,2026-07-20,All,All,10k-49k,5,3,34103.0,11628.0,11367.666667
DKeX,2026-07-20,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-20,All,All,100k+,7,0,0.0,,
DKeX,2026-07-21,All,All,1-9,1,536,2798.0,9.0,5.220149
DKeX,2026-07-21,All,All,10-99,2,1495,53850.0,98.0,36.020067
DKeX,2026-07-21,All,All,100-999,3,956,266008.0,980.0,278.251046
DKeX,2026-07-21,All,All,1k-9k,4,43,64405.0,3448.0,1497.790698
DKeX,2026-07-21,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-21,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-21,All,All,100k+,7,0,0.0,,
DKeX,2026-07-22,All,All,1-9,1,530,2684.0,9.0,5.064151
DKeX,2026-07-22,All,All,10-99,2,1560,58206.0,99.0,37.311538
DKeX,2026-07-22,All,All,100-999,3,1224,346382.0,980.0,282.99183
DKeX,2026-07-22,All,All,1k-9k,4,64,99544.0,5550.0,1555.375
DKeX,2026-07-22,All,All,10k-49k,5,0,0.0,,
DKeX,2026-07-22,All,All,50k-99k,6,0,0.0,,
DKeX,2026-07-22,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-01,All,All,1-9,1,5,13.0,5.0,2.6
ForecastEx,2024-08-01,All,All,10-99,2,75,750.0,10.0,10.0
ForecastEx,2024-08-01,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-01,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-01,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-01,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-01,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-02,All,All,1-9,1,4,16.0,5.0,4.0
ForecastEx,2024-08-02,All,All,10-99,2,91,934.0,25.0,10.263736263736265
ForecastEx,2024-08-02,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-02,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-02,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-02,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-02,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-05,All,All,1-9,1,3,3.0,1.0,1.0
ForecastEx,2024-08-05,All,All,10-99,2,12,120.0,10.0,10.0
ForecastEx,2024-08-05,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-05,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-05,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-05,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-05,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-06,All,All,1-9,1,0,0.0,,
ForecastEx,2024-08-06,All,All,10-99,2,12,129.0,19.0,10.75
ForecastEx,2024-08-06,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-06,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-06,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-06,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-06,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-07,All,All,1-9,1,2,5.0,4.0,2.5
ForecastEx,2024-08-07,All,All,10-99,2,20,200.0,10.0,10.0
ForecastEx,2024-08-07,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-07,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-07,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-07,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-07,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-08,All,All,1-9,1,1,3.0,3.0,3.0
ForecastEx,2024-08-08,All,All,10-99,2,42,429.0,19.0,10.214285714285714
ForecastEx,2024-08-08,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-08,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-08,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-08,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-08,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-09,All,All,1-9,1,1,5.0,5.0,5.0
ForecastEx,2024-08-09,All,All,10-99,2,63,630.0,10.0,10.0
ForecastEx,2024-08-09,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-09,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-09,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-09,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-09,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-12,All,All,1-9,1,3,9.0,5.0,3.0
ForecastEx,2024-08-12,All,All,10-99,2,57,570.0,10.0,10.0
ForecastEx,2024-08-12,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-12,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-12,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-12,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-12,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-13,All,All,1-9,1,4,16.0,6.0,4.0
ForecastEx,2024-08-13,All,All,10-99,2,23,230.0,10.0,10.0
ForecastEx,2024-08-13,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-13,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-13,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-13,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-13,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-14,All,All,1-9,1,5,12.0,5.0,2.4
ForecastEx,2024-08-14,All,All,10-99,2,24,240.0,10.0,10.0
ForecastEx,2024-08-14,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-14,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-14,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-14,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-14,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-15,All,All,1-9,1,2,7.0,5.0,3.5
ForecastEx,2024-08-15,All,All,10-99,2,43,438.0,18.0,10.186046511627907
ForecastEx,2024-08-15,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-15,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-15,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-15,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-15,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-16,All,All,1-9,1,0,0.0,,
ForecastEx,2024-08-16,All,All,10-99,2,35,350.0,10.0,10.0
ForecastEx,2024-08-16,All,All,100-999,3,1,100.0,100.0,100.0
ForecastEx,2024-08-16,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-16,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-16,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-16,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-19,All,All,1-9,1,2,6.0,5.0,3.0
ForecastEx,2024-08-19,All,All,10-99,2,101,1010.0,10.0,10.0
ForecastEx,2024-08-19,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-19,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-19,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-19,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-19,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-20,All,All,1-9,1,0,0.0,,
ForecastEx,2024-08-20,All,All,10-99,2,23,230.0,10.0,10.0
ForecastEx,2024-08-20,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-20,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-20,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-20,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-20,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-21,All,All,1-9,1,2,10.0,5.0,5.0
ForecastEx,2024-08-21,All,All,10-99,2,44,525.0,90.0,11.931818181818182
ForecastEx,2024-08-21,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-21,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-21,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-21,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-21,All,All,100k+,7,0,0.0,,
ForecastEx,2024-08-22,All,All,1-9,1,0,0.0,,
ForecastEx,2024-08-22,All,All,10-99,2,18,180.0,10.0,10.0
ForecastEx,2024-08-22,All,All,100-999,3,0,0.0,,
ForecastEx,2024-08-22,All,All,1k-9k,4,0,0.0,,
ForecastEx,2024-08-22,All,All,10k-49k,5,0,0.0,,
ForecastEx,2024-08-22,All,All,50k-99k,6,0,0.0,,
ForecastEx,2024-08-22,All,All,100k+,7,0,0.0,,
