table,metric,rank,date,ticker_name,market_key,report_ticker,kalshi_category,is_sports,contracts_traded,price,taker_side,one_party_stake,taker_stake,market_total_contracts,pct_of_market
overall,contracts,24,2026-07-11,KXWCADVANCE-26JUL11NORENG-ENG,KXWCADVANCE-26JUL11NORENG,KXWCADVANCE,Sports,TRUE,1500000,65,yes,975000,975000,152741634,0.00982050512828742
overall,contracts,12,2026-07-11,KXWCADVANCE-26JUL11NORENG-ENG,KXWCADVANCE-26JUL11NORENG,KXWCADVANCE,Sports,TRUE,2052500,65,yes,1334125,1334125,152741634,0.0134377245172066
overall,contracts,9,2026-07-11,KXWCADVANCE-26JUL11NORENG-ENG,KXWCADVANCE-26JUL11NORENG,KXWCADVANCE,Sports,TRUE,2500000,65,yes,1625000,1625000,152741634,0.0163675085471457
overall,contracts,39,2026-07-11,KXWCADVANCE-26JUL11NORENG-ENG,KXWCADVANCE-26JUL11NORENG,KXWCADVANCE,Sports,TRUE,1200000,65,yes,780000,780000,152741634,0.00785640410262994
overall,contracts,45,2026-02-24,KXFEDCHAIRNOM-29-JS,KXFEDCHAIRNOM-29,KXFEDCHAIRNOM,Politics,FALSE,1024120,5,yes,972914,51206,216970761,0.00472008299772705
overall,contracts,47,2026-07-06,KXWCADVANCE-26JUL06USABEL-BEL,KXWCADVANCE-26JUL06USABEL,KXWCADVANCE,Sports,TRUE,1002078,47,yes,531101.34,470976.66,125583324,0.00797938745434067
overall,contracts,21,2026-07-06,KXWCADVANCE-26JUL06USABEL-BEL,KXWCADVANCE-26JUL06USABEL,KXWCADVANCE,Sports,TRUE,1800000,47,yes,954000,846000,125583324,0.0143331132085658
overall,contracts,49,2026-07-06,KXWCADVANCE-26JUL06USABEL-BEL,KXWCADVANCE-26JUL06USABEL,KXWCADVANCE,Sports,TRUE,1000000,47,yes,530000,470000,125583324,0.00796284067142545
overall,contracts,16,2026-07-06,KXWCADVANCE-26JUL06USABEL-BEL,KXWCADVANCE-26JUL06USABEL,KXWCADVANCE,Sports,TRUE,2000000,47,yes,1060000,940000,125583324,0.0159256813428509
overall,contracts,5,2026-05-22,KXLALIGARELEGATION-26-OSA,KXLALIGARELEGATION-26,KXLALIGARELEGATION,Sports,TRUE,3480000,16,yes,2923200,556800,7256402,0.479576517398016
overall,contracts,6,2026-05-22,KXLALIGARELEGATION-26-OSA,KXLALIGARELEGATION-26,KXLALIGARELEGATION,Sports,TRUE,3480000,17,yes,2888400,591600,7256402,0.479576517398016
overall,contracts,25,2026-06-11,KXWCGAME-26JUN11KORCZE-TIE,KXWCGAME-26JUN11KORCZE,KXWCGAME,Sports,TRUE,1494619,32,yes,1016340.92,478278.08,58247934,0.0256596053690076
overall,contracts,3,2026-02-08,KXMVESPORTSMULTIGAMEEXTENDED-S20267524AF37619-226F069E62F,KXMVESPORTSMULTIGAMEEXTENDED-S20267524AF37619,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,5000000,2,yes,4900000,1e+05,25011354,0.199909209233535
overall,contracts,32,2026-06-30,KXMENWORLDCUP-26-DZA,KXMENWORLDCUP-26,KXMENWORLDCUP,Sports,TRUE,1300000,0.1,yes,1298700,1300,1514797172,0.000858200704377866
overall,contracts,37,2026-06-18,KXMENWORLDCUP-26-DZA,KXMENWORLDCUP-26,KXMENWORLDCUP,Sports,TRUE,1266130,0.1,yes,1264863.87,1266.13,1514797172,0.000835841275256883
overall,contracts,20,2026-06-28,KXMENWORLDCUP-26-AT,KXMENWORLDCUP-26,KXMENWORLDCUP,Sports,TRUE,1895513,0.1,yes,1893617.487,1895.513,1514797172,0.00125133122442877
overall,contracts,23,2026-06-28,KXMENWORLDCUP-26-SE,KXMENWORLDCUP-26,KXMENWORLDCUP,Sports,TRUE,1608443,0.1,yes,1606834.557,1608.443,1514797172,0.0010618207042705
overall,contracts,17,2026-06-12,KXMENWORLDCUP-26-SC,KXMENWORLDCUP-26,KXMENWORLDCUP,Sports,TRUE,1979277,0.2,yes,1975318.446,3958.554,1514797172,0.00130662839658378
overall,contracts,38,2026-06-21,KXMENWORLDCUP-26-AU,KXMENWORLDCUP-26,KXMENWORLDCUP,Sports,TRUE,1250000,0.1,no,1248750,1248750,1514797172,0.000825192984978718
overall,contracts,29,2026-05-18,KXNBAGAME-26MAY18SASOKC-OKC,KXNBAGAME-26MAY18SASOKC,KXNBAGAME,Sports,TRUE,1376911,68,yes,936299.48,936299.48,66691583,0.0206459486799106
overall,contracts,15,2024-11-15,POPVOTE-24-D,POPVOTE-24,POPVOTE,Politics,FALSE,2000000,2,"",1960000,,82368078,0.0242812512876651
overall,contracts,50,2024-11-15,POPVOTE-24-R,POPVOTE-24,POPVOTE,Politics,FALSE,1000000,98,"",980000,,82368078,0.0121406256438326
overall,contracts,31,2024-11-15,POPVOTE-24-R,POPVOTE-24,POPVOTE,Politics,FALSE,1343232,98,"",1316367.36,,82368078,0.0163076768648165
overall,contracts,41,2024-11-15,POPVOTE-24-R,POPVOTE-24,POPVOTE,Politics,FALSE,1195752,98,"",1171836.96,,82368078,0.0145171773948641
overall,contracts,42,2026-07-04,KXWCADVANCE-26JUL04CANMAR-CAN,KXWCADVANCE-26JUL04CANMAR,KXWCADVANCE,Sports,TRUE,1100000,27,yes,803000,297000,49232201,0.0223431001998062
overall,contracts,36,2026-07-04,KXWCADVANCE-26JUL04CANMAR-CAN,KXWCADVANCE-26JUL04CANMAR,KXWCADVANCE,Sports,TRUE,1274911,27,yes,930685.03,344225.97,49232201,0.0258958765625774
overall,contracts,18,2026-07-07,KXWCADVANCE-26JUL07SUICOL-COL,KXWCADVANCE-26JUL07SUICOL,KXWCADVANCE,Sports,TRUE,1950114,62,yes,1209070.68,1209070.68,21815851,0.0893897744351114
overall,contracts,33,2026-07-07,KXWCADVANCE-26JUL07SUICOL-SUI,KXWCADVANCE-26JUL07SUICOL,KXWCADVANCE,Sports,TRUE,1300000,39,yes,793000,507000,21815851,0.0595896992512463
overall,contracts,34,2026-06-19,KXWCGAME-26JUN19USAAUS-USA,KXWCGAME-26JUN19USAAUS,KXWCGAME,Sports,TRUE,1300000,61,yes,793000,793000,56162919,0.0231469450510576
overall,contracts,11,2024-12-05,PRES-2024-DJT,PRES-2024,PRES,Elections,FALSE,2227377,99,"",2205103.23,,537986877,0.00414020693668333
overall,contracts,30,2024-11-18,PRES-2024-DJT,PRES-2024,PRES,Elections,FALSE,1370000,98,"",1342600,,537986877,0.00254653051695162
overall,contracts,8,2024-11-13,PRES-2024-DJT,PRES-2024,PRES,Elections,FALSE,2694776,97,"",2613932.72,,537986877,0.00500899950390426
overall,contracts,35,2026-06-26,KXWCGAME-26JUN26NORFRA-FRA,KXWCGAME-26JUN26NORFRA,KXWCGAME,Sports,TRUE,1300000,62,yes,806000,806000,71780795,0.0181106938144109
overall,contracts,22,2026-07-15,KXWCADVANCE-26JUL15ENGARG-ARG,KXWCADVANCE-26JUL15ENGARG,KXWCADVANCE,Sports,TRUE,1792501,99,no,1774575.99,17925.01,134175929,0.0133593336253331
overall,contracts,26,2026-07-14,KXWCADVANCE-26JUL14FRAESP-ESP,KXWCADVANCE-26JUL14FRAESP,KXWCADVANCE,Sports,TRUE,1460723,42,yes,847219.34,613503.66,165729717,0.00881388701098186
overall,contracts,46,2026-07-14,KXWCADVANCE-26JUL14FRAESP-ESP,KXWCADVANCE-26JUL14FRAESP,KXWCADVANCE,Sports,TRUE,1018721,41,yes,601045.39,417675.61,165729717,0.00614688191376083
overall,contracts,28,2026-07-14,KXWCADVANCE-26JUL14FRAESP-ESP,KXWCADVANCE-26JUL14FRAESP,KXWCADVANCE,Sports,TRUE,1413356,44,yes,791479.36,621876.64,165729717,0.00852807828061397
overall,contracts,48,2026-07-11,KXWCGOAL-26JUL11ARGSUI-ARGLMESSI10-1,KXWCGOAL-26JUL11ARGSUI-ARGLMESSI10,KXWCGOAL,Sports,TRUE,1000000,52,yes,520000,520000,23817811,0.0419853864824102
overall,contracts,19,2026-07-06,KXWCADVANCE-26JUL06PORESP-ESP,KXWCADVANCE-26JUL06PORESP,KXWCADVANCE,Sports,TRUE,1907003,99,no,1887932.97,19070.03,70131030,0.0271920004597109
overall,contracts,40,2026-07-22,KXMVESPORTSMULTIGAMEEXTENDED-S20265BB8F2EF46D-77CBCFDD3A4,KXMVESPORTSMULTIGAMEEXTENDED-S20265BB8F2EF46D,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,1200000,0,no,1200000,1200000,34612403,0.034669652956485
overall,contracts,13,2026-07-15,KXWCGOAL-26JUL15ENGARG-ARGLMESSI10-3,KXWCGOAL-26JUL15ENGARG-ARGLMESSI10,KXWCGOAL,Sports,TRUE,2000000,2,yes,1960000,40000,10022371,0.199553578689115
overall,contracts,27,2026-05-20,KXMAYORLA-26-SPRA,KXMAYORLA-26,KXMAYORLA,Elections,FALSE,1420135,31,no,979893.15,979893.15,86465243,0.0164243452134865
overall,contracts,2,2026-06-05,KXMVESPORTSMULTIGAMEEXTENDED-S202637D6E1B4F28-CC2208F8F90,KXMVESPORTSMULTIGAMEEXTENDED-S202637D6E1B4F28,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,7812500,4,yes,7500000,312500,15625010,0.499999680000205
overall,contracts,1,2026-06-05,KXMVESPORTSMULTIGAMEEXTENDED-S202637D6E1B4F28-CC2208F8F90,KXMVESPORTSMULTIGAMEEXTENDED-S202637D6E1B4F28,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,7812500,4,yes,7500000,312500,15625010,0.499999680000205
overall,contracts,10,2026-07-10,KXWCGAME-26JUL10ESPBEL-BEL,KXWCGAME-26JUL10ESPBEL,KXWCGAME,Sports,TRUE,2484399,17,yes,2062051.17,422347.83,34608572,0.0717856547216106
overall,contracts,44,2026-06-25,KXWCGAME-26JUN25JPNSWE-SWE,KXWCGAME-26JUN25JPNSWE,KXWCGAME,Sports,TRUE,1027584,23,yes,791239.68,236344.32,66592868,0.015430841633071
overall,contracts,14,2025-11-04,KXMAYORNYCPARTY-25-AC,KXMAYORNYCPARTY-25,KXMAYORNYCPARTY,Politics,FALSE,2000000,1,"",1980000,,121452244,0.0164673779102838
overall,contracts,7,2025-11-04,KXMAYORNYCPARTY-25-D,KXMAYORNYCPARTY-25,KXMAYORNYCPARTY,Politics,FALSE,3127823,99,"",3096544.77,,121452244,0.0257535216887388
overall,contracts,4,2026-06-11,KXNBAGAME-26JUN13NYKSAS-NYK,KXNBAGAME-26JUN13NYKSAS,KXNBAGAME,Sports,TRUE,3608286,36,yes,2309303.04,1298982.96,155502355,0.0232040601571597
overall,contracts,43,2026-07-21,KXMVESPORTSMULTIGAMEEXTENDED-S2026432AAA357D4-4FB47008207,KXMVESPORTSMULTIGAMEEXTENDED-S2026432AAA357D4,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,1068937,0,yes,1068937,0,21218999,0.0503764103104015
overall,one_party_stake,21,2026-07-11,KXWCADVANCE-26JUL11NORENG-ENG,KXWCADVANCE-26JUL11NORENG,KXWCADVANCE,Sports,TRUE,2052500,65,yes,1334125,1334125,152741634,0.0134377245172066
overall,one_party_stake,18,2026-07-11,KXWCADVANCE-26JUL11NORENG-ENG,KXWCADVANCE-26JUL11NORENG,KXWCADVANCE,Sports,TRUE,2500000,65,yes,1625000,1625000,152741634,0.0163675085471457
overall,one_party_stake,30,2026-07-06,KXWCADVANCE-26JUL06USABEL-BEL,KXWCADVANCE-26JUL06USABEL,KXWCADVANCE,Sports,TRUE,2000000,47,yes,1060000,940000,125583324,0.0159256813428509
overall,one_party_stake,5,2026-05-22,KXLALIGARELEGATION-26-OSA,KXLALIGARELEGATION-26,KXLALIGARELEGATION,Sports,TRUE,3480000,16,yes,2923200,556800,7256402,0.479576517398016
overall,one_party_stake,6,2026-05-22,KXLALIGARELEGATION-26-OSA,KXLALIGARELEGATION-26,KXLALIGARELEGATION,Sports,TRUE,3480000,17,yes,2888400,591600,7256402,0.479576517398016
overall,one_party_stake,31,2026-06-11,KXWCGAME-26JUN11KORCZE-TIE,KXWCGAME-26JUN11KORCZE,KXWCGAME,Sports,TRUE,1494619,32,yes,1016340.92,478278.08,58247934,0.0256596053690076
overall,one_party_stake,3,2026-02-08,KXMVESPORTSMULTIGAMEEXTENDED-S20267524AF37619-226F069E62F,KXMVESPORTSMULTIGAMEEXTENDED-S20267524AF37619,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,5000000,2,yes,4900000,1e+05,25011354,0.199909209233535
overall,one_party_stake,50,2026-02-08,KXMVESPORTSMULTIGAMEEXTENDED-S20267524AF37619-226F069E62F,KXMVESPORTSMULTIGAMEEXTENDED-S20267524AF37619,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,1000000,2,yes,980000,20000,25011354,0.0399818418467069
overall,one_party_stake,35,2026-06-30,KXMENWORLDCUP-26-DZA,KXMENWORLDCUP-26,KXMENWORLDCUP,Sports,TRUE,1000000,0.1,yes,999000,1000,1514797172,0.000660154387982974
overall,one_party_stake,23,2026-06-30,KXMENWORLDCUP-26-DZA,KXMENWORLDCUP-26,KXMENWORLDCUP,Sports,TRUE,1300000,0.1,yes,1298700,1300,1514797172,0.000858200704377866
overall,one_party_stake,24,2026-06-18,KXMENWORLDCUP-26-DZA,KXMENWORLDCUP-26,KXMENWORLDCUP,Sports,TRUE,1266130,0.1,yes,1264863.87,1266.13,1514797172,0.000835841275256883
overall,one_party_stake,15,2026-06-28,KXMENWORLDCUP-26-AT,KXMENWORLDCUP-26,KXMENWORLDCUP,Sports,TRUE,1895513,0.1,yes,1893617.487,1895.513,1514797172,0.00125133122442877
overall,one_party_stake,19,2026-06-28,KXMENWORLDCUP-26-SE,KXMENWORLDCUP-26,KXMENWORLDCUP,Sports,TRUE,1608443,0.1,yes,1606834.557,1608.443,1514797172,0.0010618207042705
overall,one_party_stake,12,2026-06-12,KXMENWORLDCUP-26-SC,KXMENWORLDCUP-26,KXMENWORLDCUP,Sports,TRUE,1979277,0.2,yes,1975318.446,3958.554,1514797172,0.00130662839658378
overall,one_party_stake,25,2026-06-21,KXMENWORLDCUP-26-AU,KXMENWORLDCUP-26,KXMENWORLDCUP,Sports,TRUE,1250000,0.1,no,1248750,1248750,1514797172,0.000825192984978718
overall,one_party_stake,36,2026-06-21,KXMENWORLDCUP-26-EC,KXMENWORLDCUP-26,KXMENWORLDCUP,Sports,TRUE,1000000,0.1,no,999000,999000,1514797172,0.000660154387982974
overall,one_party_stake,48,2024-12-31,SENATEAZ-24-D,SENATEAZ-24,SENATEAZ,Politics,FALSE,997436,99,"",987461.64,,35514247,0.028085517341815
overall,one_party_stake,13,2024-11-15,POPVOTE-24-D,POPVOTE-24,POPVOTE,Politics,FALSE,2000000,2,"",1960000,,82368078,0.0242812512876651
overall,one_party_stake,22,2024-11-15,POPVOTE-24-R,POPVOTE-24,POPVOTE,Politics,FALSE,1343232,98,"",1316367.36,,82368078,0.0163076768648165
overall,one_party_stake,28,2024-11-15,POPVOTE-24-R,POPVOTE-24,POPVOTE,Politics,FALSE,1195752,98,"",1171836.96,,82368078,0.0145171773948641
overall,one_party_stake,41,2024-11-26,POPVOTE-24-D,POPVOTE-24,POPVOTE,Politics,FALSE,1000000,1,"",990000,,82368078,0.0121406256438326
overall,one_party_stake,42,2026-03-16,KXNCAAMBGAME-26MAR19SIEDUKE-DUKE,KXNCAAMBGAME-26MAR19SIEDUKE,KXNCAAMBGAME,Sports,TRUE,1000000,99,yes,990000,990000,42436402,0.0235646744980878
overall,one_party_stake,17,2026-07-15,KXWCADVANCE-26JUL15ENGARG-ARG,KXWCADVANCE-26JUL15ENGARG,KXWCADVANCE,Sports,TRUE,1792501,99,no,1774575.99,17925.01,134175929,0.0133593336253331
overall,one_party_stake,44,2026-06-19,KXWCGAME-26JUN19SCOMAR-SCO,KXWCGAME-26JUN19SCOMAR,KXWCGAME,Sports,TRUE,1000000,1,yes,990000,10000,28243994,0.0354057574151871
overall,one_party_stake,16,2026-07-06,KXWCADVANCE-26JUL06PORESP-ESP,KXWCADVANCE-26JUL06PORESP,KXWCADVANCE,Sports,TRUE,1907003,99,no,1887932.97,19070.03,70131030,0.0271920004597109
overall,one_party_stake,39,2026-07-06,KXWCADVANCE-26JUL06PORESP-ESP,KXWCADVANCE-26JUL06PORESP,KXWCADVANCE,Sports,TRUE,1000000,99,no,990000,10000,70131030,0.0142590234308551
overall,one_party_stake,33,2026-07-22,KXMVESPORTSMULTIGAMEEXTENDED-S20265BB8F2EF46D-77CBCFDD3A4,KXMVESPORTSMULTIGAMEEXTENDED-S20265BB8F2EF46D,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,1000000,0,no,1e+06,1e+06,34612403,0.0288913774637375
overall,one_party_stake,34,2026-07-22,KXMVESPORTSMULTIGAMEEXTENDED-S20265BB8F2EF46D-77CBCFDD3A4,KXMVESPORTSMULTIGAMEEXTENDED-S20265BB8F2EF46D,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,1000000,0,no,1e+06,1e+06,34612403,0.0288913774637375
overall,one_party_stake,27,2026-07-22,KXMVESPORTSMULTIGAMEEXTENDED-S20265BB8F2EF46D-77CBCFDD3A4,KXMVESPORTSMULTIGAMEEXTENDED-S20265BB8F2EF46D,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,1200000,0,no,1200000,1200000,34612403,0.034669652956485
overall,one_party_stake,37,2026-07-18,KXWCADVANCE-26JUL18FRAENG-ENG,KXWCADVANCE-26JUL18FRAENG,KXWCADVANCE,Sports,TRUE,1000000,99,no,990000,10000,143710910,0.00695841394365953
overall,one_party_stake,14,2026-07-15,KXWCGOAL-26JUL15ENGARG-ARGLMESSI10-3,KXWCGOAL-26JUL15ENGARG-ARGLMESSI10,KXWCGOAL,Sports,TRUE,2000000,2,yes,1960000,40000,10022371,0.199553578689115
overall,one_party_stake,2,2026-06-05,KXMVESPORTSMULTIGAMEEXTENDED-S202637D6E1B4F28-CC2208F8F90,KXMVESPORTSMULTIGAMEEXTENDED-S202637D6E1B4F28,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,7812500,4,yes,7500000,312500,15625010,0.499999680000205
overall,one_party_stake,1,2026-06-05,KXMVESPORTSMULTIGAMEEXTENDED-S202637D6E1B4F28-CC2208F8F90,KXMVESPORTSMULTIGAMEEXTENDED-S202637D6E1B4F28,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,7812500,4,yes,7500000,312500,15625010,0.499999680000205
overall,one_party_stake,10,2026-07-10,KXWCGAME-26JUL10ESPBEL-BEL,KXWCGAME-26JUL10ESPBEL,KXWCGAME,Sports,TRUE,2484399,17,yes,2062051.17,422347.83,34608572,0.0717856547216106
overall,one_party_stake,38,2024-11-19,PRESPARTYGA-24-R,PRESPARTYGA-24,PRESPARTYGA,Politics,FALSE,1000000,99,"",990000,,20015705,0.0499607683066872
overall,one_party_stake,11,2025-11-04,KXMAYORNYCPARTY-25-AC,KXMAYORNYCPARTY-25,KXMAYORNYCPARTY,Politics,FALSE,2000000,1,"",1980000,,121452244,0.0164673779102838
overall,one_party_stake,40,2025-11-04,KXMAYORNYCPARTY-25-AC,KXMAYORNYCPARTY-25,KXMAYORNYCPARTY,Politics,FALSE,1000000,1,"",990000,,121452244,0.00823368895514191
overall,one_party_stake,4,2025-11-04,KXMAYORNYCPARTY-25-D,KXMAYORNYCPARTY-25,KXMAYORNYCPARTY,Politics,FALSE,3127823,99,"",3096544.77,,121452244,0.0257535216887388
overall,one_party_stake,8,2026-06-11,KXNBAGAME-26JUN13NYKSAS-NYK,KXNBAGAME-26JUN13NYKSAS,KXNBAGAME,Sports,TRUE,3608286,36,yes,2309303.04,1298982.96,155502355,0.0232040601571597
overall,one_party_stake,29,2026-07-21,KXMVESPORTSMULTIGAMEEXTENDED-S2026432AAA357D4-4FB47008207,KXMVESPORTSMULTIGAMEEXTENDED-S2026432AAA357D4,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,1068937,0,yes,1068937,0,21218999,0.0503764103104015
overall,one_party_stake,32,2026-07-21,KXMVESPORTSMULTIGAMEEXTENDED-S2026432AAA357D4-4FB47008207,KXMVESPORTSMULTIGAMEEXTENDED-S2026432AAA357D4,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,1000000,0,no,1e+06,1e+06,21218999,0.0471275765647569
overall,one_party_stake,26,2026-07-07,KXWCADVANCE-26JUL07SUICOL-COL,KXWCADVANCE-26JUL07SUICOL,KXWCADVANCE,Sports,TRUE,1950114,62,yes,1209070.68,1209070.68,21815851,0.0893897744351114
overall,one_party_stake,47,2024-12-05,PRES-2024-DJT,PRES-2024,PRES,Elections,FALSE,997623,99,"",987646.77,,537986877,0.00185436307584878
overall,one_party_stake,9,2024-12-05,PRES-2024-DJT,PRES-2024,PRES,Elections,FALSE,2227377,99,"",2205103.23,,537986877,0.00414020693668333
overall,one_party_stake,49,2024-12-05,PRES-2024-DJT,PRES-2024,PRES,Elections,FALSE,995788,99,"",985830.12,,537986877,0.00185095221198119
overall,one_party_stake,43,2024-12-05,PRES-2024-KH,PRES-2024,PRES,Elections,FALSE,1000000,1,"",990000,,537986877,0.00185878139923476
overall,one_party_stake,45,2024-12-05,PRES-2024-KH,PRES-2024,PRES,Elections,FALSE,999999,1,"",989999.01,,537986877,0.00185877954045336
overall,one_party_stake,20,2024-11-18,PRES-2024-DJT,PRES-2024,PRES,Elections,FALSE,1370000,98,"",1342600,,537986877,0.00254653051695162
overall,one_party_stake,7,2024-11-13,PRES-2024-DJT,PRES-2024,PRES,Elections,FALSE,2694776,97,"",2613932.72,,537986877,0.00500899950390426
overall,one_party_stake,46,2026-06-16,KXFEDDECISION-26JUN-H0,KXFEDDECISION-26JUN,KXFEDDECISION,Economics,FALSE,999323,99,yes,989329.77,989329.77,33132592,0.0301613287605147
overall,taker_stake,23,2026-06-26,KXWCGAME-26JUN26NORFRA-FRA,KXWCGAME-26JUN26NORFRA,KXWCGAME,Sports,TRUE,1300000,62,yes,806000,806000,71780795,0.0181106938144109
overall,taker_stake,49,2026-06-26,KXWCGAME-26JUN26NORFRA-FRA,KXWCGAME-26JUN26NORFRA,KXWCGAME,Sports,TRUE,800000,71,yes,568000,568000,71780795,0.0111450423473298
overall,taker_stake,11,2026-03-16,KXNCAAMBGAME-26MAR19SIEDUKE-DUKE,KXNCAAMBGAME-26MAR19SIEDUKE,KXNCAAMBGAME,Sports,TRUE,1000000,99,yes,990000,990000,42436402,0.0235646744980878
overall,taker_stake,19,2026-07-20,KXMVESPORTSMULTIGAMEEXTENDED-S202670489D48311-40E6BE2A815,KXMVESPORTSMULTIGAMEEXTENDED-S202670489D48311,KXMVESPORTSMULTIGAMEEXTENDED,Sports,TRUE,893819,0,no,893819,893819,29617668,0.0301785744914151
overall,taker_stake,37,2026-07-02,KXWCADVANCE-26JUL03ARGCPV-ARG,KXWCADVANCE-26JUL03ARGCPV,KXWCADVANCE,Sports,TRUE,703675,91,yes,640344.25,640344.25,135104801,0.00520836413503914
