date,report_ticker,pnl_gross,pnl_net,fees_taker,fees_maker,contracts_settled
2026-05-15,KXWTASERENA,-89.21,-104.18,14.97,0.0,1461
2026-05-15,KXWTASETWINNER,-36.47,-70.82,34.35,0.0,2120
2026-05-15,KXWTI,20155.51,13445.81,6709.7,0.0,729432
2026-05-15,KXWTIMIN,171.22,163.91,7.31,0.0,429
2026-05-15,KXWTIMINM,-182.41,-199.92,17.51,0.0,1293
2026-05-15,KXWTIW,-5434.59,-6921.61,1487.02,0.0,371167
2026-05-15,KXXRP,-5.48,-14.25,8.77,0.0,3053
2026-05-15,KXXRP15M,-2356.19,-5076.77,2720.58,0.0,312383
2026-05-15,KXXRPD,-271.47,-331.04,59.57,0.0,9201
2026-05-15,KXXRPMAXMON,52.72,-81.98,134.7,0.0,16811
2026-05-15,KXXRPMINMON,-118.83,-128.44,9.61,0.0,1075
2026-05-15,KXZECMINMON,-3.32,-3.73,0.41,0.0,103
2026-05-15,KXZELENSKYYOUT,0.3,0.27,0.03,0.0,10
2026-05-15,KXMAKERFIELDBY,1424.54,1281.96,142.58,0.0,8620
2026-05-15,KXWNBA1HSPREAD,574.31,211.49,362.82,0.0,31684
2026-05-15,KXTRUMPDELETE,0.06,0.05,0.01,0.0,2
2026-05-15,KXWISUPRTURNOUT,9.69,9.0,0.69,0.0,969
2026-05-15,KXWCSTAGEOFELIM,-194.86,-251.58,56.72,0.0,16205
2026-05-15,KXUSEDCARCPI,87.38,83.91,3.47,0.0,200
2026-05-15,KXUSFLYCAN,-205.58,-219.27,13.69,0.0,2064
2026-05-15,KXUSGASCPI,39.57,35.49,4.08,0.0,511
2026-05-15,KXUSLCUPGAME,-1010.81,-1107.84,97.03,0.0,8981
2026-05-15,KXUSRETAIL,-37.34,-39.34,2.0,0.0,134
2026-05-15,KXUSTURNOUT,217.05,201.31,15.74,0.0,4791
2026-05-15,KXUTPRIMARY,10.05,9.51,0.54,0.0,38
2026-05-15,KXVALORANTGAME,-49476.39,-72390.37,22913.98,0.0,1725887
2026-05-15,KXVALORANTMAP,3547.15,-4640.58,8187.73,0.0,593063
2026-05-15,KXVANCEMENTION,-3759.39,-4494.9,735.51,0.0,118236
2026-05-15,KXVANCEPAKISTAN,-0.59,-0.66,0.07,0.0,9
2026-05-15,KXVENEZUELALEADER2,-27.14,-29.4,2.26,0.0,718
2026-05-15,KXVENFUTVEGAME,-3259.3,-3783.71,524.41,0.0,43050
2026-05-15,KXVISITIRAN,-12.43,-15.72,3.29,0.0,1438
2026-05-15,KXVISITNYC,-2.23,-3.15,0.92,0.0,110
2026-05-15,KXVOTECOUNTSURVIVOR,-251.2,-279.37,28.17,0.0,4489
2026-05-15,KXVOTEHUBTRUMPUPDOWN,218.03,188.85,29.18,0.0,1702
2026-05-15,KXVOTEPRIMARY,70.39,41.42,28.97,0.0,35759
2026-05-15,KXWARRENSEAT,-479.29,-487.98,8.69,0.0,760
2026-05-15,KXWATSONRNC,675.87,650.28,25.59,0.0,1610
2026-05-15,KXWCGAME,-198.08,-300.32,102.24,0.0,8829
2026-05-15,KXWCGROUPGOALS,62.58,60.82,1.76,0.0,278
2026-05-15,KXWCGROUPQUAL,-812.87,-853.33,40.46,0.0,3236
2026-05-15,KXWCGROUPWIN,1355.99,1287.09,68.9,0.0,6779
2026-05-15,KXWCIRAN,55.44,51.64,3.8,0.0,550
2026-05-15,KXWCLOCATION,-8.88,-10.98,2.1,0.0,635
2026-05-15,KXWCROUND,-349.77,-382.49,32.72,0.0,2266
2026-05-15,KXWCSQUAD,2808.77,2462.17,346.6,0.0,29126
2026-05-15,KXWCSTAGE,-5.38,-5.89,0.51,0.0,197
2026-05-15,KXWEEKSNUM1,43.43,27.43,16.0,0.0,4170
2026-05-15,KXTRUMPCOUNTRIES,57.34,50.87,6.47,0.0,683
2026-05-15,KXTRUMPADMINLEAVE,-159.32,-167.73,8.41,0.0,494
2026-05-15,KXTRUMPACT,445.79,429.75,16.04,0.0,1871
2026-05-15,KXSENATEMER,5.24,4.88,0.36,0.0,262
2026-05-15,KXSENATEMTD,1003.86,990.78,13.08,0.0,1853
2026-05-15,KXSENATEMTR,-0.25,-0.27,0.02,0.0,5
2026-05-15,KXSENATENJR,-5.15,-5.58,0.43,0.0,25
2026-05-15,KXSENATEORD,0.0,-0.03,0.03,0.0,178
2026-05-15,KXSENATEORR,0.97,0.41,0.56,0.0,36
2026-05-15,KXSENATEREC,-1914.67,-2135.97,221.3,0.0,50584
2026-05-15,KXSENATESCR,473.86,442.95,30.91,0.0,4966
2026-05-15,KXSENATETXR,3894.36,3601.62,292.74,0.0,17853
2026-05-15,KXSEOULMAYOR,374.21,351.98,22.23,0.0,1769
2026-05-15,KXSERIEA1H,-61.95,-79.58,17.63,0.0,1024
2026-05-15,KXSERIEABTTS,31.43,30.17,1.26,0.0,71
2026-05-15,KXSERIEAGAME,1662.37,1542.62,119.75,30.65,13638
2026-05-15,KXSERIEASPREAD,-313.98,-331.72,17.74,0.0,1088
2026-05-15,KXSERIEATOP4,-149.9,-155.08,5.18,0.0,296
2026-05-15,KXSERIEATOTAL,6.5,6.27,0.23,0.0,13
2026-05-15,KXSERIEBGAME,304.21,-669.81,974.02,0.0,101447
2026-05-15,KXSHELTERCPI,0.83,0.53,0.3,0.0,40
2026-05-15,KXSHIBA,-1.89,-2.04,0.15,0.0,189
2026-05-15,KXSILVERD,-137.2,-187.73,50.53,0.0,3188
2026-05-15,KXSILVERMON,-41.6,-58.35,16.75,0.0,1202
2026-05-15,KXSILVERW,-1443.96,-1744.51,300.55,0.0,25903
2026-05-15,KXSLGREECE,-20.0,-21.39,1.39,0.0,2000
2026-05-15,KXSLGREECEGAME,67.78,63.9,3.88,0.0,259
2026-05-15,KXSLOVENIAPM,14.02,13.04,0.98,0.0,697
2026-05-15,KXSNLHOST,-115.99,-124.19,8.2,0.0,11599
2026-05-15,KXSNLMENTION,-979.5,-1163.26,183.76,0.0,14793
2026-05-15,KXSNOWFLAKE,15.88,13.43,2.45,0.0,182
2026-05-15,KXSOCCERPLAYMESSI,0.12,0.11,0.01,0.0,3
2026-05-15,KXSENATEMED,-121.66,-130.95,9.29,0.0,6683
2026-05-15,KXSOL15M,2241.54,-5393.88,7635.42,0.0,795974
2026-05-15,KXSENATELAR,-2485.06,-2936.46,451.4,0.0,63082
2026-05-15,KXSENATEKYR,-14.2,-16.36,2.16,0.0,911
2026-05-15,KXRANKLISTSONGSPOTUSA,-226.33,-420.09,193.76,0.0,55964
2026-05-15,KXRANKLISTSONGTOP10,0.61,0.56,0.05,0.0,7
2026-05-15,KXRECBILL,-60.93,-64.27,3.34,0.0,310
2026-05-15,KXRECNCH,973.66,892.58,81.08,0.0,11528
2026-05-15,KXRMAPLAYTOGETHER,29.99,25.77,4.22,0.0,240
2026-05-15,KXROCKETLEAGUE,262.82,245.16,17.66,0.0,1770
2026-05-15,KXROCKTHEBLOCK,715.93,674.96,40.97,0.0,4937
2026-05-15,KXROLEX,-0.18,-0.2,0.02,0.0,1
2026-05-15,KXRT,-1871.24,-3412.27,1541.03,0.0,221329
2026-05-15,KXRTX5090MON,10.69,9.43,1.26,0.0,84
2026-05-15,KXRTX5090W,1.0,0.93,0.07,0.0,100
2026-05-15,KXRUGBYESLMATCH,-4.06,-6.81,2.75,0.0,998
2026-05-15,KXRUGBYFRA14MATCH,-1.91,-2.24,0.33,0.0,52
2026-05-15,KXRUGBYNRLMATCH,17.6,-99.91,117.51,0.0,14188
2026-05-15,KXSAILGPRACE,185.44,171.08,14.36,0.0,1047
2026-05-15,KXSAUDIPLGAME,-36652.95,-41513.94,4860.99,0.0,486254
2026-05-15,KXSAUDIPLSPREAD,-2079.19,-2328.41,249.22,0.0,28461
2026-05-15,KXSAUDIPLTOTAL,-909.77,-3026.75,2116.98,0.0,175799
2026-05-15,KXSC01R,40.36,40.06,0.3,0.0,45
2026-05-15,KXSCOTTISHPREMGAME,247.55,60.65,186.9,0.0,13851
2026-05-15,KXSCOTUSMARIJUANAGUN,-27.53,-29.83,2.3,0.0,248
2026-05-15,KXSCPRIMARY,-72.0,-76.67,4.67,0.0,900
2026-05-15,KXSENATEALD,-153.64,-165.64,12.0,0.0,3586
2026-05-15,KXSENATEALR,-3625.86,-3862.33,236.47,0.0,15109
2026-05-15,KXSENATECOD,-14.91,-15.8,0.89,0.0,93
2026-05-15,KXSENATEGAR,2831.1,2671.36,159.74,0.0,9454
2026-05-15,KXSENATEIAR,-14.05,-15.0,0.95,0.0,377
2026-05-15,KXSENATEIDR,-0.6,-0.65,0.05,0.0,20
2026-05-15,KXSENATEKYD,-0.55,-0.7,0.15,0.0,28
2026-05-15,KXSENATELAD,12.15,8.47,3.68,0.0,478
2026-05-15,KXRANKLIST1SONG,-124.65,-133.19,8.54,0.0,4945
2026-05-15,KXSOLD,-269.65,-468.41,198.76,0.0,26645
2026-05-15,KXSOLMAXMON,-142.99,-161.71,18.72,0.0,1551
2026-05-15,KXTARIFFRATEINDIA,13.8,13.06,0.74,0.0,55
2026-05-15,KXTARIFFRATEPRC,235.83,226.09,9.74,0.0,576
2026-05-15,KXTEAMSINNBAEF,-2865.32,-3085.31,219.99,0.0,15174
2026-05-15,KXTEAMSINNBAF,3435.75,2488.62,947.13,0.0,123304
2026-05-15,KXTEAMSINNBAWF,-553.74,-650.62,96.88,0.0,29380
2026-05-15,KXTEAMSINSC,-3336.1,-3687.98,351.88,0.0,29800
2026-05-15,KXTECHRANKLISTAICODE,-46.04,-49.4,3.36,0.0,4731
2026-05-15,KXTEMPHELP,10.36,9.89,0.47,0.0,28
2026-05-15,KXTEMPNYCH,-64.09,-194.51,130.42,0.0,22724
2026-05-15,KXTGT,57.34,55.7,1.64,0.0,104
2026-05-15,KXTNOTEW,241.8,208.01,33.79,0.0,6180
2026-05-15,KXTOBACCPI,0.12,0.11,0.01,0.0,4
2026-05-15,KXTOL,-80.56,-94.1,13.54,0.0,3624
2026-05-15,KXTONYAWARDS,4436.19,4039.87,396.32,0.0,38576
2026-05-15,KXTOPALBUM,25.7,25.29,0.41,0.0,32
2026-05-15,KXTOPALBUMRECORD,-794.46,-922.05,127.59,0.0,11192
2026-05-15,KXTOPBBSPOTSDRA,-5255.32,-5508.87,253.55,0.0,36260
2026-05-15,KXTOPCHEF,-7.59,-38.18,30.59,0.0,6242
2026-05-15,KXTOPDRAKEALBUM,-244.39,-270.96,26.57,0.0,19729
2026-05-15,KXTOPMODEL,94.27,62.1,32.17,0.0,17280
2026-05-15,KXTOPMONTHLY,-4256.63,-4894.14,637.51,0.0,70011
2026-05-15,KXTOPSONG,492.08,449.82,42.26,0.0,13527
2026-05-15,KXTORNADO,853.05,781.14,71.91,0.0,5384
2026-05-15,KXTRANSGENDERSPORTSBAN,-100.38,-106.72,6.34,0.0,981
2026-05-15,KXTRILLIONAIRE,0.3,-0.11,0.41,0.0,74
2026-05-15,KXTRUEV,2978.09,2813.28,164.81,0.0,56324
2026-05-15,KXTRUFDEAD,1.53,1.47,0.06,0.0,3
2026-05-15,KXTRUFEGGS,-22.13,-26.53,4.4,0.0,304
2026-05-15,KXTRUFPDEBT,-19.5,-20.47,0.97,0.0,65
2026-05-15,KXTARIFFCHECKS,-4.45,-4.8,0.35,0.0,469
2026-05-15,KXSOLE,-191.62,-205.61,13.99,0.0,6618
2026-05-15,KXTAIWANLVL4,-8.13,-8.71,0.58,0.0,271
2026-05-15,KXSWISSLEAGUEGAME,-15.58,-16.87,1.29,0.0,88
2026-05-15,KXSOLMINMON,-65.24,-68.84,3.6,0.0,608
2026-05-15,KXSONGCHARTDRA,523.22,328.03,195.19,0.0,12212
2026-05-15,KXSONGRELEASE,-9.36,-10.02,0.66,0.0,752
2026-05-15,KXSONGRELEASEDATE,-12.19,-13.07,0.88,0.0,1219
2026-05-15,KXSONGRELEASEDATEAG,139.03,123.39,15.64,0.0,6256
2026-05-15,KXSOTHLEAVE,9.2,8.57,0.63,0.0,184
2026-05-15,KXSP500ADDQ,-10.3,-10.99,0.69,0.0,116
2026-05-15,KXSPACEXBANKPUBLIC,-106.22,-120.35,14.13,0.0,2876
2026-05-15,KXSPACEXCOUNT,-350.49,-591.66,241.17,0.0,39350
2026-05-15,KXSPACEXSTARSHIP,-11025.33,-11698.21,672.88,0.0,42047
2026-05-15,KXSPORTSEMMY,-176.3,-187.49,11.19,0.0,846
2026-05-15,KXSPOTIFY2D,162.49,145.47,17.02,0.0,10753
2026-05-15,KXSPOTIFYALBUMRELEASEDATEDRAKE,-23.61,-25.67,2.06,0.0,2361
2026-05-15,KXSPOTIFYALBUMW,114.58,101.14,13.44,0.0,12970
2026-05-15,KXSPOTIFYARTISTD,-21.94,-26.05,4.11,0.0,2637
2026-05-15,KXSPOTIFYARTISTW,73.4,63.4,10.0,0.0,10311
2026-05-15,KXSPOTIFYD,1616.66,1470.5,146.16,0.0,18595
2026-05-15,KXSPOTIFYGLOBALD,727.75,568.55,159.2,0.0,40279
2026-05-15,KXSQUASHMATCH,163.35,151.64,11.71,0.0,4844
2026-05-15,KXSTARMERCABLEAVE,67.99,64.69,3.3,0.0,219
2026-05-15,KXSTARWARS,-0.15,-0.17,0.02,0.0,15
2026-05-15,KXSTEAMPRICE,-167.92,-243.78,75.86,0.0,6962
2026-05-15,KXSUMOWIN,-125.06,-136.77,11.71,0.0,1815
2026-05-15,KXSUPERLIGGAME,-29084.83,-37024.29,7939.46,0.0,822807
2026-05-15,KXSURVIVOR,-10731.38,-11727.31,995.93,0.0,689056
2026-05-15,KXSUSPENDGASTAX,-0.61,-19.35,18.74,0.0,1577
2026-05-15,KXSWATCHLOW,543.97,491.75,52.22,0.0,47621
2026-05-15,KXSWENCOUNTERS,-7.64,-8.23,0.59,0.0,112
2026-05-15,KXSWISS10MILLION,18.23,17.4,0.83,0.0,50
2026-05-15,KXT20MATCH,1586.91,884.85,702.06,0.0,53766
2026-05-15,KXMAJORPROTEST,44.8,41.41,3.39,0.0,286
2026-05-15,KXLOWTOKC,156.89,136.88,20.01,0.0,7095
2026-05-15,KXLUTNICKANNOUNCEOUT,1.04,0.96,0.08,0.0,26
2026-05-15,KXCANNESJURYPRIZE,-10.74,-11.73,0.99,0.0,186
2026-05-15,KXCANNESPALMEDOR,93.62,53.6,40.02,0.0,4600
2026-05-15,KXCANPLGAME,3.92,3.79,0.13,0.0,7
2026-05-15,KXCAPEVERDEPARLI,7.35,7.01,0.34,0.0,21
2026-05-15,KXCAPRIMARY,339.69,299.16,40.53,0.0,7847
2026-05-15,KXCARDPRESENCEUFCWH,-425.44,-462.89,37.45,0.0,15232
2026-05-15,KXCAVA,2594.58,1856.07,738.51,0.0,138128
2026-05-15,KXCBAGAME,-6841.2,-9619.59,2778.39,0.0,335366
2026-05-15,KXCBDECISIONCANADA,0.04,0.02,0.02,0.0,2
2026-05-15,KXCBDECISIONEU,-377.04,-392.63,15.59,0.0,2939
2026-05-15,KXCBDECISIONINDIA,32.6,31.37,1.23,0.0,73
2026-05-15,KXCBDECISIONJAPAN,182.01,171.53,10.48,0.0,854
2026-05-15,KXCBDECISIONKOREA,-5.91,-6.48,0.57,0.0,134
2026-05-15,KXCANNESGRANDPRIX,-212.09,-225.13,13.04,0.0,1884
2026-05-15,KXCBDECISIONMEXICO,1.1,0.94,0.16,0.0,30
2026-05-15,KXCCACLEAR,181.4,170.32,11.08,0.0,1517
2026-05-15,KXCCAPRICE,494.4,476.79,17.61,0.0,1008
2026-05-15,KXCCCHGOFF,1.22,1.18,0.04,0.0,2
2026-05-15,KXCHAICUTS,-7.33,-7.9,0.57,0.0,36
2026-05-15,KXCHCUTS,-4.95,-5.25,0.3,0.0,33
2026-05-15,KXCHESSFIDERATINGTOP,326.25,320.98,5.27,0.0,525
2026-05-15,KXCHESSNORWAY,-691.23,-729.57,38.34,0.0,2968
2026-05-15,KXCHINAANNOUNCE,2117.71,1812.07,305.64,0.0,23473
2026-05-15,KXCHIPYOY,-38.29,-43.14,4.85,0.0,948
2026-05-15,KXCHLLDPGAME,6561.89,5666.29,895.6,0.0,108548
2026-05-15,KXCHNBSPMI,60.93,37.35,23.58,0.0,3586
2026-05-15,KXCHNSLGAME,17405.37,11641.5,5763.87,0.0,701941
2026-05-15,KXCHRETAIL,-106.52,-113.88,7.36,0.0,465
2026-05-15,KXCBDECISIONRUSSIA,-34.86,-35.12,0.26,0.0,102
2026-05-15,KXCANNESBESTDIRECTOR,-14.87,-15.85,0.98,0.0,166
2026-05-15,KXCANNESBESTACTRESS,-0.28,-1.9,1.62,0.0,246
2026-05-15,KXCANNESBESTACTOR,-9.24,-10.13,0.89,0.0,316
2026-05-15,KXBTC15M,-204213.29,-688207.82,483994.53,0.0,40949534
2026-05-15,KXBTC75VS100,-129.11,-182.54,53.43,0.0,5686
2026-05-15,KXBTCD,-532583.3,-819556.2,286972.9,0.0,27055280
2026-05-15,KXBTCMAX100,996.02,875.59,120.43,0.0,36158
2026-05-15,KXBTCMAX150,-98.75,-105.72,6.97,1.81,9875
2026-05-15,KXBTCMAXMON,596.21,-78.46,674.67,0.0,56938
2026-05-15,KXBTCMINMON,3385.43,3193.34,192.09,0.0,23435
2026-05-15,KXBTCMINY,2190.11,2014.38,175.73,0.0,10155
2026-05-15,KXBTCVSETH,35.24,33.14,2.1,0.0,235
2026-05-15,KXBULL,138.45,104.2,34.25,0.0,3174
2026-05-15,KXBUNDESLIGA1H,-63.47,-84.01,20.54,0.0,1454
2026-05-15,KXBUNDESLIGA2GAME,1.87,-0.42,2.29,0.0,186
2026-05-15,KXBUNDESLIGABTTS,-32.13,-57.72,25.59,0.0,1647
2026-05-15,KXBUNDESLIGAGAME,28796.23,26780.96,2015.27,507.83,160725
2026-05-15,KXBUNDESLIGARELEGATION,-5.94,-6.37,0.43,0.0,39
2026-05-15,KXBUNDESLIGASPREAD,879.37,780.99,98.38,0.0,13168
2026-05-15,KXBUNDESLIGATOP4,-14.77,-15.64,0.87,0.0,142
2026-05-15,KXBUNDESLIGATOTAL,-212.25,-357.36,145.11,0.0,8957
2026-05-15,KXCA01S,4.18,3.95,0.23,0.0,19
2026-05-15,KXCA11PERSON,12.2,11.51,0.69,0.0,61
2026-05-15,KXCA11PRIMARY,9.52,3.02,6.5,0.0,477
2026-05-15,KXCA22PRIMARY,154.89,147.07,7.82,0.0,446
2026-05-15,KXCA40PRIMARYADVANCE,-3.34,-3.66,0.32,0.0,51
2026-05-15,KXCABLEAVE,-85.67,-88.11,2.44,0.0,176
2026-05-15,KXCABOUT,1.1,-1.41,2.51,0.0,348
2026-05-15,KXCACPIYOY,-193.26,-216.74,23.48,0.0,2133
2026-05-15,KXCAGOVMATCHUP,-55.72,-85.51,29.79,0.0,3119
2026-05-15,KXCAGOVPRIMARY1ST,-6.79,-10.04,3.25,0.0,886
2026-05-15,KXCANHOUSTART,1325.57,1281.99,43.58,0.0,8133
2026-05-15,KXCHRISTAYLORCOUNTIES,161.5,150.18,11.32,0.0,16178
2026-05-15,KXCLAUDE,6.51,6.07,0.44,0.0,93
2026-05-15,KXCO8D,-7.64,-12.84,5.2,0.0,425
2026-05-15,KXCOD,-1395.41,-1457.03,61.62,0.0,4939
2026-05-15,KXDENSUPERLIGAGAME,-20.1,-20.64,0.54,0.0,34
2026-05-15,KXDFBPOKAL,0.13,0.12,0.01,0.0,1
2026-05-15,KXDIAZOUT,-267.84,-283.76,15.92,0.0,1598
2026-05-15,KXDIMAYORGAME,-56.65,-68.66,12.01,0.0,708
2026-05-15,KXDISAPPROVETARIFF,44.46,41.42,3.04,0.0,1482
2026-05-15,KXDJTATTACKWARSH,-4.64,-4.92,0.28,0.0,28
2026-05-15,KXDOGE,-675.68,-733.74,58.06,0.0,8997
2026-05-15,KXDOGE15M,-492.26,-1478.56,986.3,0.0,148608
2026-05-15,KXDOGED,-235.62,-261.89,26.27,0.0,7626
2026-05-15,KXDOGEMAXMON,77.68,73.25,4.43,0.0,307
2026-05-15,KXDOGEMINMON,-71.62,-75.68,4.06,0.0,232
2026-05-15,KXDOTA2GAME,-1019.67,-5279.44,4259.77,0.0,333832
2026-05-15,KXDOTA2MAP,-1317.11,-2783.24,1466.13,0.0,131116
2026-05-15,KXDRAKEMENTION,-8183.92,-9943.24,1759.32,0.0,456805
2026-05-15,KXEARNINGSMENTIONBULL,-4.16,-4.46,0.3,0.0,19
2026-05-15,KXEARNINGSMENTIONCAVA,-134.45,-141.59,7.14,0.0,550
2026-05-15,KXEARNINGSMENTIONDE,7.61,7.15,0.46,0.0,51
2026-05-15,KXEARNINGSMENTIONHD,-742.91,-765.95,23.04,0.0,1454
2026-05-15,KXEARNINGSMENTIONNVDA,-346.38,-358.05,11.67,0.0,791
2026-05-15,KXEARNINGSMENTIONTGT,91.97,86.05,5.92,0.0,396
2026-05-15,KXEARNINGSMENTIONTOL,14.83,14.27,0.56,0.0,52
2026-05-15,KXEARNINGSMENTIONURBN,-11.28,-11.83,0.55,0.0,42
2026-05-15,KXEARNINGSMENTIONWMT,-7.25,-8.82,1.57,0.0,123
2026-05-15,KXEARTHQUAKE,150.85,82.49,68.36,0.0,4229
2026-05-15,KXECONSTATCPI,-3.91,-4.18,0.27,0.0,98
2026-05-15,KXECONSTATCPICORE,-194.45,-205.05,10.6,0.0,738
2026-05-15,KXECONSTATCPIYOY,84.11,65.31,18.8,0.0,2236
2026-05-15,KXECULPGAME,13993.14,6870.0,7123.14,0.0,643378
2026-05-15,KXEFLPROMO,432.57,413.18,19.39,0.0,1161
2026-05-15,KXDEGFK,7.98,7.63,0.35,0.0,21
2026-05-15,KXBTC,7527.77,1764.75,5763.02,0.0,736848
2026-05-15,KXDEGDPYOYF,-0.62,-0.67,0.05,0.0,26
2026-05-15,KXDEBATEMENTION,-52.69,-56.66,3.97,0.0,4863
2026-05-15,KXCODGAME,5032.75,-964.4,5997.15,0.0,545920
2026-05-15,KXCODMAP,3218.55,2225.14,993.41,0.0,139089
2026-05-15,KXCODTOTALMAPS,-1149.02,-1357.81,208.79,0.0,22011
2026-05-15,KXCOLOMBIA1R2,233.86,229.93,3.93,0.0,343
2026-05-15,KXCOLOMBIAPRES,199.47,135.18,64.29,0.0,4062
2026-05-15,KXCOLOMBIAPRES1R,-81.19,-87.42,6.23,0.0,595
2026-05-15,KXCOLOMBIAPRESR1,1951.48,1892.89,58.59,0.0,5665
2026-05-15,KXCONMEBOLLIBGAME,-1578.56,-1738.19,159.63,0.0,15620
2026-05-15,KXCONNSMYTHE,106.63,95.97,10.66,2.7,1077
2026-05-15,KXCOPPERD,-2.37,-2.48,0.11,0.0,6
2026-05-15,KXCOPPERMON,144.0,137.98,6.02,0.0,359
2026-05-15,KXCOPPERW,-9634.89,-9925.81,290.92,0.0,24294
2026-05-15,KXCOST,268.78,234.03,34.75,0.0,7532
2026-05-15,KXCOUNTYCHAMPMATCH,13.64,-5.91,19.55,0.0,1373
2026-05-15,KXCPI,-1023.84,-1079.51,55.67,14.46,4293
2026-05-15,KXCPICORE,4.22,0.92,3.3,0.0,438
2026-05-15,KXCPICOREYOY,-70.39,-86.83,16.44,0.0,1191
2026-05-15,KXCPIYOY,-984.58,-1046.7,62.12,16.39,8250
2026-05-15,KXCRICKETTESTMATCH,27.22,-26.08,53.3,0.0,3043
2026-05-15,KXCRITICALITY,2.07,1.94,0.13,0.0,12
2026-05-15,KXCRYPTOSTRUCTURE,524.77,465.01,59.76,0.0,6136
2026-05-15,KXCS2,572.35,218.45,353.9,0.0,34118
2026-05-15,KXCS2GAME,88918.02,18454.88,70463.14,0.0,5377955
2026-05-15,KXCS2MAP,-8337.46,-28339.88,20002.42,0.0,1475755
2026-05-15,KXCS2TOTALMAPS,3350.45,2168.65,1181.8,0.0,99539
2026-05-15,KXCYCLING,5.66,0.91,4.75,0.0,946
2026-05-15,KXCZEFLGAME,-97.42,-109.38,11.96,0.0,717
2026-05-15,KXDAILYSHOW,356.65,336.05,20.6,0.0,3087
2026-05-15,KXDCMAYORD,31.95,30.48,1.47,0.0,91
2026-05-15,KXDECPIPREL,-504.64,-518.3,13.66,0.0,968
2026-05-15,KXEGGS,-87.73,-92.59,4.86,1.24,372
2026-05-15,KXBSLGAME,0.21,0.19,0.02,0.0,1
2026-05-15,KXBRENTMON,-3384.37,-3521.98,137.61,0.0,9608
2026-05-15,KXAIREVIEW,49.5,44.64,4.86,0.0,603
2026-05-15,KXAIRFARECPI,-214.6,-222.48,7.88,0.0,456
2026-05-15,KXAISPIKE,129.48,119.3,10.18,0.0,2535
2026-05-15,KXALBUMDEBUT,-2355.35,-2579.97,224.62,0.0,44935
2026-05-15,KXALBUMEQUIV,-6077.41,-7717.69,1640.28,0.0,144549
2026-05-15,KXALBUMLENGTH,16.11,-39.69,55.8,0.0,55264
2026-05-15,KXALBUMRELEASE,649.65,626.9,22.75,0.0,1467
2026-05-15,KXALBUMRELEASEDATEBEY,11.51,10.69,0.82,0.0,69
2026-05-15,KXALBUMRELEASEDATETRIPPIE,-0.65,-1.68,1.03,0.0,128
2026-05-15,KXALBUMRELEASEDATEUZI,120.12,113.56,6.56,0.0,544
2026-05-15,KXALBUMSALES,359.17,137.04,222.13,0.0,21385
2026-05-15,KXALBUMSTREAMSU,0.01,-1.68,1.69,0.0,637
2026-05-15,KXALBUMTRACKS,543.82,452.91,90.91,0.0,85517
2026-05-15,KXAHLGAME,-300.19,-482.92,182.73,0.0,11048
2026-05-15,KXALEAGUEGAME,-8533.36,-10276.7,1743.34,0.0,160365
2026-05-15,KXALEAGUETOTAL,-4177.44,-5541.86,1364.42,0.0,107411
2026-05-15,KXALIENS,-844.9,-908.8,63.9,0.0,24108
2026-05-15,KXALLSVENSKANGAME,-2.79,-2.95,0.16,0.0,9
2026-05-15,KXALPRIMARY,32.58,30.7,1.88,0.0,181
2026-05-15,KXAMA,-248.97,-258.68,9.71,0.0,739
2026-05-15,KXANIMEAOTY,-53.45,-63.66,10.21,0.0,1278
2026-05-15,KXANIMEBA,193.02,185.58,7.44,0.0,826
2026-05-15,KXANIMEBAC,-21.98,-23.18,1.2,0.0,90
2026-05-15,KXANIMEBC,-31.92,-33.43,1.51,0.0,96
2026-05-15,KXANIMEBCD,4.25,4.03,0.22,0.0,14
2026-05-15,KXANIMEBCS,-455.44,-479.38,23.94,0.0,1653
2026-05-15,KXANIMEBES,5.13,4.97,0.16,0.0,9
2026-05-15,KXANIMEBF,22.61,19.68,2.93,0.0,181
2026-05-15,KXALEAGUESPREAD,743.16,629.01,114.15,0.0,13478
2026-05-15,KXAGNOMTXR,-3.97,-4.22,0.25,0.0,20
2026-05-15,KXAGNOMTXD,-14.5,-15.57,1.07,0.0,550
2026-05-15,KXAGNOMGAR,48.43,45.67,2.76,0.0,249
2026-05-15,KX10SONG,75.95,72.2,3.75,0.0,263
2026-05-15,KX10Y3M,-0.2,-0.22,0.02,0.0,20
2026-05-15,KX14AMENDCASE,-528.5,-579.88,51.38,0.0,9012
2026-05-15,KX1ALBUM,-59.63,-64.13,4.5,0.0,3015
2026-05-15,KX1SONG,472.04,426.19,45.85,0.0,4181
2026-05-15,KX20SONG,99.64,94.67,4.97,0.0,519
2026-05-15,KX60MINMENTION,182.56,170.72,11.84,0.0,990
2026-05-15,KXA100W,0.01,0.0,0.01,0.0,1
2026-05-15,KXAAAGASD,-1273.02,-1709.99,436.97,0.0,47798
2026-05-15,KXLUTNICKOUT,-289.93,-317.78,27.85,0.0,2893
2026-05-15,KXAAAGASMAXNY,-0.78,-0.84,0.06,0.0,13
2026-05-15,KXAAAGASW,-166.46,-920.96,754.5,0.0,134821
2026-05-15,KXABAGAME,-11149.49,-13599.01,2449.52,0.0,244399
2026-05-15,KXACBGAME,-4.09,-8.75,4.66,0.0,412
