market_key,market_name,kalshi_category,contracts,fees_total,n_outcomes,winner,winner_ticker,report_ticker,is_sports,top_outcome,i.market_name,i.fees_total,i.winner,i.winner_ticker
KXNCAAFGAME-25DEC27PSUCLEM,KXNCAAFGAME-25DEC27PSUCLEM,Sports,8658915,194497.289999999,1,"",KXNCAAFGAME-25DEC27PSUCLEM-PSU,KXNCAAFGAME,TRUE,KXNCAAFGAME-25DEC27PSUCLEM-CLEM,KXNCAAFGAME-25DEC27PSUCLEM,194497.289999999,"",KXNCAAFGAME-25DEC27PSUCLEM-PSU
KXNBAGAME-25OCT28PHIWAS,KXNBAGAME-25OCT28PHIWAS,Sports,8658478,189450.159999996,1,"",KXNBAGAME-25OCT28PHIWAS-PHI,KXNBAGAME,TRUE,KXNBAGAME-25OCT28PHIWAS-PHI,KXNBAGAME-25OCT28PHIWAS,151446.679999998,"",KXNBAGAME-25OCT28PHIWAS-PHI
KXNBAGAME-26APR08ATLCLE,KXNBAGAME-26APR08ATLCLE,Sports,8651923,218829.769999998,1,"If Cleveland wins the Atlanta at Cleveland professional basketball game originally scheduled for Apr 8, 2026, then the market resolves to Yes.",KXNBAGAME-26APR08ATLCLE-CLE,KXNBAGAME,TRUE,KXNBAGAME-26APR08ATLCLE-CLE,KXNBAGAME-26APR08ATLCLE,218829.769999998,"If Cleveland wins the Atlanta at Cleveland professional basketball game originally scheduled for Apr 8, 2026, then the market resolves to Yes.",KXNBAGAME-26APR08ATLCLE-CLE
KXNBAGAME-26MAR05LALDEN,KXNBAGAME-26MAR05LALDEN,Sports,8626681,197746.909999997,1,"",KXNBAGAME-26MAR05LALDEN-DEN,KXNBAGAME,TRUE,KXNBAGAME-26MAR05LALDEN-LAL,KXNBAGAME-26MAR05LALDEN,197746.909999997,"",KXNBAGAME-26MAR05LALDEN-DEN
KXNCAAFGAME-25SEP13TXAMND,KXNCAAFGAME-25SEP13TXAMND,Sports,8624228,187601.21,1,"",KXNCAAFGAME-25SEP13TXAMND-TXAM,KXNCAAFGAME,TRUE,KXNCAAFGAME-25SEP13TXAMND-TXAM,KXNCAAFGAME-25SEP13TXAMND,187601.21,"",KXNCAAFGAME-25SEP13TXAMND-TXAM
KXNCAAFGAME-25DEC23WKUUSM,KXNCAAFGAME-25DEC23WKUUSM,Sports,8622786,208914.61,1,"",KXNCAAFGAME-25DEC23WKUUSM-WKU,KXNCAAFGAME,TRUE,KXNCAAFGAME-25DEC23WKUUSM-WKU,KXNCAAFGAME-25DEC23WKUUSM,208914.61,"",KXNCAAFGAME-25DEC23WKUUSM-WKU
KXNFLGAME-25OCT05TENARI,KXNFLGAME-25OCT05TENARI,Sports,8608846,127234.11,1,"",KXNFLGAME-25OCT05TENARI-TEN,KXNFLGAME,TRUE,KXNFLGAME-25OCT05TENARI-TEN,KXNFLGAME-25OCT05TENARI,127234.11,"",KXNFLGAME-25OCT05TENARI-TEN
KXNCAAFGAME-25OCT03WVUBYU,KXNCAAFGAME-25OCT03WVUBYU,Sports,8591595,62532.1299999979,1,"",KXNCAAFGAME-25OCT03WVUBYU-BYU,KXNCAAFGAME,TRUE,KXNCAAFGAME-25OCT03WVUBYU-WVU,KXNCAAFGAME-25OCT03WVUBYU,62532.1299999979,"",KXNCAAFGAME-25OCT03WVUBYU-BYU
POWER-24-RH-RS,,Politics,8584606,98794.8399999993,1,,,POWER,FALSE,POWER-24-RH-RS-RP,"",98794.8399999993,"",""
KXMLBGAME-25OCT08MILCHC,KXMLBGAME-25OCT08MILCHC,Sports,8579522,195859,1,"",KXMLBGAME-25OCT08MILCHC-CHC,KXMLBGAME,TRUE,KXMLBGAME-25OCT08MILCHC-MIL,KXMLBGAME-25OCT08MILCHC,156577.480000001,"",KXMLBGAME-25OCT08MILCHC-CHC
KXSECDEF-26DEC31,KXSECDEF-26DEC31,Politics,8545836,116029.439999999,1,Pete Hegseth,KXSECDEF-26DEC31-PH,KXSECDEF,FALSE,KXSECDEF-26DEC31-PH,KXSECDEF-26DEC31,116029.439999999,Pete Hegseth,KXSECDEF-26DEC31-PH
KXNBAGAME-26MAR09NYKLAC,KXNBAGAME-26MAR09NYKLAC,Sports,8538917,222000.240000001,1,"",KXNBAGAME-26MAR09NYKLAC-LAC,KXNBAGAME,TRUE,KXNBAGAME-26MAR09NYKLAC-NYK,KXNBAGAME-26MAR09NYKLAC,222000.240000001,"",KXNBAGAME-26MAR09NYKLAC-LAC
KXSENATETXD-26,KXSENATETXD-26,Politics,8528627,103826.800000002,1,"",KXSENATETXD-26-JTAL,KXSENATETXD,FALSE,KXSENATETXD-26-JCRO,KXSENATETXD-26,103826.800000002,"",KXSENATETXD-26-JTAL
KXNBAGAME-25DEC25DALGSW,KXNBAGAME-25DEC25DALGSW,Sports,8523940,140646.91,1,"",KXNBAGAME-25DEC25DALGSW-GSW,KXNBAGAME,TRUE,KXNBAGAME-25DEC25DALGSW-DAL,KXNBAGAME-25DEC25DALGSW,112387.389999996,"",KXNBAGAME-25DEC25DALGSW-GSW
KXPGA-25,PGA Championship,Sports,8517055,196084.859999998,1,"",KXPGA-25-SS,KXPGA,TRUE,KXPGA-25-SS,PGA Championship,196084.859999998,"",KXPGA-25-SS
KXNCAAFGAME-25OCT25TXAMLSU,KXNCAAFGAME-25OCT25TXAMLSU,Sports,8481365,212675.36,1,"",KXNCAAFGAME-25OCT25TXAMLSU-TXAM,KXNCAAFGAME,TRUE,KXNCAAFGAME-25OCT25TXAMLSU-TXAM,KXNCAAFGAME-25OCT25TXAMLSU,212675.36,"",KXNCAAFGAME-25OCT25TXAMLSU-TXAM
KXNCAAFGAME-25OCT10RUTGWASH,KXNCAAFGAME-25OCT10RUTGWASH,Sports,8477468,162783.640000001,1,"",KXNCAAFGAME-25OCT10RUTGWASH-WASH,KXNCAAFGAME,TRUE,KXNCAAFGAME-25OCT10RUTGWASH-RUTG,KXNCAAFGAME-25OCT10RUTGWASH,162783.640000001,"",KXNCAAFGAME-25OCT10RUTGWASH-WASH
KXNBAGAME-26MAR08NYKLAL,KXNBAGAME-26MAR08NYKLAL,Sports,8474176,227154.499999997,1,"",KXNBAGAME-26MAR08NYKLAL-LAL,KXNBAGAME,TRUE,KXNBAGAME-26MAR08NYKLAL-NYK,KXNBAGAME-26MAR08NYKLAL,227154.499999997,"",KXNBAGAME-26MAR08NYKLAL-LAL
KXNFLGAME-25NOV02INDPIT,KXNFLGAME-25NOV02INDPIT,Sports,8471796,179370.799999997,1,"",KXNFLGAME-25NOV02INDPIT-PIT,KXNFLGAME,TRUE,KXNFLGAME-25NOV02INDPIT-IND,KXNFLGAME-25NOV02INDPIT,179370.799999997,"",KXNFLGAME-25NOV02INDPIT-PIT
KXMARMAD-25R8G1,KXMARMAD-25R8G1,Sports,8455292,172020.799999998,1,"",KXMARMAD-25R8G1-AUB,KXMARMAD,TRUE,KXMARMAD-25R8G1-AUB,KXMARMAD-25R8G1,137067.069999999,"",KXMARMAD-25R8G1-AUB
KXNCAAMBGAME-26MAR20PVFLA,KXNCAAMBGAME-26MAR20PVFLA,Sports,8437579,10890.8900000003,1,"",KXNCAAMBGAME-26MAR20PVFLA-FLA,KXNCAAMBGAME,TRUE,KXNCAAMBGAME-26MAR20PVFLA-PV,KXNCAAMBGAME-26MAR20PVFLA,10890.8900000003,"",KXNCAAMBGAME-26MAR20PVFLA-FLA
KXNCAAFGAME-25OCT25BYUISU,KXNCAAFGAME-25OCT25BYUISU,Sports,8433734,160232.529999998,1,"",KXNCAAFGAME-25OCT25BYUISU-BYU,KXNCAAFGAME,TRUE,KXNCAAFGAME-25OCT25BYUISU-BYU,KXNCAAFGAME-25OCT25BYUISU,160232.529999998,"",KXNCAAFGAME-25OCT25BYUISU-BYU
KXNBAGAME-25DEC02OKCGSW,KXNBAGAME-25DEC02OKCGSW,Sports,8416770,143592.869999996,1,"",KXNBAGAME-25DEC02OKCGSW-OKC,KXNBAGAME,TRUE,KXNBAGAME-25DEC02OKCGSW-GSW,KXNBAGAME-25DEC02OKCGSW,114754.839999999,"",KXNBAGAME-25DEC02OKCGSW-OKC
KXNCAAFGAME-25OCT04MIAFSU,KXNCAAFGAME-25OCT04MIAFSU,Sports,8398084,181094.609999997,1,"",KXNCAAFGAME-25OCT04MIAFSU-MIA,KXNCAAFGAME,TRUE,KXNCAAFGAME-25OCT04MIAFSU-MIA,KXNCAAFGAME-25OCT04MIAFSU,181094.609999997,"",KXNCAAFGAME-25OCT04MIAFSU-MIA
KXNBAGAME-26FEB06MIABOS,KXNBAGAME-26FEB06MIABOS,Sports,8394342,225668.469999994,1,"",KXNBAGAME-26FEB06MIABOS-BOS,KXNBAGAME,TRUE,KXNBAGAME-26FEB06MIABOS-BOS,KXNBAGAME-26FEB06MIABOS,180349.26,"",KXNBAGAME-26FEB06MIABOS-BOS
KXNCAAMBBIG10-26,KXNCAAMBBIG10-26,Sports,8382867,166363.939999999,1,"",KXNCAAMBBIG10-26-PUR,KXNCAAMBBIG10,TRUE,KXNCAAMBBIG10-26-MICH,KXNCAAMBBIG10-26,166363.939999999,"",KXNCAAMBBIG10-26-PUR
KXNCAAFGAME-25OCT18USCND,KXNCAAFGAME-25OCT18USCND,Sports,8363718,137082.990000002,1,"",KXNCAAFGAME-25OCT18USCND-ND,KXNCAAFGAME,TRUE,KXNCAAFGAME-25OCT18USCND-USC,KXNCAAFGAME-25OCT18USCND,137082.990000002,"",KXNCAAFGAME-25OCT18USCND-ND
KXNBAGAME-26FEB09DETCHA,KXNBAGAME-26FEB09DETCHA,Sports,8346222,215917.129999993,1,"",KXNBAGAME-26FEB09DETCHA-DET,KXNBAGAME,TRUE,KXNBAGAME-26FEB09DETCHA-DET,KXNBAGAME-26FEB09DETCHA,172510.469999996,"",KXNBAGAME-26FEB09DETCHA-DET
KXNCAAMBGAME-26MAR19HPWIS,KXNCAAMBGAME-26MAR19HPWIS,Sports,8330078,166645.17,1,"The following market refers to the team who wins the High Point at Wisconsin men's college basketball game originally scheduled for Mar 19, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR19HPWIS-HP,KXNCAAMBGAME,TRUE,KXNCAAMBGAME-26MAR19HPWIS-HP,KXNCAAMBGAME-26MAR19HPWIS,166645.17,"The following market refers to the team who wins the High Point at Wisconsin men's college basketball game originally scheduled for Mar 19, 2026. If this game is postponed or delayed, the market will remain open and close after the rescheduled game has finished (within two weeks). If the cancelled game is not played or is rescheduled further than two weeks out, the market will resolve to a fair price for each team in accordance with the rules. Kalshi is not affiliated,  associated,  authorized, endorsed by, or in any way officially connected with the NCAA. All trademarks, logos, and brand names are the property of their respective owners.",KXNCAAMBGAME-26MAR19HPWIS-HP
KXNBAGAME-25MAY21INDNYK,KXNBAGAME-25MAY21INDNYK,Sports,8322622,213095.279999992,1,"",KXNBAGAME-25MAY21INDNYK-IND,KXNBAGAME,TRUE,KXNBAGAME-25MAY21INDNYK-IND,KXNBAGAME-25MAY21INDNYK,178090.959999999,"",KXNBAGAME-25MAY21INDNYK-IND
KXNBAGAME-25NOV25LACLAL,KXNBAGAME-25NOV25LACLAL,Sports,8316245,199006.059999997,1,"",KXNBAGAME-25NOV25LACLAL-LAL,KXNBAGAME,TRUE,KXNBAGAME-25NOV25LACLAL-LAL,KXNBAGAME-25NOV25LACLAL,159105.610000001,"",KXNBAGAME-25NOV25LACLAL-LAL
KXNBAGAME-26FEB06LACSAC,KXNBAGAME-26FEB06LACSAC,Sports,8305975,251103.209999996,1,"",KXNBAGAME-26FEB06LACSAC-LAC,KXNBAGAME,TRUE,KXNBAGAME-26FEB06LACSAC-LAC,KXNBAGAME-26FEB06LACSAC,200715.260000001,"",KXNBAGAME-26FEB06LACSAC-LAC
KXNBAGAME-25OCT28LACGSW,KXNBAGAME-25OCT28LACGSW,Sports,8289978,233601.769999995,1,"",KXNBAGAME-25OCT28LACGSW-GSW,KXNBAGAME,TRUE,KXNBAGAME-25OCT28LACGSW-GSW,KXNBAGAME-25OCT28LACGSW,186784.079999998,"",KXNBAGAME-25OCT28LACGSW-GSW
KXNBAGAME-26FEB02NOPCHA,KXNBAGAME-26FEB02NOPCHA,Sports,8274339,213474.939999994,1,"",KXNBAGAME-26FEB02NOPCHA-CHA,KXNBAGAME,TRUE,KXNBAGAME-26FEB02NOPCHA-CHA,KXNBAGAME-26FEB02NOPCHA,170636.209999997,"",KXNBAGAME-26FEB02NOPCHA-CHA
KXNCAAFGAME-25NOV07TULNMEM,KXNCAAFGAME-25NOV07TULNMEM,Sports,8248665,166754.4,1,"",KXNCAAFGAME-25NOV07TULNMEM-TULN,KXNCAAFGAME,TRUE,KXNCAAFGAME-25NOV07TULNMEM-MEM,KXNCAAFGAME-25NOV07TULNMEM,166754.4,"",KXNCAAFGAME-25NOV07TULNMEM-TULN
KXNBAGAME-26FEB03PHIGSW,KXNBAGAME-26FEB03PHIGSW,Sports,8240267,214433.999999994,1,"",KXNBAGAME-26FEB03PHIGSW-PHI,KXNBAGAME,TRUE,KXNBAGAME-26FEB03PHIGSW-PHI,KXNBAGAME-26FEB03PHIGSW,171412.819999999,"",KXNBAGAME-26FEB03PHIGSW-PHI
KXNBAGAME-26MAR15PORPHI,KXNBAGAME-26MAR15PORPHI,Sports,8221374,196067.129999992,1,"",KXNBAGAME-26MAR15PORPHI-PHI,KXNBAGAME,TRUE,KXNBAGAME-26MAR15PORPHI-PHI,KXNBAGAME-26MAR15PORPHI,196067.129999992,"",KXNBAGAME-26MAR15PORPHI-PHI
KXNCAAFGAME-25OCT11WSUMISS,KXNCAAFGAME-25OCT11WSUMISS,Sports,8174140,51830.6699999999,1,"",KXNCAAFGAME-25OCT11WSUMISS-MISS,KXNCAAFGAME,TRUE,KXNCAAFGAME-25OCT11WSUMISS-WSU,KXNCAAFGAME-25OCT11WSUMISS,51830.6699999999,"",KXNCAAFGAME-25OCT11WSUMISS-MISS
KXNCAAFGAME-26JAN02RICETXST,KXNCAAFGAME-26JAN02RICETXST,Sports,8152381,77511.9599999998,1,"",KXNCAAFGAME-26JAN02RICETXST-TXST,KXNCAAFGAME,TRUE,KXNCAAFGAME-26JAN02RICETXST-RICE,KXNCAAFGAME-26JAN02RICETXST,77511.9599999998,"",KXNCAAFGAME-26JAN02RICETXST-TXST
KXNFLGAME-25NOV30MINSEA,KXNFLGAME-25NOV30MINSEA,Sports,8135220,87644.8099999979,1,"",KXNFLGAME-25NOV30MINSEA-SEA,KXNFLGAME,TRUE,KXNFLGAME-25NOV30MINSEA-MIN,KXNFLGAME-25NOV30MINSEA,87644.8099999979,"",KXNFLGAME-25NOV30MINSEA-SEA
KXNBAGAME-26JAN13SASOKC,KXNBAGAME-26JAN13SASOKC,Sports,8107551,140467.71,1,"",KXNBAGAME-26JAN13SASOKC-OKC,KXNBAGAME,TRUE,KXNBAGAME-26JAN13SASOKC-SAS,KXNBAGAME-26JAN13SASOKC,112250.680000005,"",KXNBAGAME-26JAN13SASOKC-OKC
KXNFLGAME-25NOV02MINDET,KXNFLGAME-25NOV02MINDET,Sports,8105944,166708.719999999,1,"",KXNFLGAME-25NOV02MINDET-MIN,KXNFLGAME,TRUE,KXNFLGAME-25NOV02MINDET-DET,KXNFLGAME-25NOV02MINDET,166708.719999999,"",KXNFLGAME-25NOV02MINDET-MIN
KXNFLSBMVP-26,Pro Football Championship Game MVP,Sports,8101023,293807.239999991,1,"",KXNFLSBMVP-26-KWALKER9,KXNFLSBMVP,TRUE,KXNFLSBMVP-26-KWALKER9,Pro Football Championship Game MVP,293807.239999991,"",KXNFLSBMVP-26-KWALKER9
KXNBAGAME-26JAN24LALDAL,KXNBAGAME-26JAN24LALDAL,Sports,8087379,199830.639999999,1,"",KXNBAGAME-26JAN24LALDAL-LAL,KXNBAGAME,TRUE,KXNBAGAME-26JAN24LALDAL-LAL,KXNBAGAME-26JAN24LALDAL,159697.759999999,"",KXNBAGAME-26JAN24LALDAL-LAL
KXNBAGAME-26JAN09MILLAL,KXNBAGAME-26JAN09MILLAL,Sports,8087291,227237.889999998,1,"",KXNBAGAME-26JAN09MILLAL-MIL,KXNBAGAME,TRUE,KXNBAGAME-26JAN09MILLAL-LAL,KXNBAGAME-26JAN09MILLAL,181647.450000001,"",KXNBAGAME-26JAN09MILLAL-MIL
KXWMARMAD-26,College Basketball National Championship,Sports,8066573,204573.310000002,1,,,KXWMARMAD,TRUE,KXWMARMAD-26-SCAR,College Basketball National Championship,204573.310000002,"",""
KXNBAGAME-25NOV18GSWORL,KXNBAGAME-25NOV18GSWORL,Sports,8006907,178576.899999999,1,"",KXNBAGAME-25NOV18GSWORL-ORL,KXNBAGAME,TRUE,KXNBAGAME-25NOV18GSWORL-GSW,KXNBAGAME-25NOV18GSWORL,142737.36,"",KXNBAGAME-25NOV18GSWORL-ORL
KXNBAGAME-26FEB10SASLAL,KXNBAGAME-26FEB10SASLAL,Sports,7995796,92689.1199999926,1,"",KXNBAGAME-26FEB10SASLAL-SAS,KXNBAGAME,TRUE,KXNBAGAME-26FEB10SASLAL-LAL,KXNBAGAME-26FEB10SASLAL,74017.5399999988,"",KXNBAGAME-26FEB10SASLAL-SAS
KXETHMAXY-25DEC31,KXETHMAXY-25DEC31,Crypto,7993202,216517.020000001,1,"$4,750 or above",KXETHMAXY-25DEC31-4749.99,KXETHMAXY,FALSE,KXETHMAXY-25DEC31-4999.99,KXETHMAXY-25DEC31,216517.020000001,"$4,750 or above",KXETHMAXY-25DEC31-4749.99
KXNBAGAME-26JAN23BOSBKN,KXNBAGAME-26JAN23BOSBKN,Sports,7992673,193794.509999995,1,"",KXNBAGAME-26JAN23BOSBKN-BOS,KXNBAGAME,TRUE,KXNBAGAME-26JAN23BOSBKN-BOS,KXNBAGAME-26JAN23BOSBKN,154858.48,"",KXNBAGAME-26JAN23BOSBKN-BOS
KXNCAAFGAME-25OCT10USFUNT,KXNCAAFGAME-25OCT10USFUNT,Sports,7988557,176519.739999999,1,"",KXNCAAFGAME-25OCT10USFUNT-USF,KXNCAAFGAME,TRUE,KXNCAAFGAME-25OCT10USFUNT-USF,KXNCAAFGAME-25OCT10USFUNT,176519.739999999,"",KXNCAAFGAME-25OCT10USFUNT-USF
KXNBAGAME-26FEB28HOUMIA,KXNBAGAME-26FEB28HOUMIA,Sports,7987546,227469.799999997,1,"",KXNBAGAME-26FEB28HOUMIA-MIA,KXNBAGAME,TRUE,KXNBAGAME-26FEB28HOUMIA-HOU,KXNBAGAME-26FEB28HOUMIA,181824.439999998,"",KXNBAGAME-26FEB28HOUMIA-MIA
KXUFCFIGHT-26APR11PROULB,"Prochazka vs Ulberg professional MMA fight scheduled for Apr 11, 2026",Sports,7974046,143132.839999992,1,,,KXUFCFIGHT,TRUE,KXUFCFIGHT-26APR11PROULB-PRO,"Prochazka vs Ulberg professional MMA fight scheduled for Apr 11, 2026",143132.839999992,"",""
KXNBAGAME-25MAY28MINOKC,KXNBAGAME-25MAY28MINOKC,Sports,7963130,121852.250000003,1,"",KXNBAGAME-25MAY28MINOKC-OKC,KXNBAGAME,TRUE,KXNBAGAME-25MAY28MINOKC-MIN,KXNBAGAME-25MAY28MINOKC,95654.1299999993,"",KXNBAGAME-25MAY28MINOKC-OKC
KXNBAGAME-26JAN28SASHOU,KXNBAGAME-26JAN28SASHOU,Sports,7954754,225492.499999998,1,"",KXNBAGAME-26JAN28SASHOU-SAS,KXNBAGAME,TRUE,KXNBAGAME-26JAN28SASHOU-SAS,KXNBAGAME-26JAN28SASHOU,180208.249999999,"",KXNBAGAME-26JAN28SASHOU-SAS
KXNBAGAME-26JAN31SASCHA,KXNBAGAME-26JAN31SASCHA,Sports,7953887,197126.71,1,"",KXNBAGAME-26JAN31SASCHA-CHA,KXNBAGAME,TRUE,KXNBAGAME-26JAN31SASCHA-SAS,KXNBAGAME-26JAN31SASCHA,157564.479999999,"",KXNBAGAME-26JAN31SASCHA-CHA
KXNBAGAME-25NOV12DENLAC,KXNBAGAME-25NOV12DENLAC,Sports,7951024,187543.529999997,1,"",KXNBAGAME-25NOV12DENLAC-DEN,KXNBAGAME,TRUE,KXNBAGAME-25NOV12DENLAC-DEN,KXNBAGAME-25NOV12DENLAC,149960.439999999,"",KXNBAGAME-25NOV12DENLAC-DEN
KXNBAGAME-26MAR02DENUTA,KXNBAGAME-26MAR02DENUTA,Sports,7895829,198940.159999994,1,"",KXNBAGAME-26MAR02DENUTA-DEN,KXNBAGAME,TRUE,KXNBAGAME-26MAR02DENUTA-UTA,KXNBAGAME-26MAR02DENUTA,198922.059999994,"",KXNBAGAME-26MAR02DENUTA-DEN
KXNBAGAME-26FEB21HOUNYK,KXNBAGAME-26FEB21HOUNYK,Sports,7875842,189292.659999998,1,"",KXNBAGAME-26FEB21HOUNYK-NYK,KXNBAGAME,TRUE,KXNBAGAME-26FEB21HOUNYK-NYK,KXNBAGAME-26FEB21HOUNYK,151277.589999997,"",KXNBAGAME-26FEB21HOUNYK-NYK
KXUFCFIGHT-26FEB21STRHER,"Strickland vs Hernandez professional MMA fight scheduled for Feb 21, 2026",Sports,7869638,124503.029999995,1,"",KXUFCFIGHT-26FEB21STRHER-STR,KXUFCFIGHT,TRUE,KXUFCFIGHT-26FEB21STRHER-STR,"Strickland vs Hernandez professional MMA fight scheduled for Feb 21, 2026",124503.029999995,"",KXUFCFIGHT-26FEB21STRHER-STR
KXNCAAFGAME-25SEP20MICHNEB,KXNCAAFGAME-25SEP20MICHNEB,Sports,7862986,185563.179999999,1,"",KXNCAAFGAME-25SEP20MICHNEB-MICH,KXNCAAFGAME,TRUE,KXNCAAFGAME-25SEP20MICHNEB-MICH,KXNCAAFGAME-25SEP20MICHNEB,185563.179999999,"",KXNCAAFGAME-25SEP20MICHNEB-MICH
KXPGATOUR-THGI26,The Genesis Invitational,Sports,7843533,273713.809999996,1,"",KXPGATOUR-THGI26-JBRI,KXPGATOUR,TRUE,KXPGATOUR-THGI26-RMCI,The Genesis Invitational,218584.459999999,"",KXPGATOUR-THGI26-JBRI
KXNBAGAME-25NOV26HOUGSW,KXNBAGAME-25NOV26HOUGSW,Sports,7835814,232995.569999995,1,"",KXNBAGAME-25NOV26HOUGSW-HOU,KXNBAGAME,TRUE,KXNBAGAME-25NOV26HOUGSW-GSW,KXNBAGAME-25NOV26HOUGSW,186269.209999999,"",KXNBAGAME-25NOV26HOUGSW-HOU
KXNCAAFGAME-25SEP27GTWAKE,KXNCAAFGAME-25SEP27GTWAKE,Sports,7832804,190897.479999999,1,"",KXNCAAFGAME-25SEP27GTWAKE-GT,KXNCAAFGAME,TRUE,KXNCAAFGAME-25SEP27GTWAKE-GT,KXNCAAFGAME-25SEP27GTWAKE,190897.479999999,"",KXNCAAFGAME-25SEP27GTWAKE-GT
PRESPARTYMI-24,Michigan in the presidential election,Politics,7824160,0,1,:: or another Republican,PRESPARTYMI-24-R,PRESPARTYMI,FALSE,PRESPARTYMI-24-D,Michigan in the presidential election,147370.449999999,:: or another Republican,PRESPARTYMI-24-R
KXNBAGAME-25OCT31BOSPHI,KXNBAGAME-25OCT31BOSPHI,Sports,7811196,195407.379999997,1,"",KXNBAGAME-25OCT31BOSPHI-BOS,KXNBAGAME,TRUE,KXNBAGAME-25OCT31BOSPHI-PHI,KXNBAGAME-25OCT31BOSPHI,156224.439999999,"",KXNBAGAME-25OCT31BOSPHI-BOS
KXNBAGAME-25NOV19NYKDAL,KXNBAGAME-25NOV19NYKDAL,Sports,7808362,216972.839999994,1,"",KXNBAGAME-25NOV19NYKDAL-NYK,KXNBAGAME,TRUE,KXNBAGAME-25NOV19NYKDAL-NYK,KXNBAGAME-25NOV19NYKDAL,173447.219999995,"",KXNBAGAME-25NOV19NYKDAL-NYK
KXNHLGAME-25JUN12EDMFLA,KXNHLGAME-25JUN12EDMFLA,Sports,7806643,219647.350000005,1,"",KXNHLGAME-25JUN12EDMFLA-EDM,KXNHLGAME,TRUE,KXNHLGAME-25JUN12EDMFLA-EDM,KXNHLGAME-25JUN12EDMFLA,185022.989999998,"",KXNHLGAME-25JUN12EDMFLA-EDM
KXNBAGAME-25DEC15HOUDEN,KXNBAGAME-25DEC15HOUDEN,Sports,7795625,270182.829999999,1,"",KXNBAGAME-25DEC15HOUDEN-DEN,KXNBAGAME,TRUE,KXNBAGAME-25DEC15HOUDEN-DEN,KXNBAGAME-25DEC15HOUDEN,215972.100000001,"",KXNBAGAME-25DEC15HOUDEN-DEN
KXNBAGAME-26APR10DETCHA,KXNBAGAME-26APR10DETCHA,Sports,7786786,216459.629999992,1,"",KXNBAGAME-26APR10DETCHA-DET,KXNBAGAME,TRUE,KXNBAGAME-26APR10DETCHA-DET,KXNBAGAME-26APR10DETCHA,216459.629999992,"",KXNBAGAME-26APR10DETCHA-DET
KXNCAAFGAME-25NOV08AUBVAN,KXNCAAFGAME-25NOV08AUBVAN,Sports,7779763,177577.819999997,1,"",KXNCAAFGAME-25NOV08AUBVAN-VAN,KXNCAAFGAME,TRUE,KXNCAAFGAME-25NOV08AUBVAN-VAN,KXNCAAFGAME-25NOV08AUBVAN,177577.819999997,"",KXNCAAFGAME-25NOV08AUBVAN-VAN
KXNCAAFGAME-25DEC20JMUORE,KXNCAAFGAME-25DEC20JMUORE,Sports,7778717,54008.3600000003,1,"",KXNCAAFGAME-25DEC20JMUORE-ORE,KXNCAAFGAME,TRUE,KXNCAAFGAME-25DEC20JMUORE-JMU,KXNCAAFGAME-25DEC20JMUORE,54008.3600000003,"",KXNCAAFGAME-25DEC20JMUORE-ORE
KXNFLGAME-25OCT19LAJAC,KXNFLGAME-25OCT19LAJAC,Sports,7751354,127717.179999997,1,"",KXNFLGAME-25OCT19LAJAC-LA,KXNFLGAME,TRUE,KXNFLGAME-25OCT19LAJAC-JAC,KXNFLGAME-25OCT19LAJAC,127717.179999997,"",KXNFLGAME-25OCT19LAJAC-LA
KXNBAGAME-26APR05LALDAL,KXNBAGAME-26APR05LALDAL,Sports,7740478,203024.349999999,1,"",KXNBAGAME-26APR05LALDAL-DAL,KXNBAGAME,TRUE,KXNBAGAME-26APR05LALDAL-LAL,KXNBAGAME-26APR05LALDAL,203024.349999999,"",KXNBAGAME-26APR05LALDAL-DAL
KXNCAAFGAME-25NOV01VANTEX,KXNCAAFGAME-25NOV01VANTEX,Sports,7732213,134487.829999999,1,"",KXNCAAFGAME-25NOV01VANTEX-TEX,KXNCAAFGAME,TRUE,KXNCAAFGAME-25NOV01VANTEX-VAN,KXNCAAFGAME-25NOV01VANTEX,134487.829999999,"",KXNCAAFGAME-25NOV01VANTEX-TEX
KXNBAGAME-26FEB03PHXPOR,KXNBAGAME-26FEB03PHXPOR,Sports,7713166,194850.949999997,1,"",KXNBAGAME-26FEB03PHXPOR-PHX,KXNBAGAME,TRUE,KXNBAGAME-26FEB03PHXPOR-PHX,KXNBAGAME-26FEB03PHXPOR,155751.909999999,"",KXNBAGAME-26FEB03PHXPOR-PHX
KXNCAAFGAME-25DEC23UNLVOHIO,KXNCAAFGAME-25DEC23UNLVOHIO,Sports,7687123,177147.229999996,1,"",KXNCAAFGAME-25DEC23UNLVOHIO-OHIO,KXNCAAFGAME,TRUE,KXNCAAFGAME-25DEC23UNLVOHIO-UNLV,KXNCAAFGAME-25DEC23UNLVOHIO,177147.229999996,"",KXNCAAFGAME-25DEC23UNLVOHIO-OHIO
