report_ticker,is_sports,days_active,trades,contracts,yes_side_notional_volume,fees
KXACAREPEAL,FALSE,299,1171,47376,10577.8,537
KXGOVCONOMR,FALSE,121,1115,47254,19220.2,629.05
KXMLBWINS-DET,TRUE,109,298,47238,17547.04,420.56
KXBONDICOUNT,FALSE,10,357,47147,7075.02,263.55
HOME,FALSE,138,1315,47131,24476.2,713.02
KXCOSTARICAPRES1ROUND,FALSE,33,816,47112,37714.56,363.37
TOPALBUMBYBILLIE,FALSE,145,519,47106,10038.72,418.68
KXWIPRIMARY,FALSE,11,304,47104,16917.86,212.69
KXHANTACOUNT,FALSE,20,1242,47011,22098.24,531.44
KXELECTIONEMERGENCY,FALSE,88,1084,46961,14800.83,622.71
KXECKH319,FALSE,20,427,46887,5436.71,319.35
KXEARNINGSMENTIONM,FALSE,8,1041,46851,26453.3,245.6
COMMENCEMENT,FALSE,36,571,46805,11145.4,456.5
KXA100MON,FALSE,54,870,46786,28738.89,403.1
KXFEDDC,FALSE,137,1021,46740,7366.72,416.27
KXOSCARNOMSONG,FALSE,31,1305,46655,13165.59,310.96
KXITASUPERCUPGAME,TRUE,1,429,46606,24776.07,507.63
GOLD,FALSE,18,2673,46488,10513.59,321.13
KXMULLINCOUNT,FALSE,18,524,46477,24527.96,307.66
KXEARNINGSMENTIONALK,FALSE,7,903,46445,20069.91,308.41
KXCHESSMATCH,TRUE,18,1175,46432,23069.85,505.81
KXDJTPUTINCALL,FALSE,38,1459,46399,16268.61,565.44
KXALBUMSALESDOJACAT,FALSE,25,1078,46380,23362.45,455.14
KXMLSWEST,TRUE,156,958,46367,9647.56,447.69
KXPERSONPRESFUENTES,FALSE,202,1760,46354,7426.05,430.85
SENATEID,FALSE,111,402,46322,22067.16,374.79
KXCA04PRIMARY,FALSE,76,555,46302,31417.33,327.8
KXLEAVEHOUSECOMBO,FALSE,47,1149,46264,17824.78,703.52
KXSTEAMVRGOTY,FALSE,6,370,46219,7526.99,151.62
KXTCJAPERMANENT,FALSE,123,478,46152,38193.96,436.48
KXSENATENCD,FALSE,121,501,46048,24914.01,436.01
KXTRUMPMEETDLEAD,FALSE,8,611,46025,38598.65,263.47
KXSUGARW,FALSE,22,1857,46005,18765.24,405.48
KXTOPPOD,FALSE,294,1092,45932,29202.01,263.87
KXPRICEINCREASEAZICEDTEA,FALSE,263,2220,45899,8974.86,487.81
HOUSEVA7,FALSE,63,497,45879,22764,505.74
KXNYSECONDHOMETAX,FALSE,33,357,45878,41651.92,267.83
KXTRUMPAPOLOGY,FALSE,8,277,45788,1161.11,78.85
KXFLIGHTSRUSSIA,FALSE,221,959,45766,7168.41,394.21
KXGARSENMATCHUP,FALSE,2,199,45742,9833.1,194.23
KXCRITICSASPLAY,FALSE,55,710,45719,12979.22,242.71
KXBUNDESLIGARELEGATION,TRUE,110,689,45659,25746.2,323.23
COIN,FALSE,141,442,45647,1750.7,118.54
KXROLEATMETGALA,FALSE,19,1313,45564,12138.54,377.67
KXPLAYBOICARTI,FALSE,149,1189,45507,11499.52,557.58
MLBCBA,FALSE,47,228,45487,13936.99,498.28
PRESPARTYTN,FALSE,41,405,45486,16010.07,105.75
KXMEDIANRENTLA,FALSE,26,446,45462,33145.72,473.62
POPVOTEDJTWY,FALSE,31,456,45432,9669.29,401.93
KXPOKEMON,FALSE,30,861,45417,26382.17,549.73
KXUFLSPREAD,TRUE,19,1466,45320,24665.45,603.9
CASEWFR,FALSE,45,1033,45294,26982.8,374.04
KXMLBNLCPOTY,TRUE,83,364,45290,10009.14,412.26
HOT100,FALSE,87,712,45286,21342.55,262.98
MICHIGANCOACH,TRUE,11,278,45275,17263.77,452.51
KXFEATUREZLARSSON,FALSE,30,684,45234,19424.83,417.7
KXUFCFEATHERWEIGHTTITLE,TRUE,208,1522,45229,9731.75,470.2
KXNC01R,FALSE,45,821,45225,24482.48,396.03
REACTOR,FALSE,203,439,45223,4094.25,243.49
KXUFLCHAMP,TRUE,83,783,45223,18082.29,484.68
KXNFLEXACTWINSBAL,TRUE,52,180,45191,16405.94,148.88
CREDEFMAX,FALSE,162,447,45181,8192.49,384.65
KXNYCBOROUGHWINBROOK,FALSE,19,304,45130,17278.44,195.77
KXETHFLIP,FALSE,120,477,45092,7280.63,374.73
KXGOVMINOMD,FALSE,169,695,45085,15933.92,471.93
KXSONGRELEASE,FALSE,139,1423,45058,38048.81,271.35
KXWCROUND,FALSE,1,546,44995,9118.25,424.07
KX50YMORTGAGE,FALSE,38,269,44927,2406.17,157.29
KXRANKLISTFFTE,TRUE,118,607,44893,8605.07,282.35
GOVPARTYWI,FALSE,167,671,44880,23540.24,547.24
KXFIFAUSPULL,TRUE,79,165,44803,1503.32,96.67
KXECDJT306,FALSE,20,331,44710,4398.41,237.56
STARSHIPMARS,FALSE,339,1273,44662,8394.71,479.89
KXDISCEOCHANGE,FALSE,133,430,44653,2609.8,155.68
TOPALBUM,FALSE,78,594,44642,42655.62,133.49
KXINSULINCAP,FALSE,244,1473,44628,5334.97,310.41
KXMEDIACOVERMLBTHESHOW,FALSE,86,1477,44590,23806.56,596.71
KXELECTFRAUD,FALSE,69,469,44554,5862.21,240.16
KXBLSCOMMISSIONER,FALSE,39,623,44525,18625.96,628.48
KXEARNINGSMENTIONNIO,FALSE,9,342,44520,27752.48,268.31
KXLIUSAWINNERS,FALSE,7,1320,44472,7190.75,371.42
KXNFLLASTPICKPOS,TRUE,3,838,44445,13582.51,255.68
HURNYC,FALSE,177,348,44437,2675.97,175.72
KXTRUMPDELETE,FALSE,40,569,44401,36517.4,238.98
KXTRUMPVSLAUGHTER,FALSE,112,796,44396,39253.29,305.5
HOUSENC1,FALSE,110,444,44372,23874.24,532.37
CMEATBAN,FALSE,104,377,44323,13104.97,318.43
KXEMMYCSACTO,FALSE,107,639,44284,14292.04,510.05
KXHOILW,FALSE,22,2068,44179,16003.94,444.82
KXSFRENTSY,FALSE,127,569,44131,32649.85,397.05
KXLEADERMLBRBI,TRUE,103,873,44070,4244.45,253.52
KXMOVGA14SPECIAL,FALSE,13,505,43988,13761.32,273.78
KXMLBNLRELOTY,TRUE,124,472,43977,14409.88,440.2
KXCPISHELTER,FALSE,88,473,43952,22576.75,569.35
KXNBAPTSALLGAMES,TRUE,4,706,43919,10757.92,469.35
USICA,FALSE,133,845,43897,13993.52,388.39
KXTRUMPPARDONMONTH,FALSE,8,1504,43895,32256.75,450.39
KXCONGESTION,FALSE,48,518,43840,7451.93,354.23
KXMNPRIMARY,FALSE,10,270,43800,17179.69,126.52
KXEUROLEAGUE,TRUE,24,723,43786,18901.33,509.47
KXNATIONALIZESPACEX,FALSE,207,841,43727,2199.19,148.01
KXNBADRAFT4,TRUE,13,758,43710,16219.81,396.14
FRMMIN,FALSE,171,541,43662,25300.01,481.76
KXPARIS,FALSE,70,779,43631,34826.4,463.34
KXNEXTTEAMLEBRON,TRUE,64,605,43590,21209.02,229.48
KXBALANCE,FALSE,206,1134,43464,6262.73,374.82
KXCOPRIMARY,FALSE,54,617,43452,24064.56,433.03
KXSOCCERPLAYMESSI,TRUE,115,455,43426,39508.29,220.28
KXDJTJBPARDON,FALSE,15,622,43259,33419.21,508.19
HOUSEPA7,FALSE,107,550,43214,24137.38,526.12
KXGOVPARTYAK,FALSE,69,182,43202,15288.95,649.38
KXSTATELEG,FALSE,43,538,43189,21480.36,549.3
KXSTRIPEIPO,FALSE,174,1026,43173,6904.69,364.53
KXTOPARTISTRUNNERUPUSA,FALSE,72,458,43141,20577.03,228.87
KXKAMALAGOV,FALSE,154,670,43128,5144.55,230.72
KXVOUGHTCOUNT,FALSE,11,196,43103,8514.28,192.61
KXBESTACTORMUS,FALSE,22,782,43103,14625.6,409.97
KXTRAVISKELCEWEDDING,FALSE,213,1767,43089,32761.94,482.35
KXFUSION,FALSE,203,1452,43048,15096.21,635.17
KXCOMMENTTRUMPBADBUNNY,FALSE,75,1877,43040,9886.5,377.58
HOUSEWA3,FALSE,90,662,42993,22998.27,458.43
KXDOGESAVINGS,FALSE,133,568,42929,28220.69,399.32
KXMARTIAL,FALSE,250,1230,42886,16709.1,683.29
KXOSTP,FALSE,63,402,42875,19173.71,468.98
ARCTICICEMAX,FALSE,65,458,42827,20363.32,509.74
KXTREASBLOCKCHAIN,FALSE,241,892,42780,8897.37,471.22
KXNOBELLIT,FALSE,64,777,42740,5844.78,342.32
PRESPARTYMT,FALSE,26,255,42609,16544.96,90.49
CASE7DFL,FALSE,57,656,42605,20029.26,342.49
KXCONNCOACH,TRUE,5,215,42474,17628.1,301.45
KXLBPGAME,TRUE,8,717,42419,22573.19,453.26
KXPORTUGALPARTY,FALSE,33,248,42401,19044.97,233.65
KXEFFR,FALSE,32,399,42347,8064.44,96.83
KXSAGNOMACTR,FALSE,15,1103,42328,25028.43,496.16
KXACQANNOUNCEANNUAL,FALSE,16,336,42300,6662.17,326.51
KXDCUSATTORNEY,FALSE,54,394,42288,12897.67,399.52
BILLBOARDPEAK-E,FALSE,24,239,42228,21426.7,256.65
KXCAGOV3RD,FALSE,52,654,42163,11881.89,390.31
KXLORDMILES,FALSE,42,652,42131,20223.56,617.85
KXMECKLENBURGVORPOMMERN,FALSE,3,159,42131,2154.75,87.87
KXPEARLMANMENTION,FALSE,4,1404,42110,6194.1,305.92
KXRANKLISTSPOTIFYGTOP3,FALSE,27,155,42091,40960.39,71.77
DISCEOCHANGE,FALSE,142,342,42067,2588.51,165.76
KXELONATTEND,FALSE,120,1031,42052,5250.16,286.01
HOUSECA22,FALSE,116,727,42051,22308.58,565.48
KXXRPMAXM,FALSE,13,854,42034,13589.35,511.88
KXSENATEOHSD,FALSE,139,499,41928,12976.44,339.74
KXGRAMBDPR,FALSE,58,788,41916,12316.24,170.15
KXCOACHOUTNBADATE,TRUE,35,542,41892,11829.29,446.03
KXAILEGISLATION,FALSE,139,1828,41890,12814.53,620.22
KXKSPRIMARY,FALSE,8,218,41839,18079.91,405.35
FDACALIFF,FALSE,56,949,41805,25499.99,469.43
KXPPIVSCPI,FALSE,22,316,41791,28410.2,580.52
KXGOVMANOMR,FALSE,100,592,41789,17046.11,422.63
KXSTARSHIPFL,FALSE,100,574,41736,4010.12,215.06
KXMRBEASTGAMESTEAM,FALSE,44,1267,41698,13395.63,312.51
KXATCZERO,FALSE,22,1085,41648,7519.48,404.06
KXJUDGECOUNT,FALSE,62,461,41644,24684.49,271.11
KXEMMYLSACTR,FALSE,64,418,41635,10542.62,325.81
KXARGCENTRALBANK,FALSE,156,447,41586,4923.04,294.65
KXMEXAMB,FALSE,2,104,41577,3938.2,166.89
KXBNBMINMON,FALSE,40,918,41576,23600.27,231.06
KXECDJT316,FALSE,20,263,41569,2663.91,161.83
KXPORTGUAL1R2ND,FALSE,28,859,41561,11813.04,438.35
KXDOOMSDAY,FALSE,56,666,41524,32625.84,467.07
KXCVNA,FALSE,18,642,41514,30731.9,311.72
SENATETN,FALSE,127,521,41511,8135.92,140.53
KXWCAWARD,TRUE,19,518,41484,4693.02,262.64
FLIGHTLAX,FALSE,48,2067,41467,9774.27,283.91
KXFRONTIER,FALSE,71,881,41454,24648.15,650.61
KXBLOCKTARIFF,FALSE,95,651,41450,29830.86,478.84
KXBALANCESHEET,FALSE,95,516,41409,21184.61,456.9
KXNBA4QSPREAD,TRUE,2,667,41397,20351.25,417.25
KXCANNESBESTDIRECTOR,FALSE,35,585,41394,9649.24,244.37
PRESPARTYOK,FALSE,25,217,41347,10116.07,71.13
KXSTARSHIPDOCK,FALSE,218,776,41305,24538.08,666.57
KXUKRIMPEACH,FALSE,159,823,41226,3103.42,198.48
KXVANCOUVERMAYOR,FALSE,49,263,41145,8265.68,448.29
KXXLMMAXY,FALSE,128,785,41133,10614.11,351.94
NGASMAX,FALSE,115,402,41122,7674.1,327.65
KXUSTESTSREADING,FALSE,265,2670,41091,18243.16,617.33
KXSQUASHMATCH,TRUE,14,1842,41072,22171.88,200.1
KXNY4R,FALSE,86,695,41006,9747.54,390.52
KXPLLGAME,TRUE,17,1795,40992,22750.58,541.18
KXHIRINGFREEZELIFT,FALSE,89,565,40876,25336.17,356.79
KXTRUMPSUE,FALSE,72,799,40861,4619.46,263.35
KXEXITCONSERV,FALSE,122,464,40833,13486.2,552.3
HOMEUSY,FALSE,163,769,40805,24217.07,428.76
KXMIDTERMVOTETURN,FALSE,30,733,40738,15577.31,488.25
KXF1OCCUR,TRUE,27,391,40695,2430.86,135.76
KXSKRMETTI,FALSE,101,539,40689,6203.33,351.53
BIDENVNEBRASKA,FALSE,88,549,40686,8707.2,453.27
KXTOPALBUMRECORDMWITP,FALSE,62,779,40673,19278.36,229.08
KXGGGNOMLSERIESACTR,TRUE,27,127,40670,20702.22,481.71
KXJIMMYKIMMELFIRED,FALSE,37,1233,40670,11685.41,576.45
KXEFLCHAMPIONSHIP,TRUE,108,486,40592,11722.22,276.45
KXQUADRUPLEDOUBLE,FALSE,1,99,40540,603.96,42.06
BILLBOARDPEAKPMAD,FALSE,43,450,40448,12429.2,267.96
CFPB,FALSE,85,270,40434,21250.07,626.19
KXWVPRIMARY,FALSE,36,451,40418,19980.67,243.66
KXOSCARNOMSPLAY,FALSE,49,1251,40360,16715.75,325.81
KXSUPERLIG,TRUE,106,589,40331,13498.31,321.17
KXVBAGAME,TRUE,4,549,40286,19985.86,411.12
KXIPOFANNIE,FALSE,102,837,40280,3881.4,219.1
KXDUTCHCOALITION,FALSE,98,638,40273,8900.88,336.72
KXBRAZILINF,FALSE,165,927,40158,22669.16,541.52
KXDEPUTIESCHILE,FALSE,33,423,40150,18304.66,351.55
KXNBA4QTOTAL,TRUE,3,249,40104,25105.66,424.75
KXSURGEON,FALSE,136,496,40036,18049.27,468.27
KXNCAAMBAPRANK,TRUE,56,1034,40036,14842.54,401.71
KXGRAMBDEA,FALSE,47,688,39989,9493.32,283.14
KXNBADRAFTTOP20,TRUE,8,672,39922,15848.08,410.9
KXNBA3PTALLGAMES,TRUE,4,686,39696,10999.28,482.35
KXMOVIEDELAYAVENGERS,FALSE,146,3252,39683,10265.79,541.13
KXMELANIASUEHUNTER,FALSE,107,736,39669,6741.6,353.48
KXHILLARYCONTEMPT,FALSE,38,745,39635,9786.69,281.79
ECB,FALSE,71,407,39634,22523.28,168.06
KXNCAABBGS,TRUE,80,810,39633,9882.91,421.81
KXLTGOVVANOMR,FALSE,53,394,39626,12636.27,373.77
KXEARNINGSMENTIONALLY,FALSE,15,1035,39621,18877.63,348.15
KXHALOPS,FALSE,142,716,39607,26012.71,509.16
KXISRAELRESIGN,FALSE,54,710,39556,17780.78,483.7
RTAGATHAALLALONG,FALSE,10,236,39553,10973.41,312.69
BIGBANKLAYOFF,FALSE,127,673,39488,17349.16,528.32
KXOSCARCOUNTWICKED,FALSE,32,1157,39467,13234.16,424.19
KXGGSTANDUP,FALSE,38,812,39433,10149.27,312.28
GOVPARTYIN,FALSE,59,401,39423,13952.55,126.85
KXSOFIMEMBERS,FALSE,90,284,39408,35157.1,218.52
KXEXITPOLLMEN,FALSE,10,392,39376,3256.64,203.34
CASEWDE,FALSE,53,920,39370,23622.08,298.41
KXSAGAWARDACTODRAMA,FALSE,57,823,39298,16621.68,142.77
POPVOTEDJTAL,FALSE,35,360,39271,27477.31,399.75
KXLEAVEMILLS,FALSE,62,885,39241,10805,461.81
KXMLBPITCHEROTM,TRUE,46,676,39241,12924.33,398.48
KXCOFFEEMON,FALSE,28,1491,39229,19794.03,445.6
KXTRUMPUAP,FALSE,20,524,39192,3508.81,204.13
KXTOPALBUMBYBCYNTHIAERIVO,FALSE,61,513,39186,14468.69,553.94
KXKHUNMWOMEN,FALSE,11,436,39171,12137.94,268.54
KXTRUMPGA14,FALSE,62,423,39158,27800.24,455.94
KXAIRDROPMONAD,FALSE,78,936,39031,17515.53,438.51
KXTERREBONNE,FALSE,3,469,38908,20878.51,216.57
KXRECCOST,FALSE,30,244,38903,26454.6,305.89
KXMAYORCHI,FALSE,166,614,38890,15593.1,499.73
KXSERIEA1HTOTAL,TRUE,5,916,38855,19691.12,480.36
METACRITICSTALKER2,FALSE,50,250,38850,11886.42,343.69
KXSWITCH2RELEASE,FALSE,31,438,38828,17328.81,335.18
KXAUCTIONRECORD,FALSE,9,250,38808,3080.14,195.18
KXTOPALBUMTYLERTHECREATOR,FALSE,10,511,38803,36094.33,161.87
KXCOCOAW,FALSE,20,1979,38734,16731.22,348.22
KXTRUMPSPACE,FALSE,100,314,38699,670.35,47.5
TOPALBUMYEAR,FALSE,176,565,38683,32271.73,339.51
KXSTOCKX1130BLACKSILVER,FALSE,21,248,38669,22073.12,217.73
KXRESCISSION,FALSE,60,202,38660,30075.08,378.31
BORDER,FALSE,134,428,38633,4495.79,259.99
KXINXHIGH,FALSE,84,791,38628,20560.58,307.03
KXFM30YMTG,FALSE,26,201,38618,7471.46,420.68
KXCPIAPPAREL,FALSE,45,294,38615,24431.26,518.29
KXGOVVTNOMR,FALSE,41,480,38573,33046.63,206.25
KXRHIPAL,FALSE,31,404,38531,18383.47,575.4
MURTHYMISSOURI,FALSE,129,465,38452,12795.42,480.07
KXOSCARNOMAS,FALSE,7,902,38413,15573.04,89.08
CASE7DCA,FALSE,49,399,38412,7873.52,209.99
KXMOVIL9DNOM,FALSE,20,629,38350,14793.79,217.24
LCPIMIN,FALSE,107,621,38346,23665,525.16
KXAPCALLNJGOV,FALSE,8,540,38342,26318.45,355.57
KXRELEASECPI,FALSE,8,283,38300,28900.86,384.41
KXPOLIOELIM,FALSE,176,1330,38279,2920.46,194.53
KXAIORDER,FALSE,67,446,38220,28143.99,468.57
KXSIMIAMI,FALSE,6,724,38192,11167.66,285.39
KXFAITHLESS,FALSE,20,224,38170,30141.58,275.78
KXGGGNOMTVSUPACTR,TRUE,29,180,38142,23164.67,447.64
KXMEDIAGUESTCOUNTCK,FALSE,36,1211,38140,12502.49,463.61
POPVOTEDJTMS,FALSE,27,317,38125,29924.6,303.18
KXOSCARNOMDOCUS,FALSE,7,315,38122,14422.35,85.42
KXNFL2QTOTAL,TRUE,7,746,38047,16907.76,434.17
KXDRUGPRICEOZEMPIC,FALSE,127,911,38028,9463.56,472.88
KXNEPRIMARY,FALSE,31,273,37989,22139.84,190.49
KXSP500BTCPURCHASE,FALSE,105,785,37973,26413.2,471.68
KXSQUIDGAMES3,FALSE,18,817,37963,16359.19,378.11
KXUSTESTSMATH,FALSE,206,2241,37961,16890.71,565.03
KXTVSEASONRELEASETHELASTOFUS,FALSE,191,1682,37945,8489.07,330
KXAGNOMTXD,FALSE,64,465,37915,15727.48,196.12
KXDJTNFT,FALSE,164,1204,37889,2712.09,176.12
KXKFTOUR,FALSE,1,736,37832,10431.07,394.23
KXAGNOMMID,FALSE,27,265,37779,16011.15,302.51
KXALBUMSALESSCARPENTER,FALSE,8,185,37762,26755.61,300.1
KXSIXNATIONS,TRUE,25,387,37704,8903.09,240.52
KXBUILDPERMS,FALSE,69,989,37502,23950.95,313.56
MEAD,FALSE,60,698,37454,16079.08,328
KXSTARTNOSAINTS,TRUE,23,296,37448,23180.8,375.77
KXPRESSBRIEFINGCOUNT,FALSE,44,479,37394,20815.4,242.65
KXSECQUARTERLY,FALSE,51,313,37333,15324.57,536.5
KXSPOTIFYSONGSEDSHEERANOLDPHONE,FALSE,10,651,37329,13242.08,337.95
KXFAROEELECTION,FALSE,9,351,37270,23246.2,115.91
KXSENATECOD,FALSE,96,620,37251,18979.3,383.92
KX538APPROVEMIN,FALSE,27,499,37250,16619.02,364.52
KXFRASUPERCUPADVANCE,TRUE,1,400,37227,23996.36,408.38
KXLALEADEROUT,FALSE,59,348,37203,11362.13,357.63
PRESPARTYID,FALSE,33,317,37189,13920.32,66.92
PRESPARTYWV,FALSE,29,267,37164,11070.7,59.24
KXDOGEMINMON,FALSE,52,746,37142,9933.35,152.55
KXKOREABAN,FALSE,20,71,37121,987.19,64.82
KXDEPORTATIONS,FALSE,96,719,37066,20718.55,482.12
EXOPLAN,FALSE,34,495,36996,15232.54,462.61
KXTSGRAMMYALBUM,FALSE,41,579,36990,4281.27,252.22
KXLOVEISLANDALLSTAR,FALSE,29,651,36952,12341.16,362.78
KXMOSTEXPENSIVEART,FALSE,10,450,36948,14764.25,504.54
EURUSDMAX,FALSE,156,533,36922,9699.52,418.27
MONKEYPOX,FALSE,94,493,36890,4339.47,253.66
USDARSMAX,FALSE,81,309,36886,25678.22,345.79
KXVOTEPERCENTCOTTONGOP,FALSE,39,425,36869,21250.7,214.44
KXCANNESGRANDPRIX,FALSE,43,588,36852,5393.74,238.46
KXNJ07D,FALSE,72,684,36823,17708.28,152.26
KXSONGRELEASEDATEPC,FALSE,34,725,36790,21302.2,367.05
GASMAX,FALSE,139,508,36763,9106.06,425
KXTOPSONGRECORDIACB,FALSE,107,531,36763,2570.24,130.22
KXEPL1HSPREAD,TRUE,8,494,36726,10933.33,439.61
KXDSENATESEATSH,FALSE,50,225,36699,15115.64,257.32
OSCAR,FALSE,58,196,36684,2192.98,140.39
KXCONGRESSTARIFFVOTE,FALSE,33,746,36642,6094.01,323.72
EARTHQUAKE,FALSE,104,548,36584,13804.37,216.87
CASEWIT,FALSE,34,623,36571,15319.16,283.14
KXTRADEOFFNFL,TRUE,33,476,36560,8922.41,259.03
KXMENTIONEARNWGO,FALSE,2,855,36552,15153.26,348.97
KXENDORSEFISHBACK,FALSE,123,637,36480,10974.49,389.76
KXMETACRITICROSIE,FALSE,18,231,36465,22279.67,350.05
KXCHAICUTS,FALSE,27,665,36435,25845.03,506.76
KXCOVEREA,TRUE,146,1076,36392,6981.16,355.04
KXKNUEPPEL3PTREC,TRUE,22,690,36389,7648.4,301.52
KXFISPIRITAWARDS,FALSE,17,989,36384,12128.4,210.57
KXALCARAZCOACH,TRUE,32,150,36340,23147.65,446.11
KXZELENSKYRUSSIA,FALSE,98,644,36329,1451.12,99.33
KXCLOSESTGOVERNOR,FALSE,133,506,36319,3491.53,207.68
KXDEPCIA,FALSE,34,311,36282,7512.54,375.61
KXLINKMAXY,FALSE,111,585,36263,13056.74,520.9
BOEING737MAX9,FALSE,22,186,36240,33908.47,139.23
KXEARNINGSMENTIONKLAR,FALSE,3,448,36238,10553.39,106.74
KXPOPEVISITNEXT,FALSE,128,798,36139,22512.17,411.47
KXCONSTAMEND,FALSE,170,651,36110,4195.39,258.66
KXUCLSOA,TRUE,2,612,36090,16541.8,514.58
KXTOPALBUMBYARI,FALSE,70,699,36086,23421.12,390.79
KXLOSEREELECTIONDSEN,FALSE,135,904,36023,9669.03,311.23
KXGA1ROUND,FALSE,46,188,36022,29051.67,384.39
KXNEWCOACHNE,TRUE,6,399,36021,27096.28,190.16
KXRTTVANDORS2,FALSE,9,487,36016,24092.41,374.81
KXTARIFFSECTOR,FALSE,84,555,35967,17670.82,527.34
KXCANNESBESTACTOR,FALSE,38,428,35820,5694.69,240.89
KXMAYORSANANT,FALSE,51,238,35809,11791.59,243.93
KXPS5PROPRICE,FALSE,132,953,35793,3081.19,197
KXDOTMAXY,FALSE,52,742,35773,5347.03,314.06
OSCARCOUNTOPPENHEIMER,FALSE,32,472,35737,10306.72,379.25
KXRONALDOTRUMPHANDSHAKE,FALSE,1,892,35728,17716.29,399.65
KXXISUCCESSOR,FALSE,138,2060,35719,5495.46,314.95
KXSCOTUSVRA2,FALSE,138,718,35660,31452.78,252.4
KXKHMI,FALSE,24,398,35622,3262.93,199.19
KXNYCTAXMILLIONS,FALSE,157,692,35603,5885.09,337.66
KXTACAPORTADVANCE,TRUE,10,434,35594,20892.25,235.31
KXROARINGKITTYTWEETS,FALSE,119,1046,35593,6571.5,323.87
TEXASDHS,FALSE,219,833,35590,15123.6,534.3
KXSTEAMLOL,FALSE,6,323,35410,5651.71,115.21
KXNCPRIMARY,FALSE,21,627,35400,19045.45,300.21
KXVENEZDEFACTO,FALSE,10,271,35397,13114.17,172.65
KXCBATOTAL,TRUE,5,851,35382,17943.36,423.37
KXCARPENTERWEEKSNUM1,FALSE,69,422,35267,8022.6,311.19
KXUST30,FALSE,15,707,35245,9229.11,191.78
KXPOPETWEETS,FALSE,24,879,35201,4563.56,251.24
RTCHRISTMASPAGEANT,FALSE,29,228,35190,21586.35,409.99
PRESPARTYAL,FALSE,32,297,35142,19004.8,61.58
KXSPACEXSECTOR,FALSE,6,196,35130,2502.86,78.46
KXLINKEPERCENT,FALSE,28,944,35123,26991.23,381.11
KXOSCARNOMASPLAY,FALSE,68,728,35097,15222.2,288.67
KXDEMCOREFOURSENATESWEEP,FALSE,114,682,35094,21564.53,580.14
KXACMAFAOTY,FALSE,42,700,35081,17735.25,323.4
KXSAGAWARDCASTDRAMA,FALSE,61,887,35057,15534.49,164.89
KXRANKLISTCS2PLAYER,TRUE,7,132,35054,17187.04,86.66
RTTHERINGSOFPOWER,FALSE,48,246,35044,16611.29,285.39
KXMACCELL,FALSE,197,1383,34975,13025.56,540.88
KXAMBMALAY,FALSE,69,294,34969,3917.05,181.74
KXEVCREDITS,FALSE,82,582,34959,29726.7,282.44
KXGRAMBCCA,FALSE,46,749,34940,9452.66,321.63
KXGRAMBSWFVM,FALSE,40,368,34928,18876.05,76.38
PRESPARTYMS,FALSE,28,283,34918,13049.18,76.06
KXNBAPOLOSE,TRUE,11,475,34912,15237.09,277.48
KXSENATESDR,FALSE,44,217,34908,9451.02,77.45
DEBATEHAPPEN,FALSE,3,450,34903,33386.21,102.22
KXNBAFTM,TRUE,6,964,34891,22275.55,295.75
KXUSDTMIN,FALSE,158,435,34873,2723.02,166.71
KXSTEAMSBAR,FALSE,6,375,34866,4250.21,117.01
KXGAPRIMARY1R,FALSE,21,221,34802,8925.68,370.26
KXGULF,FALSE,12,204,34792,27206.01,319.04
KXSTARTIND,TRUE,21,296,34786,17451.64,285.05
KXFREEIVF,FALSE,257,1876,34774,6903.6,384.2
KXEWCCALLOFDUTYBLOPS6,TRUE,19,518,34762,11728.13,426.83
KXVISITGREENLAND,FALSE,78,867,34748,16345.16,234.38
KXSENATEFLD,FALSE,131,671,34711,6818.31,271.09
OPENAIBOARD,FALSE,26,317,34650,12778.04,360.69
KXVCCHAMPIONSPARIS,TRUE,46,671,34613,10943.31,380.34
KXXITAIWAN,FALSE,101,356,34603,6552.64,332.46
KXNY8D,FALSE,94,502,34550,15299.25,303.46
KXNATGASMON,FALSE,60,1725,34548,19725.15,327.48
KXSTOPTRADE,FALSE,79,512,34528,5688.65,327.96
KXVOTINGBILL,FALSE,158,710,34517,3601.04,218.5
EVSHARE,FALSE,307,1425,34500,18511.37,519.87
KXPERSONPUBLIC,FALSE,40,748,34495,26893.23,328.63
KXPUTINDJTLOCATION,FALSE,182,941,34447,7661.58,316.36
KXNFLEXACTWINSPIT,TRUE,60,197,34440,10423.73,133.8
KXNCAAMWRESTLING157,TRUE,4,628,34419,9705.75,223.98
KXARGPREMDIVBTTS,TRUE,8,521,34417,14762,498.08
TESLAM2,FALSE,118,414,34327,9893.51,443.26
KXCACPIYOY,FALSE,34,918,34300,17097.91,328.73
ARGINFLATIONM,FALSE,147,473,34264,16211.14,343.76
KXGA14R,FALSE,60,288,34137,23721.07,123.2
KXHYPEMINMON,FALSE,43,950,34126,8920.74,262.27
GOVPARTYVT,FALSE,118,575,34110,20884.54,389.74
PRESPARTYND,FALSE,18,251,34076,13909.33,66.83
KXGAMEAWARDSBEA,FALSE,42,461,34056,16622.21,157.45
KXCANNESBESTACTRESS,FALSE,40,492,34039,6741.16,238
KXSOCCERTRANSFER,TRUE,92,472,34034,23654.67,269.58
KXCRITICSCOMEDYSUPACTR,FALSE,36,367,33982,11850.23,298.92
KXCOLOMBIA1R2,FALSE,29,761,33960,13332.95,355.98
KXAIRTAG2,FALSE,128,1052,33779,16621.72,430.63
