date,resource_description,volume
2025-11-07,CBB-W1G173-251107-M,8525
2025-11-07,CBB-W1G174-251107-M,831
2025-11-07,CBB-W1G175-251107-M,982
2025-11-07,CBB-W1G176-251107-M,30
2025-11-07,CBB-W1G177-251107-M,1656
2025-11-07,CBB-W1G178-251107-M,4
2025-11-07,CBB-W1G179-251107-M,1404
2025-11-07,CBB-W1G180-251107-M,460
2025-11-07,CBB-W1G181-251107-M,446
2025-11-07,CBB-W1G182-251107-M,394
2025-11-07,CBB-W1G183-251107-M,1538
2025-11-07,CBB-W1G184-251107-M,207
2025-11-07,CBB-W1G185-251107-M,356
2025-11-07,CBB-W1G186-251107-M,1165
2025-11-07,CBB-W1G187-251107-M,1468
2025-11-07,CBB-W1G188-251107-M,1620
2025-11-07,CBB-W1G189-251107-M,176
2025-11-07,CBB-W1G190-251107-M,62006
2025-11-07,CBB-W1G191-251107-M,756
2025-11-07,CBB-W1G192-251107-M,4366
2025-11-07,CBB-W1G193-251107-M,829
2025-11-07,CBB-W1G194-251107-M,19
2025-11-07,CBB-W1G195-251107-M,3305
2025-11-07,CBB-W1G196-251107-M,57
2025-11-07,CBB-W1G197-251107-M,102
2025-11-07,CBB-W1G198-251107-M,166
2025-11-07,CBB-W1G199-251107-M,77
2025-11-07,CBB-W1G200-251107-M,73
2025-11-07,CBB-W1G201-251107-M,1315
2025-11-07,CBB-W1G204-251107-M,522
2025-11-07,CBB-W1G205-251107-M,8
2025-11-07,CBB-W1G206-251107-M,235
2025-11-07,CBB-W1G207-251107-M,894
2025-11-07,CBB-W1G208-251107-M,1545
2025-11-07,CBB-W1G209-251107-M,235
2025-11-07,CBB-W1G210-251107-M,556
2025-11-07,CBB-W1G211-251107-M,348
2025-11-07,CBB-W1G212-251107-M,105
2025-11-07,CBB-W1G213-251107-M,96
2025-11-07,CBB-W1G214-251107-M,503
2025-11-07,CBB-W1G215-251107-M,377
2025-11-07,CBB-W1G216-251107-M,1772
2025-11-07,CBB-W1G217-251107-M,6270
2025-11-07,CBB-W1G218-251107-M,2492
2025-11-07,CBB-W1G219-251107-M,109
2025-11-07,CBB-W1G220-251107-M,570
2025-11-07,CBB-W1G221-251107-M,12
2025-11-07,CBB-W1G222-251107-M,1195
2025-11-07,CBB-W1G223-251107-M,20
2025-11-07,CBB-W1G224-251107-M,195
2025-11-07,CBB-W1G227-251108-M,270
2025-11-07,CBB-W1G267-251108-M,91
2025-11-07,CFB-W11G10-251108-M,2610
2025-11-07,CFB-W11G11-251108-M,14171
2025-11-07,CFB-W11G13-251108-M,400
2025-11-07,CFB-W11G14-251108-M,854
2025-11-07,CFB-W11G15-251108-M,2556
2025-11-07,CFB-W11G16-251108-M,2187
2025-11-07,CFB-W11G17-251108-M,4507
2025-11-07,CFB-W11G18-251108-M,831
2025-11-07,CFB-W11G19-251108-M,2621
2025-11-07,CFB-W11G20-251108-M,638
2025-11-07,CFB-W11G21-251108-M,6814
2025-11-07,CFB-W11G22-251108-M,8573
2025-11-07,CFB-W11G23-251108-M,1564
2025-11-07,CFB-W11G24-251108-M,1738
2025-11-07,CFB-W11G25-251108-M,807
2025-11-07,CFB-W11G26-251108-M,1018
2025-11-07,CFB-W11G27-251108-M,3145
2025-11-07,CFB-W11G28-251108-M,37440
2025-11-07,CFB-W11G29-251108-M,3446
2025-11-07,CFB-W11G30-251108-M,10361
2025-11-07,CFB-W11G31-251108-M,440
2025-11-07,CFB-W11G32-251108-M,2306
2025-11-07,CFB-W11G33-251108-M,9246
2025-11-07,CFB-W11G34-251108-M,9732
2025-11-07,CFB-W11G35-251108-M,2821
2025-11-07,CFB-W11G36-251108-M,1576
2025-11-07,CFB-W11G5-251106-M,118538
2025-11-07,CFB-W11G6-251106-M,90854
2025-11-07,CFB-W11G7-251107-M,76912
2025-11-07,CFB-W11G8-251107-M,169962
2025-11-07,CFB-W11G9-251107-M,112483
2025-11-07,CFB-WNCFC,508
2025-11-07,CFB-WNSB,5
2025-11-07,DEB-W10G1-251107-M,5978
2025-11-07,DEB-W10G2-251108-M,100
2025-11-07,DEB-W10G3-251108-M,100
2025-11-07,DEB-W10G4-251108-M,5
2025-11-07,DEB-W10G9-251109-M,5
2025-11-07,EC-CPIO,261
2025-11-07,EC-RATECUT25,26
2025-11-07,EPL-W11G1-251108-M,2086
2025-11-07,EPL-W11G10-251109-M,1179
2025-11-07,EPL-W11G2-251108-M,72
2025-11-07,EPL-W11G3-251108-M,314
2025-11-07,EPL-W11G4-251108-M,1349
2025-11-07,EPL-W11G5-251108-M,2353
2025-11-07,EPL-W11G6-251109-M,26
2025-11-07,EPL-W11G7-251109-M,119
2025-11-07,EPL-W11G8-251109-M,202
2025-11-07,EPL-W11G9-251109-M,321
2025-11-07,ESP-W12G1-251107-M,11789
2025-11-07,ESP-W12G10-251109-M,210
2025-11-07,ESP-W12G2-251108-M,46
2025-11-07,ESP-W12G4-251108-M,160
2025-11-07,ESP-W12G6-251109-M,10
2025-11-07,ESP-W12G7-251109-M,209
2025-11-07,F1-WNCHPCON,1
2025-11-07,F1-WNCHPDRI,103
2025-11-07,GOLF-WNWWTC,29513
2025-11-07,ITSA-W11G1-251107-M,4586
2025-11-07,ITSA-W11G10-251109-M,10
2025-11-07,ITSA-W11G2-251108-M,6
2025-11-07,ITSA-W11G4-251108-M,103
2025-11-07,ITSA-W11G5-251108-M,110
2025-11-07,ITSA-W11G6-251109-M,3
2025-11-07,ITSA-W11G7-251109-M,100
2025-11-07,ITSA-W11G9-251109-M,3
2025-11-07,MLS-2S4G3-251108-M,100
2025-11-07,MLS-2S5G3-251109-M,5
2025-11-07,MLS-WNMC,866
2025-11-07,NBA-W3G27-251106-M,509065
2025-11-07,NBA-W3G28-251107-M,134793
2025-11-07,NBA-W3G29-251107-M,66828
2025-11-07,NBA-W3G30-251107-M,119061
2025-11-07,NBA-W3G31-251107-M,125278
2025-11-07,NBA-W3G32-251107-M,98876
2025-11-07,NBA-W3G33-251107-M,21129
2025-11-07,NBA-W3G34-251107-M,33571
2025-11-07,NBA-W3G35-251107-M,37473
2025-11-07,NBA-W3G36-251107-M,23960
2025-11-07,NBA-W3G37-251107-M,52718
2025-11-07,NBA-W3G38-251107-M,45573
2025-11-07,NBA-W3G39-251108-M,140
2025-11-07,NBA-W3G40-251108-M,57
2025-11-07,NBA-W3G41-251108-M,359
2025-11-07,NBA-W3G42-251108-M,177
2025-11-07,NBA-W3G43-251108-M,24
2025-11-07,NBA-W3G44-251108-M,48
2025-11-07,NBA-W3G45-251108-M,104
2025-11-07,NBA-W3G46-251108-M,10
2025-11-07,NBA-W3G47-251109-M,136
2025-11-07,NBA-W3G48-251109-M,199
2025-11-07,NBA-W3G49-251109-M,23
2025-11-07,NBA-W3G50-251109-M,21
2025-11-07,NBA-W3G51-251109-M,15
2025-11-07,NBA-W3G53-251109-M,30
2025-11-07,NBA-WNPBC,876
2025-11-07,NFL-W10G1-251106-M,2419221
2025-11-07,NFL-W10G10-251109-M,15703
2025-11-07,NFL-W10G11-251109-M,17060
2025-11-07,NFL-W10G12-251109-M,10614
2025-11-07,NFL-W10G13-251109-M,9619
2025-11-07,NFL-W10G14-251110-M,23794
2025-11-07,NFL-W10G2-251109-M,30307
2025-11-07,NFL-W10G3-251109-M,11811
2025-11-07,NFL-W10G4-251109-M,10593
2025-11-07,NFL-W10G5-251109-M,18123
2025-11-07,NFL-W10G6-251109-M,27216
2025-11-07,NFL-W10G7-251109-M,27183
2025-11-07,NFL-W10G8-251109-M,6817
2025-11-07,NFL-W10G9-251109-M,23192
2025-11-07,NFL-WNAFCC,450
2025-11-07,NFL-WNNFCC,256
2025-11-07,NFL-WNNFLC,990
2025-11-07,NHL-W5G20-251106-M,23946
2025-11-07,NHL-W5G21-251106-M,23406
2025-11-07,NHL-W5G22-251106-M,45150
2025-11-07,NHL-W5G23-251106-M,18198
2025-11-07,NHL-W5G24-251106-M,40828
2025-11-07,NHL-W5G25-251106-M,22373
2025-11-07,NHL-W5G26-251106-M,39228
2025-11-07,NHL-W5G27-251106-M,222854
2025-11-07,NHL-W5G28-251106-M,149599
2025-11-07,NHL-W5G29-251107-M,20596
2025-11-07,NHL-W5G30-251107-M,13689
2025-11-07,NHL-W5G31-251107-M,4977
2025-11-07,NHL-W5G32-251107-M,5521
2025-11-07,NHL-W5G33-251108-M,562
2025-11-07,NHL-W5G34-251108-M,189
2025-11-07,NHL-W5G35-251108-M,308
2025-11-07,NHL-W5G36-251108-M,198
2025-11-07,NHL-W5G37-251108-M,3
2025-11-07,NHL-W5G38-251108-M,549
2025-11-07,NHL-W5G39-251108-M,68
2025-11-07,NHL-W5G40-251108-M,43
2025-11-07,NHL-W5G41-251108-M,146
2025-11-07,NHL-W5G42-251108-M,156
2025-11-07,NHL-W5G44-251108-M,76
2025-11-07,NHL-WNNC,100
2025-11-07,UCL-WNCLW,203
2025-11-07,UFC-FNBBMC3-M,151
2025-11-07,Center ; 251107 04/30/2026 06:00 pm Binary Open 690 690 .12 .12 .1,0
2025-11-07,Center ; 251107 04/30/2026 06:00 pm Binary Open 3419 13 .93 .93 .9,0
2025-11-07,Center ;,5524370
2025-11-07,Center ; 25110704/30/2026 06:00 pm Binary Open,0
2025-11-07,Center ; 251107 04/30/2026 06:00 pm Binary Open 20 20 .78 .78 .78,0
2025-11-07,Center (Binghamton) ; 25110804/30/2026 06:00 pm Binary Open,0
2025-11-07,Center (Binghamton) ;,251108
2025-11-07,Center ; 251108 04/30/2026 06:00 pm Binary Open,0
2025-11-07,Center ; 25110804/30/2026 06:00 pm Binary Open,0
2025-11-07,Center ; 251112 04/30/2026 06:00 pm Binary Open,0
2025-11-07,Center ; 251114 04/30/2026 06:00 pm Binary Open,0
2025-11-07,Center ; 251115 04/30/2026 06:00 pm Binary Open,0
2025-11-10,CBB-W1G302-251109-M,6938
2025-11-10,CBB-W1G303-251109-M,20766
2025-11-10,CBB-W1G304-251109-M,20213
2025-11-10,CBB-W1G305-251109-M,1983
2025-11-10,CBB-W1G306-251109-M,11112
2025-11-10,CBB-W1G307-251109-M,4288
2025-11-10,CBB-W1G308-251109-M,8200
2025-11-10,CBB-W1G309-251109-M,5759
2025-11-10,CBB-W1G310-251109-M,24023
2025-11-10,CBB-W1G311-251109-M,39238
2025-11-10,CBB-W2G1-251110-M,4793
2025-11-10,CBB-W2G10-251110-M,1191
2025-11-10,CBB-W2G11-251110-M,757
2025-11-10,CBB-W2G12-251110-M,8595
2025-11-10,CBB-W2G13-251110-M,6745
2025-11-10,CBB-W2G14-251110-M,4518
2025-11-10,CBB-W2G15-251110-M,1187
2025-11-10,CBB-W2G16-251110-M,388
2025-11-10,CBB-W2G17-251110-M,700
2025-11-10,CBB-W2G18-251110-M,5420
2025-11-10,CBB-W2G19-251110-M,335
2025-11-10,CBB-W2G2-251110-M,1817
2025-11-10,CBB-W2G20-251110-M,1722
2025-11-10,CBB-W2G21-251110-M,8859
2025-11-10,CBB-W2G22-251110-M,945
2025-11-10,CBB-W2G23-251110-M,2309
2025-11-10,CBB-W2G24-251110-M,378
2025-11-10,CBB-W2G25-251110-M,1205
2025-11-10,CBB-W2G26-251110-M,437
2025-11-10,CBB-W2G27-251110-M,717
2025-11-10,CBB-W2G3-251110-M,360
2025-11-10,CBB-W2G4-251110-M,4724
2025-11-10,CBB-W2G5-251110-M,6688
2025-11-10,CBB-W2G6-251110-M,56
2025-11-10,CBB-W2G7-251110-M,1504
2025-11-10,CBB-W2G70-251111-M,215
2025-11-10,CBB-W2G79-251111-M,438
2025-11-10,CBB-W2G8-251110-M,456
2025-11-10,CBB-W2G9-251110-M,1791
2025-11-10,CBB-W2G90-251111-M,12
2025-11-10,CFB-W12G1-251111-M,709
2025-11-10,CFB-W12G10-251115-M,2
2025-11-10,CFB-W12G11-251115-M,64
2025-11-10,CFB-W12G12-251115-M,47
2025-11-10,CFB-W12G13-251115-M,121
2025-11-10,CFB-W12G14-251115-M,97
2025-11-10,CFB-W12G17-251115-M,356
2025-11-10,CFB-W12G18-251115-M,171
2025-11-10,CFB-W12G19-251115-M,4736
2025-11-10,CFB-W12G2-251111-M,867
2025-11-10,CFB-W12G21-251115-M,112
2025-11-10,CFB-W12G22-251115-M,252
2025-11-10,CFB-W12G23-251115-M,1829
2025-11-10,CFB-W12G24-251115-M,6
2025-11-10,CFB-W12G25-251115-M,237
2025-11-10,CFB-W12G26-251115-M,1502
2025-11-10,CFB-W12G27-251115-M,203
2025-11-10,CFB-W12G29-251115-M,28
2025-11-10,CFB-W12G3-251112-M,424
2025-11-10,CFB-W12G30-251115-M,89
2025-11-10,CFB-W12G31-251115-M,1528
2025-11-10,CFB-W12G32-251115-M,136
2025-11-10,CFB-W12G33-251115-M,1290
2025-11-10,CFB-W12G34-251115-M,155
2025-11-10,CFB-W12G35-251115-M,591
2025-11-10,CFB-W12G36-251115-M,20
2025-11-10,CFB-W12G37-251115-M,465
2025-11-10,CFB-W12G38-251115-M,14
2025-11-10,CFB-W12G39-251115-M,114
2025-11-10,CFB-W12G4-251112-M,68
2025-11-10,CFB-W12G5-251112-M,98
2025-11-10,CFB-W12G6-251113-M,231
2025-11-10,CFB-W12G7-251114-M,4771
2025-11-10,CFB-W12G8-251114-M,1413
2025-11-10,CFB-W12G9-251115-M,6
2025-11-10,CFB-WNBTEN,158
2025-11-10,CFB-WNBTWLV,9
2025-11-10,CFB-WNCFC,1848
2025-11-10,CFB-WNCUSA,20
2025-11-10,CFB-WNSEC,843
2025-11-10,EC-CPIO,3414
2025-11-10,EC-FED,374
2025-11-10,EPL-WNEPLC,743
2025-11-10,F1-WNCHPDRI,1605
2025-11-10,GOLF-WNWWTC,476
2025-11-10,MLS-2S5G3-251109-M,912
2025-11-10,MLS-WNMC,981
2025-11-10,NBA-W3G47-251109-M,172584
2025-11-10,NBA-W3G48-251109-M,287743
2025-11-10,NBA-W3G49-251109-M,53936
2025-11-10,NBA-W3G50-251109-M,308697
2025-11-10,NBA-W3G51-251109-M,358509
2025-11-10,NBA-W3G52-251109-M,295074
2025-11-10,NBA-W3G53-251109-M,219928
2025-11-10,NBA-W4G1-251110-M,114823
2025-11-10,NBA-W4G10-251111-M,88
2025-11-10,NBA-W4G11-251111-M,670
2025-11-10,NBA-W4G12-251111-M,993
2025-11-10,NBA-W4G13-251111-M,95
2025-11-10,NBA-W4G14-251111-M,37
2025-11-10,NBA-W4G15-251111-M,113
2025-11-10,NBA-W4G16-251112-M,7
2025-11-10,NBA-W4G17-251112-M,16
2025-11-10,NBA-W4G18-251112-M,13
2025-11-10,NBA-W4G19-251112-M,6
2025-11-10,NBA-W4G2-251110-M,41565
2025-11-10,NBA-W4G20-251112-M,9
2025-11-10,NBA-W4G21-251112-M,121
2025-11-10,NBA-W4G23-251112-M,7
2025-11-10,NBA-W4G25-251112-M,42
2025-11-10,NBA-W4G26-251112-M,40
2025-11-10,NBA-W4G27-251112-M,12
2025-11-10,NBA-W4G3-251110-M,37252
2025-11-10,NBA-W4G4-251110-M,19725
2025-11-10,NBA-W4G5-251110-M,30339
2025-11-10,NBA-W4G6-251110-M,86512
2025-11-10,NBA-W4G7-251110-M,11021
2025-11-10,NBA-W4G8-251110-M,24083
2025-11-10,NBA-W4G9-251110-M,13240
2025-11-10,NBA-WNPBC,543
2025-11-10,NFL-W10G10-251109-M,48602
2025-11-10,NFL-W10G11-251109-M,488147
2025-11-10,NFL-W10G12-251109-M,114155
2025-11-10,NFL-W10G13-251109-M,2442223
2025-11-10,NFL-W10G14-251110-M,1159233
2025-11-10,NFL-W11G1-251113-M,25334
2025-11-10,NFL-W11G10-251116-M,1038
2025-11-10,NFL-W11G11-251116-M,4207
2025-11-10,NFL-W11G12-251116-M,798
2025-11-10,NFL-W11G13-251116-M,5957
2025-11-10,NFL-W11G14-251116-M,776
2025-11-10,NFL-W11G15-251117-M,1368
2025-11-10,NFL-W11G2-251116-M,2688
2025-11-10,NFL-W11G3-251116-M,1543
2025-11-10,NFL-W11G4-251116-M,3568
2025-11-10,NFL-W11G5-251116-M,3893
2025-11-10,NFL-W11G6-251116-M,2529
2025-11-10,NFL-W11G7-251116-M,3170
2025-11-10,NFL-W11G8-251116-M,1269
2025-11-10,NFL-W11G9-251116-M,2600
2025-11-10,NFL-WNAFCC,815
2025-11-10,NFL-WNNFCC,484
2025-11-10,NFL-WNNFLC,3993
2025-11-10,NHL-W5G48-251109-M,29650
2025-11-10,NHL-W5G49-251109-M,18738
2025-11-10,NHL-W5G50-251109-M,41603
2025-11-10,NHL-W5G51-251109-M,42035
2025-11-10,NHL-W5G52-251109-M,117204
2025-11-10,NHL-W5G53-251109-M,174339
2025-11-10,NHL-W6G1-251110-M,8321
2025-11-10,NHL-W6G10-251111-M,16
2025-11-10,NHL-W6G11-251111-M,672
2025-11-10,NHL-W6G13-251111-M,172
2025-11-10,NHL-W6G2-251110-M,17945
2025-11-10,NHL-W6G3-251110-M,4683
2025-11-10,NHL-W6G4-251110-M,9908
2025-11-10,NHL-W6G5-251111-M,262
2025-11-10,NHL-W6G6-251111-M,239
2025-11-10,NHL-W6G7-251111-M,158
2025-11-10,NHL-W6G8-251111-M,65
2025-11-10,NHL-W6G9-251111-M,142
2025-11-10,NHL-WNNC,730
2025-11-10,UCL-WNCLW,31
2025-11-10,Center ;,2259997
2025-11-10,Center ; 251112 04/30/2026 06:00 pm Binary Open,0
2025-11-10,Center ; 251114 04/30/2026 06:00 pm Binary Open,0
2025-11-10,Center ; 251115 04/30/2026 06:00 pm Binary Open,0
2025-11-11,CBB-W2G10-251110-M,4813
2025-11-11,CBB-W2G11-251110-M,10282
2025-11-11,CBB-W2G111-251112-M,18
2025-11-11,CBB-W2G113-251112-M,80
2025-11-11,CBB-W2G12-251110-M,5493
2025-11-11,CBB-W2G124-251112-M,20
2025-11-11,CBB-W2G13-251110-M,3402
2025-11-11,CBB-W2G14-251110-M,12323
2025-11-11,CBB-W2G15-251110-M,3763
2025-11-11,CBB-W2G16-251110-M,13171
2025-11-11,CBB-W2G17-251110-M,1480
2025-11-11,CBB-W2G18-251110-M,10503
2025-11-11,CBB-W2G19-251110-M,868
2025-11-11,CBB-W2G2-251110-M,14771
2025-11-11,CBB-W2G20-251110-M,484
2025-11-11,CBB-W2G21-251110-M,6101
2025-11-11,CBB-W2G22-251110-M,1916
2025-11-11,CBB-W2G23-251110-M,11730
2025-11-11,CBB-W2G24-251110-M,1122
2025-11-11,CBB-W2G25-251110-M,5693
2025-11-11,CBB-W2G26-251110-M,10992
2025-11-11,CBB-W2G27-251110-M,14573
2025-11-11,CBB-W2G28-251111-M,19402
2025-11-11,CBB-W2G29-251111-M,208266
2025-11-11,CBB-W2G3-251110-M,8286
2025-11-11,CBB-W2G30-251111-M,2918
2025-11-11,CBB-W2G31-251111-M,281
2025-11-11,CBB-W2G32-251111-M,1494
2025-11-11,CBB-W2G33-251111-M,5679
2025-11-11,CBB-W2G34-251111-M,1698
2025-11-11,CBB-W2G35-251111-M,1432
2025-11-11,CBB-W2G36-251111-M,2833
2025-11-11,CBB-W2G37-251111-M,208
2025-11-11,CBB-W2G38-251111-M,1083
2025-11-11,CBB-W2G39-251111-M,3523
2025-11-11,CBB-W2G4-251110-M,19103
2025-11-11,CBB-W2G40-251111-M,504
2025-11-11,CBB-W2G41-251111-M,15
2025-11-11,CBB-W2G42-251111-M,318
2025-11-11,CBB-W2G43-251111-M,27946
2025-11-11,CBB-W2G44-251111-M,4
2025-11-11,CBB-W2G45-251111-M,366
2025-11-11,CBB-W2G46-251111-M,716
2025-11-11,CBB-W2G47-251111-M,488
2025-11-11,CBB-W2G48-251111-M,138
2025-11-11,CBB-W2G49-251111-M,146
2025-11-11,CBB-W2G5-251110-M,20022
2025-11-11,CBB-W2G50-251111-M,140
2025-11-11,CBB-W2G51-251111-M,2210
2025-11-11,CBB-W2G52-251111-M,113
2025-11-11,CBB-W2G53-251111-M,613
2025-11-11,CBB-W2G54-251111-M,1945
2025-11-11,CBB-W2G55-251111-M,2165
2025-11-11,CBB-W2G56-251111-M,263
2025-11-11,CBB-W2G57-251111-M,30
2025-11-11,CBB-W2G58-251111-M,643
2025-11-11,CBB-W2G59-251111-M,795
2025-11-11,CBB-W2G6-251110-M,4585
2025-11-11,CBB-W2G60-251111-M,607
2025-11-11,CBB-W2G61-251111-M,166
2025-11-11,CBB-W2G62-251111-M,990
2025-11-11,CBB-W2G63-251111-M,4
2025-11-11,CBB-W2G64-251111-M,351
2025-11-11,CBB-W2G65-251111-M,789
2025-11-11,CBB-W2G66-251111-M,791
2025-11-11,CBB-W2G67-251111-M,563
2025-11-11,CBB-W2G68-251111-M,67
2025-11-11,CBB-W2G69-251111-M,995
2025-11-11,CBB-W2G7-251110-M,7731
2025-11-11,CBB-W2G70-251111-M,52660
2025-11-11,CBB-W2G71-251111-M,404
2025-11-11,CBB-W2G72-251111-M,708
2025-11-11,CBB-W2G73-251111-M,5
2025-11-11,CBB-W2G74-251111-M,880
2025-11-11,CBB-W2G75-251111-M,20
2025-11-11,CBB-W2G76-251111-M,289
2025-11-11,CBB-W2G77-251111-M,1667
2025-11-11,CBB-W2G78-251111-M,20
2025-11-11,CBB-W2G79-251111-M,18544
2025-11-11,CBB-W2G8-251110-M,2307
2025-11-11,CBB-W2G80-251111-M,486
2025-11-11,CBB-W2G81-251111-M,793
2025-11-11,CBB-W2G82-251111-M,1545
2025-11-11,CBB-W2G83-251111-M,7360
2025-11-11,CBB-W2G84-251111-M,1627
2025-11-11,CBB-W2G85-251111-M,3005
2025-11-11,CBB-W2G86-251111-M,492
2025-11-11,CBB-W2G87-251111-M,162
2025-11-11,CBB-W2G88-251111-M,174
2025-11-11,CBB-W2G89-251111-M,164
2025-11-11,CBB-W2G9-251110-M,12151
2025-11-11,CBB-W2G90-251111-M,12251
2025-11-11,CBB-W2G91-251111-M,240
2025-11-11,CBB-W2G92-251111-M,1012
2025-11-11,CBB-W2G93-251111-M,58
2025-11-11,CFB-W12G1-251111-M,46304
2025-11-11,CFB-W12G10-251115-M,219
2025-11-11,CFB-W12G11-251115-M,572
2025-11-11,CFB-W12G12-251115-M,106
2025-11-11,CFB-W12G13-251115-M,493
2025-11-11,CFB-W12G14-251115-M,122
2025-11-11,CFB-W12G15-251115-M,257
2025-11-11,CFB-W12G16-251115-M,85
2025-11-11,CFB-W12G17-251115-M,5676
2025-11-11,CFB-W12G18-251115-M,332
2025-11-11,CFB-W12G19-251115-M,3141
2025-11-11,CFB-W12G2-251111-M,69151
2025-11-11,CFB-W12G20-251115-M,24
2025-11-11,CFB-W12G21-251115-M,135
2025-11-11,CFB-W12G22-251115-M,489
2025-11-11,CFB-W12G23-251115-M,9138
2025-11-11,CFB-W12G24-251115-M,29
2025-11-11,CFB-W12G25-251115-M,160
2025-11-11,CFB-W12G26-251115-M,6971
2025-11-11,CFB-W12G27-251115-M,257
2025-11-11,CFB-W12G28-251115-M,42
2025-11-11,CFB-W12G29-251115-M,336
2025-11-11,CFB-W12G3-251112-M,3223
2025-11-11,CFB-W12G30-251115-M,533
2025-11-11,CFB-W12G31-251115-M,319
2025-11-11,CFB-W12G32-251115-M,85
2025-11-11,CFB-W12G33-251115-M,292
2025-11-11,CFB-W12G34-251115-M,788
2025-11-11,CFB-W12G35-251115-M,589
2025-11-11,CFB-W12G36-251115-M,9
2025-11-11,CFB-W12G37-251115-M,97
2025-11-11,CFB-W12G38-251115-M,44
2025-11-11,CFB-W12G39-251115-M,114
2025-11-11,CFB-W12G4-251112-M,2227
2025-11-11,CFB-W12G5-251112-M,1068
2025-11-11,CFB-W12G6-251113-M,1481
2025-11-11,CFB-W12G7-251114-M,6078
2025-11-11,CFB-W12G8-251114-M,5395
2025-11-11,CFB-W12G9-251115-M,732
2025-11-11,CFB-WNACC,101
2025-11-11,CFB-WNBTEN,54
2025-11-11,CFB-WNCFC,1907
2025-11-11,EC-CPIO,283
2025-11-11,EC-ECB,800
2025-11-11,EC-FED,455
2025-11-11,EC-RATECUT25,56
2025-11-11,EPL-WNEPLC,41
2025-11-11,F1-WNCHPDRI,5283
2025-11-11,FIFA-WNWCW,230
2025-11-11,GOLF-WNBBC,200
2025-11-11,MLS-WNMC,914
2025-11-11,NBA-W4G1-251110-M,226394
2025-11-11,NBA-W4G10-251111-M,50925
2025-11-11,NBA-W4G11-251111-M,117128
2025-11-11,NBA-W4G12-251111-M,150142
2025-11-11,NBA-W4G13-251111-M,151596
2025-11-11,NBA-W4G14-251111-M,56673
2025-11-11,NBA-W4G15-251111-M,46041
2025-11-11,NBA-W4G16-251112-M,1628
2025-11-11,NBA-W4G17-251112-M,3457
2025-11-11,NBA-W4G18-251112-M,963
2025-11-11,NBA-W4G19-251112-M,277
2025-11-11,NBA-W4G2-251110-M,211745
2025-11-11,NBA-W4G20-251112-M,896
2025-11-11,NBA-W4G21-251112-M,1718
2025-11-11,NBA-W4G22-251112-M,26
2025-11-11,NBA-W4G23-251112-M,316
2025-11-11,NBA-W4G24-251112-M,547
2025-11-11,NBA-W4G25-251112-M,1426
2025-11-11,NBA-W4G26-251112-M,39
2025-11-11,NBA-W4G27-251112-M,140
2025-11-11,NBA-W4G3-251110-M,152398
2025-11-11,NBA-W4G4-251110-M,211886
2025-11-11,NBA-W4G5-251110-M,186648
2025-11-11,NBA-W4G6-251110-M,307681
2025-11-11,NBA-W4G7-251110-M,30545
2025-11-11,NBA-W4G8-251110-M,119690
2025-11-11,NBA-W4G9-251110-M,848665
2025-11-11,NBA-WNPBC,447
2025-11-11,NFL-W10G14-251110-M,2247645
2025-11-11,NFL-W11G1-251113-M,54514
2025-11-11,NFL-W11G10-251116-M,3227
2025-11-11,NFL-W11G11-251116-M,13838
2025-11-11,NFL-W11G12-251116-M,2215
2025-11-11,NFL-W11G13-251116-M,10722
2025-11-11,NFL-W11G14-251116-M,7870
2025-11-11,NFL-W11G15-251117-M,3047
2025-11-11,NFL-W11G2-251116-M,4984
2025-11-11,NFL-W11G3-251116-M,4875
2025-11-11,NFL-W11G4-251116-M,8687
2025-11-11,NFL-W11G5-251116-M,5740
2025-11-11,NFL-W11G6-251116-M,8313
2025-11-11,NFL-W11G7-251116-M,4980
2025-11-11,NFL-W11G8-251116-M,6430
2025-11-11,NFL-W11G9-251116-M,6062
2025-11-11,NFL-WNAFCC,682
2025-11-11,NFL-WNNFCC,225
2025-11-11,NFL-WNNFLC,939
2025-11-11,NHL-W6G1-251110-M,12948
2025-11-11,NHL-W6G10-251111-M,7473
2025-11-11,NHL-W6G11-251111-M,26550
2025-11-11,NHL-W6G12-251111-M,4827
2025-11-11,NHL-W6G13-251111-M,2202
2025-11-11,NHL-W6G14-251112-M,191
2025-11-11,NHL-W6G15-251112-M,101
2025-11-11,NHL-W6G16-251112-M,155
2025-11-11,NHL-W6G17-251112-M,156
2025-11-11,NHL-W6G19-251113-M,7
2025-11-11,NHL-W6G2-251110-M,37938
2025-11-11,NHL-W6G20-251113-M,4
2025-11-11,NHL-W6G23-251113-M,3
2025-11-11,NHL-W6G26-251113-M,17
2025-11-11,NHL-W6G3-251110-M,46372
2025-11-11,NHL-W6G4-251110-M,122551
2025-11-11,NHL-W6G5-251111-M,9386
2025-11-11,NHL-W6G6-251111-M,6149
2025-11-11,NHL-W6G7-251111-M,46954
2025-11-11,NHL-W6G8-251111-M,17959
2025-11-11,NHL-W6G9-251111-M,15197
2025-11-11,NHL-WNNC,2414
2025-11-11,UCL-WNCLW,447
2025-11-11,Center ;,2259997
2025-11-11,Center ; 251112 04/30/2026 06:00 pm Binary Open,0
2025-11-11,Center ; 251114 04/30/2026 06:00 pm Binary Open,0
2025-11-11,Center ; 251115 04/30/2026 06:00 pm Binary Open,0
2025-11-12,CBB-W2G100-251112-M,2165
