date,contracts_settled,contracts_total,pnl_gross,fees_taker,pnl_net,pct_settled
2025-01-01,3313583,3345610,-25488.18,23600.91,-49089.09,99.04
2025-01-02,4272786,4286823,-37161.38,32115.49,-69276.87,99.67
2025-01-03,6618712,6651940,120285.68,48882.41,71403.27,99.5
2025-01-04,3057743,3066040,22812.24,23742.83,-930.59,99.73
2025-01-05,4302312,4330924,-48666.13,32489.82,-81155.95,99.34
2025-01-06,7051517,7104317,28360.58,43390.22,-15029.64,99.26
2025-01-07,5201570,5332330,13187.21,41098.0,-27910.79,97.55
2025-01-08,4821857,4872863,60021.7,36871.2,23150.5,98.95
2025-01-09,3943604,4035366,-28392.16,28983.15,-57375.31,97.73
2025-01-10,4784391,4830804,-118239.38,34085.75,-152325.13,99.04
2025-01-11,2603630,2647656,-2851.55,16417.39,-19268.94,98.34
2025-01-12,2659079,2680637,-30052.73,16795.61,-46848.34,99.2
2025-01-13,4263521,4304212,-118362.33,35010.73,-153373.06,99.05
2025-01-14,4776097,5014075,-36124.36,36211.51,-72335.87,95.25
2025-01-15,5145690,5182384,-77214.67,40925.38,-118140.05,99.29
2025-01-16,5641489,5688829,-9268.59,43547.24,-52815.83,99.17
2025-01-17,6296224,6337451,-200632.57,48939.43,-249572.0,99.35
2025-01-18,4902436,4930801,-136103.17,33153.91,-169257.08,99.42
2025-01-19,5108289,5158983,-194142.3,46155.47,-240297.77,99.02
2025-01-20,17683987,17809082,-549334.44,132416.01,-681750.45,99.3
2025-01-21,7990606,8079006,-217009.33,55968.83,-272978.16,98.91
2025-01-22,7681313,7713320,-137871.55,59119.29,-196990.84,99.59
2025-01-23,7533907,7598851,-220515.64,60832.67,-281348.31,99.15
2025-01-24,7054892,7117791,-167471.43,56642.13,-224113.56,99.12
2025-01-25,3683217,3719597,49241.95,35417.67,13824.28,99.02
2025-01-26,6675523,6719832,-91555.99,69168.96,-160724.95,99.34
2025-01-27,4861662,4882214,-7782.08,46188.24,-53970.32,99.58
2025-01-28,4596325,4661607,50258.37,41861.25,8397.12,98.6
2025-01-29,5775595,5810800,-44384.95,51342.34,-95727.29,99.39
2025-01-30,5821856,5939526,-11857.72,58469.61,-70327.33,98.02
2025-01-31,5063023,5084114,45088.99,48269.11,-3180.12,99.59
2025-02-01,4144059,4172923,-93293.03,34429.34,-127722.37,99.31
2025-02-02,6105459,6145710,79630.98,52241.96,27389.02,99.35
2025-02-03,7439960,7513738,-46866.2,68843.24,-115709.44,99.02
2025-02-04,7244865,7321735,-104076.37,52453.76,-156530.13,98.95
2025-02-05,5038107,5127936,-83072.85,48154.57,-131227.42,98.25
2025-02-06,6202817,6294666,-203639.11,57382.39,-261021.5,98.54
2025-02-07,6159932,6247983,-140907.43,60255.71,-201163.14,98.59
2025-02-08,4709808,4769115,-258113.8,53794.8,-311908.6,98.76
2025-02-09,30642622,30694235,-350356.52,267966.37,-618322.89,99.83
2025-02-10,6500602,6565176,-45405.09,50737.37,-96142.46,99.02
2025-02-11,5962249,5997381,-199398.84,53020.42,-252419.26,99.41
2025-02-12,7267325,7338860,-193700.33,60616.72,-254317.05,99.03
2025-02-13,7036256,7166553,-167258.4,56938.6,-224197.0,98.18
2025-02-14,5594420,5769450,-114124.99,48857.65,-162982.64,96.97
2025-02-15,3910455,3931024,-8731.72,32814.83,-41546.55,99.48
2025-02-16,4747188,4789523,-39194.03,41701.68,-80895.71,99.12
2025-02-17,4635210,4663684,-124004.6,41529.07,-165533.67,99.39
2025-02-18,6304846,6327038,-118263.98,59579.23,-177843.21,99.65
2025-02-19,5571288,5592045,-152259.76,52213.35,-204473.11,99.63
2025-02-20,7215431,7271500,-184367.27,63961.09,-248328.36,99.23
2025-02-21,5882724,5932220,-108374.47,52984.24,-161358.71,99.17
2025-02-22,3810727,3857947,2835.74,29621.36,-26785.62,98.78
2025-02-23,4041951,4090966,-116916.17,35416.36,-152332.53,98.8
2025-02-24,5470528,5533704,-17589.96,46638.21,-64228.17,98.86
2025-02-25,5481597,5542623,50572.12,46303.61,4268.51,98.9
2025-02-26,6026455,6068885,-137935.38,52194.29,-190129.67,99.3
2025-02-27,6397905,6449315,-17229.75,53307.78,-70537.53,99.2
2025-02-28,5315058,5357747,-76735.64,46076.55,-122812.19,99.2
2025-03-01,3201001,3225339,-65039.19,30791.06,-95830.25,99.25
2025-03-02,6873894,6902658,-200129.97,59551.94,-259681.91,99.58
2025-03-03,5978010,6020413,-89189.57,55944.35,-145133.92,99.3
2025-03-04,12681932,12768784,-244664.05,97325.89,-341989.94,99.32
2025-03-05,7225549,7278980,-69840.3,65215.44,-135055.74,99.27
2025-03-06,5182677,5217130,-50693.97,51295.26,-101989.23,99.34
2025-03-07,5278100,5337855,-96843.81,49470.47,-146314.28,98.88
2025-03-08,3028736,3049560,-184716.4,28738.49,-213454.89,99.32
2025-03-09,2984517,2938051,-89831.96,27371.68,-117203.64,101.58
2025-03-10,4788218,4827262,-82177.98,46005.53,-128183.51,99.19
2025-03-11,5480477,5587371,-37395.33,55039.08,-92434.41,98.09
2025-03-12,4385176,4462948,-35987.63,40131.16,-76118.79,98.26
2025-03-13,5255634,5325806,8157.94,44959.65,-36801.71,98.68
2025-03-14,5333783,5410790,-61494.26,43511.22,-105005.48,98.58
2025-03-15,3484657,3519592,-99575.07,32138.66,-131713.73,99.01
2025-03-16,3550278,3589750,-69039.95,30471.43,-99511.38,98.9
2025-03-17,4942099,5012065,-59673.03,38365.15,-98038.18,98.6
2025-03-18,7289536,7321727,88186.55,71847.91,16338.64,99.56
2025-03-19,13486380,13526536,96053.06,113801.2,-17748.14,99.7
2025-03-20,37526040,37615974,282721.81,366582.8,-83860.99,99.76
2025-03-21,49886693,49934117,-459286.93,541868.3,-1001155.23,99.91
2025-03-22,51928193,51966770,-332418.89,584787.59,-917206.48,99.93
2025-03-23,55626536,55664767,500203.68,649755.42,-149551.74,99.93
2025-03-24,17421656,17503770,380110.43,170041.43,210069.0,99.53
2025-03-25,6205454,6230148,41416.84,63523.55,-22106.71,99.6
2025-03-26,6742647,6775409,115899.27,67626.95,48272.32,99.52
2025-03-27,32404393,32538304,-315226.89,349947.83,-665174.72,99.59
2025-03-28,44797609,44840203,-100848.69,516025.08,-616873.77,99.91
2025-03-29,51556627,51579234,-388980.2,580701.0,-969681.2,99.96
2025-03-30,35713774,35764698,-207320.31,356463.47,-563783.78,99.86
2025-03-31,19318171,19422798,-316306.68,173471.39,-489778.07,99.46
2025-04-01,11661200,11720263,-194504.19,101622.53,-296126.72,99.5
2025-04-02,8336681,8467194,-345206.1,85321.11,-430527.21,98.46
2025-04-03,7264606,7348721,-129843.88,76543.12,-206387.0,98.86
2025-04-04,21100016,21247754,-276127.36,228971.89,-505099.25,99.3
2025-04-05,47491113,47504185,-2041389.22,588192.7,-2629581.92,99.97
2025-04-06,16100159,16191041,146302.74,184022.56,-37719.82,99.44
2025-04-07,34527948,34749516,410040.07,493172.56,-83132.49,99.36
2025-04-08,5344365,5435689,-38864.59,44869.44,-83734.03,98.32
2025-04-09,16378904,16485826,611370.16,111273.45,500096.71,99.35
2025-04-10,24645703,24773660,-54131.48,176195.6,-230327.08,99.48
2025-04-11,18751793,18887592,-489773.68,140618.7,-630392.38,99.28
2025-04-12,21075815,21133089,-102414.24,196975.0,-299389.24,99.73
2025-04-13,32415580,32774503,-301246.85,317003.56,-618250.41,98.9
2025-04-14,5504220,5725074,23112.97,49000.49,-25887.52,96.14
2025-04-15,7340182,7384971,-111022.46,66899.77,-177922.23,99.39
2025-04-16,8796586,8943655,-53109.71,79066.84,-132176.55,98.36
2025-04-17,7304522,7389069,20035.44,56524.47,-36489.03,98.86
2025-04-18,6191339,6235959,-88094.65,54820.31,-142914.96,99.28
2025-04-19,10970560,11081660,-456617.75,124993.31,-581611.06,99.0
2025-04-20,8714896,8732254,-72532.6,86098.99,-158631.59,99.8
2025-04-21,11451994,11580442,-435214.99,124349.67,-559564.66,98.89
2025-04-22,13865694,13895075,-522025.85,134963.98,-656989.83,99.79
2025-04-23,12731464,12788938,-176365.83,108630.54,-284996.37,99.55
2025-04-24,11819063,12037279,-264648.01,119263.86,-383911.87,98.19
2025-04-25,12127274,12167235,-422819.76,127260.13,-550079.89,99.67
2025-04-26,8483251,8518923,-2837.23,93334.39,-96171.62,99.58
2025-04-27,9925433,9941373,-179396.95,109813.0,-289209.95,99.84
2025-04-28,21892605,21955567,-239488.11,178464.19,-417952.3,99.71
2025-04-29,19301427,19343039,49823.16,162135.08,-112311.92,99.78
2025-04-30,15850364,15953042,-113476.94,137908.58,-251385.52,99.36
2025-05-01,15990604,16097044,-148561.56,148048.29,-296609.85,99.34
2025-05-02,17658127,17745323,267166.52,150936.11,116230.41,99.51
2025-05-03,14377324,14447784,66337.91,143820.77,-77482.86,99.51
2025-05-04,17952387,18058896,222128.86,196751.06,25377.8,99.41
2025-05-05,17450749,17511425,144065.18,153009.49,-8944.31,99.65
2025-05-06,23354946,23399204,437653.63,219275.96,218377.67,99.81
2025-05-07,24379912,24458812,288945.74,211080.18,77865.56,99.68
2025-05-08,14489827,14554159,-138781.94,141306.9,-280088.84,99.56
2025-05-09,13806988,13999636,17784.64,148924.13,-131139.49,98.62
2025-05-10,14533646,14602125,-253205.45,169774.6,-422980.05,99.53
2025-05-11,13890321,13935831,114474.79,161626.12,-47151.33,99.67
2025-05-12,19788148,19856691,246116.68,201668.43,44448.25,99.65
2025-05-13,26270295,26368034,-24536.96,267758.27,-292295.23,99.63
2025-05-14,25690874,25930445,-321153.97,216227.66,-537381.63,99.08
2025-05-15,25004463,25071172,-41294.99,183078.03,-224373.02,99.73
2025-05-16,21499460,21537215,14502.71,184005.42,-169502.71,99.82
2025-05-17,16211741,16296623,-142847.53,149201.66,-292049.19,99.48
2025-05-18,26799197,26837373,-169404.25,264131.68,-433535.93,99.86
2025-05-19,11266431,11369539,-186269.41,124089.92,-310359.33,99.09
2025-05-20,21619734,21683218,-87329.96,240683.36,-328013.32,99.71
2025-05-21,27231093,27303615,-86372.95,309467.88,-395840.83,99.73
2025-05-22,22284624,22338073,-440115.79,226933.03,-667048.82,99.76
2025-05-23,25549803,25598000,-155156.47,307417.75,-462574.22,99.81
2025-05-24,20817705,20855429,-412635.54,238412.4,-651047.94,99.82
2025-05-25,32683230,32847286,-338838.31,376889.95,-715728.26,99.5
2025-05-26,25493563,25525448,-1431314.08,314521.16,-1745835.24,99.88
2025-05-27,27585346,27662154,-128520.62,311026.88,-439547.5,99.72
2025-05-28,25735999,25779393,-686013.15,250430.73,-936443.88,99.83
2025-05-29,29453190,29526461,-1012979.1,309625.95,-1322605.05,99.75
2025-05-30,13846545,13912732,282456.54,146191.85,136264.69,99.52
2025-05-31,29072937,29261758,-63429.54,309701.8,-373131.34,99.35
2025-06-01,11712745,11907434,-26383.07,108785.5,-135168.57,98.36
2025-06-02,11738801,11897050,-30030.73,108658.9,-138689.63,98.67
2025-06-03,13657416,13738836,18387.88,128642.22,-110254.34,99.41
2025-06-04,25384097,25436226,243694.14,295575.67,-51881.53,99.8
2025-06-05,42697376,42788869,1002185.52,406290.88,595894.64,99.79
2025-06-06,37340056,37412106,169185.38,428652.1,-259466.72,99.81
2025-06-07,23321384,23570051,-869017.83,281290.39,-1150308.22,98.94
2025-06-08,49775932,49823164,-985216.11,517102.5,-1502318.61,99.91
2025-06-09,18831379,19033987,-128631.62,207392.01,-336023.63,98.94
2025-06-10,16062591,16187112,-299891.01,163408.65,-463299.66,99.23
2025-06-11,38817545,39016207,-125337.29,454764.15,-580101.44,99.49
2025-06-12,43858731,43943727,-1104421.76,389045.97,-1493467.73,99.81
2025-06-13,52642844,52707719,-1664163.32,626388.19,-2290551.51,99.88
2025-06-14,30698313,30774139,-884345.86,303872.39,-1188218.25,99.75
2025-06-15,29578420,29617964,-1311377.31,298877.7,-1610255.01,99.87
2025-06-16,34937988,34995127,-1433603.61,329337.15,-1762940.76,99.84
2025-06-17,24224037,24280770,137741.26,261228.51,-123487.25,99.77
2025-06-18,16422709,16690566,123913.66,144036.28,-20122.62,98.4
2025-06-19,41836166,41965785,-854775.91,453543.79,-1308319.7,99.69
2025-06-20,18361763,18463749,-655006.27,201127.61,-856133.88,99.45
2025-06-21,13942327,13970293,-499958.54,166170.3,-666128.84,99.8
2025-06-22,49889705,50003400,-1252044.2,501367.83,-1753412.03,99.77
2025-06-23,13877015,14083306,-196662.62,145983.03,-342645.65,98.54
2025-06-24,20982190,21424267,-135962.07,191523.7,-327485.77,97.94
2025-06-25,15685364,16137855,-308430.02,143518.2,-451948.22,97.2
2025-06-26,13750510,13925536,-177361.68,125394.74,-302756.42,98.74
2025-06-27,15406274,15661699,-104426.71,156208.59,-260635.3,98.37
2025-06-28,20610360,21106591,-404381.84,212336.05,-616717.89,97.65
2025-06-29,14088451,14226148,-34130.95,138428.16,-172559.11,99.03
2025-06-30,16552107,16990703,-312928.48,155974.98,-468903.46,97.42
2025-07-01,17877528,18264431,67488.77,168081.57,-100592.8,97.88
2025-07-02,16333845,16621469,-293552.41,163355.64,-456908.05,98.27
2025-07-03,22551781,22638731,94215.29,193326.18,-99110.89,99.62
2025-07-04,21402543,21563199,46367.66,187928.91,-141561.25,99.25
2025-07-05,16082393,16158111,306812.09,166662.65,140149.44,99.53
2025-07-06,25435747,25597209,89602.92,261114.55,-171511.63,99.37
2025-07-07,29334549,29628378,-91284.26,320440.12,-411724.38,99.01
2025-07-08,28576135,28742361,-83538.01,292312.08,-375850.09,99.42
2025-07-09,34479451,34806547,-629345.68,338182.66,-967528.34,99.06
2025-07-10,30401257,30575785,-552356.39,340980.52,-893336.91,99.43
2025-07-11,32544822,32672753,-399999.15,324330.45,-724329.6,99.61
2025-07-12,17939385,18075646,-472204.52,207992.52,-680197.04,99.25
2025-07-13,35195469,35382042,-1276095.49,416845.86,-1692941.35,99.47
2025-07-14,25323492,25628255,-430763.27,252843.15,-683606.42,98.81
2025-07-15,22969447,23182009,290628.61,232581.2,58047.41,99.08
2025-07-16,20475487,20613795,177776.84,169525.93,8250.91,99.33
2025-07-17,20257903,20553146,241435.54,164561.28,76874.26,98.56
2025-07-18,23736944,23909539,39636.85,240995.14,-201358.29,99.28
2025-07-19,31639585,31791831,-1201444.03,353593.16,-1555037.19,99.52
2025-07-20,25048351,25238644,53286.06,239214.98,-185928.92,99.25
2025-07-21,15177876,17510940,-37224.01,149281.38,-186505.39,86.68
2025-07-22,18251748,18574930,61869.19,168569.86,-106700.67,98.26
2025-07-23,22992347,23307662,-360283.82,174458.27,-534742.09,98.65
2025-07-24,22023871,22269814,-450160.42,162974.62,-613135.04,98.9
2025-07-25,23850261,24118090,-322409.11,190622.08,-513031.19,98.89
2025-07-26,22501510,22591163,9243.37,214885.6,-205642.23,99.6
2025-07-27,28076121,28470030,124014.61,260209.65,-136195.04,98.62
2025-07-28,19266946,19478984,11450.1,188527.39,-177077.29,98.91
2025-07-29,22071679,22275034,-179089.47,188022.69,-367112.16,99.09
2025-07-30,20580311,21120418,-429977.9,182664.24,-612642.14,97.44
2025-07-31,18753179,18966386,-490717.56,167196.39,-657913.95,98.88
2025-08-01,24823354,25113234,348698.21,244525.85,104172.36,98.85
2025-08-02,19737530,19869967,573822.7,216755.62,357067.08,99.33
2025-08-03,16069345,16204734,-333571.0,162285.63,-495856.63,99.16
2025-08-04,13789613,13996381,-329869.46,140386.92,-470256.38,98.52
2025-08-05,16940159,17183898,-143335.12,168809.94,-312145.06,98.58
2025-08-06,16670737,16853590,-228420.48,167730.87,-396151.35,98.92
2025-08-07,20514845,21170448,-293448.39,195357.76,-488806.15,96.9
2025-08-08,22955072,23845368,-374108.03,236436.92,-610544.95,96.27
2025-08-09,22696426,23010408,-215261.54,251157.61,-466419.15,98.64
2025-08-10,34011635,34965589,-2323761.97,402536.33,-2726298.3,97.27
2025-08-11,16752530,16911975,31211.13,176252.76,-145041.63,99.06
2025-08-12,18789379,19381070,-54627.14,182444.72,-237071.86,96.95
2025-08-13,21971627,22258031,35150.49,217868.33,-182717.84,98.71
2025-08-14,25456991,25737195,-15120.42,241325.87,-256446.29,98.91
2025-08-15,26657726,26842655,-527202.34,293899.86,-821102.2,99.31
2025-08-16,32085034,32209979,177917.38,382729.66,-204812.28,99.61
2025-08-17,34725940,35341997,-51144.19,369973.79,-421117.98,98.26
2025-08-18,17262312,17515673,-424797.57,188481.37,-613278.94,98.55
2025-08-19,17921610,18228093,-268961.43,195545.12,-464506.55,98.32
2025-08-20,19769780,21518756,-693355.38,201715.91,-895071.29,91.87
2025-08-21,23360641,23537064,-346567.73,233543.25,-580110.98,99.25
2025-08-22,32031635,32217324,-506768.53,327951.63,-834720.16,99.42
2025-08-23,40131578,40323441,-579512.5,456404.15,-1035916.65,99.52
2025-08-24,33325443,33614639,163822.08,332808.94,-168986.86,99.14
2025-08-25,25306215,25923942,-470376.07,256335.36,-726711.43,97.62
2025-08-26,21818178,22074711,-314157.31,226212.33,-540369.64,98.84
2025-08-27,22772300,23356063,-172169.87,235308.21,-407478.08,97.5
2025-08-28,36458963,36556234,-818138.22,379920.8,-1198059.02,99.73
2025-08-29,41673511,42428332,-243165.05,450942.37,-694107.42,98.22
2025-08-30,87112819,87244547,-1452564.13,935755.71,-2388319.84,99.85
2025-08-31,58853932,58940177,-862410.49,675054.08,-1537464.57,99.85
2025-09-01,38598975,38836744,-386450.98,431826.99,-818277.97,99.39
2025-09-02,29618498,31095750,152615.87,302857.91,-150242.04,95.25
2025-09-03,49691710,49882469,-1164218.67,540489.53,-1704708.2,99.62
2025-09-04,52095185,52435015,-478069.0,624272.25,-1102341.25,99.35
2025-09-05,84951861,85129506,-1959305.68,880450.07,-2839755.75,99.79
2025-09-06,107545655,107726607,-609511.59,1214200.41,-1823712.0,99.83
2025-09-07,195978321,196134790,-1806694.68,2496231.14,-4302925.82,99.92
2025-09-08,60091619,60569973,1293547.9,672238.04,621309.86,99.21
2025-09-09,27625791,27759392,88633.6,288239.92,-199606.32,99.52
2025-09-10,24928456,25190344,-519253.82,256114.53,-775368.35,98.96
2025-09-11,52061790,52179163,92617.41,566303.59,-473686.18,99.78
2025-09-12,54129450,54268779,-107135.22,621821.28,-728956.5,99.74
2025-09-13,158187422,159177991,-2729487.72,1977262.07,-4706749.79,99.38
2025-09-14,182753405,182851616,1132372.22,2290310.7,-1157938.48,99.95
2025-09-15,82006221,82172820,1669273.01,1037425.3,631847.71,99.8
2025-09-16,52878785,53062562,113267.98,437897.18,-324629.2,99.65
2025-09-17,58069292,58252816,229654.47,501138.27,-271483.8,99.68
2025-09-18,71414368,71634742,1409077.1,689702.7,719374.4,99.69
2025-09-19,64833694,65104398,-828185.73,790729.76,-1618915.49,99.58
2025-09-20,181918858,182092117,-825438.31,2080198.49,-2905636.8,99.9
2025-09-21,215706990,215839670,-5825838.19,2652103.16,-8477941.35,99.94
2025-09-22,72342788,72739107,-963940.82,937941.37,-1901882.19,99.46
2025-09-23,32811952,33235432,-330872.84,363076.57,-693949.41,98.73
2025-09-24,33967638,34308884,33879.89,382496.51,-348616.62,99.01
2025-09-25,70035987,70445553,1895398.59,817543.23,1077855.36,99.42
2025-09-26,102738856,105522447,-4053614.28,1377139.16,-5430753.44,97.36
2025-09-27,260133416,260688428,-3179694.18,3305916.82,-6485611.0,99.79
2025-09-28,218757446,277753304,-3356494.76,2722346.03,-6078840.79,78.76
2025-09-29,78936567,89832516,-1758539.15,865689.86,-2624229.01,87.87
2025-09-30,67241115,67700108,-667388.55,767276.57,-1434665.12,99.32
2025-10-01,76788557,77328266,413287.01,906371.56,-493084.55,99.3
2025-10-02,122132584,122623287,-62889.0,1607428.32,-1670317.32,99.6
2025-10-03,60158518,60557815,-156415.08,626696.87,-783111.95,99.34
2025-10-04,240910217,241389395,-1607790.0,2803002.47,-4410792.47,99.8
2025-10-05,296476083,296898477,-107541.86,3724015.03,-3831556.89,99.86
2025-10-06,107802853,108320791,-837201.77,1376103.02,-2213304.79,99.52
2025-10-07,69133500,69584650,-690027.44,791430.18,-1481457.62,99.35
2025-10-08,91213597,91978998,-2121980.79,1083560.55,-3205541.34,99.17
2025-10-09,113080642,113608021,-4072933.63,1371783.05,-5444716.68,99.54
2025-10-10,84280344,84884637,211546.59,1051009.76,-839463.17,99.29
2025-10-11,218953213,219595129,-3354812.73,2571888.67,-5926701.4,99.71
2025-10-12,220763529,221073694,-7997095.77,2746990.9,-10744086.67,99.86
2025-10-13,125087276,125615988,-5772938.09,1563020.31,-7335958.4,99.58
2025-10-14,58647221,59306528,385888.18,684247.14,-298358.96,98.89
2025-10-15,65210180,65806370,-682191.05,746447.12,-1428638.17,99.09
2025-10-16,110363782,110974311,733721.11,1326399.54,-592678.43,99.45
2025-10-17,107064239,108444407,-2888795.79,1280620.97,-4169416.76,98.73
2025-10-18,228383207,229541645,612744.89,2689595.11,-2076850.22,99.5
2025-10-19,250123414,250699565,-192459.39,2948188.75,-3140648.14,99.77
2025-10-20,124400323,125262478,-2536976.55,1291254.01,-3828230.56,99.31
2025-10-21,93288434,94778529,335943.47,1106714.83,-770771.36,98.43
2025-10-22,108441418,109399536,-15388.05,1256383.1,-1271771.15,99.12
2025-10-23,108439735,110434927,-185052.61,1193907.55,-1378960.16,98.19
2025-10-24,141287739,142415646,-6825162.07,1732385.4,-8557547.47,99.21
2025-10-25,251663812,254944797,2246740.59,2828648.16,-581907.57,98.71
2025-10-26,243463626,244043673,-1680099.12,2780555.66,-4460654.78,99.76
2025-10-27,120038278,121033948,2580127.03,1350621.06,1229505.97,99.18
2025-10-28,135599859,136852964,-305775.4,1526593.63,-1832369.03,99.08
2025-10-29,143344483,145592319,452189.76,1531696.53,-1079506.77,98.46
2025-10-30,126146631,127238055,-2368571.63,1340922.65,-3709494.28,99.14
2025-10-31,126613284,127625174,-956234.9,1478861.38,-2435096.28,99.21
2025-11-01,295267996,296113889,-2558106.64,3411254.63,-5969361.27,99.71
2025-11-02,305603780,306420729,-259494.59,3437758.7,-3697253.29,99.73
2025-11-03,155339789,156658270,-6042853.87,1615456.53,-7658310.4,99.16
2025-11-04,175479193,177314786,-2086664.51,1538755.66,-3625420.17,98.96
2025-11-05,124902596,126328176,-4151057.16,1388730.29,-5539787.45,98.87
2025-11-06,128332141,130643898,604199.8,1312663.29,-708463.49,98.23
2025-11-07,122596512,123947052,-792512.24,1358647.42,-2151159.66,98.91
2025-11-08,269474712,270275737,-515543.49,2995250.06,-3510793.55,99.7
2025-11-09,318707457,319565615,-4610813.54,3542114.35,-8152927.89,99.73
2025-11-10,136749370,137626533,1695725.03,1462425.98,233299.05,99.36
2025-11-11,124438686,125437807,-309084.66,1348115.44,-1657200.1,99.2
2025-11-12,135629824,136691531,-7202.54,1369521.52,-1376724.06,99.22
2025-11-13,124886024,126020557,-206891.6,1135592.03,-1342483.63,99.1
2025-11-14,129548514,130680195,-1631692.35,1519218.43,-3150910.78,99.13
2025-11-15,267952357,268830311,1191267.34,2997865.41,-1806598.07,99.67
2025-11-16,314022068,314873954,-3275436.68,3784103.76,-7059540.44,99.73
2025-11-17,114134557,115167911,3161391.47,1229537.64,1931853.83,99.1
2025-11-18,107287454,108502114,-1051196.15,1172089.52,-2223285.67,98.88
2025-11-19,111707091,112581328,-299750.0,1179990.93,-1479740.93,99.22
2025-11-20,140032383,140907350,-6222109.58,1632304.34,-7854413.92,99.38
2025-11-21,129756627,130809747,-108943.84,1471147.19,-1580091.03,99.19
2025-11-22,251587588,252384216,-3965924.47,2771043.74,-6736968.21,99.68
2025-11-23,283420905,284342678,-1560987.43,3173078.54,-4734065.97,99.68
2025-11-24,122001495,123031025,-1330529.54,1277086.95,-2607616.49,99.16
2025-11-25,116027290,117140441,-2564293.38,1254484.63,-3818778.01,99.05
2025-11-26,145452226,146688707,-2620258.04,1621108.31,-4241366.35,99.16
2025-11-27,272686949,273561855,1707837.51,3206675.8,-1498838.29,99.68
2025-11-28,260793872,261440798,82978.93,3035270.35,-2952291.42,99.75
2025-11-29,290048665,290535585,2900322.12,3224678.02,-324355.9,99.83
2025-11-30,304744316,305449659,674089.58,3401124.71,-2727035.13,99.77
2025-12-01,145756010,146732891,-2694296.69,1469114.52,-4163411.21,99.33
2025-12-02,125450220,127057772,-431773.84,1282688.08,-1714461.92,98.73
2025-12-03,147239129,148510119,966263.31,1465071.8,-498808.49,99.14
2025-12-04,154509868,155660758,-3753571.09,1572910.51,-5326481.6,99.26
2025-12-05,137839629,139103549,-2561456.52,1364161.74,-3925618.26,99.09
2025-12-06,247479310,249804148,-6445900.82,2851243.13,-9297143.95,99.07
2025-12-07,327824776,328682321,-756939.43,3576266.34,-4333205.77,99.74
2025-12-08,143789271,144783518,-2389176.72,1721213.84,-4110390.56,99.31
2025-12-09,126061838,126939967,-648734.65,1261601.25,-1910335.9,99.31
2025-12-10,132812988,134580183,-2811013.31,1234491.8,-4045505.11,98.69
2025-12-11,155780829,156962099,-1747906.88,1541867.3,-3289774.18,99.25
2025-12-12,131513437,132635486,-878066.66,1429256.97,-2307323.63,99.15
2025-12-13,208518566,210999346,2264357.15,2271663.91,-7306.76,98.82
2025-12-14,330017516,331142646,-2799158.54,3549399.63,-6348558.17,99.66
2025-12-15,139053242,140254010,-352131.12,1525264.1,-1877395.22,99.14
2025-12-16,131207598,132458104,-2606604.21,1371907.33,-3978511.54,99.06
2025-12-17,136826087,138231647,-935445.23,1382465.83,-2317911.06,98.98
2025-12-18,209967187,210893762,280913.42,2327032.57,-2046119.15,99.56
2025-12-19,274957367,275966317,-7086918.58,2620233.79,-9707152.37,99.63
2025-12-20,335626036,336559676,-2741742.9,3572256.75,-6313999.65,99.72
2025-12-21,380419762,381710154,10296681.7,3906482.35,6390199.35,99.66
2025-12-22,181167585,182608756,157740.06,1708610.67,-1550870.61,99.21
2025-12-23,199142293,202399081,-3933989.34,2062575.03,-5996564.37,98.39
2025-12-24,111743403,112872436,118207.82,1093715.95,-975508.13,99.0
2025-12-25,311394688,312991063,-7736629.9,3278063.35,-11014693.25,99.49
2025-12-26,208498892,209724589,-1232368.84,2356262.08,-3588630.92,99.42
2025-12-27,325503976,326481119,-1150237.59,3542558.32,-4692795.91,99.7
2025-12-28,359464635,360670106,-2054614.95,3666280.73,-5720895.68,99.67
2025-12-29,234712947,236034354,-6765597.77,2409656.34,-9175254.11,99.44
2025-12-30,192112196,193359609,-3861721.65,2189985.65,-6051707.3,99.35
2025-12-31,294807518,297241507,-5302699.47,3512904.75,-8815604.22,99.18
2026-01-01,289288937,291154838,-8915495.72,3308405.82,-12223901.54,99.36
2026-01-02,245359691,247068578,500254.35,2498665.5,-1998411.15,99.31
2026-01-03,308595091,311143382,-4626277.16,3203310.7,-7829587.86,99.18
2026-01-04,399543990,402663538,-795464.07,4076416.37,-4871880.44,99.23
2026-01-05,177331826,179991188,-547053.65,1923365.39,-2470419.04,98.52
2026-01-06,197660415,200201770,-280761.91,2084134.58,-2364896.49,98.73
2026-01-07,233084296,235967866,639500.85,2481734.13,-1842233.28,98.78
2026-01-08,222032618,226646902,-4426944.6,2488838.26,-6915782.86,97.96
2026-01-09,245063274,247827446,-683144.68,2459327.83,-3142472.51,98.88
2026-01-10,453263012,455448380,10828543.3,4653267.72,6175275.58,99.52
2026-01-11,463151618,465923005,5155411.08,4948560.19,206850.89,99.41
2026-01-12,257708721,259843851,-2180667.83,2606040.54,-4786708.37,99.18
2026-01-13,234054383,237027506,-4567807.44,2364596.11,-6932403.55,98.75
2026-01-14,246103058,249009738,-1621474.85,2442766.22,-4064241.07,98.83
2026-01-15,231755748,234245358,-3563810.15,2387041.34,-5950851.49,98.94
2026-01-16,213234962,215440892,-3553685.75,2134109.43,-5687795.18,98.98
2026-01-17,532889288,535511995,-14409150.27,5352375.09,-19761525.36,99.51
